C_chinensis	chromosome	D_sublineata	chromosome
anno1.g12013.t1	A	rna-XM_056775136.1	A
anno1.g12014.t1	A	rna-XM_056775135.1	A
anno1.g12015.t1	A	rna-XM_056778896.1	A
anno1.g12016.t3	A	rna-XM_056790708.1	X
anno1.g12018.t1	A	rna-XM_056791225.1	X
anno1.g12020.t1	A	rna-XM_056774762.1	A
anno1.g12021.t1	A	rna-XM_056779174.1	A
anno1.g12010.t2	A	rna-XM_056774822.1	A
anno1.g12011.t1	A	rna-XM_056775333.1	A
anno1.g2346.t1	X	rna-XM_056790031.1	X
anno1.g2347.t1	X	rna-XM_056790159.1	X
anno1.g2348.t1	X	rna-XM_056790163.1	X
anno1.g2349.t3	X	rna-XM_056789702.1	X
anno1.g2351.t1	X	rna-XM_056787218.1	A
anno1.g2353.t2	X	rna-XM_056789667.1	X
anno1.g2354.t1	X	rna-XM_056789919.1	X
anno1.g2355.t1	X	rna-XM_056790516.1	X
anno1.g2356.t1	X	rna-XM_056789941.1	X
anno1.g2357.t1	X	rna-XM_056789940.1	X
anno1.g2358.t1	X	rna-XM_056790338.1	X
anno1.g2359.t1	X	rna-XM_056791461.1	A
anno1.g2361.t1	X	rna-XM_056789419.1	X
anno1.g2362.t1	X	rna-XM_056789416.1	X
anno1.g2364.t1	X	rna-XM_056790479.1	X
anno1.g2366.t1	X	rna-XM_056790413.1	X
anno1.g2370.t1	X	rna-XM_056783899.1	A
anno1.g2371.t1	X	rna-XM_056789988.1	X
anno1.g2372.t1	X	rna-XM_056789303.1	X
anno1.g2374.t1	X	rna-XM_056774864.1	A
anno1.g12002.t1	A	rna-XM_056792062.1	A
anno1.g12003.t1	A	rna-XM_056792063.1	A
anno1.g12004.t2	A	rna-XM_056792040.1	A
anno1.g12006.t1	A	rna-XM_056782120.1	A
anno1.g11999.t1	A	rna-XM_056776737.1	A
anno1.g12001.t2	A	rna-XM_056776599.1	A
anno1.g11998.t1	A	rna-XM_056780645.1	A
anno1.g2344.t1	A	rna-XM_056788781.1	A
anno1.g11993.t2	A	rna-XM_056783815.1	A
anno1.g11988.t1	A	rna-XM_056781851.1	A
anno1.g11991.t1	A	rna-XM_056777706.1	A
anno1.g11992.t1	A	rna-XM_056777039.1	A
anno1.g2340.t1	A	rna-XM_056785271.1	A
anno1.g11914.t1	A	rna-XM_056786969.1	A
anno1.g11915.t1	A	rna-XM_056787007.1	A
anno1.g11916.t1	A	rna-XM_056788232.1	A
anno1.g11917.t1	A	rna-XM_056784551.1	A
anno1.g11918.t1	A	rna-XM_056792842.1	A
anno1.g11919.t1	A	rna-XM_056779449.1	A
anno1.g11920.t3	A	rna-XM_056784033.1	A
anno1.g11921.t1	A	rna-XM_056784046.1	A
anno1.g11923.t1	A	rna-XM_056784009.1	A
anno1.g11924.t1	A	rna-XM_056776690.1	A
anno1.g11925.t1	A	rna-XM_056790645.1	X
anno1.g11926.t1	A	rna-XM_056775212.1	A
anno1.g11927.t1	A	rna-XM_056779366.1	A
anno1.g11928.t2	A	rna-XM_056782138.1	A
anno1.g11932.t1	A	rna-XM_056792532.1	A
anno1.g11933.t1	A	rna-XM_056783671.1	A
anno1.g11934.t2	A	rna-XM_056783660.1	A
anno1.g11935.t2	A	rna-XM_056787652.1	A
anno1.g11936.t2	A	rna-XM_056783674.1	A
anno1.g11937.t1	A	rna-XM_056788059.1	A
anno1.g11939.t1	A	rna-XM_056788062.1	A
anno1.g11940.t1	A	rna-XM_056774063.1	A
anno1.g11941.t1	A	rna-XM_056776345.1	A
anno1.g11942.t1	A	rna-XM_056791781.1	A
anno1.g11944.t1	A	rna-XM_056783326.1	A
anno1.g11945.t1	A	rna-XM_056782904.1	A
anno1.g11948.t1	A	rna-XM_056782798.1	A
anno1.g11952.t1	A	rna-XM_056779431.1	A
anno1.g11953.t1	A	rna-XM_056779432.1	A
anno1.g11954.t1	A	rna-XM_056783574.1	A
anno1.g11955.t1	A	rna-XM_056776691.1	A
anno1.g11956.t1	A	rna-XM_056778385.1	A
anno1.g11959.t1	A	rna-XM_056778384.1	A
anno1.g11960.t1	A	rna-XM_056778370.1	A
anno1.g11961.t1	A	rna-XM_056774178.1	A
anno1.g11964.t2	A	rna-XM_056783570.1	A
anno1.g11966.t1	A	rna-XM_056777953.1	A
anno1.g11967.t1	A	rna-XM_056785030.1	A
anno1.g11969.t1	A	rna-XM_056779919.1	A
anno1.g11971.t1	A	rna-XM_056779159.1	A
anno1.g11972.t1	A	rna-XM_056779550.1	A
anno1.g11974.t3	A	rna-XM_056780088.1	A
anno1.g11976.t1	A	rna-XM_056773659.1	A
anno1.g11977.t2	A	rna-XM_056778208.1	A
anno1.g11979.t1	A	rna-XM_056783836.1	A
anno1.g11980.t1	A	rna-XM_056778916.1	A
anno1.g11981.t1	A	rna-XM_056779822.1	A
anno1.g11982.t2	A	rna-XM_056786924.1	A
anno1.g11983.t1	A	rna-XM_056783565.1	A
anno1.g11984.t1	A	rna-XM_056783064.1	A
anno1.g11985.t1	A	rna-XM_056775203.1	A
anno1.g11904.t1	X	rna-XM_056790970.1	X
anno1.g11905.t1	X	rna-XM_056789059.1	X
anno1.g11906.t1	X	rna-XM_056781687.1	A
anno1.g11907.t1	X	rna-XM_056790971.1	X
anno1.g11908.t1	X	rna-XM_056790116.1	X
anno1.g11909.t2	X	rna-XM_056790120.1	X
anno1.g11910.t1	X	rna-XM_056790114.1	X
anno1.g11911.t1	X	rna-XM_056790428.1	X
anno1.g11912.t1	X	rna-XM_056790437.1	X
anno1.g11901.t1	A	rna-XM_056777082.1	A
anno1.g11902.t1	A	rna-XM_056780373.1	A
anno1.g2316.t1	A	rna-XM_056787388.1	A
anno1.g2317.t1	A	rna-XM_056786986.1	A
anno1.g2318.t1	A	rna-XM_056773759.1	A
anno1.g2319.t1	A	rna-XM_056773761.1	A
anno1.g2320.t1	A	rna-XM_056773762.1	A
anno1.g2321.t1	A	rna-XM_056773756.1	A
anno1.g2322.t1	A	rna-XM_056792381.1	A
anno1.g2323.t1	A	rna-XM_056773941.1	A
anno1.g2325.t1	A	rna-XM_056789020.1	A
anno1.g2327.t1	A	rna-XM_056792837.1	A
anno1.g2328.t2	A	rna-XM_056792839.1	A
anno1.g2329.t1	A	rna-XM_056792392.1	A
anno1.g2331.t1	A	rna-XM_056776424.1	A
anno1.g11894.t1	A	rna-XM_056785680.1	A
anno1.g11895.t1	A	rna-XM_056785682.1	A
anno1.g11888.t1	A	rna-XM_056776989.1	A
anno1.g11891.t1	A	rna-XM_056784598.1	A
anno1.g11892.t1	A	rna-XM_056784682.1	A
anno1.g11881.t1	A	rna-XM_056788163.1	A
anno1.g11882.t1	A	rna-XM_056778747.1	A
anno1.g2312.t1	A	rna-XM_056779081.1	A
anno1.g11880.t1	A	rna-XM_056777696.1	A
anno1.g11850.t2	A	rna-XM_056781152.1	A
anno1.g11851.t1	A	rna-XM_056789485.1	X
anno1.g11852.t1	A	rna-XM_056783697.1	A
anno1.g11853.t1	A	rna-XM_056776226.1	A
anno1.g11854.t2	A	rna-XM_056792151.1	A
anno1.g11855.t1	A	rna-XM_056789612.1	X
anno1.g11856.t1	A	rna-XM_056793010.1	A
anno1.g11857.t1	A	rna-XM_056792152.1	A
anno1.g11858.t1	A	rna-XM_056780830.1	A
anno1.g11859.t2	A	rna-XM_056783579.1	A
anno1.g11861.t1	A	rna-XM_056780557.1	A
anno1.g11862.t1	A	rna-XM_056786652.1	A
anno1.g11864.t1	A	rna-XM_056788873.1	A
anno1.g11865.t1	A	rna-XM_056788407.1	A
anno1.g11866.t1	A	rna-XM_056788410.1	A
anno1.g11868.t1	A	rna-XM_056790471.1	X
anno1.g11869.t1	A	rna-XM_056790929.1	X
anno1.g11871.t1	A	rna-XM_056790166.1	X
anno1.g11873.t1	A	rna-XM_056791712.1	A
anno1.g11874.t2	A	rna-XM_056791713.1	A
anno1.g11834.t1	A	rna-XM_056782388.1	A
anno1.g11835.t2	A	rna-XM_056774357.1	A
anno1.g11836.t1	A	rna-XM_056780234.1	A
anno1.g11837.t1	A	rna-XM_056786433.1	A
anno1.g11839.t1	A	rna-XM_056789520.1	X
anno1.g11840.t1	A	rna-XM_056789518.1	X
anno1.g11841.t1	A	rna-XM_056786534.1	A
anno1.g11843.t1	A	rna-XM_056786535.1	A
anno1.g11844.t1	A	rna-XM_056791884.1	A
anno1.g11846.t1	A	rna-XM_056781816.1	A
anno1.g11847.t1	A	rna-XM_056786229.1	A
anno1.g11848.t1	A	rna-XM_056786227.1	A
anno1.g11849.t1	A	rna-XM_056791885.1	A
anno1.g11831.t1	A	rna-XM_056781767.1	A
anno1.g11832.t1	A	rna-XM_056780988.1	A
anno1.g11824.t1	A	rna-XM_056784045.1	A
anno1.g11825.t1	A	rna-XM_056775704.1	A
anno1.g11826.t1	A	rna-XM_056775699.1	A
anno1.g11827.t1	A	rna-XM_056779889.1	A
anno1.g11828.t1	A	rna-XM_056775653.1	A
anno1.g11829.t1	A	rna-XM_056790922.1	X
anno1.g2248.t1	A	rna-XM_056781844.1	A
anno1.g2249.t1	A	rna-XM_056792921.1	A
anno1.g2252.t1	A	rna-XM_056777199.1	A
anno1.g2254.t1	A	rna-XM_056776487.1	A
anno1.g2255.t1	A	rna-XM_056776496.1	A
anno1.g2256.t1	A	rna-XM_056777735.1	A
anno1.g2257.t1	A	rna-XM_056784492.1	A
anno1.g2258.t1	A	rna-XM_056785878.1	A
anno1.g2259.t1	A	rna-XM_056777105.1	A
anno1.g2260.t1	A	rna-XM_056791977.1	A
anno1.g2261.t1	A	rna-XM_056792744.1	A
anno1.g2262.t1	A	rna-XM_056792743.1	A
anno1.g2263.t2	A	rna-XM_056790246.1	A
anno1.g2264.t2	A	rna-XM_056790303.1	A
anno1.g2265.t1	A	rna-XM_056780332.1	A
anno1.g2266.t1	A	rna-XM_056779136.1	A
anno1.g2267.t1	A	rna-XM_056778409.1	A
anno1.g2268.t1	A	rna-XM_056774392.1	A
anno1.g2270.t2	A	rna-XM_056781281.1	A
anno1.g2271.t1	A	rna-XM_056788615.1	A
anno1.g2272.t2	A	rna-XM_056776425.1	A
anno1.g2273.t1	A	rna-XM_056776750.1	A
anno1.g2274.t1	A	rna-XM_056777917.1	A
anno1.g2275.t1	A	rna-XM_056778998.1	A
anno1.g2277.t1	A	rna-XM_056779475.1	A
anno1.g2278.t1	A	rna-XM_056782997.1	A
anno1.g2280.t1	A	rna-XM_056779126.1	A
anno1.g2281.t1	A	rna-XM_056785328.1	A
anno1.g2282.t1	A	rna-XM_056790290.1	A
anno1.g2283.t1	A	rna-XM_056777822.1	A
anno1.g2284.t1	A	rna-XM_056777032.1	A
anno1.g2285.t1	A	rna-XM_056777948.1	A
anno1.g2286.t2	A	rna-XM_056776660.1	A
anno1.g2287.t2	A	rna-XM_056778145.1	A
anno1.g2289.t1	A	rna-XM_056777866.1	A
anno1.g2290.t1	A	rna-XM_056777591.1	A
anno1.g2291.t1	A	rna-XM_056782664.1	A
anno1.g2292.t1	A	rna-XM_056779124.1	A
anno1.g2293.t1	A	rna-XM_056779068.1	A
anno1.g2294.t1	A	rna-XM_056778732.1	A
anno1.g2296.t1	A	rna-XM_056776883.1	A
anno1.g2297.t1	A	rna-XM_056777829.1	A
anno1.g2298.t1	A	rna-XM_056778846.1	A
anno1.g2299.t1	A	rna-XM_056779257.1	A
anno1.g2302.t1	A	rna-XM_056790302.1	X
anno1.g2303.t1	A	rna-XM_056789740.1	X
anno1.g2304.t2	A	rna-XM_056790137.1	X
anno1.g2226.t1	A	rna-XM_056791421.1	A
anno1.g2227.t2	A	rna-XM_056776739.1	A
anno1.g2228.t1	A	rna-XM_056777112.1	A
anno1.g2229.t1	A	rna-XM_056782410.1	A
anno1.g2231.t1	A	rna-XM_056773780.1	A
anno1.g2232.t1	A	rna-XM_056773778.1	A
anno1.g2233.t1	A	rna-XM_056773781.1	A
anno1.g2234.t1	A	rna-XM_056791454.1	A
anno1.g2235.t1	A	rna-XM_056777312.1	A
anno1.g2236.t2	A	rna-XM_056777313.1	A
anno1.g2237.t1	A	rna-XM_056777318.1	A
anno1.g2238.t1	A	rna-XM_056775244.1	A
anno1.g2239.t1	A	rna-XM_056776145.1	A
anno1.g2241.t1	A	rna-XM_056792266.1	A
anno1.g2243.t1	A	rna-XM_056787909.1	A
anno1.g2244.t1	A	rna-XM_056782421.1	A
anno1.g2245.t1	A	rna-XM_056792883.1	A
anno1.g2246.t1	A	rna-XM_056778835.1	A
anno1.g11812.t1	X	rna-XM_056789754.1	X
anno1.g11813.t2	X	rna-XM_056789349.1	X
anno1.g11815.t1	X	rna-XM_056789208.1	X
anno1.g11816.t1	X	rna-XM_056790482.1	X
anno1.g11817.t1	X	rna-XM_056789881.1	X
anno1.g11818.t1	X	rna-XM_056789396.1	X
anno1.g11806.t1	A	rna-XM_056793248.1	A
anno1.g11807.t1	A	rna-XM_056793104.1	A
anno1.g11808.t2	A	rna-XM_056792367.1	A
anno1.g11809.t1	A	rna-XM_056773689.1	A
anno1.g11714.t1	A	rna-XM_056784511.1	A
anno1.g11715.t2	A	rna-XM_056784507.1	A
anno1.g11716.t1	A	rna-XM_056792463.1	A
anno1.g11717.t1	A	rna-XM_056791047.1	A
anno1.g11718.t1	A	rna-XM_056780720.1	A
anno1.g11719.t1	A	rna-XM_056780054.1	A
anno1.g11721.t1	A	rna-XM_056777083.1	A
anno1.g11722.t1	A	rna-XM_056777157.1	A
anno1.g11724.t1	A	rna-XM_056777119.1	A
anno1.g11725.t1	A	rna-XM_056776659.1	A
anno1.g11726.t1	A	rna-XM_056776429.1	A
anno1.g11727.t1	A	rna-XM_056777394.1	A
anno1.g11729.t2	A	rna-XM_056777555.1	A
anno1.g11731.t1	A	rna-XM_056775658.1	A
anno1.g11732.t1	A	rna-XM_056784770.1	A
anno1.g11733.t1	A	rna-XM_056791389.1	A
anno1.g11734.t1	A	rna-XM_056778334.1	A
anno1.g11735.t1	A	rna-XM_056778359.1	A
anno1.g11736.t1	A	rna-XM_056786941.1	A
anno1.g11737.t1	A	rna-XM_056787052.1	A
anno1.g11739.t1	A	rna-XM_056774847.1	A
anno1.g11741.t1	A	rna-XM_056774249.1	A
anno1.g11742.t1	A	rna-XM_056773914.1	A
anno1.g11744.t1	A	rna-XM_056787735.1	A
anno1.g11745.t1	A	rna-XM_056787736.1	A
anno1.g11746.t1	A	rna-XM_056787335.1	A
anno1.g11747.t1	A	rna-XM_056788397.1	A
anno1.g11748.t2	A	rna-XM_056788327.1	A
anno1.g11750.t1	A	rna-XM_056775168.1	A
anno1.g11751.t1	A	rna-XM_056774974.1	A
anno1.g11752.t2	A	rna-XM_056775211.1	A
anno1.g11753.t1	A	rna-XM_056774821.1	A
anno1.g11754.t1	A	rna-XM_056774736.1	A
anno1.g11755.t1	A	rna-XM_056775418.1	A
anno1.g11756.t1	A	rna-XM_056775615.1	A
anno1.g11759.t1	A	rna-XM_056775565.1	A
anno1.g11760.t1	A	rna-XM_056784060.1	A
anno1.g11762.t2	A	rna-XM_056790732.1	X
anno1.g11764.t1	A	rna-XM_056790723.1	X
anno1.g11766.t1	A	rna-XM_056779406.1	A
anno1.g11768.t1	A	rna-XM_056792863.1	A
anno1.g11769.t1	A	rna-XM_056779834.1	A
anno1.g11770.t1	A	rna-XM_056791207.1	A
anno1.g11771.t1	A	rna-XM_056786768.1	A
anno1.g11772.t1	A	rna-XM_056792736.1	A
anno1.g11773.t1	A	rna-XM_056775237.1	A
anno1.g11774.t1	A	rna-XM_056775236.1	A
anno1.g11775.t1	A	rna-XM_056774886.1	A
anno1.g11776.t1	A	rna-XM_056784823.1	A
anno1.g11777.t1	A	rna-XM_056784478.1	A
anno1.g11778.t1	A	rna-XM_056773545.1	A
anno1.g11779.t1	A	rna-XM_056782994.1	A
anno1.g11780.t1	A	rna-XM_056777181.1	A
anno1.g11781.t1	A	rna-XM_056774766.1	A
anno1.g11782.t1	A	rna-XM_056793030.1	A
anno1.g11783.t1	A	rna-XM_056774839.1	A
anno1.g11787.t1	A	rna-XM_056788474.1	A
anno1.g11788.t2	A	rna-XM_056788448.1	A
anno1.g11789.t2	A	rna-XM_056788439.1	A
anno1.g11790.t1	A	rna-XM_056788437.1	A
anno1.g11791.t1	A	rna-XM_056788435.1	A
anno1.g11792.t1	A	rna-XM_056788429.1	A
anno1.g11793.t2	A	rna-XM_056788164.1	A
anno1.g11795.t1	A	rna-XM_056777122.1	A
anno1.g11797.t1	A	rna-XM_056777305.1	A
anno1.g11798.t1	A	rna-XM_056777914.1	A
anno1.g11799.t1	A	rna-XM_056777916.1	A
anno1.g11800.t1	A	rna-XM_056787886.1	A
anno1.g11802.t1	A	rna-XM_056785826.1	A
anno1.g11706.t1	A	rna-XM_056779678.1	A
anno1.g11704.t1	A	rna-XM_056784688.1	A
anno1.g11705.t2	A	rna-XM_056785417.1	A
anno1.g11690.t1	A	rna-XM_056787160.1	A
anno1.g11692.t1	A	rna-XM_056776990.1	A
anno1.g11693.t1	A	rna-XM_056787234.1	A
anno1.g11696.t2	A	rna-XM_056773670.1	A
anno1.g11698.t2	A	rna-XM_056773667.1	A
anno1.g11687.t1	A	rna-XM_056775479.1	A
anno1.g2182.t1	A	rna-XM_056786713.1	A
anno1.g2184.t1	A	rna-XM_056775544.1	A
anno1.g2188.t2	A	rna-XM_056784354.1	A
anno1.g2189.t1	A	rna-XM_056792265.1	A
anno1.g2190.t1	A	rna-XM_056791900.1	A
anno1.g2191.t2	A	rna-XM_056785673.1	A
anno1.g2192.t1	A	rna-XM_056787298.1	A
anno1.g2196.t1	A	rna-XM_056776689.1	A
anno1.g2197.t1	A	rna-XM_056776687.1	A
anno1.g2198.t1	A	rna-XM_056773807.1	A
anno1.g2200.t1	A	rna-XM_056777450.1	A
anno1.g2201.t2	A	rna-XM_056776671.1	A
anno1.g2202.t1	A	rna-XM_056776672.1	A
anno1.g2203.t1	A	rna-XM_056782902.1	A
anno1.g2204.t1	A	rna-XM_056779358.1	A
anno1.g2205.t1	A	rna-XM_056779980.1	A
anno1.g2206.t1	A	rna-XM_056779744.1	A
anno1.g2207.t1	A	rna-XM_056778753.1	A
anno1.g2208.t1	A	rna-XM_056786687.1	A
anno1.g2209.t1	A	rna-XM_056786033.1	A
anno1.g2211.t1	A	rna-XM_056786635.1	A
anno1.g2212.t1	A	rna-XM_056782886.1	A
anno1.g2214.t1	A	rna-XM_056782950.1	A
anno1.g2215.t1	A	rna-XM_056779368.1	A
anno1.g2216.t1	A	rna-XM_056790180.1	X
anno1.g2219.t1	A	rna-XM_056783267.1	A
anno1.g2220.t1	A	rna-XM_056776234.1	A
anno1.g2222.t1	A	rna-XM_056787124.1	A
anno1.g11680.t1	A	rna-XM_056778532.1	A
anno1.g11681.t1	A	rna-XM_056779041.1	A
anno1.g11684.t1	A	rna-XM_056781276.1	A
anno1.g11663.t1	A	rna-XM_056779641.1	A
anno1.g11665.t1	A	rna-XM_056792188.1	A
anno1.g11668.t1	A	rna-XM_056780099.1	A
anno1.g11669.t1	A	rna-XM_056791244.1	Y
anno1.g11670.t1	A	rna-XM_056775119.1	A
anno1.g2171.t1	A	rna-XM_056790038.1	X
anno1.g2173.t2	A	rna-XM_056789586.1	X
anno1.g11596.t1	A	rna-XM_056792775.1	A
anno1.g11597.t1	A	rna-XM_056781274.1	A
anno1.g11599.t1	A	rna-XM_056777793.1	A
anno1.g11600.t1	A	rna-XM_056787557.1	A
anno1.g11603.t1	A	rna-XM_056784057.1	A
anno1.g11604.t1	A	rna-XM_056779833.1	A
anno1.g11605.t1	A	rna-XM_056779341.1	A
anno1.g11606.t1	A	rna-XM_056782600.1	A
anno1.g11608.t2	A	rna-XM_056778053.1	A
anno1.g11609.t1	A	rna-XM_056779079.1	A
anno1.g11611.t1	A	rna-XM_056778021.1	A
anno1.g11612.t1	A	rna-XM_056777968.1	A
anno1.g11616.t1	A	rna-XM_056787915.1	A
anno1.g11617.t1	A	rna-XM_056788018.1	A
anno1.g11618.t1	A	rna-XM_056778742.1	A
anno1.g11619.t1	A	rna-XM_056774943.1	A
anno1.g11623.t1	A	rna-XM_056788021.1	A
anno1.g11627.t1	A	rna-XM_056787428.1	A
anno1.g11628.t1	A	rna-XM_056786420.1	A
anno1.g11629.t1	A	rna-XM_056787316.1	A
anno1.g11630.t1	A	rna-XM_056783391.1	A
anno1.g11631.t1	A	rna-XM_056785220.1	A
anno1.g11632.t1	A	rna-XM_056785222.1	A
anno1.g11633.t1	A	rna-XM_056780880.1	A
anno1.g11634.t1	A	rna-XM_056782195.1	A
anno1.g11635.t1	A	rna-XM_056785263.1	A
anno1.g11638.t1	A	rna-XM_056789005.1	A
anno1.g11643.t1	A	rna-XM_056785267.1	A
anno1.g11647.t1	A	rna-XM_056784945.1	A
anno1.g11648.t1	A	rna-XM_056785265.1	A
anno1.g11650.t1	A	rna-XM_056785272.1	A
anno1.g11651.t1	A	rna-XM_056791632.1	A
anno1.g11652.t1	A	rna-XM_056786178.1	A
anno1.g11653.t1	A	rna-XM_056789250.1	X
anno1.g11654.t1	A	rna-XM_056779599.1	A
anno1.g11656.t1	A	rna-XM_056788677.1	A
anno1.g11659.t1	A	rna-XM_056786967.1	A
anno1.g11662.t2	A	rna-XM_056775873.1	A
anno1.g11592.t1	A	rna-XM_056792538.1	A
anno1.g11579.t1	A	rna-XM_056774984.1	A
anno1.g11581.t1	A	rna-XM_056778773.1	A
anno1.g11582.t2	A	rna-XM_056781403.1	A
anno1.g11584.t1	A	rna-XM_056781338.1	A
anno1.g11585.t1	A	rna-XM_056777353.1	A
anno1.g11587.t2	A	rna-XM_056780700.1	A
anno1.g11589.t1	A	rna-XM_056781402.1	A
anno1.g11590.t1	A	rna-XM_056778228.1	A
anno1.g11591.t2	A	rna-XM_056778229.1	A
anno1.g11571.t1	A	rna-XM_056782455.1	A
anno1.g11572.t1	A	rna-XM_056782454.1	A
anno1.g11574.t1	A	rna-XM_056789406.1	X
anno1.g11575.t1	A	rna-XM_056785577.1	A
anno1.g11576.t1	A	rna-XM_056775378.1	A
anno1.g11567.t1	A	rna-XM_056780510.1	A
anno1.g11558.t2	A	rna-XM_056784034.1	A
anno1.g11562.t1	A	rna-XM_056784746.1	A
anno1.g11552.t1	A	rna-XM_056783040.1	A
anno1.g11521.t1	A	rna-XM_056789460.1	X
anno1.g11522.t1	A	rna-XM_056789581.1	X
anno1.g11523.t1	A	rna-XM_056781261.1	A
anno1.g11526.t1	A	rna-XM_056791114.1	X
anno1.g11527.t1	A	rna-XM_056781194.1	A
anno1.g11528.t2	A	rna-XM_056774841.1	A
anno1.g11529.t1	A	rna-XM_056774843.1	A
anno1.g11531.t1	A	rna-XM_056786279.1	A
anno1.g11532.t1	A	rna-XM_056786206.1	A
anno1.g11536.t2	A	rna-XM_056779191.1	A
anno1.g11539.t1	A	rna-XM_056778565.1	A
anno1.g11540.t2	A	rna-XM_056778561.1	A
anno1.g11543.t1	A	rna-XM_056786283.1	A
anno1.g11546.t1	A	rna-XM_056782544.1	A
anno1.g11549.t1	A	rna-XM_056782548.1	A
anno1.g2168.t1	A	rna-XM_056789080.1	X
anno1.g11510.t1	A	rna-XM_056778704.1	A
anno1.g11511.t1	A	rna-XM_056780040.1	A
anno1.g11512.t1	A	rna-XM_056780036.1	A
anno1.g11513.t1	A	rna-XM_056778933.1	A
anno1.g11514.t1	A	rna-XM_056780041.1	A
anno1.g11515.t1	A	rna-XM_056780042.1	A
anno1.g11516.t1	A	rna-XM_056778905.1	A
anno1.g11517.t1	A	rna-XM_056779308.1	A
anno1.g11501.t2	A	rna-XM_056792982.1	A
anno1.g11503.t1	A	rna-XM_056787119.1	A
anno1.g11504.t3	A	rna-XM_056776644.1	A
anno1.g11505.t1	A	rna-XM_056784531.1	A
anno1.g11507.t1	A	rna-XM_056784533.1	A
anno1.g2153.t1	A	rna-XM_056774413.1	A
anno1.g2154.t2	A	rna-XM_056775151.1	A
anno1.g2155.t1	A	rna-XM_056776162.1	A
anno1.g2156.t1	A	rna-XM_056790821.1	X
anno1.g2157.t2	A	rna-XM_056775079.1	A
anno1.g2158.t1	A	rna-XM_056775435.1	A
anno1.g2159.t1	A	rna-XM_056783905.1	A
anno1.g2160.t1	A	rna-XM_056774470.1	A
anno1.g2163.t1	A	rna-XM_056783984.1	A
anno1.g2164.t1	A	rna-XM_056775598.1	A
anno1.g2165.t1	A	rna-XM_056775620.1	A
anno1.g2167.t1	A	rna-XM_056773861.1	A
anno1.g11498.t1	A	rna-XM_056778960.1	A
anno1.g11497.t1	A	rna-XM_056774917.1	A
anno1.g11492.t1	A	rna-XM_056777690.1	A
anno1.g11480.t1	A	rna-XM_056778075.1	A
anno1.g11481.t1	A	rna-XM_056778084.1	A
anno1.g11482.t3	A	rna-XM_056778082.1	A
anno1.g11483.t1	A	rna-XM_056779223.1	A
anno1.g11484.t1	A	rna-XM_056786901.1	A
anno1.g11485.t2	A	rna-XM_056778640.1	A
anno1.g11486.t1	A	rna-XM_056778560.1	A
anno1.g11487.t1	A	rna-XM_056779998.1	A
anno1.g11488.t4	A	rna-XM_056778782.1	A
anno1.g11489.t1	A	rna-XM_056778808.1	A
anno1.g11490.t1	A	rna-XM_056779532.1	A
anno1.g11491.t3	A	rna-XM_056785941.1	A
anno1.g11451.t3	A	rna-XM_056785466.1	A
anno1.g11452.t2	A	rna-XM_056780273.1	A
anno1.g11453.t1	A	rna-XM_056779245.1	A
anno1.g11454.t1	A	rna-XM_056789062.1	X
anno1.g11455.t1	A	rna-XM_056778636.1	A
anno1.g11462.t2	A	rna-XM_056784467.1	A
anno1.g11463.t1	A	rna-XM_056784862.1	A
anno1.g11464.t1	A	rna-XM_056784462.1	A
anno1.g11465.t1	A	rna-XM_056778712.1	A
anno1.g11466.t1	A	rna-XM_056793065.1	A
anno1.g11468.t1	A	rna-XM_056778094.1	A
anno1.g11469.t1	A	rna-XM_056776916.1	A
anno1.g11470.t1	A	rna-XM_056786413.1	A
anno1.g11471.t1	A	rna-XM_056779228.1	A
anno1.g11472.t1	A	rna-XM_056778689.1	A
anno1.g11474.t1	A	rna-XM_056791722.1	A
anno1.g11476.t1	A	rna-XM_056780578.1	A
anno1.g11477.t1	A	rna-XM_056776625.1	A
anno1.g11449.t1	A	rna-XM_056782531.1	A
anno1.g11443.t1	A	rna-XM_056790468.1	A
anno1.g11444.t1	A	rna-XM_056777873.1	A
anno1.g11446.t1	A	rna-XM_056783823.1	A
anno1.g11447.t1	A	rna-XM_056779429.1	A
anno1.g2104.t1	A	rna-XM_056780338.1	A
anno1.g2105.t1	A	rna-XM_056791752.1	A
anno1.g2106.t1	A	rna-XM_056783001.1	A
anno1.g2107.t2	A	rna-XM_056791754.1	A
anno1.g2108.t1	A	rna-XM_056777515.1	A
anno1.g2109.t1	A	rna-XM_056777527.1	A
anno1.g2111.t1	A	rna-XM_056780813.1	A
anno1.g2112.t1	A	rna-XM_056780563.1	A
anno1.g2113.t1	A	rna-XM_056781504.1	A
anno1.g2114.t3	A	rna-XM_056781502.1	A
anno1.g2118.t2	A	rna-XM_056774359.1	A
anno1.g2119.t1	A	rna-XM_056790219.1	X
anno1.g2120.t1	A	rna-XM_056775041.1	A
anno1.g2121.t1	A	rna-XM_056777712.1	A
anno1.g2123.t1	A	rna-XM_056790594.1	X
anno1.g2124.t1	A	rna-XM_056790596.1	X
anno1.g2125.t2	A	rna-XM_056790602.1	X
anno1.g2127.t2	A	rna-XM_056792645.1	A
anno1.g2128.t1	A	rna-XM_056779272.1	A
anno1.g2129.t1	A	rna-XM_056789308.1	X
anno1.g2130.t1	A	rna-XM_056780893.1	A
anno1.g2131.t1	A	rna-XM_056774691.1	A
anno1.g2133.t1	A	rna-XM_056788328.1	A
