D_carinulata	chromosome	B_varius	chromosome
rna-XM_057797461.1	A	anno1.g9382.t1	A
rna-XM_057797459.1	A	anno1.g6333.t1	A
rna-XM_057797543.1	A	anno1.g2685.t1	A
rna-XM_057797756.1	A	anno1.g3151.t1	A
rna-XM_057798037.1	A	anno1.g7686.t1	A
rna-XM_057799221.1	A	anno1.g6885.t1	A
rna-XM_057799224.1	A	anno1.g3489.t2	A
rna-XM_057799229.1	A	anno1.g3491.t1	A
rna-XM_057799230.1	A	anno1.g7846.t2	A
rna-XM_057797948.1	A	anno1.g3933.t1	A
rna-XM_057798261.1	A	anno1.g5357.t1	A
rna-XM_057798260.1	A	anno1.g9849.t1	A
rna-XM_057797758.1	A	anno1.g620.t1	A
rna-XM_057797757.1	A	anno1.g621.t1	A
rna-XM_057798236.1	A	anno1.g622.t1	A
rna-XM_057799242.1	A	anno1.g11438.t1	A
rna-XM_057799246.1	A	anno1.g11129.t1	A
rna-XM_057799241.1	A	anno1.g6718.t1	A
rna-XM_057799247.1	A	anno1.g5693.t1	A
rna-XM_057799248.1	A	anno1.g11127.t1	A
rna-XM_057799244.1	A	anno1.g11126.t3	A
rna-XM_057799240.1	A	anno1.g11125.t1	A
rna-XM_057797894.1	A	anno1.g4184.t1	A
rna-XM_057797450.1	A	anno1.g11011.t1	A
rna-XM_057797950.1	A	anno1.g11010.t1	A
rna-XM_057798050.1	A	anno1.g11008.t1	A
rna-XM_057798049.1	A	anno1.g11007.t1	A
rna-XM_057798091.1	A	anno1.g10998.t1	A
rna-XM_057799566.1	A	anno1.g10999.t2	A
rna-XM_057799546.1	A	anno1.g11000.t3	A
rna-XM_057798519.1	A	anno1.g11027.t1	A
rna-XM_057798520.1	A	anno1.g11028.t1	A
rna-XM_057798164.1	A	anno1.g968.t1	A
rna-XM_057798880.1	A	anno1.g3320.t3	A
rna-XM_057798556.1	A	anno1.g11412.t1	A
rna-XM_057799064.1	A	anno1.g3407.t1	A
rna-XM_057799067.1	A	anno1.g11026.t1	A
rna-XM_057799068.1	A	anno1.g11025.t1	A
rna-XM_057799070.1	A	anno1.g11024.t1	A
rna-XM_057797657.1	A	anno1.g2608.t1	A
rna-XM_057798914.1	A	anno1.g11016.t1	A
rna-XM_057798922.1	A	anno1.g11013.t1	A
rna-XM_057798918.1	A	anno1.g11015.t1	A
rna-XM_057798924.1	A	anno1.g11021.t1	A
rna-XM_057798926.1	A	anno1.g11020.t1	A
rna-XM_057798327.1	A	anno1.g4746.t1	A
rna-XM_057798322.1	A	anno1.g9722.t1	A
rna-XM_057797734.1	A	anno1.g752.t1	A
rna-XM_057798332.1	A	anno1.g5355.t1	A
rna-XM_057798330.1	A	anno1.g751.t1	A
rna-XM_057798331.1	A	anno1.g10930.t1	A
rna-XM_057798328.1	A	anno1.g1120.t2	A
rna-XM_057797858.1	A	anno1.g754.t1	A
rna-XM_057797857.1	A	anno1.g9939.t1	A
rna-XM_057797859.1	A	anno1.g9749.t1	A
rna-XM_057798161.1	A	anno1.g749.t1	A
rna-XM_057798160.1	A	anno1.g748.t1	A
rna-XM_057797372.1	A	anno1.g755.t2	A
rna-XM_057797365.1	A	anno1.g756.t1	A
rna-XM_057799540.1	A	anno1.g759.t1	A
rna-XM_057799539.1	A	anno1.g9937.t1	A
rna-XM_057799189.1	A	anno1.g762.t1	A
rna-XM_057799192.1	A	anno1.g750.t1	A
rna-XM_057799195.1	A	anno1.g19.t1	A
rna-XM_057799197.1	A	anno1.g1114.t1	A
rna-XM_057799724.1	A	anno1.g1113.t2	A
rna-XM_057799730.1	A	anno1.g4081.t1	A
rna-XM_057799728.1	A	anno1.g4192.t1	A
rna-XM_057799729.1	A	anno1.g11180.t1	A
rna-XM_057798894.1	A	anno1.g481.t1	A
rna-XM_057798895.1	A	anno1.g296.t1	A
rna-XM_057798896.1	A	anno1.g297.t1	A
rna-XM_057797832.1	A	anno1.g6870.t2	A
rna-XM_057797796.1	A	anno1.g4172.t1	A
rna-XM_057798727.1	A	anno1.g4063.t1	A
rna-XM_057797917.1	A	anno1.g4067.t1	A
rna-XM_057797959.1	A	anno1.g3953.t1	A
rna-XM_057797833.1	A	anno1.g3954.t3	A
rna-XM_057797834.1	A	anno1.g9652.t1	A
rna-XM_057798732.1	A	anno1.g6530.t1	A
rna-XM_057797532.1	A	anno1.g11105.t1	A
rna-XM_057797534.1	A	anno1.g11101.t1	A
rna-XM_057798398.1	A	anno1.g11038.t1	A
rna-XM_057798536.1	A	anno1.g11111.t1	A
rna-XM_057799368.1	A	anno1.g11109.t1	A
rna-XM_057799369.1	A	anno1.g11108.t1	A
rna-XM_057799370.1	A	anno1.g11106.t1	A
rna-XM_057799367.1	A	anno1.g11507.t1	A
rna-XM_057799372.1	A	anno1.g11004.t1	A
rna-XM_057799375.1	A	anno1.g11003.t1	A
rna-XM_057799397.1	A	anno1.g9234.t1	A
rna-XM_057799398.1	A	anno1.g11211.t1	A
rna-XM_057797759.1	A	anno1.g9933.t1	A
rna-XM_057799400.1	A	anno1.g9934.t1	A
rna-XM_057799401.1	A	anno1.g1121.t1	A
rna-XM_057799404.1	A	anno1.g2348.t1	A
rna-XM_057799419.1	A	anno1.g3203.t1	A
rna-XM_057799420.1	A	anno1.g3205.t1	A
rna-XM_057799409.1	A	anno1.g3206.t1	A
rna-XM_057799417.1	A	anno1.g3208.t1	A
rna-XM_057799423.1	A	anno1.g5290.t2	A
rna-XM_057799433.1	A	anno1.g5436.t1	A
rna-XM_057799432.1	A	anno1.g5438.t2	A
rna-XM_057799439.1	A	anno1.g5440.t1	A
rna-XM_057799441.1	A	anno1.g5439.t3	A
rna-XM_057799444.1	A	anno1.g9936.t1	A
rna-XM_057798290.1	A	anno1.g724.t1	A
rna-XM_057799699.1	A	anno1.g5523.t1	A
rna-XM_057797781.1	A	anno1.g5524.t1	A
rna-XM_057799697.1	A	anno1.g2239.t1	A
rna-XM_057799700.1	A	anno1.g723.t1	A
rna-XM_057798406.1	A	anno1.g531.t1	A
rna-XM_057798407.1	A	anno1.g11549.t1	X
rna-XM_057799361.1	A	anno1.g2503.t1	A
rna-XM_057797557.1	A	anno1.g10324.t1	A
rna-XM_057798566.1	A	anno1.g4089.t2	A
rna-XM_057798126.1	A	anno1.g7979.t1	A
rna-XM_057797526.1	A	anno1.g2175.t2	A
rna-XM_057797530.1	A	anno1.g2286.t1	A
rna-XM_057797531.1	A	anno1.g2174.t1	A
rna-XM_057797502.1	A	anno1.g5698.t1	A
rna-XM_057797504.1	A	anno1.g2176.t1	A
rna-XM_057797506.1	A	anno1.g2177.t1	A
rna-XM_057797790.1	A	anno1.g2178.t1	A
rna-XM_057798309.1	A	anno1.g1899.t2	A
rna-XM_057798439.1	A	anno1.g1900.t1	A
rna-XM_057799254.1	A	anno1.g742.t4	A
rna-XM_057797932.1	A	anno1.g9640.t1	A
rna-XM_057798436.1	A	anno1.g738.t2	A
rna-XM_057798438.1	A	anno1.g9638.t2	A
rna-XM_057799238.1	A	anno1.g4703.t1	A
rna-XM_057799239.1	A	anno1.g643.t1	A
rna-XM_057799048.1	A	anno1.g4702.t2	A
rna-XM_057797831.1	A	anno1.g10831.t1	A
rna-XM_057797956.1	A	anno1.g9767.t1	A
rna-XM_057797879.1	A	anno1.g11504.t1	A
rna-XM_057798885.1	A	anno1.g294.t1	A
rna-XM_057798886.1	A	anno1.g269.t1	A
rna-XM_057797869.1	A	anno1.g10496.t1	A
rna-XM_057797868.1	A	anno1.g2347.t1	A
rna-XM_057797911.1	A	anno1.g11103.t3	A
rna-XM_057797793.1	A	anno1.g9766.t1	A
rna-XM_057797848.1	A	anno1.g270.t1	A
rna-XM_057798521.1	A	anno1.g267.t1	A
rna-XM_057799205.1	A	anno1.g260.t2	A
rna-XM_057799200.1	A	anno1.g10463.t1	A
rna-XM_057797873.1	A	anno1.g11635.t1	X
rna-XM_057798738.1	A	anno1.g8137.t1	A
rna-XM_057797437.1	A	anno1.g11732.t1	X
rna-XM_057799354.1	A	anno1.g12403.t1	Y
rna-XM_057798420.1	A	anno1.g10302.t1	A
rna-XM_057798270.1	A	anno1.g1946.t1	A
rna-XM_057798280.1	A	anno1.g8229.t1	A
rna-XM_057798276.1	A	anno1.g9606.t1	A
rna-XM_057798287.1	A	anno1.g2764.t1	A
rna-XM_057798288.1	A	anno1.g9827.t1	A
rna-XM_057798343.1	A	anno1.g9826.t1	A
rna-XM_057797470.1	A	anno1.g4617.t1	A
rna-XM_057799794.1	A	anno1.g4616.t1	A
rna-XM_057798773.1	A	anno1.g972.t1	A
rna-XM_057799801.1	A	anno1.g11300.t1	A
rna-XM_057799188.1	A	anno1.g3829.t1	A
rna-XM_057799185.1	A	anno1.g910.t1	A
rna-XM_057799187.1	A	anno1.g909.t2	A
rna-XM_057797878.1	A	anno1.g1429.t1	A
rna-XM_057798523.1	A	anno1.g1248.t1	A
rna-XM_057797987.1	A	anno1.g1259.t1	A
rna-XM_057798151.1	A	anno1.g1256.t1	A
rna-XM_057797615.1	A	anno1.g2746.t1	A
rna-XM_057797926.1	A	anno1.g6316.t1	A
rna-XM_057797696.1	A	anno1.g844.t1	A
rna-XM_057797992.1	A	anno1.g2393.t1	A
rna-XM_057797994.1	A	anno1.g846.t1	A
rna-XM_057798781.1	A	anno1.g4254.t1	A
rna-XM_057799280.1	A	anno1.g501.t1	A
rna-XM_057799279.1	A	anno1.g7134.t3	A
rna-XM_057799284.1	A	anno1.g3614.t1	A
rna-XM_057799281.1	A	anno1.g3612.t1	A
rna-XM_057797380.1	A	anno1.g6437.t1	A
rna-XM_057797379.1	A	anno1.g7132.t1	A
rna-XM_057797376.1	A	anno1.g3611.t1	A
rna-XM_057797792.1	A	anno1.g791.t1	A
rna-XM_057798254.1	A	anno1.g10541.t1	A
rna-XM_057798712.1	A	anno1.g9975.t1	A
rna-XM_057798533.1	A	anno1.g10111.t1	A
rna-XM_057797889.1	A	anno1.g10539.t2	A
rna-XM_057797890.1	A	anno1.g911.t1	A
rna-XM_057797888.1	A	anno1.g895.t1	A
rna-XM_057798000.1	A	anno1.g9350.t1	A
rna-XM_057799661.1	A	anno1.g9351.t1	A
rna-XM_057798585.1	A	anno1.g884.t1	A
rna-XM_057798597.1	A	anno1.g5647.t1	A
rna-XM_057798599.1	A	anno1.g114.t1	A
rna-XM_057798603.1	A	anno1.g847.t1	A
rna-XM_057798601.1	A	anno1.g10441.t2	A
rna-XM_057798627.1	A	anno1.g5420.t1	A
rna-XM_057798611.1	A	anno1.g7020.t1	A
rna-XM_057798607.1	A	anno1.g7021.t1	A
rna-XM_057798619.1	A	anno1.g7246.t1	A
rna-XM_057798605.1	A	anno1.g7018.t1	A
rna-XM_057798615.1	A	anno1.g7019.t1	A
rna-XM_057798625.1	A	anno1.g7017.t1	A
rna-XM_057798628.1	A	anno1.g6737.t1	A
rna-XM_057798620.1	A	anno1.g382.t1	A
rna-XM_057798621.1	A	anno1.g7133.t2	A
rna-XM_057798623.1	A	anno1.g7257.t1	A
rna-XM_057798604.1	A	anno1.g1855.t2	A
rna-XM_057798629.1	A	anno1.g1802.t2	A
rna-XM_057798632.1	A	anno1.g1803.t1	A
rna-XM_057798631.1	A	anno1.g1805.t1	A
rna-XM_057798633.1	A	anno1.g11194.t1	A
rna-XM_057798636.1	A	anno1.g779.t1	A
rna-XM_057798637.1	A	anno1.g10004.t1	A
rna-XM_057798638.1	A	anno1.g776.t1	A
rna-XM_057798681.1	A	anno1.g777.t1	A
rna-XM_057798683.1	A	anno1.g1806.t1	A
rna-XM_057798691.1	A	anno1.g778.t1	A
rna-XM_057798685.1	A	anno1.g2494.t1	A
rna-XM_057798689.1	A	anno1.g5928.t1	A
rna-XM_057798679.1	A	anno1.g5126.t1	A
rna-XM_057798684.1	A	anno1.g5137.t2	A
rna-XM_057798688.1	A	anno1.g5133.t1	A
rna-XM_057798640.1	A	anno1.g9772.t3	A
rna-XM_057798687.1	A	anno1.g859.t1	A
rna-XM_057798676.1	A	anno1.g9093.t1	A
rna-XM_057798678.1	A	anno1.g9119.t1	A
rna-XM_057798701.1	A	anno1.g9120.t1	A
rna-XM_057798702.1	A	anno1.g8669.t1	A
rna-XM_057798697.1	A	anno1.g8190.t1	A
rna-XM_057798692.1	A	anno1.g1056.t1	A
rna-XM_057797749.1	A	anno1.g8189.t1	A
rna-XM_057797746.1	A	anno1.g8951.t1	A
rna-XM_057797747.1	A	anno1.g8952.t1	A
rna-XM_057797823.1	A	anno1.g3020.t1	A
rna-XM_057798383.1	A	anno1.g7649.t1	A
rna-XM_057798148.1	A	anno1.g2312.t1	A
rna-XM_057797998.1	A	anno1.g2313.t1	A
rna-XM_057797479.1	A	anno1.g2316.t1	A
rna-XM_057797852.1	A	anno1.g863.t1	A
rna-XM_057798789.1	A	anno1.g9445.t1	A
rna-XM_057797441.1	A	anno1.g1602.t2	A
rna-XM_057798790.1	A	anno1.g7463.t1	A
rna-XM_057797439.1	A	anno1.g1603.t1	A
rna-XM_057797443.1	A	anno1.g1604.t1	A
rna-XM_057797444.1	A	anno1.g1601.t1	A
rna-XM_057798927.1	A	anno1.g1600.t1	A
rna-XM_057798928.1	A	anno1.g4387.t2	A
rna-XM_057798929.1	A	anno1.g1721.t1	A
rna-XM_057798931.1	A	anno1.g8998.t3	A
rna-XM_057798935.1	A	anno1.g1520.t1	A
rna-XM_057798939.1	A	anno1.g1521.t1	A
rna-XM_057798936.1	A	anno1.g1522.t1	A
rna-XM_057798942.1	A	anno1.g1516.t1	A
rna-XM_057797988.1	A	anno1.g1517.t1	A
rna-XM_057799571.1	A	anno1.g1527.t1	A
rna-XM_057799573.1	A	anno1.g1526.t2	A
rna-XM_057798705.1	A	anno1.g1525.t1	A
rna-XM_057798399.1	A	anno1.g1524.t1	A
rna-XM_057798402.1	A	anno1.g1523.t1	A
rna-XM_057799358.1	A	anno1.g11023.t1	A
rna-XM_057799357.1	A	anno1.g2043.t1	A
rna-XM_057797660.1	A	anno1.g4010.t1	A
rna-XM_057797558.1	A	anno1.g4012.t9	A
rna-XM_057798240.1	A	anno1.g4011.t1	A
rna-XM_057798242.1	A	anno1.g3866.t1	A
rna-XM_057798243.1	A	anno1.g5378.t1	A
rna-XM_057798244.1	A	anno1.g3446.t1	A
rna-XM_057797819.1	A	anno1.g2964.t1	A
rna-XM_057798004.1	A	anno1.g4883.t1	A
rna-XM_057798002.1	A	anno1.g4878.t1	A
rna-XM_057798797.1	A	anno1.g4876.t3	A
rna-XM_057798798.1	A	anno1.g9754.t1	A
rna-XM_057797984.1	A	anno1.g4881.t1	A
rna-XM_057797496.1	A	anno1.g4858.t1	A
rna-XM_057797497.1	A	anno1.g4860.t1	A
rna-XM_057797498.1	A	anno1.g4882.t1	A
rna-XM_057797736.1	A	anno1.g5386.t1	A
rna-XM_057798333.1	A	anno1.g5387.t2	A
rna-XM_057797983.1	A	anno1.g9249.t1	A
rna-XM_057798119.1	A	anno1.g5212.t1	A
rna-XM_057798481.1	A	anno1.g5211.t1	A
rna-XM_057797949.1	A	anno1.g5210.t2	A
rna-XM_057797887.1	A	anno1.g5209.t2	A
rna-XM_057797837.1	A	anno1.g61.t1	A
rna-XM_057798035.1	A	anno1.g2190.t1	A
rna-XM_057799274.1	A	anno1.g103.t1	A
rna-XM_057799272.1	A	anno1.g102.t1	A
rna-XM_057797968.1	A	anno1.g8968.t1	A
rna-XM_057797975.1	A	anno1.g9121.t1	A
rna-XM_057798199.1	A	anno1.g9122.t1	A
rna-XM_057798200.1	A	anno1.g3550.t1	A
rna-XM_057798210.1	A	anno1.g8571.t1	A
rna-XM_057798209.1	A	anno1.g8572.t1	A
rna-XM_057798207.1	A	anno1.g3535.t2	A
rna-XM_057798208.1	A	anno1.g5389.t1	A
rna-XM_057798219.1	A	anno1.g2149.t1	A
rna-XM_057798214.1	A	anno1.g2148.t1	A
rna-XM_057798212.1	A	anno1.g2147.t1	A
rna-XM_057798230.1	A	anno1.g2146.t1	A
rna-XM_057798229.1	A	anno1.g2145.t1	A
rna-XM_057799627.1	A	anno1.g2144.t1	A
rna-XM_057798043.1	A	anno1.g2143.t1	A
rna-XM_057797846.1	A	anno1.g2142.t1	A
rna-XM_057799652.1	A	anno1.g5208.t1	A
rna-XM_057799655.1	A	anno1.g2152.t1	A
rna-XM_057799656.1	A	anno1.g5206.t1	A
rna-XM_057799660.1	A	anno1.g11272.t1	A
rna-XM_057799679.1	A	anno1.g2311.t1	A
rna-XM_057799681.1	A	anno1.g2310.t1	A
rna-XM_057799687.1	A	anno1.g2322.t1	A
rna-XM_057799684.1	A	anno1.g2323.t1	A
rna-XM_057799688.1	A	anno1.g2324.t2	A
rna-XM_057799745.1	A	anno1.g2325.t1	A
rna-XM_057799743.1	A	anno1.g5768.t1	A
rna-XM_057797464.1	A	anno1.g6593.t1	A
rna-XM_057799750.1	A	anno1.g8967.t1	A
rna-XM_057799753.1	A	anno1.g8964.t2	A
rna-XM_057798023.1	A	anno1.g8965.t1	A
rna-XM_057798024.1	A	anno1.g8966.t1	A
rna-XM_057798028.1	A	anno1.g5121.t1	A
rna-XM_057798029.1	A	anno1.g5122.t1	A
rna-XM_057798129.1	A	anno1.g2320.t1	A
rna-XM_057797827.1	A	anno1.g5124.t1	A
rna-XM_057798302.1	A	anno1.g3021.t1	A
rna-XM_057798303.1	A	anno1.g6964.t1	A
rna-XM_057797789.1	A	anno1.g8479.t2	A
rna-XM_057798007.1	A	anno1.g8955.t1	A
rna-XM_057798304.1	A	anno1.g8958.t1	A
rna-XM_057797737.1	A	anno1.g8959.t1	A
rna-XM_057799454.1	A	anno1.g8962.t1	A
rna-XM_057798804.1	A	anno1.g8960.t1	A
rna-XM_057799455.1	A	anno1.g9220.t1	A
rna-XM_057799459.1	A	anno1.g6562.t1	A
rna-XM_057799457.1	A	anno1.g6561.t1	A
rna-XM_057798898.1	A	anno1.g9115.t1	A
rna-XM_057799696.1	A	anno1.g9092.t1	A
rna-XM_057797671.1	A	anno1.g9769.t1	A
rna-XM_057798550.1	A	anno1.g5306.t1	A
rna-XM_057797934.1	A	anno1.g9758.t1	A
rna-XM_057798156.1	A	anno1.g10627.t1	A
rna-XM_057797358.1	A	anno1.g5593.t1	A
rna-XM_057798833.1	A	anno1.g684.t1	A
rna-XM_057798831.1	A	anno1.g685.t2	A
rna-XM_057798829.1	A	anno1.g686.t1	A
rna-XM_057798834.1	A	anno1.g687.t1	A
rna-XM_057797728.1	A	anno1.g9855.t1	A
rna-XM_057797732.1	A	anno1.g9854.t1	A
rna-XM_057797726.1	A	anno1.g9853.t1	A
rna-XM_057797724.1	A	anno1.g2260.t1	A
rna-XM_057797729.1	A	anno1.g2261.t1	A
rna-XM_057797500.1	A	anno1.g2262.t1	A
rna-XM_057797919.1	A	anno1.g5283.t1	A
rna-XM_057797920.1	A	anno1.g5282.t1	A
rna-XM_057797921.1	A	anno1.g5281.t1	A
rna-XM_057797922.1	A	anno1.g5280.t1	A
rna-XM_057799057.1	A	anno1.g5278.t1	A
rna-XM_057799054.1	A	anno1.g5279.t1	A
rna-XM_057799055.1	A	anno1.g688.t2	A
rna-XM_057798095.1	A	anno1.g697.t1	A
rna-XM_057798570.1	A	anno1.g696.t1	A
rna-XM_057798174.1	A	anno1.g695.t1	A
rna-XM_057797806.1	A	anno1.g694.t1	A
rna-XM_057797805.1	A	anno1.g693.t1	A
rna-XM_057798306.1	A	anno1.g692.t1	A
rna-XM_057798063.1	A	anno1.g699.t2	A
rna-XM_057799344.1	A	anno1.g689.t1	A
rna-XM_057799345.1	A	anno1.g690.t2	A
rna-XM_057799349.1	A	anno1.g3077.t1	A
rna-XM_057799352.1	A	anno1.g6180.t1	A
rna-XM_057799351.1	A	anno1.g6181.t1	A
rna-XM_057797473.1	A	anno1.g2213.t1	A
rna-XM_057797474.1	A	anno1.g9945.t1	A
rna-XM_057797475.1	A	anno1.g6633.t1	A
rna-XM_057797931.1	A	anno1.g10573.t2	A
rna-XM_057798297.1	A	anno1.g6632.t1	A
rna-XM_057797617.1	A	anno1.g10495.t1	A
rna-XM_057798392.1	A	anno1.g7896.t1	A
rna-XM_057798530.1	A	anno1.g11204.t1	A
rna-XM_057797404.1	A	anno1.g10785.t2	A
rna-XM_057797406.1	A	anno1.g10770.t1	A
rna-XM_057797402.1	A	anno1.g683.t1	A
rna-XM_057797403.1	A	anno1.g682.t1	A
rna-XM_057797634.1	A	anno1.g5277.t1	A
rna-XM_057798714.1	A	anno1.g5272.t1	A
rna-XM_057798713.1	A	anno1.g5271.t1	A
rna-XM_057797553.1	A	anno1.g1048.t1	A
rna-XM_057798009.1	A	anno1.g1049.t1	A
rna-XM_057798464.1	A	anno1.g1047.t1	A
rna-XM_057798555.1	A	anno1.g2788.t1	A
rna-XM_057798039.1	A	anno1.g2789.t1	A
rna-XM_057797965.1	A	anno1.g2790.t2	A
rna-XM_057799285.1	A	anno1.g2792.t1	A
rna-XM_057799286.1	A	anno1.g2772.t1	A
rna-XM_057799289.1	A	anno1.g2771.t1	A
rna-XM_057799290.1	A	anno1.g1889.t1	A
rna-XM_057799288.1	A	anno1.g2791.t1	A
rna-XM_057799291.1	A	anno1.g4151.t2	A
rna-XM_057799293.1	A	anno1.g2785.t1	A
rna-XM_057798448.1	A	anno1.g2713.t1	A
rna-XM_057799101.1	A	anno1.g2773.t3	A
rna-XM_057799116.1	A	anno1.g4153.t1	A
rna-XM_057799122.1	A	anno1.g4137.t1	A
rna-XM_057799146.1	A	anno1.g4855.t1	A
rna-XM_057799118.1	A	anno1.g8057.t2	A
rna-XM_057799143.1	A	anno1.g4072.t1	A
rna-XM_057799135.1	A	anno1.g7321.t1	A
rna-XM_057799133.1	A	anno1.g11283.t1	A
rna-XM_057799138.1	A	anno1.g9971.t1	A
rna-XM_057799129.1	A	anno1.g10158.t1	A
rna-XM_057799136.1	A	anno1.g7264.t1	A
rna-XM_057799139.1	A	anno1.g7265.t1	A
rna-XM_057799140.1	A	anno1.g7266.t1	A
rna-XM_057799141.1	A	anno1.g7267.t1	A
rna-XM_057799152.1	A	anno1.g7270.t1	A
rna-XM_057799153.1	A	anno1.g7268.t1	A
rna-XM_057799156.1	A	anno1.g7272.t1	A
rna-XM_057799158.1	A	anno1.g7288.t1	A
rna-XM_057798811.1	A	anno1.g2684.t1	A
rna-XM_057799167.1	A	anno1.g931.t2	A
rna-XM_057799169.1	A	anno1.g926.t2	A
rna-XM_057799071.1	A	anno1.g2307.t3	A
rna-XM_057799073.1	A	anno1.g2308.t1	A
rna-XM_057798480.1	A	anno1.g2072.t1	A
rna-XM_057798298.1	A	anno1.g5288.t1	A
rna-XM_057798457.1	A	anno1.g5435.t1	A
rna-XM_057798449.1	A	anno1.g5433.t1	A
rna-XM_057798451.1	A	anno1.g5287.t1	A
rna-XM_057798460.1	A	anno1.g5286.t1	A
rna-XM_057798463.1	A	anno1.g490.t1	A
rna-XM_057798549.1	A	anno1.g5616.t2	A
rna-XM_057798055.1	A	anno1.g4833.t1	A
rna-XM_057798729.1	A	anno1.g629.t1	A
rna-XM_057798502.1	A	anno1.g632.t2	A
rna-XM_057798504.1	A	anno1.g10462.t1	A
rna-XM_057798512.1	A	anno1.g2553.t1	A
rna-XM_057798515.1	A	anno1.g2427.t1	A
rna-XM_057798506.1	A	anno1.g5316.t1	A
rna-XM_057798513.1	A	anno1.g5310.t1	A
rna-XM_057798518.1	A	anno1.g11233.t1	A
rna-XM_057798078.1	A	anno1.g11235.t1	A
rna-XM_057797633.1	A	anno1.g10737.t1	A
rna-XM_057797933.1	A	anno1.g10729.t1	A
rna-XM_057798826.1	A	anno1.g7696.t1	A
rna-XM_057797491.1	A	anno1.g10730.t1	A
rna-XM_057797544.1	A	anno1.g11226.t1	A
rna-XM_057799050.1	A	anno1.g11152.t1	A
rna-XM_057799051.1	A	anno1.g11227.t1	A
rna-XM_057799052.1	A	anno1.g11228.t1	A
rna-XM_057799646.1	A	anno1.g11229.t1	A
rna-XM_057798816.1	A	anno1.g11581.t1	X
rna-XM_057799644.1	A	anno1.g11231.t1	A
rna-XM_057799643.1	A	anno1.g11232.t1	A
rna-XM_057799639.1	A	anno1.g3909.t1	A
rna-XM_057799640.1	A	anno1.g3828.t1	A
rna-XM_057799642.1	A	anno1.g11236.t2	A
rna-XM_057799641.1	A	anno1.g10635.t1	A
rna-XM_057798018.1	A	anno1.g10638.t1	A
rna-XM_057799034.1	A	anno1.g83.t1	A
rna-XM_057799021.1	A	anno1.g2682.t1	A
rna-XM_057798986.1	A	anno1.g1433.t1	A
rna-XM_057799036.1	A	anno1.g702.t1	A
rna-XM_057799044.1	A	anno1.g691.t1	A
rna-XM_057799037.1	A	anno1.g6946.t1	A
rna-XM_057799031.1	A	anno1.g11203.t1	A
rna-XM_057799041.1	A	anno1.g6972.t1	A
rna-XM_057798996.1	A	anno1.g7411.t1	A
rna-XM_057799033.1	A	anno1.g5216.t1	A
rna-XM_057799042.1	A	anno1.g8130.t1	A
rna-XM_057799039.1	A	anno1.g5158.t1	A
rna-XM_057799046.1	A	anno1.g3224.t1	A
rna-XM_057799012.1	A	anno1.g1491.t1	A
rna-XM_057798985.1	A	anno1.g3225.t1	A
rna-XM_057798999.1	A	anno1.g2045.t1	A
rna-XM_057799014.1	A	anno1.g3397.t1	A
rna-XM_057799017.1	A	anno1.g3396.t2	A
rna-XM_057799040.1	A	anno1.g2212.t1	A
rna-XM_057799006.1	A	anno1.g2211.t3	A
rna-XM_057799045.1	A	anno1.g2106.t1	A
rna-XM_057799047.1	A	anno1.g2210.t1	A
rna-XM_057798527.1	A	anno1.g9915.t1	A
rna-XM_057797520.1	A	anno1.g9916.t1	A
rna-XM_057797525.1	A	anno1.g9138.t1	A
rna-XM_057798546.1	A	anno1.g9136.t1	A
rna-XM_057799232.1	A	anno1.g9130.t1	A
rna-XM_057799237.1	A	anno1.g9131.t1	A
rna-XM_057799233.1	A	anno1.g2050.t1	A
rna-XM_057797815.1	A	anno1.g9087.t1	A
rna-XM_057797645.1	A	anno1.g9086.t1	A
rna-XM_057799762.1	A	anno1.g5674.t1	A
rna-XM_057799770.1	A	anno1.g5670.t1	A
rna-XM_057798093.1	A	anno1.g7347.t1	A
rna-XM_057799343.1	A	anno1.g3398.t1	A
rna-XM_057799339.1	A	anno1.g2046.t1	A
rna-XM_057799340.1	A	anno1.g10885.t1	A
rna-XM_057799576.1	A	anno1.g10884.t1	A
rna-XM_057799575.1	A	anno1.g10882.t1	A
rna-XM_057798120.1	A	anno1.g10880.t1	A
rna-XM_057798538.1	A	anno1.g8898.t1	A
rna-XM_057797469.1	A	anno1.g10876.t2	A
rna-XM_057797468.1	A	anno1.g10874.t1	A
rna-XM_057797466.1	A	anno1.g10875.t1	A
rna-XM_057797971.1	A	anno1.g10873.t3	A
rna-XM_057799170.1	A	anno1.g10867.t3	A
rna-XM_057798473.1	A	anno1.g10865.t1	A
rna-XM_057797519.1	A	anno1.g2036.t1	A
rna-XM_057797507.1	A	anno1.g2037.t3	A
rna-XM_057798387.1	A	anno1.g11377.t1	A
rna-XM_057798943.1	A	anno1.g11408.t1	A
rna-XM_057798946.1	A	anno1.g11404.t1	A
rna-XM_057798968.1	A	anno1.g12029.t1	X
rna-XM_057798966.1	A	anno1.g2048.t1	A
rna-XM_057798944.1	A	anno1.g2049.t1	A
rna-XM_057798484.1	A	anno1.g10973.t3	A
rna-XM_057798490.1	A	anno1.g9317.t1	A
rna-XM_057798482.1	A	anno1.g11308.t1	A
rna-XM_057797495.1	A	anno1.g10719.t2	A
rna-XM_057798819.1	A	anno1.g3152.t1	A
rna-XM_057798564.1	A	anno1.g3157.t1	A
rna-XM_057798563.1	A	anno1.g3158.t1	A
rna-XM_057799181.1	A	anno1.g2906.t2	A
