D_carinulata	chromosome	C_maculatus	chromosome
rna-XM_057796120.1	A	g4480.t1	A
rna-XM_057796121.1	A	g4477.t1	A
rna-XM_057796123.1	A	g4476.t1	A
rna-XM_057796124.1	A	g4475.t1	A
rna-XM_057796127.1	A	g4474.t1	A
rna-XM_057796125.1	A	g4469.t1	A
rna-XM_057796134.1	A	g4468.t2	A
rna-XM_057796102.1	A	g4470.t1	A
rna-XM_057796095.1	A	g11663.t1	A
rna-XM_057797348.1	A	g4473.t1	A
rna-XM_057797352.1	A	g4472.t1	A
rna-XM_057797350.1	A	g4471.t1	A
rna-XM_057796757.1	A	g5989.t2	A
rna-XM_057796399.1	A	g6122.t1	A
rna-XM_057796721.1	A	g6124.t1	A
rna-XM_057796732.1	A	g6125.t1	A
rna-XM_057795478.1	A	g10723.t1	A
rna-XM_057796360.1	A	g10728.t1	A
rna-XM_057796361.1	A	g10729.t1	A
rna-XM_057796004.1	A	g12660.t1	A
rna-XM_057798121.1	A	g14006.t1	A
rna-XM_057797635.1	A	g14009.t1	A
rna-XM_057797642.1	A	g3422.t1	A
rna-XM_057797636.1	A	g5143.t1	A
rna-XM_057798131.1	A	g5142.t1	A
rna-XM_057798558.1	A	g4727.t1	A
rna-XM_057798372.1	A	g4728.t1	A
rna-XM_057798371.1	A	g2188.t2	A
rna-XM_057798170.1	A	g8913.t1	A
rna-XM_057798167.1	A	g8917.t1	A
rna-XM_057798171.1	A	g8916.t1	A
rna-XM_057799582.1	A	g13952.t1	A
rna-XM_057799579.1	A	g8560.t1	A
rna-XM_057799586.1	A	g11977.t7	A
rna-XM_057799610.1	A	g11978.t2	A
rna-XM_057799612.1	A	g11976.t1	A
rna-XM_057799613.1	A	g11988.t1	A
rna-XM_057799614.1	A	g12065.t1	A
rna-XM_057799620.1	A	g12226.t1	A
rna-XM_057797821.1	A	g12228.t1	A
rna-XM_057797822.1	A	g12063.t1	A
rna-XM_057798352.1	A	g13955.t1	A
rna-XM_057798363.1	A	g4428.t2	A
rna-XM_057798361.1	A	g2041.t1	A
rna-XM_057799756.1	A	g13993.t1	A
rna-XM_057799760.1	A	g4427.t2	A
rna-XM_057799754.1	A	g4431.t1	A
rna-XM_057797947.1	A	g9262.t1	A
rna-XM_057797807.1	A	g4432.t2	A
rna-XM_057797702.1	A	g4433.t2	A
rna-XM_057797745.1	A	g11608.t1	A
rna-XM_057798172.1	A	g12664.t1	A
rna-XM_057799365.1	A	g12327.t1	A
rna-XM_057799362.1	A	g12328.t1	A
rna-XM_057799366.1	A	g12326.t1	A
rna-XM_057797771.1	A	g12324.t2	A
rna-XM_057797779.1	A	g12325.t1	A
rna-XM_057798839.1	A	g12323.t1	A
rna-XM_057798730.1	A	g12321.t1	A
rna-XM_057797875.1	A	g12322.t1	A
rna-XM_057798369.1	A	g12819.t1	A
rna-XM_057797826.1	A	g12822.t1	A
rna-XM_057798542.1	A	g12816.t2	A
rna-XM_057798543.1	A	g12817.t1	A
rna-XM_057797407.1	A	g6672.t1	A
rna-XM_057797408.1	A	g10308.t1	A
rna-XM_057798073.1	A	g5707.t1	A
rna-XM_057799078.1	A	g10419.t1	A
rna-XM_057799076.1	A	g10420.t1	A
rna-XM_057799087.1	A	g6573.t1	A
rna-XM_057799088.1	A	g12818.t1	A
rna-XM_057799080.1	A	g12331.t1	A
rna-XM_057799074.1	A	g12330.t1	A
rna-XM_057799077.1	A	g12332.t1	A
rna-XM_057799092.1	A	g7898.t1	A
rna-XM_057798198.1	A	g12334.t1	A
rna-XM_057797872.1	A	g8291.t1	A
rna-XM_057798409.1	A	g11387.t1	A
rna-XM_057797418.1	A	g7670.t2	A
rna-XM_057797409.1	A	g917.t1	A
rna-XM_057797410.1	A	g915.t2	A
rna-XM_057797413.1	A	g12371.t1	A
rna-XM_057797411.1	A	g594.t2	A
rna-XM_057798846.1	A	g2378.t1	A
rna-XM_057798845.1	A	g595.t1	A
rna-XM_057797363.1	A	g9544.t1	A
rna-XM_057797361.1	A	g9549.t1	A
rna-XM_057797360.1	A	g9548.t1	A
rna-XM_057797364.1	A	g7033.t1	A
rna-XM_057799449.1	A	g7032.t1	A
rna-XM_057799452.1	A	g7948.t1	A
rna-XM_057799453.1	A	g7951.t1	A
rna-XM_057797487.1	A	g7952.t1	A
rna-XM_057797484.1	A	g8873.t1	A
rna-XM_057797488.1	A	g7758.t1	A
rna-XM_057797447.1	A	g12747.t1	A
rna-XM_057797448.1	A	g10732.t1	A
rna-XM_057798011.1	A	g12402.t1	A
rna-XM_057798010.1	A	g7897.t1	A
rna-XM_057797715.1	A	g11390.t1	A
rna-XM_057798465.1	A	g2092.t1	A
rna-XM_057798364.1	A	g4361.t1	A
rna-XM_057798065.1	A	g2112.t1	A
rna-XM_057798066.1	A	g12663.t1	A
rna-XM_057798067.1	A	g1843.t2	A
rna-XM_057797962.1	A	g12882.t1	A
rna-XM_057797382.1	A	g11178.t1	A
rna-XM_057797387.1	A	g10575.t2	A
rna-XM_057797389.1	A	g3640.t2	A
rna-XM_057797401.1	A	g3641.t1	A
rna-XM_057797395.1	A	g3648.t1	A
rna-XM_057797397.1	A	g3649.t1	A
rna-XM_057797384.1	A	g936.t1	A
rna-XM_057797393.1	A	g12821.t1	A
rna-XM_057797396.1	A	g1268.t1	A
rna-XM_057797399.1	A	g7679.t1	A
rna-XM_057797400.1	A	g7678.t1	A
rna-XM_057798020.1	A	g8203.t1	A
rna-XM_057798021.1	A	g8202.t1	A
rna-XM_057798006.1	A	g14143.t1	A
rna-XM_057797678.1	A	g704.t2	A
rna-XM_057797673.1	A	g13695.t1	A
rna-XM_057797683.1	A	g14130.t1	A
rna-XM_057797684.1	A	g14131.t1	A
rna-XM_057797690.1	A	g14132.t1	A
rna-XM_057798404.1	A	g14136.t1	A
rna-XM_057798134.1	A	g14134.t2	A
rna-XM_057797908.1	A	g14133.t1	A
rna-XM_057797909.1	A	g14139.t1	A
rna-XM_057798578.1	A	g9012.t1	A
rna-XM_057798577.1	A	g9013.t1	A
rna-XM_057798572.1	A	g11966.t1	A
rna-XM_057798573.1	A	g11965.t1	A
rna-XM_057798580.1	A	g8222.t2	A
rna-XM_057798579.1	A	g11703.t1	A
rna-XM_057797963.1	A	g11711.t2	A
rna-XM_057797897.1	A	g11710.t1	A
rna-XM_057797855.1	A	g11708.t1	A
rna-XM_057799785.1	A	g11707.t1	A
rna-XM_057799789.1	A	g11705.t1	A
rna-XM_057799537.1	A	g11968.t1	A
rna-XM_057798083.1	A	g8974.t1	A
rna-XM_057798086.1	A	g11946.t1	A
rna-XM_057798087.1	A	g11947.t1	A
rna-XM_057797648.1	A	g7179.t2	A
rna-XM_057797651.1	A	g11668.t2	A
rna-XM_057797649.1	A	g11667.t1	A
rna-XM_057797654.1	A	g11669.t1	A
rna-XM_057797961.1	A	g11672.t1	A
rna-XM_057799207.1	A	g11673.t1	A
rna-XM_057799216.1	A	g11671.t1	A
rna-XM_057799220.1	A	g8990.t1	A
rna-XM_057799218.1	A	g8993.t1	A
rna-XM_057798180.1	A	g12255.t1	A
rna-XM_057798183.1	A	g12254.t1	A
rna-XM_057798177.1	A	g12252.t1	A
rna-XM_057798181.1	A	g12253.t1	A
rna-XM_057798182.1	A	g9014.t1	A
rna-XM_057798178.1	A	g12089.t1	A
rna-XM_057798186.1	A	g8968.t1	A
rna-XM_057798189.1	A	g5615.t1	A
rna-XM_057798188.1	A	g4753.t1	A
rna-XM_057798194.1	A	g12231.t2	A
rna-XM_057798193.1	A	g13963.t1	A
rna-XM_057798842.1	A	g9302.t1	A
rna-XM_057798717.1	A	g9306.t1	A
rna-XM_057797542.1	A	g9312.t1	A
rna-XM_057799299.1	A	g7707.t2	A
rna-XM_057799304.1	A	g1664.t1	X
rna-XM_057799305.1	A	g7704.t1	A
rna-XM_057799314.1	A	g7703.t1	A
rna-XM_057799321.1	A	g7702.t1	A
rna-XM_057797546.1	A	g11685.t1	A
rna-XM_057799323.1	A	g8936.t1	A
rna-XM_057797547.1	A	g1802.t1	A
rna-XM_057799325.1	A	g11681.t1	A
rna-XM_057799327.1	A	g11680.t1	A
rna-XM_057799328.1	A	g9270.t1	A
rna-XM_057799329.1	A	g9282.t1	A
rna-XM_057799330.1	A	g9284.t2	A
rna-XM_057799331.1	A	g9283.t2	A
rna-XM_057799333.1	A	g9281.t1	A
rna-XM_057799336.1	A	g13751.t1	A
rna-XM_057799338.1	A	g13749.t1	A
rna-XM_057797431.1	A	g8332.t1	A
rna-XM_057798344.1	A	g8331.t1	A
rna-XM_057797786.1	A	g3626.t1	A
rna-XM_057797783.1	A	g3886.t1	A
rna-XM_057798848.1	A	g3888.t1	A
rna-XM_057797924.1	A	g3847.t1	A
rna-XM_057797991.1	A	g3850.t1	A
rna-XM_057798248.1	A	g3851.t1	A
rna-XM_057798571.1	A	g3891.t1	A
rna-XM_057798100.1	A	g7091.t1	A
rna-XM_057798562.1	A	g11442.t1	A
rna-XM_057797549.1	A	g7088.t1	A
rna-XM_057797550.1	A	g7095.t1	A
rna-XM_057797551.1	A	g7094.t1	A
rna-XM_057798704.1	A	g2115.t1	A
rna-XM_057799709.1	A	g13133.t1	A
rna-XM_057799710.1	A	g9169.t1	A
rna-XM_057799719.1	A	g13132.t1	A
rna-XM_057799722.1	A	g13131.t1	A
rna-XM_057799723.1	A	g13130.t1	A
rna-XM_057799718.1	A	g13129.t1	A
rna-XM_057799712.1	A	g13128.t1	A
rna-XM_057798040.1	A	g11170.t1	A
rna-XM_057799466.1	A	g13124.t1	A
rna-XM_057799480.1	A	g13123.t1	A
rna-XM_057799479.1	A	g5042.t1	A
rna-XM_057799484.1	A	g5043.t1	A
rna-XM_057799489.1	A	g2663.t1	A
rna-XM_057799497.1	A	g9167.t1	A
rna-XM_057799494.1	A	g9165.t1	A
rna-XM_057799498.1	A	g5044.t1	A
rna-XM_057799491.1	A	g3420.t1	A
rna-XM_057799493.1	A	g3150.t1	A
rna-XM_057799499.1	A	g7322.t2	A
rna-XM_057799512.1	A	g7323.t1	A
rna-XM_057799507.1	A	g8252.t4	A
rna-XM_057799504.1	A	g9170.t1	A
rna-XM_057799514.1	A	g4849.t2	A
rna-XM_057799520.1	A	g4850.t1	A
rna-XM_057799529.1	A	g10691.t1	A
rna-XM_057799532.1	A	g10689.t1	A
rna-XM_057799535.1	A	g12910.t1	A
rna-XM_057799536.1	A	g12911.t1	A
rna-XM_057798089.1	A	g342.t1	A
rna-XM_057797662.1	A	g341.t1	A
rna-XM_057797663.1	A	g11339.t1	A
rna-XM_057797664.1	A	g339.t1	A
rna-XM_057798041.1	A	g4435.t2	A
rna-XM_057798042.1	A	g4438.t1	A
rna-XM_057798054.1	A	g7735.t1	A
rna-XM_057798052.1	A	g1383.t1	A
rna-XM_057798082.1	A	g14140.t1	A
rna-XM_057798447.1	A	g13422.t2	A
rna-XM_057798446.1	A	g11394.t1	A
rna-XM_057798175.1	A	g7328.t1	A
rna-XM_057798305.1	A	g7548.t1	A
rna-XM_057797870.1	A	g8084.t1	A
rna-XM_057797616.1	A	g495.t1	A
rna-XM_057799545.1	A	g5152.t2	A
rna-XM_057799541.1	A	g8465.t1	A
rna-XM_057797938.1	A	g11025.t1	A
rna-XM_057797795.1	A	g8440.t1	A
rna-XM_057797765.1	A	g8287.t1	A
rna-XM_057797828.1	A	g2490.t1	A
rna-XM_057797829.1	A	g9733.t1	A
rna-XM_057797419.1	A	g1008.t1	A
rna-XM_057797421.1	A	g4434.t1	A
rna-XM_057799094.1	A	g4263.t1	A
rna-XM_057799099.1	A	g11395.t1	A
rna-XM_057799098.1	A	g4262.t1	A
rna-XM_057799097.1	A	g11384.t1	A
rna-XM_057799096.1	A	g11385.t1	A
rna-XM_057798141.1	A	g11168.t1	A
rna-XM_057798140.1	A	g11440.t1	A
rna-XM_057798386.1	A	g10946.t1	A
rna-XM_057797614.1	A	g4251.t1	A
rna-XM_057797880.1	A	g663.t2	A
rna-XM_057797881.1	A	g10803.t1	A
rna-XM_057798045.1	A	g13457.t1	A
rna-XM_057797643.1	A	g688.t1	A
rna-XM_057799671.1	A	g11287.t1	A
rna-XM_057797847.1	A	g9740.t3	A
rna-XM_057798709.1	A	g13035.t1	A
rna-XM_057798850.1	A	g10713.t1	A
rna-XM_057799792.1	A	g2088.t1	A
rna-XM_057799694.1	A	g7206.t1	A
rna-XM_057799693.1	A	g7122.t1	A
rna-XM_057799690.1	A	g10042.t1	A
rna-XM_057798263.1	A	g10945.t2	A
rna-XM_057797856.1	A	g3123.t1	A
rna-XM_057799779.1	A	g2580.t1	A
rna-XM_057797422.1	A	g10793.t1	A
rna-XM_057797424.1	A	g10799.t1	A
rna-XM_057797429.1	A	g7187.t1	A
rna-XM_057797430.1	A	g7185.t1	A
rna-XM_057798433.1	A	g13508.t1	A
rna-XM_057797535.1	A	g5368.t1	A
rna-XM_057797658.1	A	g13657.t1	A
rna-XM_057799622.1	A	g6.t1	A
rna-XM_057799625.1	A	g2114.t2	A
rna-XM_057799626.1	A	g2113.t1	A
rna-XM_057798841.1	A	g2110.t1	A
rna-XM_057798074.1	A	g6388.t1	A
rna-XM_057798076.1	A	g6831.t1	A
rna-XM_057798005.1	A	g8803.t1	A
rna-XM_057798497.1	A	g9657.t1	A
rna-XM_057798972.1	A	g8348.t1	A
rna-XM_057798977.1	A	g4267.t2	A
rna-XM_057798981.1	A	g7691.t2	A
rna-XM_057799183.1	A	g7689.t1	A
rna-XM_057798232.1	A	g7686.t1	A
rna-XM_057797672.1	A	g4183.t1	A
rna-XM_057798902.1	A	g13235.t2	A
rna-XM_057798903.1	A	g13925.t1	A
rna-XM_057798905.1	A	g2247.t1	A
rna-XM_057798906.1	A	g11412.t2	A
rna-XM_057798907.1	A	g11411.t1	A
rna-XM_057798031.1	A	g11446.t1	A
rna-XM_057798153.1	A	g10576.t1	A
rna-XM_057797693.1	A	g10577.t1	A
rna-XM_057798252.1	A	g11137.t1	A
rna-XM_057799664.1	A	g11096.t1	A
rna-XM_057797375.1	A	g4594.t1	A
rna-XM_057797712.1	A	g4595.t1	A
rna-XM_057797461.1	A	g3793.t1	A
rna-XM_057797459.1	A	g2702.t1	A
rna-XM_057797543.1	A	g1338.t2	A
rna-XM_057797756.1	A	g204.t1	A
rna-XM_057798037.1	A	g5648.t1	A
rna-XM_057799221.1	A	g11595.t1	A
rna-XM_057799224.1	A	g8189.t3	A
rna-XM_057799229.1	A	g8191.t1	A
rna-XM_057799230.1	A	g5561.t1	A
rna-XM_057797948.1	A	g8014.t1	A
rna-XM_057797825.1	A	g13930.t2	A
rna-XM_057798069.1	A	g13927.t1	A
rna-XM_057798261.1	A	g13566.t1	A
rna-XM_057798260.1	A	g4390.t1	A
rna-XM_057797758.1	A	g13924.t1	A
rna-XM_057797757.1	A	g13923.t2	A
rna-XM_057798236.1	A	g13921.t1	A
rna-XM_057798238.1	A	g6081.t1	A
rna-XM_057799242.1	A	g10141.t1	A
rna-XM_057799246.1	A	g9984.t1	A
rna-XM_057799241.1	A	g11226.t1	A
rna-XM_057799247.1	A	g13127.t1	A
rna-XM_057799248.1	A	g9982.t1	A
rna-XM_057799244.1	A	g9981.t1	A
rna-XM_057799240.1	A	g9980.t1	A
rna-XM_057797894.1	A	g8479.t1	A
rna-XM_057797950.1	A	g10379.t1	A
rna-XM_057798050.1	A	g10376.t1	A
rna-XM_057798049.1	A	g10373.t1	A
rna-XM_057798091.1	A	g10361.t1	A
rna-XM_057799566.1	A	g10362.t1	A
rna-XM_057799546.1	A	g10363.t3	A
rna-XM_057798519.1	A	g9875.t1	A
rna-XM_057798520.1	A	g9876.t1	A
rna-XM_057798164.1	A	g9539.t1	A
rna-XM_057798880.1	A	g103.t2	A
rna-XM_057798556.1	A	g10163.t2	A
rna-XM_057797722.1	A	g10164.t1	A
rna-XM_057799064.1	A	g458.t1	A
rna-XM_057799067.1	A	g10397.t1	A
rna-XM_057799068.1	A	g10396.t2	A
rna-XM_057799070.1	A	g10395.t1	A
rna-XM_057797657.1	A	g1274.t1	A
rna-XM_057798914.1	A	g10303.t1	A
rna-XM_057798915.1	A	g10389.t1	A
rna-XM_057798922.1	A	g10387.t1	A
rna-XM_057798918.1	A	g10388.t2	A
rna-XM_057798924.1	A	g10304.t1	A
rna-XM_057798926.1	A	g10393.t1	A
rna-XM_057798327.1	A	g8989.t1	A
rna-XM_057798322.1	A	g4259.t2	A
rna-XM_057797734.1	A	g2325.t1	A
rna-XM_057798332.1	A	g13564.t1	A
rna-XM_057798330.1	A	g2326.t1	A
rna-XM_057798331.1	A	g10293.t1	A
rna-XM_057798328.1	A	g5447.t1	A
rna-XM_057797858.1	A	g2321.t1	A
rna-XM_057797857.1	A	g4488.t1	A
rna-XM_057797859.1	A	g4291.t1	A
rna-XM_057798161.1	A	g2328.t2	A
rna-XM_057798160.1	A	g2329.t1	A
rna-XM_057797372.1	A	g2320.t2	A
rna-XM_057797365.1	A	g2318.t1	A
rna-XM_057799540.1	A	g2315.t1	A
rna-XM_057799539.1	A	g4486.t1	A
rna-XM_057799189.1	A	g2310.t1	A
rna-XM_057799192.1	A	g2327.t1	A
rna-XM_057799195.1	A	g7317.t1	A
rna-XM_057799197.1	A	g5449.t3	A
rna-XM_057799724.1	A	g5101.t1	A
rna-XM_057799730.1	A	g8156.t1	A
rna-XM_057799728.1	A	g8487.t3	A
rna-XM_057799725.1	A	g8915.t1	A
rna-XM_057799729.1	A	g9822.t1	A
rna-XM_057798894.1	A	g14077.t1	A
rna-XM_057798895.1	A	g5338.t1	A
rna-XM_057798896.1	A	g9387.t1	A
rna-XM_057797832.1	A	g11582.t2	A
rna-XM_057797796.1	A	g8467.t1	A
rna-XM_057798727.1	A	g8133.t1	A
rna-XM_057797917.1	A	g8136.t1	A
rna-XM_057797959.1	A	g8034.t1	A
rna-XM_057797833.1	A	g8035.t2	A
rna-XM_057797834.1	A	g4232.t1	A
rna-XM_057798732.1	A	g13940.t1	A
rna-XM_057797532.1	A	g9960.t1	A
rna-XM_057797534.1	A	g9957.t1	A
rna-XM_057798398.1	A	g9885.t1	A
rna-XM_057798536.1	A	g9969.t1	A
rna-XM_057798537.1	A	g9966.t1	A
rna-XM_057799368.1	A	g9964.t1	A
rna-XM_057799369.1	A	g9963.t1	A
rna-XM_057799370.1	A	g9961.t1	A
rna-XM_057799367.1	A	g9681.t1	A
rna-XM_057799372.1	A	g10369.t2	A
rna-XM_057799397.1	A	g3991.t1	A
rna-XM_057799398.1	A	g9789.t1	A
rna-XM_057799400.1	A	g4484.t1	A
rna-XM_057799401.1	A	g13874.t1	A
rna-XM_057799404.1	A	g986.t1	A
rna-XM_057799419.1	A	g138.t1	A
rna-XM_057799420.1	A	g141.t1	A
rna-XM_057799409.1	A	g142.t1	A
rna-XM_057799417.1	A	g143.t1	A
rna-XM_057799423.1	A	g13469.t1	A
rna-XM_057799429.1	A	g14111.t1	A
rna-XM_057799433.1	A	g4995.t1	A
rna-XM_057799432.1	A	g4996.t1	A
rna-XM_057799439.1	A	g4998.t1	A
rna-XM_057799441.1	A	g4997.t3	A
rna-XM_057799444.1	A	g4485.t1	A
rna-XM_057798290.1	A	g2398.t1	A
rna-XM_057798294.1	A	g3350.t1	A
rna-XM_057799699.1	A	g13308.t1	A
rna-XM_057797781.1	A	g13305.t1	A
rna-XM_057799697.1	A	g659.t1	A
rna-XM_057799700.1	A	g2399.t1	A
rna-XM_057798406.1	A	g14028.t1	A
rna-XM_057798407.1	A	g8659.t1	A
rna-XM_057799361.1	A	g1071.t1	A
rna-XM_057797557.1	A	g10873.t1	A
rna-XM_057798126.1	A	g5824.t2	A
rna-XM_057797526.1	A	g763.t2	A
rna-XM_057797530.1	A	g712.t1	A
rna-XM_057797531.1	A	g764.t1	A
rna-XM_057797502.1	A	g5272.t1	A
rna-XM_057797504.1	A	g761.t1	A
rna-XM_057797506.1	A	g762.t1	A
rna-XM_057797790.1	A	g760.t1	A
rna-XM_057798309.1	A	g14691.t1	A
rna-XM_057798310.1	A	g14692.t1	A
rna-XM_057798439.1	A	g14694.t1	A
rna-XM_057799254.1	A	g2381.t1	A
rna-XM_057797932.1	A	g11045.t1	A
rna-XM_057798436.1	A	g2383.t2	A
rna-XM_057798438.1	A	g11047.t1	A
rna-XM_057799238.1	A	g1811.t1	A
rna-XM_057799239.1	A	g13898.t2	A
rna-XM_057799048.1	A	g1810.t1	A
rna-XM_057798090.1	A	g1157.t1	A
rna-XM_057797831.1	A	g10118.t1	A
rna-XM_057797956.1	A	g4311.t1	A
rna-XM_057797879.1	A	g9708.t1	A
rna-XM_057798885.1	A	g9384.t1	A
rna-XM_057798886.1	A	g3537.t1	A
rna-XM_057797869.1	A	g10642.t1	A
rna-XM_057797868.1	A	g988.t1	A
rna-XM_057797911.1	A	g9959.t1	A
rna-XM_057797793.1	A	g4310.t1	A
rna-XM_057797848.1	A	g3538.t1	A
rna-XM_057798521.1	A	g3535.t1	A
rna-XM_057799205.1	A	g3524.t1	A
rna-XM_057799200.1	A	g10605.t1	A
rna-XM_057797903.1	A	g11026.t1	A
rna-XM_057797940.1	A	g2067.t1	A
rna-XM_057798767.1	A	g607.t1	A
rna-XM_057798420.1	A	g10854.t1	A
rna-XM_057798270.1	A	g14744.t1	A
rna-XM_057798280.1	A	g4949.t2	A
rna-XM_057798284.1	A	g4143.t1	A
rna-XM_057798278.1	A	g4142.t1	A
rna-XM_057798276.1	A	g4154.t2	A
rna-XM_057798285.1	A	g2689.t2	A
rna-XM_057798287.1	A	g562.t1	A
rna-XM_057798288.1	A	g4365.t1	A
rna-XM_057798343.1	A	g4364.t2	A
rna-XM_057797470.1	A	g8849.t1	A
rna-XM_057799794.1	A	g8848.t1	A
rna-XM_057798773.1	A	g4450.t1	A
rna-XM_057799801.1	A	g10399.t1	A
rna-XM_057798431.1	A	g3424.t1	A
rna-XM_057799188.1	A	g7765.t1	A
rna-XM_057799185.1	A	g2371.t1	A
rna-XM_057799187.1	A	g2372.t1	A
rna-XM_057797878.1	A	g3425.t1	A
rna-XM_057798523.1	A	g14594.t1	A
rna-XM_057797987.1	A	g14584.t1	A
rna-XM_057798151.1	A	g14586.t1	A
rna-XM_057797615.1	A	g587.t1	A
rna-XM_057797926.1	A	g2687.t1	A
rna-XM_057797696.1	A	g14272.t1	A
rna-XM_057797992.1	A	g941.t1	A
rna-XM_057797994.1	A	g14273.t1	A
rna-XM_057798781.1	A	g13276.t1	A
rna-XM_057799280.1	A	g14056.t1	A
rna-XM_057799279.1	A	g11881.t2	A
rna-XM_057799284.1	A	g7818.t1	A
rna-XM_057799281.1	A	g7817.t1	A
rna-XM_057797380.1	A	g12844.t1	A
rna-XM_057797379.1	A	g11879.t1	A
rna-XM_057797376.1	A	g7816.t1	A
rna-XM_057797792.1	A	g14207.t1	A
rna-XM_057798254.1	A	g10683.t1	A
rna-XM_057798712.1	A	g4524.t1	A
rna-XM_057798533.1	A	g4771.t1	A
rna-XM_057797889.1	A	g10680.t1	A
rna-XM_057797890.1	A	g2370.t1	A
rna-XM_057797888.1	A	g2340.t1	A
rna-XM_057798000.1	A	g3764.t1	A
rna-XM_057799661.1	A	g3765.t1	A
rna-XM_057798585.1	A	g2355.t1	A
rna-XM_057798590.1	A	g10534.t1	A
rna-XM_057798589.1	A	g5518.t1	A
rna-XM_057798597.1	A	g13185.t1	A
rna-XM_057798599.1	A	g13697.t1	A
rna-XM_057798603.1	A	g14274.t1	A
rna-XM_057798601.1	A	g10584.t1	A
rna-XM_057798614.1	A	g9942.t1	A
rna-XM_057798627.1	A	g9469.t1	A
rna-XM_057798618.1	A	g2150.t1	A
rna-XM_057798611.1	A	g11748.t1	A
rna-XM_057798619.1	A	g12005.t1	A
rna-XM_057798615.1	A	g11746.t2	A
rna-XM_057798625.1	A	g11745.t1	A
rna-XM_057798628.1	A	g11204.t2	A
rna-XM_057798620.1	A	g2288.t2	A
rna-XM_057798621.1	A	g11880.t2	A
rna-XM_057798623.1	A	g11997.t1	A
rna-XM_057798604.1	A	g14653.t2	A
rna-XM_057798629.1	A	g2109.t1	A
rna-XM_057798632.1	A	g2108.t1	A
rna-XM_057798631.1	A	g2107.t1	A
rna-XM_057798635.1	A	g2105.t1	A
rna-XM_057798633.1	A	g9806.t1	A
rna-XM_057798785.1	A	g9805.t1	A
rna-XM_057798636.1	A	g5457.t1	A
rna-XM_057798637.1	A	g4629.t1	A
rna-XM_057798638.1	A	g5485.t2	A
rna-XM_057798681.1	A	g5484.t1	A
rna-XM_057798683.1	A	g2104.t1	A
rna-XM_057798691.1	A	g5483.t1	A
rna-XM_057798685.1	A	g1093.t1	A
rna-XM_057798679.1	A	g13379.t1	A
rna-XM_057798684.1	A	g13366.t2	A
rna-XM_057798688.1	A	g13370.t1	A
rna-XM_057798640.1	A	g4314.t2	A
rna-XM_057798687.1	A	g14292.t1	A
rna-XM_057798676.1	A	g7104.t1	A
rna-XM_057798678.1	A	g7143.t1	A
rna-XM_057798701.1	A	g7146.t1	A
rna-XM_057798702.1	A	g6244.t1	A
rna-XM_057798697.1	A	g5952.t3	A
rna-XM_057798692.1	A	g5141.t1	A
rna-XM_057799735.1	A	g3362.t2	A
rna-XM_057797749.1	A	g5953.t1	A
rna-XM_057797746.1	A	g6797.t1	A
rna-XM_057797747.1	A	g6798.t1	A
rna-XM_057797823.1	A	g14841.t1	A
rna-XM_057798047.1	A	g10563.t1	A
rna-XM_057798383.1	A	g3210.t1	A
rna-XM_057798148.1	A	g1033.t1	A
rna-XM_057797951.1	A	g1028.t1	A
rna-XM_057797995.1	A	g1023.t1	A
rna-XM_057797479.1	A	g1021.t1	A
rna-XM_057797852.1	A	g14300.t1	A
rna-XM_057798789.1	A	g14295.t1	A
rna-XM_057797438.1	A	g14293.t1	A
rna-XM_057798790.1	A	g12258.t1	A
rna-XM_057797439.1	A	g9370.t1	A
rna-XM_057797443.1	A	g9369.t1	A
rna-XM_057797444.1	A	g14514.t1	A
rna-XM_057798927.1	A	g14515.t1	A
rna-XM_057798928.1	A	g8679.t1	A
rna-XM_057798929.1	A	g2213.t1	A
rna-XM_057798931.1	A	g6969.t1	A
rna-XM_057798792.1	A	g6973.t1	A
rna-XM_057798935.1	A	g3326.t1	A
rna-XM_057798939.1	A	g3325.t1	A
rna-XM_057798936.1	A	g3323.t1	A
rna-XM_057798942.1	A	g3303.t1	A
rna-XM_057797988.1	A	g3329.t1	A
rna-XM_057799571.1	A	g3319.t1	A
rna-XM_057799573.1	A	g3322.t1	A
rna-XM_057798705.1	A	g3321.t1	A
rna-XM_057798399.1	A	g3320.t1	A
rna-XM_057798402.1	A	g3324.t1	A
rna-XM_057799358.1	A	g10394.t1	A
rna-XM_057799357.1	A	g1369.t1	A
rna-XM_057797660.1	A	g8088.t1	A
rna-XM_057797558.1	A	g8090.t11	A
rna-XM_057798240.1	A	g8089.t1	A
rna-XM_057798242.1	A	g7920.t2	A
rna-XM_057798244.1	A	g2754.t1	A
rna-XM_057797819.1	A	g335.t1	A
rna-XM_057798004.1	A	g9227.t1	A
rna-XM_057798002.1	A	g9230.t1	A
rna-XM_057798797.1	A	g9231.t2	A
rna-XM_057798798.1	A	g5406.t1	Y
rna-XM_057797984.1	A	g9229.t1	A
rna-XM_057797496.1	A	g9249.t1	A
rna-XM_057797497.1	A	g9247.t1	A
rna-XM_057797498.1	A	g9228.t1	A
rna-XM_057797499.1	A	g9226.t1	A
rna-XM_057797736.1	A	g9496.t1	A
rna-XM_057798333.1	A	g13599.t1	A
rna-XM_057797983.1	A	g2261.t1	A
rna-XM_057798481.1	A	g13550.t2	A
rna-XM_057797949.1	A	g13551.t2	A
rna-XM_057797837.1	A	g7346.t1	A
rna-XM_057798035.1	A	g745.t1	A
rna-XM_057799274.1	A	g14859.t1	A
