C_chinensis	chromosome	C_maculatus	chromosome
anno1.both_agree_g21132.t2	A	g1024.t1	A
anno1.g2679.t1	A	g1023.t1	A
anno1.g2680.t1	A	g1022.t1	A
anno1.g2681.t1	A	g1020.t2	A
anno1.g2682.t1	A	g1019.t2	A
anno1.g2683.t1	A	g1018.t1	A
anno1.g2684.t1	A	g1017.t1	A
anno1.g2685.t1	A	g1016.t1	A
anno1.g2686.t1	A	g1014.t1	A
anno1.g2687.t1	A	g1013.t1	A
anno1.g2688.t1	A	g1012.t1	A
anno1.g2689.t1	A	g1011.t1	A
anno1.g2690.t1	A	g1010.t1	A
anno1.g2691.t1	A	g1009.t1	A
anno1.g2692.t1	A	g1008.t1	A
anno1.g2693.t2	A	g1006.t2	A
anno1.g2694.t1	A	g1007.t2	A
anno1.g2695.t1	A	g1005.t1	A
anno1.g2696.t1	A	g1004.t1	A
anno1.g2697.t1	A	g1003.t1	A
anno1.g2698.t1	A	g1002.t1	A
anno1.g2699.t2	A	g1001.t2	A
anno1.g2700.t1	A	g1000.t1	A
anno1.g2701.t1	A	g999.t1	A
anno1.g2702.t2	A	g998.t2	A
anno1.g2703.t1	A	g997.t1	A
anno1.g2704.t1	A	g996.t1	A
anno1.g2705.t1	A	g995.t1	A
anno1.g2706.t1	A	g994.t1	A
anno1.g2707.t1	A	g992.t2	A
anno1.g2708.t1	A	g991.t1	A
anno1.g2709.t3	A	g990.t4	A
anno1.g2710.t1	A	g989.t1	A
anno1.g2711.t1	A	g988.t1	A
anno1.g2712.t1	A	g986.t1	A
anno1.g2713.t1	A	g985.t1	A
anno1.g2714.t1	A	g984.t1	A
anno1.g2715.t1	A	g982.t2	A
anno1.g2716.t1	A	g979.t1	A
anno1.g2595.t2	A	g6663.t1	A
anno1.g2596.t4	A	g6562.t5	A
anno1.g2597.t1	A	g6563.t1	A
anno1.g2598.t1	A	g11608.t1	A
anno1.g2599.t1	A	g11607.t1	A
anno1.g2600.t2	A	g11606.t4	A
anno1.g2601.t1	A	g11605.t1	A
anno1.g2602.t1	A	g11604.t1	A
anno1.g2603.t2	A	g11603.t1	A
anno1.g2604.t2	A	g11602.t2	A
anno1.g2606.t1	A	g11600.t1	A
anno1.g2607.t1	A	g11601.t1	A
anno1.g2608.t1	A	g11599.t1	A
anno1.g2609.t1	A	g11597.t1	A
anno1.g2610.t1	A	g11598.t1	A
anno1.g2611.t1	A	g11596.t1	A
anno1.g2612.t1	A	g11595.t1	A
anno1.g2613.t1	A	g11594.t1	A
anno1.g2614.t2	A	g11593.t1	A
anno1.g2615.t1	A	g11592.t1	A
anno1.g2616.t1	A	g11590.t1	A
anno1.g2617.t1	A	g11591.t1	A
anno1.g2618.t1	A	g11589.t1	A
anno1.g2619.t1	A	g11588.t1	A
anno1.g2620.t1	A	g11587.t1	A
anno1.g2621.t1	A	g11586.t1	A
anno1.g12564.t1	X	g1478.t1	X
anno1.g2588.t1	A	g3724.t2	A
anno1.g12562.t1	A	g12584.t1	A
anno1.g2587.t1	A	g2037.t1	A
anno1.g12481.t1	A	g7941.t1	A
anno1.g12482.t4	A	g7940.t2	A
anno1.g12483.t1	A	g7939.t1	A
anno1.g12484.t2	A	g7938.t1	A
anno1.g12485.t1	A	g7936.t1	A
anno1.g12486.t1	A	g7935.t1	A
anno1.g12487.t1	A	g7934.t1	A
anno1.g12488.t1	A	g7933.t1	A
anno1.g12491.t1	A	g14500.t1	A
anno1.g12495.t1	A	g7931.t1	A
anno1.g12496.t1	A	g7925.t1	A
anno1.g12497.t1	A	g7928.t1	A
anno1.g12502.t1	A	g7924.t1	A
anno1.g12503.t1	A	g7923.t1	A
anno1.g12504.t1	A	g7922.t1	A
anno1.g12505.t1	A	g7921.t1	A
anno1.g12507.t1	A	g7918.t1	A
anno1.g12510.t1	A	g7916.t2	A
anno1.g12511.t1	A	g7915.t1	A
anno1.g12512.t2	A	g7914.t2	A
anno1.g12514.t1	A	g7913.t1	A
anno1.g12515.t1	A	g12470.t1	A
anno1.g12516.t1	A	g2773.t1	A
anno1.g12517.t1	A	g2774.t1	A
anno1.g12518.t1	A	g2775.t1	A
anno1.g12519.t1	A	g2776.t1	A
anno1.g12520.t1	A	g2777.t1	A
anno1.g12521.t1	A	g2778.t1	A
anno1.g12522.t1	A	g12477.t1	A
anno1.g12523.t1	A	g12478.t1	A
anno1.g12524.t1	A	g7910.t1	A
anno1.g12525.t1	A	g12480.t1	A
anno1.g12526.t1	A	g12481.t1	A
anno1.g12527.t1	A	g12482.t1	A
anno1.g12528.t1	A	g12483.t1	A
anno1.g12529.t1	A	g7905.t1	A
anno1.g12530.t1	A	g7904.t1	A
anno1.g12531.t1	A	g7960.t1	A
anno1.g12532.t1	A	g7961.t1	A
anno1.g12533.t1	A	g7962.t1	A
anno1.g12534.t1	A	g7963.t1	A
anno1.g12535.t1	A	g7966.t1	A
anno1.g12536.t1	A	g7968.t1	A
anno1.g12539.t1	A	g7970.t1	A
anno1.g12540.t1	A	g7971.t1	A
anno1.g12541.t1	A	g7972.t1	A
anno1.g12542.t1	A	g7973.t1	A
anno1.g12543.t1	A	g7976.t1	A
anno1.g12544.t1	A	g7977.t1	A
anno1.g12546.t2	A	g7979.t3	A
anno1.g12547.t1	A	g7980.t1	A
anno1.g12548.t2	A	g7981.t2	A
anno1.g12549.t1	A	g7982.t1	A
anno1.g12550.t1	A	g7983.t1	A
anno1.g12551.t2	A	g7984.t1	A
anno1.g12552.t1	A	g7985.t1	A
anno1.g12554.t1	A	g7988.t1	A
anno1.g12556.t1	A	g7990.t1	A
anno1.g12467.t1	A	g12067.t1	A
anno1.g12468.t1	A	g12071.t1	A
anno1.g12475.t1	A	g10017.t1	A
anno1.g12477.t2	A	g12078.t2	A
anno1.g12478.t1	A	g12079.t1	A
anno1.g12479.t1	A	g11187.t1	A
anno1.g12480.t1	A	g10815.t1	A
anno1.g12463.t1	A	g4901.t1	A
anno1.g12464.t2	A	g4900.t1	A
anno1.g12462.t1	A	g3709.t1	A
anno1.g2571.t1	A	g3603.t1	A
anno1.g2572.t1	A	g3601.t1	A
anno1.g2573.t1	A	g3600.t1	A
anno1.g2576.t1	A	g3599.t1	A
anno1.g2578.t4	A	g3598.t1	A
anno1.g2579.t1	A	g3597.t1	A
anno1.g2581.t2	A	g14369.t1	A
anno1.g2582.t1	A	g14371.t1	A
anno1.g2583.t1	A	g14372.t1	A
anno1.g2584.t2	A	g3604.t2	A
anno1.g2585.t1	A	g3605.t1	A
anno1.g2586.t1	A	g3606.t1	A
anno1.g12460.t2	A	g2611.t1	A
anno1.g2564.t1	A	g13657.t1	A
anno1.g12456.t1	A	g1847.t1	A
anno1.g12449.t1	A	g12450.t1	A
anno1.g12450.t1	A	g12452.t1	A
anno1.g12452.t1	A	g12460.t1	A
anno1.g12453.t2	A	g12461.t2	A
anno1.g12454.t2	A	g12456.t1	A
anno1.g12455.t1	A	g12463.t1	A
anno1.g12447.t1	A	g2464.t1	A
anno1.g12448.t1	A	g2465.t1	A
anno1.g2563.t1	A	g1535.t1	X
anno1.g12443.t1	A	g4921.t1	A
anno1.g12388.t1	A	g10255.t1	A
anno1.g12389.t1	A	g10254.t1	A
anno1.g12390.t1	A	g10253.t1	A
anno1.g12391.t1	A	g10252.t1	A
anno1.g12392.t2	A	g10251.t1	A
anno1.g12393.t2	A	g10250.t1	A
anno1.g12394.t1	A	g10249.t1	A
anno1.g12395.t1	A	g10248.t1	A
anno1.g12396.t1	A	g10247.t1	A
anno1.g12397.t1	A	g10246.t1	A
anno1.g12398.t1	A	g10245.t1	A
anno1.g12399.t1	A	g10244.t1	A
anno1.g12400.t1	A	g10242.t1	A
anno1.g12401.t1	A	g10240.t1	A
anno1.g12402.t1	A	g10239.t1	A
anno1.g12403.t1	A	g10238.t1	A
anno1.g12405.t1	A	g10237.t1	A
anno1.g12406.t1	A	g10236.t1	A
anno1.g12407.t1	A	g10235.t1	A
anno1.g12408.t3	A	g10234.t5	A
anno1.g12409.t1	A	g10232.t1	A
anno1.g12410.t1	A	g10231.t1	A
anno1.g12411.t1	A	g10229.t1	A
anno1.g12412.t1	A	g10228.t1	A
anno1.g12414.t2	A	g10225.t1	A
anno1.g12415.t1	A	g10226.t1	A
anno1.g12416.t1	A	g10224.t1	A
anno1.g12418.t2	A	g10223.t1	A
anno1.g12419.t1	A	g10221.t1	A
anno1.g12420.t1	A	g10220.t1	A
anno1.g12421.t2	A	g10219.t1	A
anno1.g12422.t2	A	g10218.t1	A
anno1.g12423.t1	A	g10217.t1	A
anno1.g12425.t1	A	g9540.t1	A
anno1.g12426.t1	A	g9539.t1	A
anno1.g12428.t1	A	g9538.t1	A
anno1.g12429.t1	A	g9537.t1	A
anno1.g12430.t1	A	g9536.t1	A
anno1.g12434.t1	A	g9533.t1	A
anno1.g12435.t1	A	g9532.t1	A
anno1.g12436.t1	A	g9531.t1	A
anno1.g12437.t1	A	g9530.t1	A
anno1.g12438.t1	A	g9529.t1	A
anno1.g12439.t1	A	g9528.t1	A
anno1.g12440.t2	A	g9527.t1	A
anno1.g12441.t1	A	g9526.t1	A
anno1.g12442.t1	A	g9525.t1	A
anno1.g12380.t1	A	g8522.t3	A
anno1.g12384.t1	A	g8521.t1	A
anno1.g12386.t1	A	g8520.t1	A
anno1.g2539.t1	A	g5670.t1	A
anno1.g2540.t1	A	g5673.t1	A
anno1.g2541.t1	A	g5674.t1	A
anno1.g2543.t1	A	g5675.t1	A
anno1.g2544.t1	A	g5676.t1	A
anno1.g2547.t1	A	g5678.t1	A
anno1.g2548.t1	A	g5679.t2	A
anno1.g2551.t1	A	g5682.t1	A
anno1.g2553.t1	A	g5687.t1	A
anno1.g2554.t1	A	g5688.t1	A
anno1.g2555.t1	A	g5692.t1	A
anno1.g2556.t1	A	g5693.t1	A
anno1.g2557.t1	A	g5614.t1	A
anno1.g2559.t1	A	g5615.t1	A
anno1.g2560.t1	A	g5613.t1	A
anno1.g12377.t1	A	g2157.t1	A
anno1.g12378.t2	A	g2158.t2	A
anno1.g12376.t1	A	g5222.t1	A
anno1.g12368.t2	A	g12396.t1	A
anno1.g12373.t1	A	g8837.t1	A
anno1.g12361.t1	A	g4922.t1	A
anno1.g12352.t1	X	g1484.t1	X
anno1.g12353.t1	X	g1483.t1	X
anno1.g12354.t2	X	g1482.t2	X
anno1.g12356.t1	X	g1481.t1	X
anno1.g12360.t2	X	g1480.t1	X
anno1.g2530.t2	A	g5724.t1	A
anno1.g2531.t1	A	g5740.t1	A
anno1.g2534.t1	A	g5729.t1	A
anno1.g2535.t1	A	g5730.t1	A
anno1.g2536.t1	A	g5731.t1	A
anno1.g2528.t1	A	g7319.t2	A
anno1.g12341.t1	A	g766.t2	A
anno1.g12342.t1	A	g765.t1	A
anno1.g12343.t1	A	g764.t1	A
anno1.g12344.t2	A	g763.t2	A
anno1.g12331.t1	A	g14854.t1	A
anno1.g12333.t1	A	g3462.t2	A
anno1.g12335.t1	A	g14858.t1	A
anno1.g12336.t1	A	g14859.t1	A
anno1.g12337.t1	A	g3466.t1	A
anno1.g12338.t1	A	g3471.t1	A
anno1.g12329.t1	A	g1240.t1	A
anno1.g12330.t1	A	g1239.t1	A
anno1.g2525.t1	A	g1507.t1	X
anno1.g12271.t1	A	g7730.t1	A
anno1.g12272.t1	A	g7731.t2	A
anno1.g12273.t1	A	g7732.t1	A
anno1.g12274.t1	A	g7733.t1	A
anno1.g12276.t1	A	g7734.t1	A
anno1.g12277.t1	A	g7735.t1	A
anno1.g12278.t1	A	g7736.t1	A
anno1.g12279.t3	A	g7737.t3	A
anno1.g12280.t1	A	g7738.t1	A
anno1.g12281.t1	A	g7739.t1	A
anno1.g12282.t1	A	g7740.t1	A
anno1.g12283.t1	A	g7741.t1	A
anno1.g12284.t2	A	g7742.t1	A
anno1.g12285.t1	A	g7743.t1	A
anno1.g12287.t1	A	g7744.t1	A
anno1.g12288.t1	A	g7745.t1	A
anno1.g12289.t2	A	g7746.t1	A
anno1.g12290.t1	A	g7747.t1	A
anno1.g12291.t1	A	g7748.t1	A
anno1.g12292.t1	A	g7749.t1	A
anno1.g12293.t1	A	g7750.t1	A
anno1.g12294.t1	A	g7751.t1	A
anno1.g12295.t1	A	g7752.t1	A
anno1.g12296.t1	A	g7753.t1	A
anno1.g12298.t1	A	g7755.t1	A
anno1.g12299.t1	A	g8359.t1	A
anno1.g12300.t1	A	g8358.t2	A
anno1.g12301.t1	A	g8357.t1	A
anno1.g12302.t1	A	g8356.t1	A
anno1.g12303.t1	A	g8355.t1	A
anno1.g12304.t1	A	g8354.t1	A
anno1.g12306.t1	A	g8353.t1	A
anno1.g12307.t1	A	g8352.t1	A
anno1.g12308.t2	A	g8351.t2	A
anno1.g12309.t2	A	g8350.t1	A
anno1.g12311.t1	A	g8348.t1	A
anno1.g12313.t1	A	g8347.t1	A
anno1.g12314.t2	A	g8346.t1	A
anno1.g12315.t1	A	g8345.t1	A
anno1.g12317.t1	A	g8344.t2	A
anno1.g12318.t1	A	g8343.t1	A
anno1.g12319.t1	A	g8342.t1	A
anno1.g12320.t1	A	g8341.t1	A
anno1.g12321.t1	A	g8340.t1	A
anno1.g12322.t1	A	g8339.t1	A
anno1.g12324.t2	A	g8337.t1	A
anno1.g12267.t1	X	g2985.t1	A
anno1.g12269.t1	X	g2910.t1	X
anno1.g12270.t1	X	g2911.t2	X
anno1.g12265.t1	A	g14503.t1	A
anno1.g12255.t1	X	g1693.t2	X
anno1.g12256.t2	X	g1692.t1	X
anno1.g12257.t1	X	g1696.t1	X
anno1.g12258.t1	X	g1585.t1	X
anno1.g12259.t1	X	g5203.t1	X
anno1.g12260.t1	X	g1394.t1	X
anno1.g12262.t1	X	g1687.t2	X
anno1.g12264.t2	X	g1575.t2	X
anno1.g2492.t1	A	g9929.t1	A
anno1.g2493.t1	A	g9928.t1	A
anno1.g2494.t1	A	g9927.t1	A
anno1.g2495.t1	A	g9926.t1	A
anno1.g2496.t1	A	g9925.t1	A
anno1.g2498.t1	A	g9923.t1	A
anno1.g2499.t1	A	g9921.t2	A
anno1.g2500.t1	A	g9922.t2	A
anno1.g2501.t2	A	g9920.t2	A
anno1.g2502.t3	A	g9919.t1	A
anno1.g2503.t1	A	g1592.t1	X
anno1.g2504.t1	A	g9917.t1	A
anno1.g2505.t1	A	g9915.t1	A
anno1.g2506.t1	A	g9914.t1	A
anno1.g2507.t1	A	g9912.t1	A
anno1.g2508.t1	A	g9911.t1	A
anno1.g2509.t1	A	g9910.t1	A
anno1.g2510.t1	A	g9909.t1	A
anno1.g2511.t1	A	g9908.t1	A
anno1.g2513.t2	A	g9907.t1	A
anno1.g2514.t1	A	g9906.t1	A
anno1.g2515.t1	A	g9904.t1	A
anno1.g2516.t1	A	g9905.t1	A
anno1.g2518.t1	A	g9902.t1	A
anno1.g2519.t1	A	g9901.t1	A
anno1.g2520.t1	A	g9900.t1	A
anno1.g2522.t1	A	g9898.t1	A
anno1.g2523.t1	A	g9897.t2	A
anno1.g2524.t1	A	g9896.t1	A
anno1.g12252.t1	A	g10788.t1	A
anno1.g12253.t1	A	g10790.t1	A
anno1.g12247.t1	A	g583.t1	A
anno1.g12248.t1	A	g580.t1	A
anno1.g12250.t1	A	g578.t1	A
anno1.g12251.t3	A	g576.t1	A
anno1.g12242.t1	A	g14549.t2	A
anno1.g12243.t1	A	g14399.t1	A
anno1.g12232.t1	A	g14050.t1	A
anno1.g12233.t1	A	g14048.t1	A
anno1.g12234.t1	A	g14047.t1	A
anno1.g12235.t1	A	g14046.t1	A
anno1.g12236.t1	A	g14045.t1	A
anno1.g12239.t1	A	g14041.t1	A
anno1.g12241.t2	A	g14039.t1	A
anno1.g12226.t1	A	g3346.t1	A
anno1.g12227.t1	A	g3331.t1	A
anno1.g12222.t2	A	g7405.t1	A
anno1.g12220.t1	A	g7707.t2	A
anno1.g2483.t1	A	g12531.t1	A
anno1.g2447.t1	A	g44.t1	A
anno1.g2448.t1	A	g2945.t1	A
anno1.g2449.t1	A	g146.t1	A
anno1.g2450.t2	A	g145.t2	A
anno1.g2452.t1	A	g148.t1	A
anno1.g2453.t1	A	g149.t2	A
anno1.g2455.t1	A	g150.t1	A
anno1.g2456.t1	A	g151.t1	A
anno1.g2458.t3	A	g152.t1	A
anno1.g2459.t1	A	g153.t1	A
anno1.g2460.t1	A	g154.t1	A
anno1.g2461.t1	A	g155.t1	A
anno1.g2463.t1	A	g157.t2	A
anno1.g2464.t2	A	g1745.t1	A
anno1.g2465.t1	A	g1744.t1	A
anno1.g2466.t1	A	g1743.t1	A
anno1.g2467.t2	A	g1742.t1	A
anno1.g2468.t1	A	g162.t1	A
anno1.g2469.t1	A	g1741.t1	A
anno1.g2470.t1	A	g164.t1	A
anno1.g2472.t2	A	g1740.t2	A
anno1.g2474.t1	A	g13666.t1	A
anno1.g2475.t1	A	g13665.t1	A
anno1.g2476.t1	A	g13663.t1	A
anno1.g2477.t1	A	g13662.t1	A
anno1.g2478.t1	A	g13660.t1	A
anno1.g2479.t1	A	g13661.t1	A
anno1.g12210.t1	A	g7099.t1	A
anno1.g12212.t1	A	g7100.t1	A
anno1.g12213.t1	A	g7102.t1	A
anno1.g12214.t1	A	g7103.t1	A
anno1.g12215.t1	A	g7111.t1	A
anno1.g12216.t1	A	g7110.t1	A
anno1.g12217.t1	A	g7109.t1	A
anno1.g12218.t1	A	g7107.t2	A
anno1.g12219.t1	A	g7106.t1	A
anno1.g12208.t1	A	g14734.t1	A
anno1.g2446.t1	A	g4798.t2	A
anno1.g2442.t2	A	g12300.t1	A
anno1.g2443.t1	A	g12299.t1	A
anno1.g12198.t1	A	g10373.t1	A
anno1.g12199.t1	A	g10375.t1	A
anno1.g12174.t1	A	g3272.t1	A
anno1.g12175.t1	A	g3273.t1	A
anno1.g12176.t1	A	g14588.t1	A
anno1.g12180.t2	A	g3276.t1	A
anno1.g12187.t1	A	g3574.t1	A
anno1.g12188.t1	A	g11516.t1	A
anno1.g12190.t1	A	g3278.t2	A
anno1.g12191.t1	A	g3279.t1	A
anno1.g12192.t1	A	g3284.t1	A
anno1.g12193.t1	A	g3285.t1	A
anno1.g12194.t1	A	g3286.t1	A
anno1.g12195.t1	A	g6685.t1	A
anno1.g12197.t1	A	g14555.t1	A
anno1.g2439.t1	A	g5351.t1	A
anno1.g2440.t1	A	g10472.t1	A
anno1.g12173.t1	A	g1937.t1	A
anno1.g12171.t1	A	g14670.t1	A
anno1.g2436.t1	A	g10863.t1	A
anno1.g12167.t2	A	g5380.t2	A
anno1.g12169.t1	A	g2271.t2	A
anno1.g2401.t1	A	g9966.t1	A
anno1.g2402.t1	A	g9964.t1	A
anno1.g2403.t1	A	g9963.t1	A
anno1.g2404.t1	A	g9962.t1	A
anno1.g2405.t1	A	g9961.t1	A
anno1.g2406.t1	A	g9960.t1	A
anno1.g2407.t1	A	g9959.t1	A
anno1.g2408.t1	A	g9958.t1	A
anno1.g2410.t2	A	g9956.t1	A
anno1.g2412.t1	A	g9955.t1	A
anno1.g2413.t1	A	g9953.t1	A
anno1.g2414.t1	A	g9952.t1	A
anno1.g2415.t1	A	g9951.t1	A
anno1.g2416.t1	A	g9950.t1	A
anno1.g2417.t1	A	g7862.t1	A
anno1.g2418.t1	A	g9948.t1	A
anno1.g2419.t1	A	g9947.t1	A
anno1.g2420.t1	A	g9944.t1	A
anno1.g2421.t1	A	g9943.t2	A
anno1.g2423.t1	A	g9942.t1	A
anno1.g2424.t1	A	g9941.t1	A
anno1.g2425.t3	A	g9940.t3	A
anno1.g2426.t1	A	g9939.t1	A
anno1.g2427.t1	A	g9938.t1	A
anno1.g2428.t2	A	g9937.t2	A
anno1.g2429.t1	A	g9936.t1	A
anno1.g2430.t1	A	g9935.t1	A
anno1.g2431.t1	A	g9934.t1	A
anno1.g2432.t1	A	g9933.t1	A
anno1.g2433.t1	A	g9932.t2	A
anno1.g2434.t1	A	g9931.t1	A
anno1.g2435.t3	A	g9930.t1	A
anno1.g12162.t1	A	g11041.t1	A
anno1.g12164.t2	A	g11040.t1	A
anno1.g12165.t1	A	g11038.t1	A
anno1.g12158.t1	A	g7723.t2	A
anno1.g12159.t1	A	g8373.t1	A
anno1.g12160.t1	A	g8374.t2	A
anno1.g12161.t2	A	g8377.t2	A
anno1.g12157.t1	A	g7281.t1	X
anno1.g12155.t1	A	g11150.t1	A
anno1.g12156.t1	A	g11152.t1	A
anno1.g12149.t1	A	g3161.t1	A
anno1.g12106.t1	A	g4230.t1	A
anno1.g12108.t1	A	g4235.t1	A
anno1.g12109.t1	A	g4222.t1	A
anno1.g12112.t2	A	g4232.t1	A
anno1.g12113.t2	A	g4234.t1	A
anno1.g12114.t1	A	g4221.t1	A
anno1.g12115.t1	A	g4218.t1	A
anno1.g12116.t1	A	g4216.t1	A
anno1.g12117.t1	A	g4214.t1	A
anno1.g12118.t1	A	g4211.t1	A
anno1.g12119.t1	A	g4209.t1	A
anno1.g12120.t1	A	g4208.t1	A
anno1.g12121.t1	A	g4207.t1	A
anno1.g12122.t2	A	g4206.t2	A
anno1.g12123.t1	A	g4205.t1	A
anno1.g12124.t5	A	g4204.t2	A
anno1.g12125.t1	A	g4200.t1	A
anno1.g12127.t1	A	g9406.t1	A
anno1.g12128.t1	A	g9408.t2	A
anno1.g12129.t3	A	g9407.t1	A
anno1.g12130.t1	A	g5361.t1	A
anno1.g12131.t1	A	g5362.t1	A
anno1.g12132.t1	A	g9410.t1	A
anno1.g12134.t1	A	g9411.t1	A
anno1.g12136.t3	A	g9413.t1	A
anno1.g12138.t1	A	g5368.t1	A
anno1.g12139.t1	A	g9416.t1	A
anno1.g12140.t1	A	g9417.t1	A
anno1.g12141.t1	A	g5370.t1	A
anno1.g12145.t1	A	g5373.t1	A
anno1.g12146.t1	A	g9423.t1	A
anno1.g12147.t1	A	g5375.t1	A
anno1.g2398.t1	A	g10901.t1	A
anno1.g2399.t1	A	g10902.t1	A
anno1.g12101.t1	A	g2716.t1	A
anno1.g12102.t1	A	g2715.t1	A
anno1.g12103.t1	A	g2714.t1	A
anno1.g12104.t1	A	g2713.t1	A
anno1.g12092.t1	A	g3946.t1	A
anno1.g12093.t1	A	g3947.t1	A
anno1.g12094.t3	A	g3950.t1	A
anno1.g12095.t1	A	g13897.t1	A
anno1.g2378.t1	A	g12395.t1	A
anno1.g2379.t1	A	g12394.t1	A
anno1.g2380.t1	A	g12393.t1	A
anno1.g2382.t1	A	g7422.t1	A
anno1.g2383.t1	A	g5606.t2	A
anno1.g2384.t1	A	g5605.t1	A
anno1.g2385.t1	A	g5603.t1	A
anno1.g2386.t1	A	g5595.t1	A
anno1.g2387.t1	A	g5593.t1	A
anno1.g2388.t1	A	g5592.t1	A
anno1.g2389.t1	A	g5591.t1	A
anno1.g2390.t2	A	g5580.t1	A
anno1.g2391.t1	A	g5581.t1	A
anno1.g2392.t2	A	g5579.t1	A
anno1.g2393.t1	A	g5600.t1	A
anno1.g2394.t1	A	g5599.t1	A
anno1.g2395.t1	A	g5586.t1	A
anno1.g2396.t1	A	g5522.t1	A
anno1.g12090.t1	A	g3123.t1	A
anno1.g12085.t1	A	g12528.t1	A
anno1.g12087.t1	A	g12524.t1	A
anno1.g12082.t1	A	g4789.t1	A
anno1.g12083.t1	A	g4788.t1	A
anno1.g12077.t1	A	g14729.t1	A
anno1.g12078.t1	A	g14730.t1	A
anno1.g12079.t2	A	g14731.t1	A
anno1.g12080.t1	A	g14732.t1	A
anno1.g12081.t1	A	g14733.t1	A
anno1.g12076.t1	A	g8436.t1	A
anno1.g12025.t1	A	g4688.t1	A
anno1.g12029.t1	A	g4691.t1	A
anno1.g12030.t3	A	g4694.t1	A
anno1.g12031.t3	A	g4695.t3	A
anno1.g12033.t1	A	g4697.t1	A
anno1.g12034.t1	A	g4698.t1	A
anno1.g12035.t1	A	g4699.t1	A
anno1.g12036.t1	A	g4700.t1	A
anno1.g12037.t1	A	g4701.t1	A
anno1.g12038.t1	A	g4702.t1	A
anno1.g12039.t1	A	g4703.t1	A
anno1.g12040.t1	A	g4705.t1	A
anno1.g12041.t1	A	g4706.t1	A
anno1.g12042.t2	A	g4707.t2	A
anno1.g12043.t1	A	g4708.t2	A
anno1.g12044.t1	A	g4709.t1	A
anno1.g12045.t1	A	g4710.t1	A
anno1.g12046.t1	A	g4713.t1	A
anno1.g12048.t1	A	g4714.t1	A
anno1.g12049.t1	A	g4715.t1	A
anno1.g12050.t1	A	g4716.t1	A
anno1.g12051.t1	A	g4717.t1	A
anno1.g12052.t1	A	g4718.t1	A
anno1.g12053.t1	A	g4719.t1	A
anno1.g12054.t2	A	g4720.t1	A
anno1.g12055.t1	A	g4721.t1	A
anno1.g12056.t1	A	g4722.t2	A
anno1.g12057.t2	A	g4723.t1	A
anno1.g12058.t1	A	g4724.t1	A
anno1.g12059.t2	A	g4725.t2	A
anno1.g12061.t1	A	g4726.t1	A
anno1.g12062.t3	A	g4727.t1	A
anno1.g12063.t1	A	g4728.t1	A
anno1.g12064.t2	A	g4729.t2	A
anno1.g12065.t1	A	g4730.t2	A
anno1.g12066.t1	A	g4731.t1	A
anno1.g12067.t2	A	g4732.t1	A
anno1.g12068.t1	A	g4733.t1	A
anno1.g12069.t1	A	g4734.t1	A
anno1.g12070.t1	A	g4735.t2	A
anno1.g12071.t1	A	g4736.t1	A
anno1.g12072.t2	A	g4737.t2	A
anno1.g12074.t1	A	g4739.t1	A
anno1.g12023.t2	A	g2125.t1	A
anno1.g12013.t1	A	g12884.t1	A
anno1.g12014.t1	A	g12885.t1	A
anno1.g12015.t1	A	g12886.t1	A
anno1.g12016.t3	A	g12888.t1	A
anno1.g12018.t1	A	g12889.t1	A
anno1.g12020.t1	A	g12890.t1	A
anno1.g12021.t1	A	g12891.t1	A
anno1.g12009.t1	A	g5039.t1	A
anno1.g12010.t2	A	g5040.t1	A
anno1.g12011.t1	A	g5041.t1	A
anno1.g12007.t1	A	g3587.t1	A
anno1.g2345.t1	X	g1443.t1	X
anno1.g2346.t1	X	g1442.t1	X
anno1.g2347.t1	X	g1441.t1	X
anno1.g2348.t1	X	g1440.t1	X
anno1.g2349.t3	X	g1439.t1	X
anno1.g2350.t2	X	g1438.t1	X
anno1.g2351.t1	X	g1437.t1	X
anno1.g2353.t2	X	g1436.t1	X
anno1.g2354.t1	X	g1435.t1	X
anno1.g2355.t1	X	g1434.t1	X
anno1.g2356.t1	X	g1433.t1	X
anno1.g2357.t1	X	g1432.t1	X
anno1.g2358.t1	X	g1431.t1	X
anno1.g2360.t1	X	g179.t1	A
anno1.g2361.t1	X	g1430.t1	X
anno1.g2362.t1	X	g1429.t1	X
anno1.g2364.t1	X	g1428.t1	X
anno1.g2366.t1	X	g1426.t2	X
anno1.g2370.t1	X	g1424.t1	X
anno1.g2371.t1	X	g1423.t1	X
anno1.g2372.t1	X	g1422.t1	X
anno1.g2374.t1	X	g4676.t1	A
anno1.g12002.t1	A	g10797.t1	A
anno1.g12003.t1	A	g10796.t1	A
anno1.g12004.t2	A	g10795.t4	A
anno1.g12006.t1	A	g10794.t1	A
anno1.g11999.t1	A	g8905.t1	A
anno1.g12000.t1	A	g8904.t1	A
anno1.g12001.t2	A	g8903.t1	A
anno1.g11998.t1	A	g1236.t1	A
anno1.g2344.t1	A	g14524.t1	A
anno1.g2343.t1	A	g13934.t1	A
anno1.g11993.t2	A	g1201.t4	A
anno1.g11995.t1	A	g1198.t1	A
anno1.g11988.t1	A	g13751.t1	A
anno1.g11989.t1	A	g13752.t1	A
anno1.g11991.t1	A	g13753.t1	A
anno1.g11992.t1	A	g13754.t1	A
anno1.g2339.t1	A	g4519.t1	A
anno1.g2340.t1	A	g4518.t1	A
anno1.g11915.t1	A	g5846.t1	A
