C_maculatus	chromosome	B_varius	chromosome
g7978.t1	A	anno1.g3902.t1	A
g7979.t3	A	anno1.g3903.t1	A
g7980.t1	A	anno1.g3904.t1	A
g7981.t2	A	anno1.g3905.t2	A
g7982.t1	A	anno1.g3906.t1	A
g7983.t1	A	anno1.g3907.t1	A
g7984.t1	A	anno1.g3908.t2	A
g7985.t1	A	anno1.g3909.t1	A
g7988.t1	A	anno1.g3910.t1	A
g7989.t1	A	anno1.g3911.t1	A
g7991.t1	A	anno1.g3912.t1	A
g7993.t2	A	anno1.g3913.t2	A
g7994.t1	A	anno1.g3914.t1	A
g7995.t3	A	anno1.g3915.t3	A
g7996.t1	A	anno1.g3916.t1	A
g7997.t2	A	anno1.g3917.t1	A
g7998.t1	A	anno1.g3918.t1	A
g7999.t1	A	anno1.g3919.t1	A
g8000.t1	A	anno1.g3920.t1	A
g8001.t1	A	anno1.g3921.t1	A
g8002.t1	A	anno1.g3922.t1	A
g8003.t2	A	anno1.g3924.t1	A
g8004.t1	A	anno1.g3925.t1	A
g8005.t1	A	anno1.g3926.t1	A
g8007.t1	A	anno1.g3927.t1	A
g8008.t1	A	anno1.g3928.t1	A
g8012.t1	A	anno1.g3930.t1	A
g8013.t1	A	anno1.g3932.t1	A
g8014.t1	A	anno1.g3933.t1	A
g8015.t2	A	anno1.g3934.t2	A
g8016.t1	A	anno1.g3935.t1	A
g8017.t1	A	anno1.g3936.t1	A
g8018.t1	A	anno1.g3937.t1	A
g8019.t1	A	anno1.g3938.t1	A
g8020.t1	A	anno1.g3939.t1	A
g8024.t1	A	anno1.g3943.t1	A
g8025.t1	A	anno1.g3944.t1	A
g8026.t1	A	anno1.g3945.t1	A
g8027.t1	A	anno1.g3946.t1	A
g8029.t1	A	anno1.g3947.t1	A
g8030.t1	A	anno1.g3948.t1	A
g8031.t1	A	anno1.g3949.t1	A
g8032.t1	A	anno1.g3951.t1	A
g8033.t1	A	anno1.g3952.t1	A
g8034.t1	A	anno1.g3953.t1	A
g8035.t2	A	anno1.g3954.t3	A
g8036.t1	A	anno1.g3955.t1	A
g8037.t1	A	anno1.g3956.t1	A
g8038.t1	A	anno1.g3957.t1	A
g8039.t2	A	anno1.g3958.t1	A
g8040.t1	A	anno1.g3959.t1	A
g8041.t1	A	anno1.g3960.t1	A
g8042.t1	A	anno1.g3961.t1	A
g8043.t1	A	anno1.g3962.t1	A
g8045.t1	A	anno1.g3963.t3	A
g8046.t1	A	anno1.g3964.t1	A
g8047.t1	A	anno1.g3965.t1	A
g8048.t1	A	anno1.g3966.t1	A
g8050.t2	A	anno1.g3970.t2	A
g8051.t1	A	anno1.g3971.t1	A
g8052.t1	A	anno1.g3972.t1	A
g8053.t1	A	anno1.g3974.t1	A
g8054.t1	A	anno1.g3975.t1	A
g8055.t1	A	anno1.g3976.t1	A
g8056.t1	A	anno1.g3977.t1	A
g8057.t1	A	anno1.g3978.t1	A
g8058.t1	A	anno1.g3979.t1	A
g8059.t2	A	anno1.g3980.t1	A
g8060.t1	A	anno1.g3983.t1	A
g8061.t1	A	anno1.g3985.t1	A
g8062.t1	A	anno1.g3986.t1	A
g8063.t1	A	anno1.g3987.t1	A
g8064.t1	A	anno1.g3988.t1	A
g8065.t1	A	anno1.g3989.t1	A
g8066.t1	A	anno1.g3990.t1	A
g8067.t1	A	anno1.g3991.t1	A
g8068.t1	A	anno1.g3992.t1	A
g8069.t1	A	anno1.g3993.t2	A
g8070.t2	A	anno1.g3994.t1	A
g8072.t1	A	anno1.g3995.t1	A
g8073.t1	A	anno1.g3996.t1	A
g8075.t1	A	anno1.g3997.t1	A
g8076.t1	A	anno1.g3998.t1	A
g8077.t1	A	anno1.g3999.t1	A
g8079.t1	A	anno1.g4000.t2	A
g8080.t1	A	anno1.g4001.t1	A
g8081.t2	A	anno1.g4002.t1	A
g8082.t1	A	anno1.g4003.t1	A
g8083.t1	A	anno1.g4004.t1	A
g8084.t1	A	anno1.g4005.t1	A
g8085.t1	A	anno1.g4006.t1	A
g8086.t1	A	anno1.g4007.t1	A
g8087.t1	A	anno1.g4008.t2	A
g8088.t1	A	anno1.g4010.t1	A
g8089.t1	A	anno1.g4011.t1	A
g8090.t11	A	anno1.g4012.t9	A
g8091.t1	A	anno1.g4013.t1	A
g8092.t1	A	anno1.g4014.t1	A
g8093.t1	A	anno1.g4015.t1	A
g8094.t1	A	anno1.g4016.t1	A
g8095.t1	A	anno1.g4017.t1	A
g8096.t1	A	anno1.g4315.t1	A
g8097.t1	A	anno1.g4018.t1	A
g8098.t1	A	anno1.g4019.t1	A
g8099.t1	A	anno1.g4020.t1	A
g8100.t1	A	anno1.g4021.t1	A
g8101.t1	A	anno1.g4023.t1	A
g8103.t1	A	anno1.g4025.t1	A
g8104.t2	A	anno1.g4026.t2	A
g8105.t1	A	anno1.g4028.t1	A
g8106.t1	A	anno1.g4029.t1	A
g8107.t1	A	anno1.g4032.t1	A
g8108.t1	A	anno1.g4033.t1	A
g8109.t1	A	anno1.g4034.t1	A
g8110.t1	A	anno1.g4035.t1	A
g8113.t1	A	anno1.g4038.t1	A
g8114.t1	A	anno1.g4039.t1	A
g8116.t1	A	anno1.g4041.t1	A
g8117.t1	A	anno1.g4046.t1	A
g8118.t1	A	anno1.g4047.t1	A
g8120.t1	A	anno1.g4048.t1	A
g8121.t1	A	anno1.g4049.t1	A
g8122.t1	A	anno1.g4050.t2	A
g8123.t1	A	anno1.g4051.t1	A
g8124.t2	A	anno1.g4052.t1	A
g8125.t2	A	anno1.g4054.t2	A
g8126.t1	A	anno1.g4055.t1	A
g8127.t2	A	anno1.g4056.t2	A
g8128.t1	A	anno1.g4057.t1	A
g8129.t1	A	anno1.g4058.t2	A
g8131.t1	A	anno1.g4061.t1	A
g8132.t1	A	anno1.g4062.t1	A
g8133.t1	A	anno1.g4063.t1	A
g8135.t1	A	anno1.g4066.t1	A
g8136.t1	A	anno1.g4067.t1	A
g8138.t1	A	anno1.g7286.t1	A
g8139.t1	A	anno1.g9734.t1	A
g8140.t1	A	anno1.g4069.t1	A
g8141.t1	A	anno1.g4071.t1	A
g8146.t1	A	anno1.g4072.t1	A
g8147.t1	A	anno1.g4073.t1	A
g8148.t1	A	anno1.g4074.t1	A
g8150.t2	A	anno1.g4076.t2	A
g8151.t1	A	anno1.g4077.t1	A
g8152.t2	A	anno1.g4078.t2	A
g8154.t1	A	anno1.g4079.t2	A
g8155.t2	A	anno1.g4080.t1	A
g8156.t1	A	anno1.g4081.t1	A
g8157.t1	A	anno1.g4082.t1	A
g8158.t1	A	anno1.g4083.t1	A
g8159.t1	A	anno1.g4084.t1	A
g8160.t1	A	anno1.g4085.t1	A
g8162.t1	A	anno1.g4086.t1	A
g8163.t1	A	anno1.g4088.t1	A
g8167.t1	A	anno1.g4090.t1	A
g8168.t1	A	anno1.g4093.t1	A
g8169.t1	A	anno1.g4094.t1	A
g8170.t1	A	anno1.g4097.t1	A
g8171.t1	A	anno1.g4098.t1	A
g8172.t1	A	anno1.g4099.t1	A
g8173.t1	A	anno1.g4100.t1	A
g8174.t2	A	anno1.g4102.t1	A
g8175.t1	A	anno1.g4103.t2	A
g8177.t1	A	anno1.g4104.t1	A
g8178.t1	A	anno1.g4105.t1	A
g8179.t1	A	anno1.g3476.t1	A
g8184.t1	A	anno1.g3481.t1	A
g8186.t1	A	anno1.g4130.t1	A
g8189.t3	A	anno1.g3489.t2	A
g8190.t1	A	anno1.g3490.t1	A
g8191.t1	A	anno1.g3491.t1	A
g8192.t1	A	anno1.g3492.t1	A
g8193.t1	A	anno1.g3493.t2	A
g8194.t1	A	anno1.g3494.t1	A
g8195.t1	A	anno1.g3495.t1	A
g8198.t1	A	anno1.g3496.t1	A
g8199.t1	A	anno1.g3497.t1	A
g8200.t1	A	anno1.g3568.t1	A
g8201.t1	A	anno1.g3569.t1	A
g8202.t1	A	anno1.g3570.t1	A
g8203.t1	A	anno1.g3571.t1	A
g8204.t1	A	anno1.g3572.t1	A
g8205.t1	A	anno1.g3573.t1	A
g8206.t1	A	anno1.g3574.t1	A
g8207.t1	A	anno1.g3575.t1	A
g8208.t1	A	anno1.g3576.t1	A
g8209.t1	A	anno1.g3578.t1	A
g8210.t2	A	anno1.g3579.t1	A
g8211.t1	A	anno1.g3820.t1	A
g8213.t1	A	anno1.g3819.t1	A
g8214.t1	A	anno1.g3818.t2	A
g8215.t1	A	anno1.g3817.t1	A
g8216.t1	A	anno1.g3816.t1	A
g8217.t1	A	anno1.g3815.t1	A
g8218.t1	A	anno1.g3814.t1	A
g8219.t1	A	anno1.g3813.t1	A
g8220.t1	A	anno1.g3812.t1	A
g8221.t1	A	anno1.g3811.t1	A
g8222.t2	A	anno1.g3810.t2	A
g8223.t1	A	anno1.g3809.t1	A
g8224.t1	A	anno1.g3808.t1	A
g8227.t1	A	anno1.g3807.t1	A
g8229.t1	A	anno1.g3806.t1	A
g8230.t2	A	anno1.g3805.t1	A
g8231.t4	A	anno1.g3804.t1	A
g8232.t1	A	anno1.g3802.t1	A
g8233.t1	A	anno1.g3800.t1	A
g8234.t1	A	anno1.g3801.t1	A
g8236.t1	A	anno1.g3799.t1	A
g8237.t1	A	anno1.g3798.t1	A
g8238.t1	A	anno1.g3797.t1	A
g8239.t2	A	anno1.g3796.t1	A
g8240.t2	A	anno1.g3795.t2	A
g8242.t2	A	anno1.g3794.t2	A
g8243.t1	A	anno1.g3793.t1	A
g8244.t1	A	anno1.g3792.t1	A
g8245.t1	A	anno1.g3791.t1	A
g8246.t1	A	anno1.g3790.t1	A
g8247.t1	A	anno1.g3789.t1	A
g8248.t1	A	anno1.g3788.t1	A
g8249.t1	A	anno1.g3787.t1	A
g8250.t1	A	anno1.g3786.t1	A
g8251.t1	A	anno1.g3785.t1	A
g8252.t4	A	anno1.g3784.t1	A
g8254.t1	A	anno1.g3783.t1	A
g8255.t1	A	anno1.g3782.t1	A
g8256.t2	A	anno1.g3781.t2	A
g8257.t2	A	anno1.g3780.t1	A
g8258.t1	A	anno1.g3779.t1	A
g8259.t1	A	anno1.g3778.t1	A
g8260.t2	A	anno1.g3777.t1	A
g8262.t2	A	anno1.g3775.t1	A
g8268.t1	A	anno1.g3760.t1	A
g8269.t1	A	anno1.g3759.t1	A
g8270.t1	A	anno1.g3758.t1	A
g8271.t2	A	anno1.g3757.t2	A
g8273.t1	A	anno1.g3756.t1	A
g8274.t2	A	anno1.g3755.t1	A
g8275.t2	A	anno1.g3754.t1	A
g8276.t1	A	anno1.g3753.t1	A
g8278.t1	A	anno1.g3751.t1	A
g8279.t1	A	anno1.g3749.t1	A
g8280.t2	A	anno1.g3748.t1	A
g8281.t1	A	anno1.g3747.t1	A
g8282.t1	A	anno1.g3746.t1	A
g8283.t1	A	anno1.g3745.t1	A
g8284.t1	A	anno1.g3744.t1	A
g8285.t1	A	anno1.g3743.t1	A
g8286.t2	A	anno1.g3742.t1	A
g8287.t1	A	anno1.g3741.t1	A
g8288.t1	A	anno1.g3739.t1	A
g8289.t1	A	anno1.g3738.t1	A
g8290.t1	A	anno1.g3737.t1	A
g8291.t1	A	anno1.g3736.t2	A
g8292.t2	A	anno1.g3735.t1	A
g8293.t1	A	anno1.g3733.t1	A
g8294.t1	A	anno1.g3732.t1	A
g8295.t1	A	anno1.g3731.t1	A
g8296.t1	A	anno1.g3730.t1	A
g8297.t1	A	anno1.g3729.t1	A
g8298.t1	A	anno1.g1012.t1	A
g8300.t1	A	anno1.g3728.t1	A
g8301.t1	A	anno1.g3727.t1	A
g8302.t3	A	anno1.g3726.t2	A
g8303.t1	A	anno1.g3725.t1	A
g8304.t1	A	anno1.g3723.t1	A
g8306.t1	A	anno1.g3719.t1	A
g8308.t1	A	anno1.g3718.t1	A
g8310.t1	A	anno1.g3716.t1	A
g8318.t1	A	anno1.g3712.t1	A
g8319.t1	A	anno1.g3710.t1	A
g8320.t2	A	anno1.g3709.t2	A
g8321.t1	A	anno1.g3708.t1	A
g8322.t1	A	anno1.g3707.t1	A
g8323.t1	A	anno1.g3706.t1	A
g8325.t1	A	anno1.g3704.t1	A
g8326.t1	A	anno1.g3465.t1	A
g8327.t1	A	anno1.g3466.t1	A
g8328.t1	A	anno1.g3467.t1	A
g8329.t1	A	anno1.g3567.t1	A
g8330.t1	A	anno1.g3566.t1	A
g8331.t1	A	anno1.g3565.t1	A
g8332.t1	A	anno1.g3563.t1	A
g8333.t1	A	anno1.g3564.t1	A
g8337.t1	A	anno1.g3562.t1	A
g8339.t1	A	anno1.g3560.t1	A
g8340.t1	A	anno1.g3559.t1	A
g8341.t1	A	anno1.g3558.t1	A
g8342.t1	A	anno1.g3557.t1	A
g8343.t1	A	anno1.g3556.t1	A
g8344.t2	A	anno1.g3555.t1	A
g8345.t1	A	anno1.g3553.t1	A
g8346.t1	A	anno1.g3552.t1	A
g8347.t1	A	anno1.g3550.t1	A
g8348.t1	A	anno1.g3549.t1	A
g8349.t1	A	anno1.g3547.t1	A
g8350.t1	A	anno1.g3545.t1	A
g8351.t2	A	anno1.g3544.t1	A
g8352.t1	A	anno1.g3541.t1	A
g8353.t1	A	anno1.g3540.t1	A
g8354.t1	A	anno1.g3539.t1	A
g8355.t1	A	anno1.g3538.t1	A
g8356.t1	A	anno1.g3537.t1	A
g8359.t1	A	anno1.g3536.t1	A
g8360.t1	A	anno1.g3699.t1	A
g8361.t3	A	anno1.g3698.t1	A
g8362.t1	A	anno1.g3695.t1	A
g8363.t1	A	anno1.g3693.t3	A
g8367.t2	A	anno1.g3692.t1	A
g8368.t2	A	anno1.g3691.t1	A
g8369.t2	A	anno1.g3690.t1	A
g8370.t1	A	anno1.g3689.t1	A
g8371.t1	A	anno1.g3688.t1	A
g8372.t1	A	anno1.g3687.t1	A
g8373.t1	A	anno1.g3503.t1	A
g8374.t2	A	anno1.g3502.t2	A
g8376.t1	A	anno1.g3501.t1	A
g8378.t1	A	anno1.g3500.t1	A
g8379.t1	A	anno1.g3499.t1	A
g8383.t1	A	anno1.g3498.t1	A
g8384.t1	A	anno1.g3469.t1	A
g8385.t1	A	anno1.g3470.t2	A
g8386.t1	A	anno1.g3471.t1	A
g8387.t1	A	anno1.g3472.t1	A
g8388.t1	A	anno1.g3473.t1	A
g8389.t1	A	anno1.g3474.t1	A
g8390.t1	A	anno1.g3475.t2	A
g8391.t2	A	anno1.g12399.t1	Y
g8392.t1	A	anno1.g8422.t2	A
g8394.t1	A	anno1.g4106.t1	A
g8395.t1	A	anno1.g4107.t1	A
g8396.t1	A	anno1.g4108.t1	A
g8397.t1	A	anno1.g4110.t1	A
g8399.t1	A	anno1.g4111.t1	A
g8400.t1	A	anno1.g4112.t1	A
g8401.t1	A	anno1.g4113.t2	A
g8402.t1	A	anno1.g4114.t1	A
g8403.t1	A	anno1.g4115.t1	A
g8405.t1	A	anno1.g4116.t1	A
g8410.t1	A	anno1.g4118.t1	A
g8411.t1	A	anno1.g4119.t1	A
g8412.t1	A	anno1.g4120.t1	A
g8413.t1	A	anno1.g4121.t4	A
g8414.t1	A	anno1.g4123.t1	A
g8415.t1	A	anno1.g4124.t1	A
g8416.t2	A	anno1.g4125.t1	A
g8417.t2	A	anno1.g4126.t2	A
g8418.t1	A	anno1.g4127.t2	A
g8423.t1	A	anno1.g4133.t1	A
g8424.t1	A	anno1.g4134.t1	A
g8425.t1	A	anno1.g4135.t1	A
g8426.t1	A	anno1.g4136.t2	A
g8427.t1	A	anno1.g4137.t1	A
g8428.t2	A	anno1.g4138.t4	A
g8429.t1	A	anno1.g4139.t1	A
g8430.t1	A	anno1.g4140.t1	A
g8431.t1	A	anno1.g4141.t1	A
g8436.t1	A	anno1.g4145.t1	A
g8438.t1	A	anno1.g4149.t1	A
g8450.t1	A	anno1.g4163.t1	A
g8451.t1	A	anno1.g11699.t1	X
g8453.t1	A	anno1.g4164.t2	A
g8454.t1	A	anno1.g1074.t1	A
g8456.t1	A	anno1.g4170.t1	A
g8459.t1	A	anno1.g11858.t1	X
g8461.t1	A	anno1.g4169.t1	A
g8464.t2	A	anno1.g4167.t1	A
g8465.t1	A	anno1.g4166.t1	A
g8466.t1	A	anno1.g4171.t1	A
g8467.t1	A	anno1.g4172.t1	A
g8469.t1	A	anno1.g4176.t1	A
g8472.t1	A	anno1.g4177.t1	A
g8476.t2	A	anno1.g4178.t1	A
g8479.t1	A	anno1.g4184.t1	A
g8480.t1	A	anno1.g4185.t1	A
g8481.t3	A	anno1.g4186.t3	A
g8482.t1	A	anno1.g4183.t1	A
g8483.t1	A	anno1.g4188.t1	A
g8484.t1	A	anno1.g4187.t1	A
g8485.t1	A	anno1.g4191.t1	A
g8486.t1	A	anno1.g4189.t1	A
g8487.t3	A	anno1.g4192.t1	A
g8488.t1	A	anno1.g4193.t1	A
g8489.t2	A	anno1.g4195.t1	A
g8490.t1	A	anno1.g4212.t1	A
g8491.t2	A	anno1.g4213.t1	A
g8492.t1	A	anno1.g4216.t1	A
g8494.t1	A	anno1.g4217.t1	A
g8497.t2	A	anno1.g4218.t1	A
g8498.t1	A	anno1.g4222.t1	A
g8502.t1	A	anno1.g6235.t1	A
g8506.t1	A	anno1.g4229.t1	A
g8510.t2	A	anno1.g4237.t1	A
g8511.t1	A	anno1.g4238.t1	A
g8512.t1	A	anno1.g4239.t2	A
g8513.t1	A	anno1.g4240.t1	A
g8514.t1	A	anno1.g4242.t1	A
g8515.t1	A	anno1.g4243.t1	A
g8516.t1	A	anno1.g4244.t1	A
g8517.t1	A	anno1.g4245.t1	A
g8518.t1	A	anno1.g4246.t1	A
g8519.t1	A	anno1.g4247.t1	A
g8520.t1	A	anno1.g4248.t1	A
g8521.t1	A	anno1.g4249.t1	A
g8522.t3	A	anno1.g4250.t1	A
g8523.t1	A	anno1.g6159.t1	A
g8524.t2	A	anno1.g4253.t1	A
g8525.t1	A	anno1.g4254.t1	A
g8526.t4	A	anno1.g4255.t1	A
g8528.t1	A	anno1.g4256.t1	A
g8534.t1	A	anno1.g4260.t1	A
g8535.t1	A	anno1.g4262.t1	A
g8536.t1	A	anno1.g4263.t1	A
g8537.t1	A	anno1.g4264.t1	A
g8538.t1	A	anno1.g4265.t1	A
g8539.t1	A	anno1.g4266.t1	A
g8540.t1	A	anno1.g4268.t1	A
g8542.t1	A	anno1.g4269.t1	A
g8543.t2	A	anno1.g4270.t1	A
g8544.t1	A	anno1.g4272.t1	A
g8546.t1	A	anno1.g4273.t1	A
g8548.t1	A	anno1.g4275.t1	A
g8555.t1	A	anno1.g4278.t1	A
g8557.t2	A	anno1.g4281.t2	A
g8558.t1	A	anno1.g9584.t1	A
g8560.t1	A	anno1.g4283.t3	A
g8562.t1	A	anno1.g4284.t1	A
g8563.t1	A	anno1.g4285.t1	A
g8565.t2	A	anno1.g4286.t1	A
g8566.t1	A	anno1.g4287.t1	A
g8567.t1	A	anno1.g4288.t4	A
g8568.t1	A	anno1.g4289.t1	A
g8569.t1	A	anno1.g4290.t1	A
g8573.t1	A	anno1.g4292.t1	A
g8586.t1	A	anno1.g8387.t1	A
g8591.t1	A	anno1.g4179.t1	A
g8594.t1	A	anno1.g7663.t2	A
g8601.t1	A	anno1.g4374.t1	A
g8604.t1	A	anno1.g4376.t1	A
g8605.t1	A	anno1.g4377.t1	A
g8606.t1	A	anno1.g4378.t1	A
g8608.t1	A	anno1.g4380.t1	A
g8611.t1	A	anno1.g9052.t2	A
g8615.t1	A	anno1.g4385.t1	A
g8621.t2	A	anno1.g4391.t2	A
g8625.t1	A	anno1.g4398.t1	A
g8632.t1	A	anno1.g9797.t1	A
g8637.t1	A	anno1.g11094.t1	A
g8640.t1	A	anno1.g1287.t1	A
g8649.t1	A	anno1.g5384.t1	A
g8650.t1	A	anno1.g5939.t1	A
g8652.t1	A	anno1.g4518.t1	A
g8670.t1	A	anno1.g4381.t1	A
g8673.t1	A	anno1.g4382.t1	A
g8675.t1	A	anno1.g4383.t1	A
g8676.t1	A	anno1.g4384.t1	A
g8678.t1	A	anno1.g4386.t1	A
g8679.t1	A	anno1.g4387.t2	A
g8681.t1	A	anno1.g4389.t2	A
g8684.t1	A	anno1.g4392.t1	A
g8685.t1	A	anno1.g4394.t1	A
g8686.t1	A	anno1.g4396.t1	A
g8690.t1	A	anno1.g4399.t1	A
g8693.t1	A	anno1.g4400.t3	A
g8704.t1	A	anno1.g12375.t1	Y
g8709.t1	A	anno1.g4342.t1	A
g8712.t1	A	anno1.g4519.t1	A
g8714.t2	A	anno1.g4297.t1	A
g8725.t1	A	anno1.g8754.t1	A
g8727.t1	A	anno1.g10869.t1	A
g8739.t1	A	anno1.g4670.t1	A
g8741.t1	A	anno1.g900.t1	A
g8759.t1	A	anno1.g11705.t1	X
g8761.t1	A	anno1.g11575.t1	X
g8780.t1	A	anno1.g6115.t1	A
g8781.t1	A	anno1.g4554.t1	A
g8782.t2	A	anno1.g4555.t1	A
g8784.t1	A	anno1.g4556.t1	A
g8786.t1	A	anno1.g4557.t1	A
g8787.t1	A	anno1.g4558.t1	A
g8788.t1	A	anno1.g4559.t1	A
g8789.t1	A	anno1.g4560.t1	A
g8790.t1	A	anno1.g4561.t1	A
g8791.t1	A	anno1.g4563.t1	A
g8793.t1	A	anno1.g4564.t1	A
g8795.t1	A	anno1.g4565.t2	A
g8798.t1	A	anno1.g4566.t1	A
g8799.t1	A	anno1.g4567.t1	A
g8801.t1	A	anno1.g4568.t1	A
g8802.t1	A	anno1.g4569.t1	A
g8803.t1	A	anno1.g4570.t1	A
g8804.t1	A	anno1.g4571.t1	A
g8805.t1	A	anno1.g4572.t1	A
g8806.t1	A	anno1.g4573.t1	A
g8808.t1	A	anno1.g4574.t1	A
g8809.t1	A	anno1.g4575.t1	A
g8810.t1	A	anno1.g4576.t1	A
g8812.t1	A	anno1.g4578.t1	A
g8814.t1	A	anno1.g4579.t1	A
g8815.t1	A	anno1.g4580.t1	A
g8816.t1	A	anno1.g4581.t1	A
g8817.t8	A	anno1.g4583.t2	A
g8818.t1	A	anno1.g4585.t2	A
g8819.t1	A	anno1.g4586.t1	A
g8820.t1	A	anno1.g4587.t3	A
g8821.t1	A	anno1.g4588.t1	A
g8825.t1	A	anno1.g4594.t1	A
g8827.t1	A	anno1.g4596.t1	A
g8828.t1	A	anno1.g4597.t1	A
g8829.t1	A	anno1.g4598.t1	A
g8830.t1	A	anno1.g4599.t1	A
g8833.t1	A	anno1.g4604.t1	A
g8834.t1	A	anno1.g4605.t1	A
g8835.t1	A	anno1.g4606.t1	A
g8839.t1	A	anno1.g4609.t1	A
g8840.t10	A	anno1.g4610.t1	A
g8841.t1	A	anno1.g4612.t1	A
g8842.t1	A	anno1.g4613.t1	A
g8845.t1	A	anno1.g4614.t1	A
g8846.t2	A	anno1.g4615.t2	A
g8848.t1	A	anno1.g4616.t1	A
g8849.t1	A	anno1.g4617.t1	A
g8854.t1	A	anno1.g4619.t1	A
g8855.t1	A	anno1.g4623.t2	A
g8856.t1	A	anno1.g4624.t1	A
g8857.t1	A	anno1.g4626.t1	A
g8859.t1	A	anno1.g4627.t1	A
g8860.t1	A	anno1.g4628.t2	A
g8862.t1	A	anno1.g4629.t2	A
g8863.t1	A	anno1.g4630.t1	A
g8864.t1	A	anno1.g4631.t1	A
g8865.t1	A	anno1.g4632.t1	A
g8867.t1	A	anno1.g4634.t1	A
g8868.t1	A	anno1.g4635.t1	A
g8869.t1	A	anno1.g4636.t1	A
g8870.t1	A	anno1.g4637.t1	A
g8871.t2	A	anno1.g4638.t1	A
g8872.t1	A	anno1.g4641.t1	A
g8873.t1	A	anno1.g4642.t1	A
g8874.t1	A	anno1.g4643.t3	A
g8875.t1	A	anno1.g4644.t1	A
g8876.t1	A	anno1.g4646.t1	A
g8878.t2	A	anno1.g4647.t2	A
g8879.t1	A	anno1.g4648.t1	A
g8880.t1	A	anno1.g4649.t1	A
g8882.t1	A	anno1.g4651.t1	A
g8883.t1	A	anno1.g4652.t1	A
g8885.t1	A	anno1.g4653.t1	A
g8886.t1	A	anno1.g4654.t1	A
g8888.t2	A	anno1.g4655.t1	A
g8890.t1	A	anno1.g4656.t1	A
g8891.t1	A	anno1.g4657.t1	A
g8893.t1	A	anno1.g4658.t1	A
g8894.t1	A	anno1.g4659.t1	A
g8896.t1	A	anno1.g4660.t1	A
g8897.t1	A	anno1.g4661.t1	A
g8898.t3	A	anno1.g4663.t1	A
g8899.t2	A	anno1.g4664.t2	A
g8901.t1	A	anno1.g3078.t1	A
g8903.t1	A	anno1.g4665.t3	A
g8904.t1	A	anno1.g4667.t1	A
g8905.t1	A	anno1.g4668.t1	A
g8906.t1	A	anno1.g4671.t1	A
g8907.t1	A	anno1.g4672.t1	A
g8908.t1	A	anno1.g4673.t1	A
g8909.t1	A	anno1.g4674.t1	A
g8910.t2	A	anno1.g4675.t2	A
g8912.t1	A	anno1.g4676.t1	A
g8913.t1	A	anno1.g4677.t1	A
g8914.t1	A	anno1.g4678.t4	A
g8917.t1	A	anno1.g4680.t1	A
g8918.t1	A	anno1.g4681.t1	A
g8920.t1	A	anno1.g4682.t1	A
g8921.t1	A	anno1.g4683.t1	A
g8922.t1	A	anno1.g4684.t1	A
g8923.t1	A	anno1.g4685.t1	A
g8924.t1	A	anno1.g4686.t1	A
g8925.t1	A	anno1.g4687.t1	A
g8926.t1	A	anno1.g4688.t1	A
g8929.t1	A	anno1.g4689.t1	A
g8930.t1	A	anno1.g4690.t1	A
g8931.t1	A	anno1.g4691.t1	A
g8933.t1	A	anno1.g4693.t1	A
g8935.t1	A	anno1.g4695.t1	A
g8936.t1	A	anno1.g4698.t1	A
g8940.t1	A	anno1.g4702.t2	A
g8941.t1	A	anno1.g4703.t1	A
g8943.t1	A	anno1.g4705.t1	A
g8944.t1	A	anno1.g4706.t1	A
g8945.t1	A	anno1.g4707.t1	A
g8946.t1	A	anno1.g4709.t1	A
g8948.t1	A	anno1.g4712.t1	A
g8949.t1	A	anno1.g4713.t1	A
g8950.t1	A	anno1.g4714.t1	A
g8951.t1	A	anno1.g4715.t1	A
g8952.t2	A	anno1.g4717.t2	A
g8953.t1	A	anno1.g4718.t1	A
g8954.t2	A	anno1.g4719.t3	A
g8955.t1	A	anno1.g4720.t2	A
g8958.t1	A	anno1.g8484.t1	A
g8959.t2	A	anno1.g4721.t3	A
g8960.t1	A	anno1.g2735.t1	A
g8961.t1	A	anno1.g11687.t1	X
g8965.t1	A	anno1.g4722.t1	A
g8966.t1	A	anno1.g4723.t2	A
g8967.t1	A	anno1.g4724.t1	A
g8968.t1	A	anno1.g4725.t2	A
g8969.t1	A	anno1.g4726.t1	A
g8970.t1	A	anno1.g4728.t1	A
g8971.t1	A	anno1.g4729.t1	A
g8972.t1	A	anno1.g4730.t1	A
g8973.t1	A	anno1.g4731.t1	A
g8974.t1	A	anno1.g4732.t1	A
g8976.t1	A	anno1.g4733.t1	A
g8977.t1	A	anno1.g4734.t1	A
g8978.t2	A	anno1.g4735.t2	A
g8979.t1	A	anno1.g4737.t1	A
g8980.t1	A	anno1.g4738.t1	A
g8981.t2	A	anno1.g4739.t1	A
g8982.t1	A	anno1.g4740.t1	A
g8983.t1	A	anno1.g4741.t1	A
g8984.t2	A	anno1.g4742.t3	A
g8985.t1	A	anno1.g4743.t1	A
g8986.t1	A	anno1.g4744.t2	A
g8988.t2	A	anno1.g4745.t2	A
g8989.t1	A	anno1.g4746.t1	A
g8990.t1	A	anno1.g4747.t1	A
g8991.t1	A	anno1.g4748.t1	A
g8992.t1	A	anno1.g4749.t1	A
g8993.t1	A	anno1.g4750.t1	A
g8995.t1	A	anno1.g4754.t1	A
g8997.t1	A	anno1.g4755.t1	A
g9003.t1	A	anno1.g4757.t1	A
g9004.t1	A	anno1.g4759.t1	A
g9006.t1	A	anno1.g4760.t1	A
