B_varius	chromosome	A_obtectus	chromosome
anno1.g3251.t1	A	anno1.g6088.t1	A
anno1.g3253.t2	A	anno1.g6089.t1	A
anno1.g3254.t1	A	anno1.g14624.t1	A
anno1.g3256.t2	A	anno1.g14625.t2	A
anno1.g3257.t1	A	anno1.g14626.t1	A
anno1.g3258.t1	A	anno1.g14628.t1	A
anno1.g3263.t1	A	anno1.g1766.t1	X
anno1.g3267.t1	A	anno1.g7285.t1	A
anno1.g3269.t1	A	anno1.g7284.t1	A
anno1.g3270.t1	A	anno1.g7283.t1	A
anno1.g3271.t1	A	anno1.g7282.t1	A
anno1.g3273.t1	A	anno1.g14300.t1	A
anno1.g3274.t1	A	anno1.g6162.t1	A
anno1.g3275.t1	A	anno1.g6158.t2	A
anno1.g3276.t1	A	anno1.g6157.t1	A
anno1.g3277.t1	A	anno1.g6156.t1	A
anno1.g3278.t1	A	anno1.g6154.t2	A
anno1.g3279.t1	A	anno1.g6901.t1	A
anno1.g3282.t1	A	anno1.g6146.t1	A
anno1.g3283.t1	A	anno1.g6144.t1	A
anno1.g3284.t1	A	anno1.g6142.t1	A
anno1.g3286.t1	A	anno1.g6138.t1	A
anno1.g3287.t1	A	anno1.g6136.t2	A
anno1.g3288.t1	A	anno1.g6135.t1	A
anno1.g3289.t1	A	anno1.g6134.t2	A
anno1.g3294.t1	A	anno1.g6131.t1	A
anno1.g3295.t1	A	anno1.g6126.t1	A
anno1.g3296.t1	A	anno1.g5964.t1	A
anno1.g3299.t1	A	anno1.g6153.t1	A
anno1.g3300.t1	A	anno1.g6206.t1	A
anno1.g3303.t1	A	anno1.g6201.t1	A
anno1.g3305.t1	A	anno1.g6197.t2	A
anno1.g3306.t1	A	anno1.g6198.t1	A
anno1.g3310.t1	A	anno1.g6187.t1	A
anno1.g3311.t1	A	anno1.g6186.t1	A
anno1.g3313.t1	A	anno1.g6185.t1	A
anno1.g3318.t1	A	anno1.g6184.t1	A
anno1.g3320.t3	A	anno1.g6183.t3	A
anno1.g3321.t1	A	anno1.g6181.t1	A
anno1.g3322.t1	A	anno1.g6180.t1	A
anno1.g3323.t1	A	anno1.g6178.t1	A
anno1.g3324.t1	A	anno1.g6177.t2	A
anno1.g3325.t1	A	anno1.g6176.t1	A
anno1.g3329.t1	A	anno1.g6175.t1	A
anno1.g3330.t1	A	anno1.g6174.t2	A
anno1.g3331.t1	A	anno1.g6169.t1	A
anno1.g3332.t1	A	anno1.g6168.t1	A
anno1.g3334.t1	A	anno1.g6166.t2	A
anno1.g3335.t1	A	anno1.g5969.t1	A
anno1.g3338.t2	A	anno1.g6209.t1	A
anno1.g3340.t1	A	anno1.g5838.t1	A
anno1.g3341.t1	A	anno1.g5839.t1	A
anno1.g3343.t1	A	anno1.g5840.t2	A
anno1.g3344.t2	A	anno1.g5841.t2	A
anno1.g3345.t1	A	anno1.g5842.t1	A
anno1.g3346.t1	A	anno1.g5843.t1	A
anno1.g3347.t1	A	anno1.g5844.t1	A
anno1.g3348.t1	A	anno1.g5845.t1	A
anno1.g3349.t1	A	anno1.g5846.t1	A
anno1.g3351.t1	A	anno1.g5847.t1	A
anno1.g3352.t1	A	anno1.g11431.t1	A
anno1.g3353.t1	A	anno1.g5848.t2	A
anno1.g3354.t2	A	anno1.g5851.t1	A
anno1.g3355.t1	A	anno1.g5855.t1	A
anno1.g3356.t1	A	anno1.g5854.t1	A
anno1.g3357.t1	A	anno1.g5853.t1	A
anno1.g3358.t1	A	anno1.g5852.t1	A
anno1.g3359.t1	A	anno1.g5947.t1	A
anno1.g3360.t1	A	anno1.g5948.t1	A
anno1.g3361.t1	A	anno1.g5949.t2	A
anno1.g3362.t1	A	anno1.g5950.t1	A
anno1.g3363.t1	A	anno1.g5951.t1	A
anno1.g3364.t1	A	anno1.g5952.t1	A
anno1.g3365.t1	A	anno1.g5953.t1	A
anno1.g3366.t1	A	anno1.g11997.t1	A
anno1.g3367.t1	A	anno1.g5955.t1	A
anno1.g3369.t1	A	anno1.g5961.t1	A
anno1.g3371.t1	A	anno1.g6164.t1	A
anno1.g3375.t1	A	anno1.g14394.t1	A
anno1.g3376.t1	A	anno1.g14393.t1	A
anno1.g3377.t1	A	anno1.g14392.t1	A
anno1.g3378.t1	A	anno1.g14391.t1	A
anno1.g3379.t1	A	anno1.g14390.t2	A
anno1.g3380.t1	A	anno1.g14389.t1	A
anno1.g3381.t1	A	anno1.g5757.t1	A
anno1.g3383.t1	A	anno1.g5758.t1	A
anno1.g3384.t2	A	anno1.g5759.t2	A
anno1.g3388.t1	A	anno1.g5760.t1	A
anno1.g3389.t1	A	anno1.g5761.t1	A
anno1.g3391.t1	A	anno1.g5825.t1	A
anno1.g3393.t1	A	anno1.g5826.t1	A
anno1.g3394.t1	A	anno1.g5749.t1	A
anno1.g3395.t1	A	anno1.g5750.t2	A
anno1.g3396.t2	A	anno1.g5751.t1	A
anno1.g3397.t1	A	anno1.g5752.t1	A
anno1.g3398.t1	A	anno1.g5753.t1	A
anno1.g3400.t1	A	anno1.g967.t1	A
anno1.g3404.t1	A	anno1.g5755.t1	A
anno1.g3405.t1	A	anno1.g14816.t1	A
anno1.g3406.t2	A	anno1.g5747.t1	A
anno1.g3407.t1	A	anno1.g5746.t2	A
anno1.g3409.t1	A	anno1.g5745.t1	A
anno1.g3410.t1	A	anno1.g5744.t1	A
anno1.g3411.t3	A	anno1.g5743.t6	A
anno1.g3413.t2	A	anno1.g5742.t1	A
anno1.g3417.t2	A	anno1.g5762.t1	A
anno1.g3419.t1	A	anno1.g5763.t1	A
anno1.g3421.t1	A	anno1.g5764.t1	A
anno1.g3422.t1	A	anno1.g5765.t1	A
anno1.g3423.t1	A	anno1.g5813.t1	A
anno1.g3424.t1	A	anno1.g5814.t1	A
anno1.g3425.t1	A	anno1.g6450.t1	A
anno1.g3426.t1	A	anno1.g6449.t2	A
anno1.g3428.t1	A	anno1.g5812.t2	A
anno1.g3429.t1	A	anno1.g5811.t1	A
anno1.g3430.t1	A	anno1.g5810.t1	A
anno1.g3431.t1	A	anno1.g5809.t1	A
anno1.g3432.t1	A	anno1.g5766.t1	A
anno1.g3437.t1	A	anno1.g6447.t1	A
anno1.g3438.t1	A	anno1.g6445.t1	A
anno1.g3439.t1	A	anno1.g6446.t1	A
anno1.g3440.t1	A	anno1.g6444.t1	A
anno1.g3442.t1	A	anno1.g6443.t1	A
anno1.g3443.t1	A	anno1.g11023.t3	A
anno1.g3444.t2	A	anno1.g11022.t1	A
anno1.g3445.t1	A	anno1.g11021.t3	A
anno1.g3446.t1	A	anno1.g11020.t1	A
anno1.g3447.t5	A	anno1.g11019.t6	A
anno1.g3448.t2	A	anno1.g11018.t1	A
anno1.g3452.t3	A	anno1.g11014.t2	A
anno1.g3453.t1	A	anno1.g11013.t1	A
anno1.g3454.t1	A	anno1.g11012.t1	A
anno1.g3456.t1	A	anno1.g11011.t1	A
anno1.g3457.t1	A	anno1.g11802.t1	A
anno1.g3458.t2	A	anno1.g11801.t1	A
anno1.g3459.t2	A	anno1.g11800.t2	A
anno1.g3460.t1	A	anno1.g11799.t1	A
anno1.g3461.t1	A	anno1.g11009.t1	A
anno1.g3462.t2	A	anno1.g11010.t3	A
anno1.g3463.t1	A	anno1.g11826.t1	A
anno1.g3464.t1	A	anno1.g11810.t1	A
anno1.g3465.t1	A	anno1.g11811.t1	A
anno1.g3467.t1	A	anno1.g11809.t1	A
anno1.g3469.t1	A	anno1.g11813.t1	A
anno1.g3470.t2	A	anno1.g11814.t1	A
anno1.g3471.t1	A	anno1.g11816.t1	A
anno1.g3472.t1	A	anno1.g14821.t1	A
anno1.g3473.t1	A	anno1.g14822.t1	A
anno1.g3474.t1	A	anno1.g14823.t1	A
anno1.g3475.t2	A	anno1.g11803.t1	A
anno1.g3476.t1	A	anno1.g11827.t1	A
anno1.g3477.t1	A	anno1.g14120.t1	A
anno1.g3478.t1	A	anno1.g11828.t1	A
anno1.g3482.t1	A	anno1.g11829.t1	A
anno1.g3484.t1	A	anno1.g11830.t1	A
anno1.g3489.t2	A	anno1.g11804.t1	A
anno1.g3490.t1	A	anno1.g11805.t1	A
anno1.g3491.t1	A	anno1.g11806.t1	A
anno1.g3492.t1	A	anno1.g11807.t1	A
anno1.g3493.t2	A	anno1.g11808.t1	A
anno1.g3494.t1	A	anno1.g11812.t1	A
anno1.g3495.t1	A	anno1.g11769.t1	A
anno1.g3496.t1	A	anno1.g11777.t1	A
anno1.g3497.t1	A	anno1.g11778.t1	A
anno1.g3498.t1	A	anno1.g11820.t1	A
anno1.g3499.t1	A	anno1.g11822.t1	A
anno1.g3500.t1	A	anno1.g11823.t1	A
anno1.g3501.t1	A	anno1.g11825.t1	A
anno1.g3502.t2	A	anno1.g11773.t1	A
anno1.g3503.t1	A	anno1.g11774.t2	A
anno1.g3504.t1	A	anno1.g5638.t1	A
anno1.g3505.t1	A	anno1.g5637.t1	A
anno1.g3506.t1	A	anno1.g11776.t1	A
anno1.g3507.t1	A	anno1.g11767.t1	A
anno1.g3508.t1	A	anno1.g11760.t1	A
anno1.g3509.t2	A	anno1.g11056.t2	A
anno1.g3510.t1	A	anno1.g11057.t1	A
anno1.g3511.t1	A	anno1.g11058.t4	A
anno1.g3512.t1	A	anno1.g11059.t1	A
anno1.g3513.t1	A	anno1.g11060.t1	A
anno1.g3514.t1	A	anno1.g11062.t1	A
anno1.g3516.t2	A	anno1.g11064.t2	A
anno1.g3517.t1	A	anno1.g11065.t1	A
anno1.g3518.t1	A	anno1.g11066.t2	A
anno1.g3519.t3	A	anno1.g11067.t1	A
anno1.g3520.t1	A	anno1.g11004.t1	A
anno1.g3521.t1	A	anno1.g11003.t1	A
anno1.g3522.t1	A	anno1.g11000.t1	A
anno1.g3523.t1	A	anno1.g10999.t2	A
anno1.g3524.t1	A	anno1.g10998.t1	A
anno1.g3525.t1	A	anno1.g10996.t1	A
anno1.g3526.t1	A	anno1.g10995.t1	A
anno1.g3527.t1	A	anno1.g10994.t2	A
anno1.g3528.t1	A	anno1.g10993.t1	A
anno1.g3529.t1	A	anno1.g10991.t1	A
anno1.g3530.t1	A	anno1.g10983.t1	A
anno1.g3532.t1	A	anno1.g10981.t1	A
anno1.g3533.t1	A	anno1.g10980.t1	A
anno1.g3534.t1	A	anno1.g10979.t1	A
anno1.g3535.t2	A	anno1.g10978.t1	A
anno1.g3536.t1	A	anno1.g10977.t1	A
anno1.g3537.t1	A	anno1.g10975.t1	A
anno1.g3538.t1	A	anno1.g10974.t2	A
anno1.g3539.t1	A	anno1.g10973.t1	A
anno1.g3540.t1	A	anno1.g10971.t1	A
anno1.g3541.t1	A	anno1.g10970.t1	A
anno1.g3543.t2	A	anno1.g11327.t1	A
anno1.g3544.t1	A	anno1.g10969.t1	A
anno1.g3545.t1	A	anno1.g10968.t1	A
anno1.g3549.t1	A	anno1.g10963.t1	A
anno1.g3550.t1	A	anno1.g10962.t1	A
anno1.g3552.t1	A	anno1.g10961.t1	A
anno1.g3553.t1	A	anno1.g10960.t1	A
anno1.g3554.t1	A	anno1.g10959.t1	A
anno1.g3555.t1	A	anno1.g10958.t1	A
anno1.g3556.t1	A	anno1.g10957.t1	A
anno1.g3557.t1	A	anno1.g10956.t1	A
anno1.g3558.t1	A	anno1.g9250.t1	A
anno1.g3559.t1	A	anno1.g10955.t1	A
anno1.g3560.t1	A	anno1.g10954.t1	A
anno1.g3561.t1	A	anno1.g10952.t1	A
anno1.g3562.t1	A	anno1.g10951.t1	A
anno1.g3563.t1	A	anno1.g10949.t1	A
anno1.g3565.t1	A	anno1.g10948.t2	A
anno1.g3566.t1	A	anno1.g10947.t1	A
anno1.g3567.t1	A	anno1.g10946.t1	A
anno1.g3568.t1	A	anno1.g10945.t1	A
anno1.g3569.t1	A	anno1.g10944.t1	A
anno1.g3570.t1	A	anno1.g10943.t1	A
anno1.g3571.t1	A	anno1.g10941.t1	A
anno1.g3572.t1	A	anno1.g10940.t1	A
anno1.g3573.t1	A	anno1.g10939.t1	A
anno1.g3574.t1	A	anno1.g10938.t1	A
anno1.g3575.t1	A	anno1.g10935.t1	A
anno1.g3576.t1	A	anno1.g10936.t1	A
anno1.g3577.t1	A	anno1.g10925.t1	A
anno1.g3578.t1	A	anno1.g10922.t1	A
anno1.g3579.t1	A	anno1.g10921.t3	A
anno1.g3580.t3	A	anno1.g10920.t2	A
anno1.g3581.t3	A	anno1.g10919.t2	A
anno1.g3582.t2	A	anno1.g10918.t1	A
anno1.g3583.t1	A	anno1.g10917.t1	A
anno1.g3584.t2	A	anno1.g10914.t2	A
anno1.g3585.t2	A	anno1.g10916.t2	A
anno1.g3586.t1	A	anno1.g10915.t1	A
anno1.g3587.t1	A	anno1.g10913.t1	A
anno1.g3588.t1	A	anno1.g10911.t1	A
anno1.g3589.t1	A	anno1.g10910.t1	A
anno1.g3591.t1	A	anno1.g10908.t1	A
anno1.g3592.t1	A	anno1.g10907.t1	A
anno1.g3593.t1	A	anno1.g10906.t1	A
anno1.g3594.t1	A	anno1.g10905.t1	A
anno1.g3595.t1	A	anno1.g10904.t1	A
anno1.g3596.t1	A	anno1.g10903.t1	A
anno1.g3597.t1	A	anno1.g10902.t1	A
anno1.g3598.t1	A	anno1.g10901.t1	A
anno1.g3599.t1	A	anno1.g10900.t1	A
anno1.g3600.t1	A	anno1.g11459.t4	A
anno1.g3601.t1	A	anno1.g11740.t1	A
anno1.g3602.t1	A	anno1.g11462.t1	A
anno1.g3603.t1	A	anno1.g11466.t1	A
anno1.g3604.t1	A	anno1.g11469.t1	A
anno1.g3605.t1	A	anno1.g11748.t1	A
anno1.g3606.t1	A	anno1.g11749.t2	A
anno1.g3607.t1	A	anno1.g11750.t1	A
anno1.g3608.t1	A	anno1.g11751.t1	A
anno1.g3609.t1	A	anno1.g11479.t1	A
anno1.g3610.t1	A	anno1.g11481.t1	A
anno1.g3611.t1	A	anno1.g11756.t1	A
anno1.g3612.t1	A	anno1.g11485.t1	A
anno1.g3614.t1	A	anno1.g11489.t1	A
anno1.g3615.t2	A	anno1.g11493.t2	A
anno1.g3616.t1	A	anno1.g11494.t2	A
anno1.g3618.t1	A	anno1.g11495.t1	A
anno1.g3620.t1	A	anno1.g10802.t1	A
anno1.g3622.t1	A	anno1.g10805.t1	A
anno1.g3623.t1	A	anno1.g10808.t1	A
anno1.g3625.t1	A	anno1.g10809.t1	A
anno1.g3626.t1	A	anno1.g10810.t1	A
anno1.g3627.t1	A	anno1.g10811.t1	A
anno1.g3628.t2	A	anno1.g10812.t2	A
anno1.g3629.t2	A	anno1.g10813.t2	A
anno1.g3630.t1	A	anno1.g10827.t1	A
anno1.g3631.t1	A	anno1.g10826.t2	A
anno1.g3632.t1	A	anno1.g10817.t1	A
anno1.g3633.t1	A	anno1.g10818.t1	A
anno1.g3634.t1	A	anno1.g10819.t1	A
anno1.g3637.t1	A	anno1.g10821.t1	A
anno1.g3640.t1	A	anno1.g10825.t1	A
anno1.g3644.t1	A	anno1.g10835.t1	A
anno1.g3645.t1	A	anno1.g10836.t1	A
anno1.g3646.t1	A	anno1.g10837.t1	A
anno1.g3647.t1	A	anno1.g10838.t2	A
anno1.g3648.t1	A	anno1.g10839.t1	A
anno1.g3650.t1	A	anno1.g10840.t1	A
anno1.g3651.t1	A	anno1.g10844.t2	A
anno1.g3652.t1	A	anno1.g10845.t1	A
anno1.g3653.t1	A	anno1.g10846.t1	A
anno1.g3654.t1	A	anno1.g10847.t1	A
anno1.g3655.t1	A	anno1.g10848.t2	A
anno1.g3656.t1	A	anno1.g10849.t1	A
anno1.g3657.t1	A	anno1.g11615.t1	A
anno1.g3658.t1	A	anno1.g11613.t1	A
anno1.g3659.t1	A	anno1.g11612.t2	A
anno1.g3660.t1	A	anno1.g11611.t1	A
anno1.g3662.t1	A	anno1.g11608.t1	A
anno1.g3663.t1	A	anno1.g11610.t1	A
anno1.g3664.t1	A	anno1.g11607.t1	A
anno1.g3665.t1	A	anno1.g11598.t1	A
anno1.g3666.t1	A	anno1.g11597.t1	A
anno1.g3667.t1	A	anno1.g11596.t1	A
anno1.g3668.t1	A	anno1.g11594.t1	A
anno1.g3669.t1	A	anno1.g11593.t1	A
anno1.g3670.t1	A	anno1.g11591.t1	A
anno1.g3671.t1	A	anno1.g11590.t2	A
anno1.g3672.t1	A	anno1.g11589.t1	A
anno1.g3673.t2	A	anno1.g11587.t1	A
anno1.g3674.t1	A	anno1.g11586.t1	A
anno1.g3675.t2	A	anno1.g11585.t1	A
anno1.g3676.t1	A	anno1.g11584.t2	A
anno1.g3677.t1	A	anno1.g11583.t2	A
anno1.g3678.t1	A	anno1.g11582.t1	A
anno1.g3679.t1	A	anno1.g11581.t1	A
anno1.g3680.t1	A	anno1.g11580.t1	A
anno1.g3681.t1	A	anno1.g11579.t1	A
anno1.g3682.t1	A	anno1.g11578.t1	A
anno1.g3683.t1	A	anno1.g11570.t1	A
anno1.g3684.t1	A	anno1.g11571.t2	A
anno1.g3685.t1	A	anno1.g11572.t2	A
anno1.g3686.t1	A	anno1.g11573.t1	A
anno1.g3687.t1	A	anno1.g11574.t2	A
anno1.g3688.t1	A	anno1.g11575.t1	A
anno1.g3689.t1	A	anno1.g11576.t1	A
anno1.g3690.t1	A	anno1.g11577.t1	A
anno1.g3691.t1	A	anno1.g14475.t1	A
anno1.g3692.t1	A	anno1.g11680.t1	A
anno1.g3693.t3	A	anno1.g11426.t1	A
anno1.g3695.t1	A	anno1.g11425.t1	A
anno1.g3698.t1	A	anno1.g11424.t1	A
anno1.g3699.t1	A	anno1.g11423.t1	A
anno1.g3700.t2	A	anno1.g11422.t1	A
anno1.g3701.t1	A	anno1.g10899.t1	A
anno1.g3702.t1	A	anno1.g10898.t1	A
anno1.g3703.t1	A	anno1.g10897.t1	A
anno1.g3704.t1	A	anno1.g10895.t1	A
anno1.g3706.t1	A	anno1.g10893.t1	A
anno1.g3707.t1	A	anno1.g10892.t1	A
anno1.g3708.t1	A	anno1.g10891.t1	A
anno1.g3709.t2	A	anno1.g10890.t2	A
anno1.g3710.t1	A	anno1.g10889.t1	A
anno1.g3712.t1	A	anno1.g10888.t1	A
anno1.g3718.t1	A	anno1.g10882.t1	A
anno1.g3719.t1	A	anno1.g11487.t1	A
anno1.g3723.t1	A	anno1.g10875.t1	A
anno1.g3724.t2	A	anno1.g10876.t1	A
anno1.g3725.t1	A	anno1.g10877.t1	A
anno1.g3727.t1	A	anno1.g10878.t1	A
anno1.g3728.t1	A	anno1.g10879.t1	A
anno1.g3729.t1	A	anno1.g10872.t1	A
anno1.g3730.t1	A	anno1.g10871.t1	A
anno1.g3731.t1	A	anno1.g10870.t2	A
anno1.g3732.t1	A	anno1.g10869.t1	A
anno1.g3733.t1	A	anno1.g10868.t1	A
anno1.g3734.t2	A	anno1.g10866.t1	A
anno1.g3735.t1	A	anno1.g10865.t1	A
anno1.g3736.t2	A	anno1.g10864.t2	A
anno1.g3737.t1	A	anno1.g10863.t2	A
anno1.g3738.t1	A	anno1.g10862.t1	A
anno1.g3739.t1	A	anno1.g10861.t1	A
anno1.g3740.t1	A	anno1.g10860.t1	A
anno1.g3741.t1	A	anno1.g10859.t1	A
anno1.g3742.t1	A	anno1.g10858.t2	A
anno1.g3743.t1	A	anno1.g10857.t1	A
anno1.g3744.t1	A	anno1.g10856.t1	A
anno1.g3745.t1	A	anno1.g10855.t1	A
anno1.g3746.t1	A	anno1.g10854.t1	A
anno1.g3747.t1	A	anno1.g10853.t1	A
anno1.g3748.t1	A	anno1.g10852.t2	A
anno1.g3749.t1	A	anno1.g10851.t1	A
anno1.g3751.t1	A	anno1.g10850.t1	A
anno1.g3752.t1	A	anno1.g11617.t1	A
anno1.g3753.t1	A	anno1.g11619.t1	A
anno1.g3754.t1	A	anno1.g11620.t1	A
anno1.g3755.t1	A	anno1.g11621.t1	A
anno1.g3756.t1	A	anno1.g11624.t1	A
anno1.g3757.t2	A	anno1.g11627.t2	A
anno1.g3758.t1	A	anno1.g11628.t1	A
anno1.g3759.t1	A	anno1.g11629.t1	A
anno1.g3760.t1	A	anno1.g11631.t1	A
anno1.g3761.t1	A	anno1.g11634.t1	A
anno1.g3764.t1	A	anno1.g11642.t1	A
anno1.g3766.t1	A	anno1.g11643.t2	A
anno1.g3767.t1	A	anno1.g11639.t1	A
anno1.g3769.t1	A	anno1.g11644.t1	A
anno1.g3770.t1	A	anno1.g11646.t1	A
anno1.g3771.t1	A	anno1.g11647.t1	A
anno1.g3772.t1	A	anno1.g11648.t1	A
anno1.g3773.t1	A	anno1.g11649.t1	A
anno1.g3774.t1	A	anno1.g11650.t1	A
anno1.g3775.t1	A	anno1.g11735.t2	A
anno1.g3777.t1	A	anno1.g11737.t1	A
anno1.g3778.t1	A	anno1.g11738.t1	A
anno1.g3779.t1	A	anno1.g11658.t1	A
anno1.g3780.t1	A	anno1.g11659.t1	A
anno1.g3781.t2	A	anno1.g11660.t2	A
anno1.g3782.t1	A	anno1.g11661.t1	A
anno1.g3783.t1	A	anno1.g11662.t1	A
anno1.g3784.t1	A	anno1.g11663.t3	A
anno1.g3785.t1	A	anno1.g11665.t1	A
anno1.g3786.t1	A	anno1.g11667.t1	A
anno1.g3787.t1	A	anno1.g11668.t1	A
anno1.g3788.t1	A	anno1.g11669.t1	A
anno1.g3789.t1	A	anno1.g11670.t1	A
anno1.g3790.t1	A	anno1.g11671.t1	A
anno1.g3791.t1	A	anno1.g11672.t1	A
anno1.g3792.t1	A	anno1.g11673.t1	A
anno1.g3793.t1	A	anno1.g11674.t1	A
anno1.g3794.t2	A	anno1.g11675.t1	A
anno1.g3795.t2	A	anno1.g11677.t2	A
anno1.g3796.t1	A	anno1.g11678.t2	A
anno1.g3797.t1	A	anno1.g11443.t1	A
anno1.g3798.t1	A	anno1.g11442.t1	A
anno1.g3799.t1	A	anno1.g11441.t1	A
anno1.g3800.t1	A	anno1.g11440.t2	A
anno1.g3802.t1	A	anno1.g11439.t1	A
anno1.g3803.t1	A	anno1.g11437.t1	A
anno1.g3804.t1	A	anno1.g11436.t1	A
anno1.g3805.t1	A	anno1.g11435.t1	A
anno1.g3806.t1	A	anno1.g11433.t1	A
anno1.g3807.t1	A	anno1.g11449.t1	A
anno1.g3808.t1	A	anno1.g11681.t1	A
anno1.g3809.t1	A	anno1.g11682.t1	A
anno1.g3810.t2	A	anno1.g11029.t1	A
anno1.g3811.t1	A	anno1.g11683.t1	A
anno1.g3812.t1	A	anno1.g11684.t1	A
anno1.g3813.t1	A	anno1.g11685.t1	A
anno1.g3814.t1	A	anno1.g11686.t1	A
anno1.g3815.t1	A	anno1.g11687.t1	A
anno1.g3816.t1	A	anno1.g11688.t1	A
anno1.g3817.t1	A	anno1.g11689.t1	A
anno1.g3818.t2	A	anno1.g11690.t1	A
anno1.g3819.t1	A	anno1.g11691.t1	A
anno1.g3820.t1	A	anno1.g11695.t1	A
anno1.g3821.t1	A	anno1.g11696.t1	A
anno1.g3822.t2	A	anno1.g11697.t1	A
anno1.g3823.t1	A	anno1.g11698.t1	A
anno1.g3824.t2	A	anno1.g11699.t3	A
anno1.g3825.t1	A	anno1.g11700.t2	A
anno1.g3826.t1	A	anno1.g11701.t1	A
anno1.g3827.t2	A	anno1.g11702.t2	A
anno1.g3828.t1	A	anno1.g11703.t2	A
anno1.g3829.t1	A	anno1.g2158.t1	X
anno1.g3830.t1	A	anno1.g11705.t1	A
anno1.g3832.t1	A	anno1.g11706.t1	A
anno1.g3833.t2	A	anno1.g11707.t2	A
anno1.g3834.t1	A	anno1.g11708.t1	A
anno1.g3835.t1	A	anno1.g11710.t1	A
anno1.g3836.t1	A	anno1.g11711.t1	A
anno1.g3837.t1	A	anno1.g11712.t1	A
anno1.g3838.t1	A	anno1.g11713.t1	A
anno1.g3839.t1	A	anno1.g11714.t1	A
anno1.g3840.t1	A	anno1.g11715.t1	A
anno1.g3841.t1	A	anno1.g11716.t1	A
anno1.g3842.t1	A	anno1.g11717.t1	A
anno1.g3844.t2	A	anno1.g11719.t1	A
anno1.g3845.t2	A	anno1.g11720.t1	A
anno1.g3846.t1	A	anno1.g11721.t1	A
anno1.g3847.t1	A	anno1.g11722.t1	A
anno1.g3849.t1	A	anno1.g11723.t1	A
anno1.g3850.t2	A	anno1.g11724.t3	A
anno1.g3851.t6	A	anno1.g11729.t3	A
anno1.g3853.t1	A	anno1.g11728.t1	A
anno1.g3854.t1	A	anno1.g11727.t1	A
anno1.g3855.t1	A	anno1.g11421.t1	A
anno1.g3856.t1	A	anno1.g11419.t1	A
anno1.g3857.t1	A	anno1.g11417.t1	A
anno1.g3858.t1	A	anno1.g11414.t1	A
anno1.g3860.t1	A	anno1.g10967.t1	A
anno1.g3859.t3	A	anno1.g11412.t2	A
anno1.g3862.t1	A	anno1.g11411.t2	A
anno1.g3863.t1	A	anno1.g11410.t1	A
anno1.g3864.t1	A	anno1.g11409.t1	A
anno1.g3865.t1	A	anno1.g11407.t1	A
anno1.g3866.t1	A	anno1.g11406.t1	A
anno1.g3867.t1	A	anno1.g11404.t1	A
anno1.g3868.t2	A	anno1.g11403.t4	A
anno1.g3869.t1	A	anno1.g11402.t1	A
anno1.g3870.t1	A	anno1.g11401.t1	A
anno1.g3871.t1	A	anno1.g11400.t1	A
anno1.g3872.t1	A	anno1.g11399.t1	A
anno1.g3876.t1	A	anno1.g11398.t1	A
anno1.g3878.t1	A	anno1.g11393.t1	A
anno1.g3879.t1	A	anno1.g11392.t1	A
anno1.g3880.t1	A	anno1.g11391.t1	A
anno1.g3881.t1	A	anno1.g11390.t1	A
anno1.g3882.t1	A	anno1.g14740.t1	A
anno1.g3883.t1	A	anno1.g14738.t1	A
anno1.g3884.t1	A	anno1.g14737.t1	A
anno1.g3885.t2	A	anno1.g11383.t1	A
anno1.g3888.t1	A	anno1.g11376.t1	A
anno1.g3889.t4	A	anno1.g11375.t3	A
anno1.g3890.t1	A	anno1.g11370.t1	A
anno1.g3893.t1	A	anno1.g11369.t7	A
anno1.g3894.t1	A	anno1.g11367.t1	A
anno1.g3895.t1	A	anno1.g11878.t1	A
anno1.g3896.t1	A	anno1.g11366.t2	A
anno1.g3897.t1	A	anno1.g11365.t1	A
anno1.g3898.t3	A	anno1.g11364.t1	A
anno1.g3899.t1	A	anno1.g11363.t2	A
anno1.g3900.t1	A	anno1.g11361.t1	A
anno1.g3901.t1	A	anno1.g11360.t1	A
anno1.g3902.t1	A	anno1.g11357.t1	A
anno1.g3903.t1	A	anno1.g11356.t1	A
anno1.g3904.t1	A	anno1.g11355.t1	A
anno1.g3905.t2	A	anno1.g11354.t3	A
anno1.g3906.t1	A	anno1.g11353.t1	A
anno1.g3907.t1	A	anno1.g11352.t1	A
anno1.g3908.t2	A	anno1.g11351.t2	A
anno1.g3909.t1	A	anno1.g11350.t2	A
anno1.g3911.t1	A	anno1.g11346.t1	A
anno1.g3912.t1	A	anno1.g11345.t1	A
anno1.g3913.t2	A	anno1.g11340.t3	A
anno1.g3914.t1	A	anno1.g11339.t1	A
anno1.g3915.t3	A	anno1.g11338.t2	A
anno1.g3916.t1	A	anno1.g11337.t1	A
anno1.g3917.t1	A	anno1.g2840.t1	A
anno1.g3918.t1	A	anno1.g2841.t1	A
anno1.g3919.t1	A	anno1.g2842.t1	A
anno1.g3920.t1	A	anno1.g2843.t1	A
anno1.g3921.t1	A	anno1.g2844.t1	A
anno1.g3922.t1	A	anno1.g2845.t1	A
anno1.g3924.t1	A	anno1.g11267.t1	A
anno1.g3925.t1	A	anno1.g11268.t1	A
anno1.g3926.t1	A	anno1.g11265.t1	A
anno1.g3927.t1	A	anno1.g11270.t1	A
anno1.g3928.t1	A	anno1.g11263.t1	A
anno1.g3930.t1	A	anno1.g11259.t1	A
