A_obtectus	chromosome	B_siliquastri	chromosome
anno1.g4411.t1	A	BRAKERILHT00000007843	A
anno1.g4412.t1	A	BRAKERILHT00000007030	A
anno1.g4413.t1	A	BRAKERILHT00000008420	A
anno1.g4416.t1	A	BRAKERILHT00000006957	A
anno1.g4418.t1	A	BRAKERILHT00000007125	A
anno1.g4419.t1	A	BRAKERILHT00000007675	A
anno1.g4420.t1	A	BRAKERILHT00000006755	A
anno1.g4422.t1	A	BRAKERILHT00000007831	A
anno1.g4423.t1	A	BRAKERILHT00000007649	A
anno1.g4424.t1	A	BRAKERILHT00000008234	A
anno1.g4425.t1	A	BRAKERILHT00000007500	A
anno1.g4427.t1	A	BRAKERILHT00000006892	A
anno1.g4429.t1	A	BRAKERILHT00000007464	A
anno1.g4430.t2	A	BRAKERILHT00000006905	A
anno1.g4431.t5	A	BRAKERILHT00000008345	A
anno1.g4432.t1	A	BRAKERILHT00000006689	A
anno1.g4433.t1	A	BRAKERILHT00000007104	A
anno1.g4434.t1	A	BRAKERILHT00000006629	A
anno1.g4435.t1	A	BRAKERILHT00000008286	A
anno1.g4436.t1	A	BRAKERILHT00000007824	A
anno1.g4437.t1	A	BRAKERILHT00000007068	A
anno1.g4442.t1	A	BRAKERILHT00000008440	A
anno1.g4443.t1	A	BRAKERILHT00000007868	A
anno1.g4444.t1	A	BRAKERILHT00000008243	A
anno1.g4445.t1	A	BRAKERILHT00000007497	A
anno1.g4446.t1	A	BRAKERILHT00000008104	A
anno1.g4448.t1	A	BRAKERILHT00000007483	A
anno1.g4450.t1	A	BRAKERILHT00000006633	A
anno1.g4452.t1	A	BRAKERILHT00000008039	A
anno1.g4453.t1	A	BRAKERILHT00000008350	A
anno1.g4454.t1	A	BRAKERILHT00000007145	A
anno1.g4455.t1	A	BRAKERILHT00000008190	A
anno1.g4459.t1	A	BRAKERILHT00000007233	A
anno1.g4460.t1	A	BRAKERILHT00000006864	A
anno1.g4467.t2	A	BRAKERILHT00000007358	A
anno1.g4471.t1	A	BRAKERILHT00000008192	A
anno1.g4474.t2	A	BRAKERILHT00000007769	A
anno1.g4476.t3	A	BRAKERILHT00000007309	A
anno1.g4477.t1	A	BRAKERILHT00000007101	A
anno1.g4478.t3	A	BRAKERILHT00000006701	A
anno1.g4479.t4	A	BRAKERILHT00000007511	A
anno1.g4483.t1	A	BRAKERILHT00000001788	A
anno1.g4484.t1	A	BRAKERILHT00000007190	A
anno1.g4485.t1	A	BRAKERILHT00000007529	A
anno1.g4486.t2	A	BRAKERILHT00000008116	A
anno1.g4487.t1	A	BRAKERILHT00000008421	A
anno1.g4489.t1	A	BRAKERILHT00000006982	A
anno1.g4492.t1	A	BRAKERILHT00000006826	A
anno1.g4493.t1	A	BRAKERILHT00000007419	A
anno1.g4494.t2	A	BRAKERILHT00000007971	A
anno1.g4495.t1	A	BRAKERILHT00000006690	A
anno1.g4496.t1	A	BRAKERILHT00000007246	A
anno1.g4500.t2	A	BRAKERILHT00000008417	A
anno1.g4501.t2	A	BRAKERILHT00000007558	A
anno1.g4504.t3	A	BRAKERILHT00000006559	A
anno1.g4505.t1	A	BRAKERILHT00000007162	A
anno1.g4507.t1	A	BRAKERILHT00000007430	A
anno1.g4508.t1	A	BRAKERILHT00000007363	A
anno1.g4509.t1	A	BRAKERILHT00000007963	A
anno1.g4517.t1	A	BRAKERILHT00000007378	A
anno1.g4521.t1	A	BRAKERILHT00000007096	A
anno1.g4523.t1	A	BRAKERILHT00000007956	A
anno1.g4524.t1	A	BRAKERILHT00000007388	A
anno1.g4525.t1	A	BRAKERILHT00000008299	A
anno1.g4526.t1	A	BRAKERILHT00000007835	A
anno1.g4527.t1	A	BRAKERILHT00000007566	A
anno1.g4528.t1	A	BRAKERILHT00000006837	A
anno1.g4532.t1	A	BRAKERILHT00000007743	A
anno1.g4533.t1	A	BRAKERILHT00000008309	A
anno1.g4531.t4	A	BRAKERILHT00000008398	A
anno1.g4534.t1	A	BRAKERILHT00000006932	A
anno1.g4538.t1	A	BRAKERILHT00000017672	X
anno1.g4543.t1	A	BRAKERILHT00000008450	A
anno1.g4544.t1	A	BRAKERILHT00000007311	A
anno1.g4547.t1	A	BRAKERILHT00000007958	A
anno1.g4548.t1	A	BRAKERILHT00000008409	A
anno1.g4549.t2	A	BRAKERILHT00000006959	A
anno1.g4550.t2	A	BRAKERILHT00000007032	A
anno1.g4551.t1	A	BRAKERILHT00000007626	A
anno1.g4552.t2	A	BRAKERILHT00000007301	A
anno1.g4554.t2	A	BRAKERILHT00000007747	A
anno1.g4556.t1	A	BRAKERILHT00000008040	A
anno1.g4558.t1	A	BRAKERILHT00000007327	A
anno1.g4561.t1	A	BRAKERILHT00000008198	A
anno1.g4562.t1	A	BRAKERILHT00000007646	A
anno1.g4563.t1	A	BRAKERILHT00000007247	A
anno1.g4564.t1	A	BRAKERILHT00000007972	A
anno1.g4565.t1	A	BRAKERILHT00000008018	A
anno1.g4566.t1	A	BRAKERILHT00000007029	A
anno1.g4567.t1	A	BRAKERILHT00000006509	A
anno1.g4568.t1	A	BRAKERILHT00000007499	A
anno1.g4570.t2	A	BRAKERILHT00000007332	A
anno1.g4573.t1	A	BRAKERILHT00000007517	A
anno1.g4574.t1	A	BRAKERILHT00000008457	A
anno1.g4575.t1	A	BRAKERILHT00000006740	A
anno1.g4577.t1	A	BRAKERILHT00000008329	A
anno1.g4578.t1	A	BRAKERILHT00000007512	A
anno1.g4581.t1	A	BRAKERILHT00000006881	A
anno1.g4582.t1	A	BRAKERILHT00000006677	A
anno1.g4583.t1	A	BRAKERILHT00000007295	A
anno1.g4585.t1	A	BRAKERILHT00000008434	A
anno1.g4586.t1	A	BRAKERILHT00000007067	A
anno1.g4591.t1	A	BRAKERILHT00000007217	A
anno1.g4592.t1	A	BRAKERILHT00000012503	A
anno1.g4595.t1	A	BRAKERILHT00000006853	A
anno1.g4596.t1	A	BRAKERILHT00000013985	A
anno1.g4598.t1	A	BRAKERILHT00000008005	A
anno1.g4600.t1	A	BRAKERILHT00000007587	A
anno1.g4601.t1	A	BRAKERILHT00000007822	A
anno1.g4602.t1	A	BRAKERILHT00000006808	A
anno1.g4603.t1	A	BRAKERILHT00000007698	A
anno1.g4605.t1	A	BRAKERILHT00000007103	A
anno1.g4606.t2	A	BRAKERILHT00000007818	A
anno1.g4611.t1	A	BRAKERILHT00000007121	A
anno1.g4615.t1	A	BRAKERILHT00000007932	A
anno1.g4617.t2	A	BRAKERILHT00000007493	A
anno1.g4618.t1	A	BRAKERILHT00000008053	A
anno1.g4620.t1	A	BRAKERILHT00000006635	A
anno1.g4621.t2	A	BRAKERILHT00000007168	A
anno1.g4622.t1	A	BRAKERILHT00000008156	A
anno1.g4623.t2	A	BRAKERILHT00000006973	A
anno1.g4624.t1	A	BRAKERILHT00000007253	A
anno1.g4625.t1	A	BRAKERILHT00000017375	X
anno1.g4626.t1	A	BRAKERILHT00000007031	A
anno1.g4627.t1	A	BRAKERILHT00000008464	A
anno1.g4628.t1	A	BRAKERILHT00000006779	A
anno1.g4631.t1	A	BRAKERILHT00000006516	A
anno1.g4633.t1	A	BRAKERILHT00000017039	X
anno1.g4634.t1	A	BRAKERILHT00000008185	A
anno1.g4635.t2	A	BRAKERILHT00000007623	A
anno1.g4636.t1	A	BRAKERILHT00000006534	A
anno1.g4637.t1	A	BRAKERILHT00000006657	A
anno1.g4638.t1	A	BRAKERILHT00000007784	A
anno1.g4639.t1	A	BRAKERILHT00000007326	A
anno1.g4640.t1	A	BRAKERILHT00000007374	A
anno1.g4641.t1	A	BRAKERILHT00000006572	A
anno1.g4642.t1	A	BRAKERILHT00000007613	A
anno1.g4643.t1	A	BRAKERILHT00000008033	A
anno1.g4644.t1	A	BRAKERILHT00000007719	A
anno1.g4648.t1	A	BRAKERILHT00000007981	A
anno1.g4651.t1	A	BRAKERILHT00000007324	A
anno1.g4652.t1	A	BRAKERILHT00000006812	A
anno1.g4653.t1	A	BRAKERILHT00000008262	A
anno1.g4655.t1	A	BRAKERILHT00000006593	A
anno1.g4656.t1	A	BRAKERILHT00000006713	A
anno1.g4657.t1	A	BRAKERILHT00000007226	A
anno1.g4658.t1	A	BRAKERILHT00000007321	A
anno1.g4659.t2	A	BRAKERILHT00000007058	A
anno1.g4660.t1	A	BRAKERILHT00000007003	A
anno1.g4661.t1	A	BRAKERILHT00000006623	A
anno1.g4662.t2	A	BRAKERILHT00000007726	A
anno1.g4663.t2	A	BRAKERILHT00000008036	A
anno1.g4665.t1	A	BRAKERILHT00000007385	A
anno1.g4667.t1	A	BRAKERILHT00000008110	A
anno1.g4668.t2	A	BRAKERILHT00000007389	A
anno1.g4669.t1	A	BRAKERILHT00000008416	A
anno1.g4670.t1	A	BRAKERILHT00000006971	A
anno1.g4671.t1	A	BRAKERILHT00000007046	A
anno1.g4672.t1	A	BRAKERILHT00000007592	A
anno1.g4673.t1	A	BRAKERILHT00000008154	A
anno1.g4675.t2	A	BRAKERILHT00000006709	A
anno1.g4685.t1	A	BRAKERILHT00000006517	A
anno1.g4686.t1	A	BRAKERILHT00000007924	A
anno1.g4687.t1	A	BRAKERILHT00000008169	A
anno1.g4688.t1	A	BRAKERILHT00000006551	A
anno1.g4689.t1	A	BRAKERILHT00000007259	A
anno1.g4690.t1	A	BRAKERILHT00000007731	A
anno1.g4691.t1	A	BRAKERILHT00000006816	A
anno1.g4692.t1	A	BRAKERILHT00000007302	A
anno1.g4693.t1	A	BRAKERILHT00000007919	A
anno1.g4694.t1	A	BRAKERILHT00000006780	A
anno1.g4695.t1	A	BRAKERILHT00000008449	A
anno1.g4696.t2	A	BRAKERILHT00000007657	A
anno1.g4697.t1	A	BRAKERILHT00000007282	A
anno1.g4698.t1	A	BRAKERILHT00000007648	A
anno1.g4699.t1	A	BRAKERILHT00000007048	A
anno1.g4701.t1	A	BRAKERILHT00000007341	A
anno1.g4702.t1	A	BRAKERILHT00000006927	A
anno1.g4703.t1	A	BRAKERILHT00000007518	A
anno1.both_agree_g12774.t1	A	BRAKERILHT00000007066	A
anno1.g4706.t1	A	BRAKERILHT00000007189	A
anno1.g4708.t1	A	BRAKERILHT00000017422	X
anno1.g4709.t1	A	BRAKERILHT00000006771	A
anno1.g4711.t1	A	BRAKERILHT00000006496	A
anno1.g4712.t1	A	BRAKERILHT00000007019	A
anno1.g4713.t1	A	BRAKERILHT00000007642	A
anno1.g4714.t1	A	BRAKERILHT00000007069	A
anno1.g4715.t1	A	BRAKERILHT00000007519	A
anno1.g4716.t2	A	BRAKERILHT00000006774	A
anno1.g4717.t1	A	BRAKERILHT00000006679	A
anno1.g4719.t1	A	BRAKERILHT00000007744	A
anno1.g4721.t1	A	BRAKERILHT00000006855	A
anno1.g4722.t2	A	BRAKERILHT00000007272	A
anno1.g4723.t1	A	BRAKERILHT00000007014	A
anno1.g4724.t1	A	BRAKERILHT00000006714	A
anno1.g4725.t2	A	BRAKERILHT00000007943	A
anno1.g4727.t1	A	BRAKERILHT00000008255	A
anno1.g4728.t1	A	BRAKERILHT00000007357	A
anno1.g4736.t2	A	BRAKERILHT00000006856	A
anno1.g4739.t2	A	BRAKERILHT00000006801	A
anno1.g4740.t2	A	BRAKERILHT00000007225	A
anno1.g4741.t1	A	BRAKERILHT00000007799	A
anno1.g4742.t1	A	BRAKERILHT00000007437	A
anno1.g4743.t1	A	BRAKERILHT00000006739	A
anno1.g4744.t1	A	BRAKERILHT00000007076	A
anno1.g4745.t1	A	BRAKERILHT00000008392	A
anno1.g4747.t1	A	BRAKERILHT00000006744	A
anno1.g4748.t2	A	BRAKERILHT00000008163	A
anno1.g4749.t1	A	BRAKERILHT00000007079	A
anno1.g4750.t1	A	BRAKERILHT00000007393	A
anno1.g4751.t1	A	BRAKERILHT00000007964	A
anno1.g4753.t1	A	BRAKERILHT00000007654	A
anno1.g4755.t2	A	BRAKERILHT00000008216	A
anno1.g4756.t1	A	BRAKERILHT00000006975	A
anno1.g4757.t1	A	BRAKERILHT00000007870	A
anno1.g4758.t1	A	BRAKERILHT00000006694	A
anno1.g4759.t2	A	BRAKERILHT00000007716	A
anno1.g4760.t1	A	BRAKERILHT00000008068	A
anno1.g4761.t1	A	BRAKERILHT00000006604	A
anno1.g4762.t1	A	BRAKERILHT00000007977	A
anno1.g4763.t1	A	BRAKERILHT00000008291	A
anno1.g4764.t1	A	BRAKERILHT00000006797	A
anno1.g4765.t1	A	BRAKERILHT00000007112	A
anno1.g4766.t1	A	BRAKERILHT00000008202	A
anno1.g4767.t1	A	BRAKERILHT00000008238	A
anno1.g4768.t1	A	BRAKERILHT00000008196	A
anno1.g4769.t1	A	BRAKERILHT00000006615	A
anno1.g4770.t1	A	BRAKERILHT00000007059	A
anno1.g4771.t1	A	BRAKERILHT00000007507	A
anno1.g4772.t1	A	BRAKERILHT00000007413	A
anno1.g4773.t2	A	BRAKERILHT00000007914	A
anno1.g4774.t1	A	BRAKERILHT00000008347	A
anno1.g4775.t2	A	BRAKERILHT00000006765	A
anno1.g4776.t1	A	BRAKERILHT00000006576	A
anno1.g4777.t2	A	BRAKERILHT00000006600	A
anno1.g4778.t1	A	BRAKERILHT00000008028	A
anno1.g4779.t1	A	BRAKERILHT00000007339	A
anno1.g4780.t1	A	BRAKERILHT00000006792	A
anno1.g4781.t1	A	BRAKERILHT00000007819	A
anno1.g4783.t1	A	BRAKERILHT00000007213	A
anno1.g4784.t1	A	BRAKERILHT00000007624	A
anno1.g4785.t1	A	BRAKERILHT00000008173	A
anno1.g4786.t1	A	BRAKERILHT00000008157	A
anno1.g4787.t1	A	BRAKERILHT00000006528	A
anno1.g4790.t1	A	BRAKERILHT00000007427	A
anno1.g4791.t1	A	BRAKERILHT00000006731	A
anno1.g4792.t1	A	BRAKERILHT00000008304	A
anno1.g4794.t1	A	BRAKERILHT00000008223	A
anno1.g4795.t1	A	BRAKERILHT00000008081	A
anno1.g4796.t1	A	BRAKERILHT00000008211	A
anno1.g4797.t1	A	BRAKERILHT00000007790	A
anno1.g4802.t1	A	BRAKERILHT00000006887	A
anno1.g4803.t1	A	BRAKERILHT00000008393	A
anno1.g4804.t1	A	BRAKERILHT00000007957	A
anno1.g4805.t2	A	BRAKERILHT00000007532	A
anno1.g4806.t1	A	BRAKERILHT00000007171	A
anno1.g4807.t1	A	BRAKERILHT00000006613	A
anno1.g4808.t2	A	BRAKERILHT00000008358	A
anno1.g4809.t2	A	BRAKERILHT00000007942	A
anno1.g4810.t1	A	BRAKERILHT00000007472	A
anno1.g4811.t1	A	BRAKERILHT00000006879	A
anno1.g4812.t1	A	BRAKERILHT00000007581	A
anno1.g4815.t1	A	BRAKERILHT00000007635	A
anno1.g4817.t1	A	BRAKERILHT00000008463	A
anno1.g4818.t1	A	BRAKERILHT00000007291	A
anno1.g4819.t1	A	BRAKERILHT00000008201	A
anno1.g4822.t1	A	BRAKERILHT00000008372	A
anno1.g4823.t1	A	BRAKERILHT00000006876	A
anno1.g4825.t1	A	BRAKERILHT00000007768	A
anno1.g4826.t1	A	BRAKERILHT00000008267	A
anno1.g4827.t1	A	BRAKERILHT00000008076	A
anno1.g4828.t1	A	BRAKERILHT00000006616	A
anno1.g4829.t3	A	BRAKERILHT00000007502	A
anno1.g4830.t1	A	BRAKERILHT00000008269	A
anno1.g4831.t1	A	BRAKERILHT00000008149	A
anno1.g4832.t1	A	BRAKERILHT00000008460	A
anno1.g4833.t1	A	BRAKERILHT00000007021	A
anno1.g4835.t1	A	BRAKERILHT00000008469	A
anno1.g4836.t1	A	BRAKERILHT00000007001	A
anno1.g4837.t1	A	BRAKERILHT00000007586	A
anno1.g4838.t1	A	BRAKERILHT00000007401	A
anno1.g4841.t1	A	BRAKERILHT00000008327	A
anno1.g4842.t1	A	BRAKERILHT00000007962	A
anno1.g4843.t1	A	BRAKERILHT00000007371	A
anno1.g4844.t1	A	BRAKERILHT00000008015	A
anno1.g4845.t1	A	BRAKERILHT00000007685	A
anno1.g4846.t1	A	BRAKERILHT00000007854	A
anno1.g4847.t1	A	BRAKERILHT00000006952	A
anno1.g4852.t1	A	BRAKERILHT00000007078	A
anno1.g4853.t1	A	BRAKERILHT00000007659	A
anno1.g4855.t1	A	BRAKERILHT00000008027	A
anno1.g4856.t1	A	BRAKERILHT00000006598	A
anno1.g4857.t1	A	BRAKERILHT00000007407	A
anno1.g4858.t1	A	BRAKERILHT00000007820	A
anno1.g4860.t1	A	BRAKERILHT00000007150	A
anno1.g4861.t1	A	BRAKERILHT00000007460	A
anno1.g4862.t1	A	BRAKERILHT00000007901	A
anno1.g4865.t1	A	BRAKERILHT00000007053	A
anno1.g4866.t1	A	BRAKERILHT00000007882	A
anno1.g4867.t1	A	BRAKERILHT00000006715	A
anno1.g4868.t1	A	BRAKERILHT00000007006	A
anno1.g4869.t2	A	BRAKERILHT00000008302	A
anno1.g4870.t1	A	BRAKERILHT00000006651	A
anno1.g4872.t2	A	BRAKERILHT00000007167	A
anno1.g4874.t1	A	BRAKERILHT00000008078	A
anno1.g4875.t2	A	BRAKERILHT00000006642	A
anno1.g4876.t1	A	BRAKERILHT00000007554	A
anno1.g4879.t1	A	BRAKERILHT00000008105	A
anno1.g4880.t1	A	BRAKERILHT00000007403	A
anno1.g4881.t1	A	BRAKERILHT00000008210	A
anno1.g4882.t1	A	BRAKERILHT00000007036	A
anno1.g4884.t1	A	BRAKERILHT00000006587	A
anno1.g4885.t1	A	BRAKERILHT00000006910	A
anno1.g4886.t1	A	BRAKERILHT00000008380	A
anno1.g4887.t1	A	BRAKERILHT00000006577	A
anno1.g4888.t1	A	BRAKERILHT00000008014	A
anno1.g4889.t1	A	BRAKERILHT00000008396	A
anno1.g4890.t1	A	BRAKERILHT00000007033	A
anno1.g4891.t1	A	BRAKERILHT00000006729	A
anno1.g4892.t1	A	BRAKERILHT00000007802	A
anno1.g4893.t1	A	BRAKERILHT00000008178	A
anno1.g4896.t1	A	BRAKERILHT00000007009	A
anno1.g4900.t1	A	BRAKERILHT00000007202	A
anno1.g4902.t2	A	BRAKERILHT00000008087	A
anno1.g4903.t1	A	BRAKERILHT00000007277	A
anno1.g4904.t2	A	BRAKERILHT00000008119	A
anno1.g4906.t1	A	BRAKERILHT00000006859	A
anno1.g4907.t1	A	BRAKERILHT00000007429	A
anno1.g4908.t1	A	BRAKERILHT00000007735	A
anno1.g4909.t1	A	BRAKERILHT00000008324	A
anno1.g4910.t1	A	BRAKERILHT00000006976	A
anno1.g4911.t1	A	BRAKERILHT00000007556	A
anno1.g4912.t1	A	BRAKERILHT00000008114	A
anno1.g4913.t1	A	BRAKERILHT00000006877	A
anno1.g4914.t1	A	BRAKERILHT00000007456	A
anno1.g4915.t1	A	BRAKERILHT00000006772	A
anno1.g4916.t1	A	BRAKERILHT00000007873	A
anno1.g4917.t1	A	BRAKERILHT00000006532	A
anno1.g4918.t1	A	BRAKERILHT00000008086	A
anno1.g4919.t2	A	BRAKERILHT00000007528	A
anno1.g4921.t1	A	BRAKERILHT00000007062	A
anno1.g4922.t1	A	BRAKERILHT00000006614	A
anno1.g4924.t1	A	BRAKERILHT00000008228	A
anno1.g4925.t1	A	BRAKERILHT00000007749	A
anno1.g4926.t1	A	BRAKERILHT00000007989	A
anno1.g4927.t1	A	BRAKERILHT00000007338	A
anno1.g4929.t2	A	BRAKERILHT00000007949	A
anno1.g4930.t1	A	BRAKERILHT00000008264	A
anno1.g4932.t1	A	BRAKERILHT00000006817	A
anno1.g4933.t1	A	BRAKERILHT00000007265	A
anno1.g4935.t1	A	BRAKERILHT00000007826	A
anno1.g4936.t1	A	BRAKERILHT00000008122	A
anno1.g4938.t1	A	BRAKERILHT00000008414	A
anno1.g4939.t1	A	BRAKERILHT00000006546	A
anno1.g4940.t1	A	BRAKERILHT00000007144	A
anno1.g4941.t1	A	BRAKERILHT00000007969	A
anno1.g4942.t1	A	BRAKERILHT00000008022	A
anno1.g4943.t1	A	BRAKERILHT00000006750	A
anno1.g4946.t1	A	BRAKERILHT00000007568	A
anno1.g4947.t1	A	BRAKERILHT00000008120	A
anno1.g4948.t1	A	BRAKERILHT00000007228	A
anno1.g4951.t1	A	BRAKERILHT00000007986	A
anno1.g4952.t1	A	BRAKERILHT00000007686	A
anno1.g4956.t1	A	BRAKERILHT00000006843	A
anno1.g4957.t1	A	BRAKERILHT00000007683	A
anno1.g4959.t1	A	BRAKERILHT00000007193	A
anno1.g4962.t1	A	BRAKERILHT00000007848	A
anno1.g4964.t1	A	BRAKERILHT00000007200	A
anno1.g4965.t1	A	BRAKERILHT00000007939	A
anno1.g4968.t1	A	BRAKERILHT00000007707	A
anno1.g4969.t3	A	BRAKERILHT00000007126	A
anno1.g4970.t2	A	BRAKERILHT00000008331	A
anno1.g4975.t1	A	BRAKERILHT00000007759	A
anno1.g4976.t1	A	BRAKERILHT00000007916	A
anno1.g4977.t1	A	BRAKERILHT00000007335	A
anno1.g4978.t1	A	BRAKERILHT00000006531	A
anno1.g4983.t1	A	BRAKERILHT00000008226	A
anno1.g4985.t1	A	BRAKERILHT00000006717	A
anno1.g4986.t1	A	BRAKERILHT00000007839	A
anno1.g4987.t1	A	BRAKERILHT00000008410	A
anno1.g4989.t1	A	BRAKERILHT00000008137	A
anno1.g4991.t1	A	BRAKERILHT00000006794	A
anno1.g4992.t1	A	BRAKERILHT00000008257	A
anno1.g4994.t1	A	BRAKERILHT00000008153	A
anno1.g4995.t1	A	BRAKERILHT00000007758	A
anno1.g4996.t1	A	BRAKERILHT00000007303	A
anno1.g4997.t1	A	BRAKERILHT00000006805	A
anno1.g4999.t1	A	BRAKERILHT00000006592	A
anno1.g5000.t1	A	BRAKERILHT00000008245	A
anno1.g5002.t1	A	BRAKERILHT00000006799	A
anno1.g5003.t1	A	BRAKERILHT00000008233	A
anno1.g5004.t3	A	BRAKERILHT00000008008	A
anno1.g5005.t1	A	BRAKERILHT00000008431	A
anno1.g5006.t1	A	BRAKERILHT00000007861	A
anno1.g5007.t1	A	BRAKERILHT00000007289	A
anno1.g5008.t1	A	BRAKERILHT00000008268	A
anno1.g5009.t1	A	BRAKERILHT00000008061	A
anno1.g5010.t1	A	BRAKERILHT00000006625	A
anno1.g5011.t1	A	BRAKERILHT00000008284	A
anno1.g5014.t1	A	BRAKERILHT00000006979	A
anno1.g5015.t2	A	BRAKERILHT00000007551	A
anno1.g5017.t2	A	BRAKERILHT00000007498	A
anno1.g5018.t2	A	BRAKERILHT00000008063	A
anno1.g5019.t1	A	BRAKERILHT00000007793	A
anno1.g5020.t1	A	BRAKERILHT00000006882	A
anno1.g5021.t1	A	BRAKERILHT00000007445	A
anno1.g5022.t1	A	BRAKERILHT00000007904	A
anno1.g5023.t1	A	BRAKERILHT00000006588	A
anno1.g5028.t1	A	BRAKERILHT00000007944	A
anno1.g5031.t1	A	BRAKERILHT00000006798	A
anno1.g5033.t1	A	BRAKERILHT00000008041	A
anno1.g5034.t2	A	BRAKERILHT00000007501	A
anno1.g5035.t1	A	BRAKERILHT00000007008	A
anno1.g5036.t1	A	BRAKERILHT00000006956	A
anno1.g5038.t1	A	BRAKERILHT00000006822	A
anno1.g5039.t1	A	BRAKERILHT00000008349	A
anno1.g5040.t1	A	BRAKERILHT00000007533	A
anno1.g5041.t1	A	BRAKERILHT00000007455	A
anno1.g5044.t1	A	BRAKERILHT00000008052	A
anno1.g5045.t1	A	BRAKERILHT00000007488	A
anno1.g5047.t1	A	BRAKERILHT00000007789	A
anno1.g5048.t1	A	BRAKERILHT00000006610	A
anno1.g5049.t1	A	BRAKERILHT00000008019	A
anno1.g5050.t1	A	BRAKERILHT00000008475	A
anno1.g5051.t2	A	BRAKERILHT00000007883	A
anno1.g5052.t2	A	BRAKERILHT00000007300	A
anno1.g5053.t1	A	BRAKERILHT00000006920	A
anno1.g5054.t1	A	BRAKERILHT00000008197	A
anno1.g5055.t1	A	BRAKERILHT00000007645	A
anno1.g5056.t1	A	BRAKERILHT00000006806	A
anno1.g5057.t2	A	BRAKERILHT00000008274	A
anno1.g5058.t1	A	BRAKERILHT00000007732	A
anno1.g5059.t1	A	BRAKERILHT00000008323	A
anno1.g5062.t1	A	BRAKERILHT00000006711	A
anno1.g5065.t3	A	BRAKERILHT00000007951	A
anno1.g5066.t2	A	BRAKERILHT00000006802	A
anno1.g5067.t1	A	BRAKERILHT00000007344	A
anno1.g5068.t1	A	BRAKERILHT00000004788	A
anno1.g5069.t2	A	BRAKERILHT00000007348	A
anno1.g5070.t1	A	BRAKERILHT00000007902	A
anno1.g5072.t1	A	BRAKERILHT00000007467	A
anno1.g5073.t1	A	BRAKERILHT00000008346	A
anno1.g5074.t1	A	BRAKERILHT00000007670	A
anno1.g5076.t1	A	BRAKERILHT00000008432	A
anno1.g5079.t1	A	BRAKERILHT00000017245	X
anno1.g5080.t1	A	BRAKERILHT00000006756	A
anno1.g5082.t2	A	BRAKERILHT00000006514	A
anno1.g5083.t2	A	BRAKERILHT00000006733	A
anno1.g5084.t1	A	BRAKERILHT00000006547	A
anno1.g5086.t1	A	BRAKERILHT00000007071	A
anno1.g5087.t1	A	BRAKERILHT00000006646	A
anno1.g5088.t1	A	BRAKERILHT00000008229	A
anno1.g5089.t2	A	BRAKERILHT00000007741	A
anno1.g5090.t1	A	BRAKERILHT00000007268	A
anno1.g5095.t1	A	BRAKERILHT00000008320	A
anno1.g5099.t1	A	BRAKERILHT00000008231	A
anno1.g5100.t1	A	BRAKERILHT00000007257	A
anno1.g5102.t1	A	BRAKERILHT00000006584	A
anno1.g5110.t1	A	BRAKERILHT00000007508	A
anno1.g5112.t2	A	BRAKERILHT00000007509	A
anno1.g5118.t1	A	BRAKERILHT00000008127	A
anno1.g5120.t1	A	BRAKERILHT00000010576	A
anno1.g5127.t1	A	BRAKERILHT00000008059	A
anno1.g5128.t1	A	BRAKERILHT00000007372	A
anno1.g5130.t1	A	BRAKERILHT00000007913	A
anno1.g5132.t2	A	BRAKERILHT00000007328	A
anno1.g5137.t1	A	BRAKERILHT00000006919	A
anno1.g5146.t1	A	BRAKERILHT00000018031	X
anno1.g5149.t1	A	BRAKERILHT00000007715	A
anno1.g5150.t1	A	BRAKERILHT00000007085	A
anno1.g5155.t1	A	BRAKERILHT00000016997	X
anno1.g5159.t1	A	BRAKERILHT00000007607	A
anno1.g5163.t1	A	BRAKERILHT00000007627	A
anno1.g5165.t2	A	BRAKERILHT00000007061	A
anno1.g5168.t1	A	BRAKERILHT00000008222	A
anno1.g5169.t1	A	BRAKERILHT00000007369	A
anno1.g5170.t1	A	BRAKERILHT00000007562	A
anno1.g5172.t1	A	BRAKERILHT00000007424	A
anno1.g5173.t1	A	BRAKERILHT00000007975	A
anno1.g5174.t1	A	BRAKERILHT00000007814	A
anno1.g5179.t1	A	BRAKERILHT00000007097	A
anno1.g5181.t1	A	BRAKERILHT00000006869	A
anno1.g5182.t1	A	BRAKERILHT00000008082	A
anno1.g5183.t1	A	BRAKERILHT00000007526	A
anno1.g5184.t1	A	BRAKERILHT00000007195	A
anno1.g5188.t2	A	BRAKERILHT00000008419	A
anno1.g5190.t2	A	BRAKERILHT00000007110	A
anno1.g5191.t1	A	BRAKERILHT00000006548	A
anno1.g5193.t1	A	BRAKERILHT00000002564	A
anno1.g5195.t1	A	BRAKERILHT00000007489	A
anno1.g5196.t2	A	BRAKERILHT00000008152	A
anno1.g5198.t1	A	BRAKERILHT00000007897	A
anno1.g5199.t2	A	BRAKERILHT00000007280	A
anno1.g5200.t2	A	BRAKERILHT00000006544	A
anno1.g5201.t1	A	BRAKERILHT00000008186	A
anno1.g5202.t1	A	BRAKERILHT00000007629	A
anno1.g5203.t1	A	BRAKERILHT00000007041	A
anno1.g5205.t1	A	BRAKERILHT00000008012	A
