D_carinulata	chromosome	D_sublineata	chromosome
rna-XM_057796741.1	A	rna-XM_056779477.1	A
rna-XM_057795768.1	A	rna-XM_056779218.1	A
rna-XM_057795764.1	A	rna-XM_056779612.1	A
rna-XM_057795749.1	A	rna-XM_056779608.1	A
rna-XM_057795762.1	A	rna-XM_056779611.1	A
rna-XM_057795765.1	A	rna-XM_056779125.1	A
rna-XM_057796742.1	A	rna-XM_056792444.1	A
rna-XM_057795752.1	A	rna-XM_056778667.1	A
rna-XM_057796743.1	A	rna-XM_056779476.1	A
rna-XM_057795763.1	A	rna-XM_056778558.1	A
rna-XM_057795767.1	A	rna-XM_056778559.1	A
rna-XM_057795756.1	A	rna-XM_056778555.1	A
rna-XM_057795851.1	A	rna-XM_056779012.1	A
rna-XM_057795916.1	A	rna-XM_056778435.1	A
rna-XM_057795561.1	A	rna-XM_056778438.1	A
rna-XM_057795559.1	A	rna-XM_056778436.1	A
rna-XM_057795563.1	A	rna-XM_056779423.1	A
rna-XM_057795564.1	A	rna-XM_056779006.1	A
rna-XM_057795566.1	A	rna-XM_056779217.1	A
rna-XM_057795567.1	A	rna-XM_056779216.1	A
rna-XM_057795568.1	A	rna-XM_056779890.1	A
rna-XM_057795574.1	A	rna-XM_056779893.1	A
rna-XM_057795573.1	A	rna-XM_056779892.1	A
rna-XM_057795570.1	A	rna-XM_056779891.1	A
rna-XM_057795575.1	A	rna-XM_056779889.1	A
rna-XM_057795576.1	A	rna-XM_056778994.1	A
rna-XM_057795577.1	A	rna-XM_056779229.1	A
rna-XM_057795580.1	A	rna-XM_056779593.1	A
rna-XM_057795582.1	A	rna-XM_056778806.1	A
rna-XM_057795583.1	A	rna-XM_056779638.1	A
rna-XM_057795584.1	A	rna-XM_056779636.1	A
rna-XM_057795585.1	A	rna-XM_056779637.1	A
rna-XM_057795591.1	A	rna-XM_056779203.1	A
rna-XM_057795588.1	A	rna-XM_056778524.1	A
rna-XM_057795586.1	A	rna-XM_056778521.1	A
rna-XM_057795589.1	A	rna-XM_056778529.1	A
rna-XM_057795604.1	A	rna-XM_056778523.1	A
rna-XM_057795605.1	A	rna-XM_056778528.1	A
rna-XM_057796486.1	A	rna-XM_056778932.1	A
rna-XM_057796221.1	A	rna-XM_056779020.1	A
rna-XM_057795858.1	A	rna-XM_056779022.1	A
rna-XM_057795897.1	A	rna-XM_056778995.1	A
rna-XM_057795899.1	A	rna-XM_056778831.1	A
rna-XM_057795900.1	A	rna-XM_056778898.1	A
rna-XM_057795898.1	A	rna-XM_056778992.1	A
rna-XM_057795901.1	A	rna-XM_056778733.1	A
rna-XM_057797228.1	A	rna-XM_056778478.1	A
rna-XM_057796703.1	A	rna-XM_056779415.1	A
rna-XM_057796707.1	A	rna-XM_056780043.1	A
rna-XM_057796709.1	A	rna-XM_056780045.1	A
rna-XM_057796644.1	A	rna-XM_056778998.1	A
rna-XM_057796662.1	A	rna-XM_056779475.1	A
rna-XM_057796651.1	A	rna-XM_056779265.1	A
rna-XM_057796646.1	A	rna-XM_056779076.1	A
rna-XM_057796648.1	A	rna-XM_056779078.1	A
rna-XM_057796659.1	A	rna-XM_056778789.1	A
rna-XM_057796661.1	A	rna-XM_056778736.1	A
rna-XM_057796642.1	A	rna-XM_056779479.1	A
rna-XM_057795493.1	A	rna-XM_056779243.1	A
rna-XM_057795494.1	A	rna-XM_056779188.1	A
rna-XM_057796746.1	A	rna-XM_056779471.1	A
rna-XM_057796305.1	A	rna-XM_056778423.1	A
rna-XM_057796787.1	A	rna-XM_056778430.1	A
rna-XM_057796802.1	A	rna-XM_056778424.1	A
rna-XM_057796808.1	A	rna-XM_056779134.1	A
rna-XM_057796788.1	A	rna-XM_056779126.1	A
rna-XM_057795887.1	A	rna-XM_056779136.1	A
rna-XM_057797276.1	A	rna-XM_056778495.1	A
rna-XM_057797264.1	A	rna-XM_056779257.1	A
rna-XM_057797279.1	A	rna-XM_056779260.1	A
rna-XM_057797282.1	A	rna-XM_056778846.1	A
rna-XM_057797273.1	A	rna-XM_056779469.1	A
rna-XM_057797256.1	A	rna-XM_056778480.1	A
rna-XM_057797259.1	A	rna-XM_056778745.1	A
rna-XM_057797280.1	A	rna-XM_056779660.1	A
rna-XM_057797281.1	A	rna-XM_056779661.1	A
rna-XM_057797272.1	A	rna-XM_056779659.1	A
rna-XM_057797275.1	A	rna-XM_056779005.1	A
rna-XM_057797268.1	A	rna-XM_056779003.1	A
rna-XM_057797269.1	A	rna-XM_056779465.1	A
rna-XM_057797284.1	A	rna-XM_056779474.1	A
rna-XM_057796747.1	A	rna-XM_056779464.1	A
rna-XM_057795797.1	A	rna-XM_056779193.1	A
rna-XM_057795847.1	A	rna-XM_056779111.1	A
rna-XM_057795551.1	A	rna-XM_056778434.1	A
rna-XM_057795547.1	A	rna-XM_056778431.1	A
rna-XM_057795550.1	A	rna-XM_056778981.1	A
rna-XM_057795800.1	A	rna-XM_056778896.1	A
rna-XM_057795721.1	A	rna-XM_056778890.1	A
rna-XM_057795722.1	A	rna-XM_056778893.1	A
rna-XM_057795723.1	A	rna-XM_056778895.1	A
rna-XM_057796663.1	A	rna-XM_056779597.1	A
rna-XM_057795981.1	A	rna-XM_056779302.1	A
rna-XM_057795980.1	A	rna-XM_056779301.1	A
rna-XM_057795973.1	A	rna-XM_056779295.1	A
rna-XM_057795813.1	A	rna-XM_056778938.1	A
rna-XM_057796490.1	A	rna-XM_056779119.1	A
rna-XM_057796144.1	A	rna-XM_056779422.1	A
rna-XM_057796748.1	A	rna-XM_056779460.1	A
rna-XM_057795778.1	A	rna-XM_056779014.1	A
rna-XM_057795658.1	A	rna-XM_056779592.1	A
rna-XM_057795649.1	A	rna-XM_056779421.1	A
rna-XM_057796182.1	A	rna-XM_056779654.1	A
rna-XM_057796181.1	A	rna-XM_056779653.1	A
rna-XM_057796764.1	A	rna-XM_056779652.1	A
rna-XM_057796765.1	A	rna-XM_056779179.1	A
rna-XM_057796769.1	A	rna-XM_056779552.1	A
rna-XM_057796770.1	A	rna-XM_056779551.1	A
rna-XM_057796896.1	A	rna-XM_056778582.1	A
rna-XM_057795939.1	A	rna-XM_056779183.1	A
rna-XM_057795881.1	A	rna-XM_056779027.1	A
rna-XM_057795902.1	A	rna-XM_056779459.1	A
rna-XM_057795691.1	A	rna-XM_056779174.1	A
rna-XM_057796750.1	A	rna-XM_056779458.1	A
rna-XM_057795802.1	A	rna-XM_056779187.1	A
rna-XM_057796478.1	A	rna-XM_056778807.1	A
rna-XM_057795652.1	A	rna-XM_056780028.1	A
rna-XM_057796760.1	A	rna-XM_056780027.1	A
rna-XM_057796762.1	A	rna-XM_056780024.1	A
rna-XM_057796763.1	A	rna-XM_056780026.1	A
rna-XM_057795833.1	A	rna-XM_056780025.1	A
rna-XM_057796469.1	A	rna-XM_056779428.1	A
rna-XM_057795940.1	A	rna-XM_056779635.1	A
rna-XM_057796664.1	A	rna-XM_056779613.1	A
rna-XM_057796687.1	A	rna-XM_056779457.1	A
rna-XM_057795920.1	A	rna-XM_056779632.1	A
rna-XM_057795921.1	A	rna-XM_056779634.1	A
rna-XM_057795848.1	A	rna-XM_056779633.1	A
rna-XM_057795796.1	A	rna-XM_056778965.1	A
rna-XM_057795910.1	A	rna-XM_056779386.1	A
rna-XM_057795673.1	A	rna-XM_056779385.1	A
rna-XM_057796224.1	A	rna-XM_056779382.1	A
rna-XM_057796414.1	A	rna-XM_056779572.1	A
rna-XM_057796412.1	A	rna-XM_056779569.1	A
rna-XM_057796442.1	A	rna-XM_056778917.1	A
rna-XM_057796001.1	A	rna-XM_056779450.1	A
rna-XM_057795935.1	A	rna-XM_056779448.1	A
rna-XM_057796641.1	A	rna-XM_056779447.1	A
rna-XM_057796751.1	A	rna-XM_056779894.1	A
rna-XM_057797344.1	A	rna-XM_056779160.1	A
rna-XM_057796753.1	A	rna-XM_056779446.1	A
rna-XM_057796000.1	A	rna-XM_056779444.1	A
rna-XM_057796511.1	A	rna-XM_056778915.1	A
rna-XM_057796464.1	A	rna-XM_056779568.1	A
rna-XM_057796755.1	A	rna-XM_056779440.1	A
rna-XM_057795941.1	A	rna-XM_056779439.1	A
rna-XM_057796164.1	A	rna-XM_056779416.1	A
rna-XM_057796166.1	A	rna-XM_056778834.1	A
rna-XM_057796626.1	A	rna-XM_056778833.1	A
rna-XM_057796625.1	A	rna-XM_056778832.1	A
rna-XM_057796628.1	A	rna-XM_056779339.1	A
rna-XM_057796629.1	A	rna-XM_056779808.1	A
rna-XM_057796638.1	A	rna-XM_056779806.1	A
rna-XM_057796634.1	A	rna-XM_056779799.1	A
rna-XM_057796630.1	A	rna-XM_056779794.1	A
rna-XM_057795854.1	A	rna-XM_056779118.1	A
rna-XM_057795503.1	A	rna-XM_056779316.1	A
rna-XM_057795502.1	A	rna-XM_056779315.1	A
rna-XM_057797310.1	A	rna-XM_056779313.1	A
rna-XM_057797312.1	A	rna-XM_056779725.1	A
rna-XM_057797315.1	A	rna-XM_056779722.1	A
rna-XM_057797307.1	A	rna-XM_056779720.1	A
rna-XM_057797323.1	A	rna-XM_056779357.1	A
rna-XM_057797304.1	A	rna-XM_056779356.1	A
rna-XM_057797317.1	A	rna-XM_056779067.1	A
rna-XM_057797321.1	A	rna-XM_056779066.1	A
rna-XM_057797300.1	A	rna-XM_056779065.1	A
rna-XM_057797309.1	A	rna-XM_056778657.1	A
rna-XM_057797306.1	A	rna-XM_056778656.1	A
rna-XM_057797303.1	A	rna-XM_056778652.1	A
rna-XM_057797322.1	A	rna-XM_056778655.1	A
rna-XM_057797301.1	A	rna-XM_056778814.1	A
rna-XM_057797318.1	A	rna-XM_056779279.1	A
rna-XM_057797319.1	A	rna-XM_056779436.1	A
rna-XM_057797314.1	A	rna-XM_056779463.1	A
rna-XM_057796756.1	A	rna-XM_056779433.1	A
rna-XM_057796120.1	A	rna-XM_056779284.1	A
rna-XM_057796121.1	A	rna-XM_056779036.1	A
rna-XM_057796123.1	A	rna-XM_056779038.1	A
rna-XM_057796124.1	A	rna-XM_056779039.1	A
rna-XM_057796127.1	A	rna-XM_056779045.1	A
rna-XM_057796125.1	A	rna-XM_056778464.1	A
rna-XM_057796134.1	A	rna-XM_056778461.1	A
rna-XM_057796102.1	A	rna-XM_056779779.1	A
rna-XM_057796103.1	A	rna-XM_056779781.1	A
rna-XM_057796095.1	A	rna-XM_056779776.1	A
rna-XM_057797348.1	A	rna-XM_056779768.1	A
rna-XM_057797352.1	A	rna-XM_056779770.1	A
rna-XM_057797350.1	A	rna-XM_056779769.1	A
rna-XM_057796757.1	A	rna-XM_056779431.1	A
rna-XM_057796399.1	A	rna-XM_056779058.1	A
rna-XM_057796721.1	A	rna-XM_056778716.1	A
rna-XM_057796729.1	A	rna-XM_056779430.1	A
rna-XM_057796731.1	A	rna-XM_056778721.1	A
rna-XM_057796732.1	A	rna-XM_056779327.1	A
rna-XM_057795478.1	A	rna-XM_056778498.1	A
rna-XM_057796360.1	A	rna-XM_056779417.1	A
rna-XM_057796361.1	A	rna-XM_056779420.1	A
rna-XM_057796004.1	A	rna-XM_056779151.1	A
rna-XM_057798136.1	A	rna-XM_056781026.1	A
rna-XM_057798121.1	A	rna-XM_056781023.1	A
rna-XM_057797635.1	A	rna-XM_056780908.1	A
rna-XM_057797642.1	A	rna-XM_056780447.1	A
rna-XM_057797636.1	A	rna-XM_056780233.1	A
rna-XM_057798131.1	A	rna-XM_056780230.1	A
rna-XM_057798558.1	A	rna-XM_056780225.1	A
rna-XM_057798372.1	A	rna-XM_056780359.1	A
rna-XM_057798371.1	A	rna-XM_056780355.1	A
rna-XM_057798170.1	A	rna-XM_056780358.1	A
rna-XM_057798167.1	A	rna-XM_056780353.1	A
rna-XM_057798171.1	A	rna-XM_056780992.1	A
rna-XM_057799582.1	A	rna-XM_056780152.1	A
rna-XM_057799579.1	A	rna-XM_056780154.1	A
rna-XM_057799583.1	A	rna-XM_056780179.1	A
rna-XM_057799586.1	A	rna-XM_056780178.1	A
rna-XM_057799610.1	A	rna-XM_056780985.1	A
rna-XM_057799612.1	A	rna-XM_056781567.1	A
rna-XM_057799613.1	A	rna-XM_056781568.1	A
rna-XM_057799614.1	A	rna-XM_056781203.1	A
rna-XM_057799620.1	A	rna-XM_056781077.1	A
rna-XM_057799619.1	A	rna-XM_056781076.1	A
rna-XM_057797821.1	A	rna-XM_056780803.1	A
rna-XM_057797822.1	A	rna-XM_056780802.1	A
rna-XM_057798352.1	A	rna-XM_056780417.1	A
rna-XM_057798363.1	A	rna-XM_056780424.1	A
rna-XM_057798361.1	A	rna-XM_056781778.1	A
rna-XM_057799756.1	A	rna-XM_056780414.1	A
rna-XM_057799760.1	A	rna-XM_056780415.1	A
rna-XM_057799754.1	A	rna-XM_056781384.1	A
rna-XM_057797947.1	A	rna-XM_056780726.1	A
rna-XM_057797807.1	A	rna-XM_056780607.1	A
rna-XM_057797702.1	A	rna-XM_056780602.1	A
rna-XM_057797745.1	A	rna-XM_056780365.1	A
rna-XM_057798172.1	A	rna-XM_056781123.1	A
rna-XM_057799365.1	A	rna-XM_056780780.1	A
rna-XM_057799362.1	A	rna-XM_056782115.1	A
rna-XM_057799366.1	A	rna-XM_056782118.1	A
rna-XM_057797771.1	A	rna-XM_056782240.1	A
rna-XM_057797779.1	A	rna-XM_056782246.1	A
rna-XM_057798839.1	A	rna-XM_056782245.1	A
rna-XM_057798730.1	A	rna-XM_056780509.1	A
rna-XM_057797875.1	A	rna-XM_056780982.1	A
rna-XM_057797876.1	A	rna-XM_056780983.1	A
rna-XM_057797537.1	A	rna-XM_056780984.1	A
rna-XM_057798369.1	A	rna-XM_056780999.1	A
rna-XM_057797826.1	A	rna-XM_056780373.1	A
rna-XM_057798542.1	A	rna-XM_056781373.1	A
rna-XM_057798543.1	A	rna-XM_056781367.1	A
rna-XM_057797407.1	A	rna-XM_056781192.1	A
rna-XM_057797408.1	A	rna-XM_056781193.1	A
rna-XM_057798073.1	A	rna-XM_056781187.1	A
rna-XM_057799078.1	A	rna-XM_056781186.1	A
rna-XM_057799076.1	A	rna-XM_056781185.1	A
rna-XM_057799087.1	A	rna-XM_056781189.1	A
rna-XM_057799088.1	A	rna-XM_056781190.1	A
rna-XM_057799080.1	A	rna-XM_056781188.1	A
rna-XM_057799083.1	A	rna-XM_056781183.1	A
rna-XM_057799074.1	A	rna-XM_056781177.1	A
rna-XM_057799077.1	A	rna-XM_056781182.1	A
rna-XM_057799092.1	A	rna-XM_056781172.1	A
rna-XM_057798198.1	A	rna-XM_056781490.1	A
rna-XM_057797872.1	A	rna-XM_056780957.1	A
rna-XM_057798409.1	A	rna-XM_056781005.1	A
rna-XM_057797418.1	A	rna-XM_056780439.1	A
rna-XM_057797409.1	A	rna-XM_056780342.1	A
rna-XM_057797410.1	A	rna-XM_056781777.1	A
rna-XM_057797413.1	A	rna-XM_056780345.1	A
rna-XM_057797411.1	A	rna-XM_056780344.1	A
rna-XM_057797417.1	A	rna-XM_056780348.1	A
rna-XM_057797414.1	A	rna-XM_056780346.1	A
rna-XM_057798846.1	A	rna-XM_056781398.1	A
rna-XM_057798845.1	A	rna-XM_056781397.1	A
rna-XM_057797359.1	A	rna-XM_056780055.1	A
rna-XM_057797361.1	A	rna-XM_056780057.1	A
rna-XM_057797360.1	A	rna-XM_056780056.1	A
rna-XM_057797364.1	A	rna-XM_056780054.1	A
rna-XM_057799449.1	A	rna-XM_056780720.1	A
rna-XM_057799450.1	A	rna-XM_056781776.1	A
rna-XM_057799452.1	A	rna-XM_056780620.1	A
rna-XM_057799453.1	A	rna-XM_056780621.1	A
rna-XM_057797487.1	A	rna-XM_056782172.1	A
rna-XM_057797484.1	A	rna-XM_056782168.1	A
rna-XM_057797488.1	A	rna-XM_056782173.1	A
rna-XM_057797447.1	A	rna-XM_056782166.1	A
rna-XM_057797448.1	A	rna-XM_056782174.1	A
rna-XM_057798011.1	A	rna-XM_056781586.1	A
rna-XM_057798010.1	A	rna-XM_056780446.1	A
rna-XM_057797715.1	A	rna-XM_056780442.1	A
rna-XM_057798408.1	A	rna-XM_056780591.1	A
rna-XM_057798468.1	A	rna-XM_056780589.1	A
rna-XM_057798465.1	A	rna-XM_056780836.1	A
rna-XM_057798367.1	A	rna-XM_056781494.1	A
rna-XM_057798065.1	A	rna-XM_056782235.1	A
rna-XM_057798066.1	A	rna-XM_056782236.1	A
rna-XM_057798067.1	A	rna-XM_056782234.1	A
rna-XM_057797962.1	A	rna-XM_056780336.1	A
rna-XM_057797382.1	A	rna-XM_056780578.1	A
rna-XM_057797381.1	A	rna-XM_056780575.1	A
rna-XM_057797387.1	A	rna-XM_056782067.1	A
rna-XM_057797389.1	A	rna-XM_056780596.1	A
rna-XM_057797401.1	A	rna-XM_056781775.1	A
rna-XM_057797395.1	A	rna-XM_056781580.1	A
rna-XM_057797397.1	A	rna-XM_056781581.1	A
rna-XM_057797384.1	A	rna-XM_056781613.1	A
rna-XM_057797388.1	A	rna-XM_056781610.1	A
rna-XM_057797393.1	A	rna-XM_056781774.1	A
rna-XM_057797396.1	A	rna-XM_056781611.1	A
rna-XM_057797399.1	A	rna-XM_056781612.1	A
rna-XM_057797400.1	A	rna-XM_056781609.1	A
rna-XM_057798020.1	A	rna-XM_056781608.1	A
rna-XM_057798021.1	A	rna-XM_056781604.1	A
rna-XM_057798006.1	A	rna-XM_056781606.1	A
rna-XM_057798320.1	A	rna-XM_056781605.1	A
rna-XM_057797678.1	A	rna-XM_056781773.1	A
rna-XM_057797673.1	A	rna-XM_056781600.1	A
rna-XM_057797683.1	A	rna-XM_056781602.1	A
rna-XM_057797684.1	A	rna-XM_056781596.1	A
rna-XM_057797690.1	A	rna-XM_056781595.1	A
rna-XM_057798404.1	A	rna-XM_056781569.1	A
rna-XM_057798134.1	A	rna-XM_056780966.1	A
rna-XM_057797908.1	A	rna-XM_056780511.1	A
rna-XM_057797909.1	A	rna-XM_056780510.1	A
rna-XM_057798553.1	A	rna-XM_056781337.1	A
rna-XM_057798554.1	A	rna-XM_056781772.1	A
rna-XM_057798578.1	A	rna-XM_056781336.1	A
rna-XM_057798577.1	A	rna-XM_056781334.1	A
rna-XM_057798572.1	A	rna-XM_056781329.1	A
rna-XM_057798573.1	A	rna-XM_056781330.1	A
rna-XM_057798580.1	A	rna-XM_056781328.1	A
rna-XM_057798579.1	A	rna-XM_056781327.1	A
rna-XM_057798581.1	A	rna-XM_056781326.1	A
rna-XM_057797963.1	A	rna-XM_056781383.1	A
rna-XM_057797897.1	A	rna-XM_056780766.1	A
rna-XM_057798259.1	A	rna-XM_056780663.1	A
rna-XM_057797855.1	A	rna-XM_056780662.1	A
rna-XM_057799785.1	A	rna-XM_056782224.1	A
rna-XM_057799789.1	A	rna-XM_056782229.1	A
rna-XM_057799537.1	A	rna-XM_056781956.1	A
rna-XM_057798083.1	A	rna-XM_056781952.1	A
rna-XM_057798086.1	A	rna-XM_056781953.1	A
rna-XM_057798087.1	A	rna-XM_056781950.1	A
rna-XM_057797647.1	A	rna-XM_056781341.1	A
rna-XM_057797648.1	A	rna-XM_056781214.1	A
rna-XM_057797651.1	A	rna-XM_056781286.1	A
rna-XM_057797649.1	A	rna-XM_056781285.1	A
rna-XM_057797654.1	A	rna-XM_056781290.1	A
rna-XM_057797961.1	A	rna-XM_056780565.1	A
rna-XM_057799207.1	A	rna-XM_056782160.1	A
rna-XM_057799216.1	A	rna-XM_056782164.1	A
rna-XM_057799220.1	A	rna-XM_056780684.1	A
rna-XM_057799218.1	A	rna-XM_056780682.1	A
rna-XM_057798180.1	A	rna-XM_056781393.1	A
rna-XM_057798183.1	A	rna-XM_056781144.1	A
rna-XM_057798177.1	A	rna-XM_056781130.1	A
rna-XM_057798181.1	A	rna-XM_056781138.1	A
rna-XM_057797538.1	A	rna-XM_056781771.1	A
rna-XM_057798182.1	A	rna-XM_056781139.1	A
rna-XM_057798178.1	A	rna-XM_056781136.1	A
rna-XM_057798185.1	A	rna-XM_056781145.1	A
rna-XM_057798186.1	A	rna-XM_056780851.1	A
rna-XM_057798189.1	A	rna-XM_056780853.1	A
rna-XM_057798188.1	A	rna-XM_056781770.1	A
rna-XM_057798191.1	A	rna-XM_056781768.1	A
rna-XM_057798194.1	A	rna-XM_056781584.1	A
rna-XM_057798844.1	A	rna-XM_056775947.1	A
rna-XM_057798842.1	A	rna-XM_056780687.1	A
rna-XM_057798717.1	A	rna-XM_056780988.1	A
rna-XM_057797542.1	A	rna-XM_056781767.1	A
rna-XM_057798716.1	A	rna-XM_056780614.1	A
rna-XM_057797721.1	A	rna-XM_056781147.1	A
rna-XM_057799295.1	A	rna-XM_056780679.1	A
rna-XM_057799299.1	A	rna-XM_056781682.1	A
rna-XM_057799304.1	A	rna-XM_056781687.1	A
rna-XM_057797545.1	A	rna-XM_056781766.1	A
rna-XM_057799305.1	A	rna-XM_056781672.1	A
rna-XM_057799314.1	A	rna-XM_056781668.1	A
rna-XM_057799321.1	A	rna-XM_056781681.1	A
rna-XM_057799322.1	A	rna-XM_056781670.1	A
rna-XM_057797546.1	A	rna-XM_056781765.1	A
rna-XM_057799323.1	A	rna-XM_056781690.1	A
rna-XM_057799324.1	A	rna-XM_056781680.1	A
rna-XM_057797547.1	A	rna-XM_056781688.1	A
rna-XM_057799325.1	A	rna-XM_056781679.1	A
rna-XM_057799327.1	A	rna-XM_056781686.1	A
rna-XM_057799329.1	A	rna-XM_056781794.1	A
rna-XM_057799330.1	A	rna-XM_056781795.1	A
rna-XM_057799331.1	A	rna-XM_056781789.1	A
rna-XM_057799333.1	A	rna-XM_056780378.1	A
rna-XM_057799336.1	A	rna-XM_056781851.1	A
rna-XM_057799338.1	A	rna-XM_056780196.1	A
rna-XM_057798030.1	A	rna-XM_056780915.1	A
rna-XM_057797431.1	A	rna-XM_056780798.1	A
rna-XM_057798344.1	A	rna-XM_056780450.1	A
rna-XM_057797782.1	A	rna-XM_056780526.1	A
rna-XM_057797786.1	A	rna-XM_056780528.1	A
rna-XM_057797783.1	A	rna-XM_056780524.1	A
rna-XM_057797787.1	A	rna-XM_056780615.1	A
rna-XM_057798848.1	A	rna-XM_056780748.1	A
rna-XM_057797924.1	A	rna-XM_056780761.1	A
rna-XM_057797991.1	A	rna-XM_056781764.1	A
rna-XM_057797989.1	A	rna-XM_056780968.1	A
rna-XM_057797990.1	A	rna-XM_056780969.1	A
rna-XM_057798248.1	A	rna-XM_056781539.1	A
rna-XM_057798571.1	A	rna-XM_056780595.1	A
rna-XM_057798097.1	A	rna-XM_056781075.1	A
rna-XM_057798100.1	A	rna-XM_056780700.1	A
rna-XM_057798562.1	A	rna-XM_056780698.1	A
rna-XM_057797549.1	A	rna-XM_056781402.1	A
rna-XM_057797550.1	A	rna-XM_056781403.1	A
rna-XM_057797551.1	A	rna-XM_056781338.1	A
rna-XM_057798704.1	A	rna-XM_056781509.1	A
rna-XM_057798703.1	A	rna-XM_056781508.1	A
rna-XM_057799707.1	A	rna-XM_056780339.1	A
rna-XM_057799708.1	A	rna-XM_056781038.1	A
rna-XM_057799709.1	A	rna-XM_056781079.1	A
rna-XM_057799710.1	A	rna-XM_056781340.1	A
rna-XM_057799719.1	A	rna-XM_056780847.1	A
rna-XM_057799722.1	A	rna-XM_056780341.1	A
rna-XM_057799723.1	A	rna-XM_056780823.1	A
rna-XM_057799718.1	A	rna-XM_056780822.1	A
rna-XM_057799712.1	A	rna-XM_056780816.1	A
rna-XM_057798081.1	A	rna-XM_056781031.1	A
rna-XM_057799466.1	A	rna-XM_056780283.1	A
rna-XM_057799480.1	A	rna-XM_056780833.1	A
rna-XM_057799479.1	A	rna-XM_056780801.1	A
rna-XM_057799484.1	A	rna-XM_056780531.1	A
rna-XM_057799485.1	A	rna-XM_056781041.1	A
rna-XM_057799497.1	A	rna-XM_056781001.1	A
rna-XM_057799494.1	A	rna-XM_056781000.1	A
rna-XM_057799498.1	A	rna-XM_056781003.1	A
rna-XM_057799491.1	A	rna-XM_056780085.1	A
rna-XM_057799493.1	A	rna-XM_056780086.1	A
rna-XM_057799499.1	A	rna-XM_056782176.1	A
rna-XM_057799512.1	A	rna-XM_056782186.1	A
rna-XM_057799507.1	A	rna-XM_056782182.1	A
rna-XM_057799504.1	A	rna-XM_056782177.1	A
rna-XM_057799513.1	A	rna-XM_056780087.1	A
rna-XM_057799520.1	A	rna-XM_056781762.1	A
rna-XM_057799522.1	A	rna-XM_056781068.1	A
rna-XM_057799524.1	A	rna-XM_056781106.1	A
rna-XM_057799526.1	A	rna-XM_056781017.1	A
rna-XM_057799527.1	A	rna-XM_056780502.1	A
rna-XM_057799529.1	A	rna-XM_056781652.1	A
rna-XM_057799532.1	A	rna-XM_056780616.1	A
rna-XM_057799533.1	A	rna-XM_056780330.1	A
rna-XM_057799535.1	A	rna-XM_056781547.1	A
rna-XM_057799536.1	A	rna-XM_056782035.1	A
rna-XM_057798089.1	A	rna-XM_056780828.1	A
rna-XM_057797662.1	A	rna-XM_056781213.1	A
rna-XM_057797663.1	A	rna-XM_056780771.1	A
rna-XM_057797664.1	A	rna-XM_056780955.1	A
rna-XM_057798041.1	A	rna-XM_056782136.1	A
rna-XM_057798042.1	A	rna-XM_056782137.1	A
rna-XM_057798054.1	A	rna-XM_056782135.1	A
rna-XM_057798052.1	A	rna-XM_056782130.1	A
rna-XM_057798082.1	A	rna-XM_056780552.1	A
rna-XM_057798447.1	A	rna-XM_056780785.1	A
rna-XM_057798446.1	A	rna-XM_056780783.1	A
rna-XM_057798175.1	A	rna-XM_056780782.1	A
rna-XM_057798305.1	A	rna-XM_056781933.1	A
rna-XM_057798374.1	A	rna-XM_056781932.1	A
rna-XM_057798376.1	A	rna-XM_056781930.1	A
rna-XM_057797788.1	A	rna-XM_056781929.1	A
rna-XM_057797870.1	A	rna-XM_056781926.1	A
rna-XM_057797616.1	A	rna-XM_056781927.1	A
rna-XM_057799545.1	A	rna-XM_056781928.1	A
rna-XM_057799541.1	A	rna-XM_056781922.1	A
rna-XM_057797938.1	A	rna-XM_056781921.1	A
rna-XM_057798720.1	A	rna-XM_056781920.1	A
rna-XM_057797554.1	A	rna-XM_056781919.1	A
rna-XM_057797795.1	A	rna-XM_056781918.1	A
rna-XM_057797698.1	A	rna-XM_056781916.1	A
rna-XM_057797765.1	A	rna-XM_056781915.1	A
rna-XM_057797828.1	A	rna-XM_056781913.1	A
rna-XM_057797829.1	A	rna-XM_056781912.1	A
rna-XM_057797419.1	A	rna-XM_056781911.1	A
rna-XM_057797421.1	A	rna-XM_056781910.1	A
rna-XM_057799094.1	A	rna-XM_056781907.1	A
rna-XM_057799099.1	A	rna-XM_056781905.1	A
rna-XM_057799098.1	A	rna-XM_056781904.1	A
rna-XM_057799097.1	A	rna-XM_056781903.1	A
rna-XM_057799096.1	A	rna-XM_056781902.1	A
rna-XM_057798141.1	A	rna-XM_056781900.1	A
rna-XM_057798140.1	A	rna-XM_056781899.1	A
rna-XM_057798386.1	A	rna-XM_056781491.1	A
rna-XM_057797614.1	A	rna-XM_056780973.1	A
rna-XM_057797692.1	A	rna-XM_056780694.1	A
rna-XM_057797880.1	A	rna-XM_056782031.1	A
rna-XM_057797881.1	A	rna-XM_056782034.1	A
rna-XM_057798045.1	A	rna-XM_056782030.1	A
rna-XM_057797643.1	A	rna-XM_056782027.1	A
rna-XM_057799671.1	A	rna-XM_056782019.1	A
rna-XM_057797847.1	A	rna-XM_056780729.1	A
rna-XM_057798079.1	A	rna-XM_056780730.1	A
rna-XM_057798561.1	A	rna-XM_056780904.1	A
rna-XM_057798255.1	A	rna-XM_056780286.1	A
rna-XM_057798709.1	A	rna-XM_056781324.1	A
rna-XM_057798850.1	A	rna-XM_056780902.1	A
rna-XM_057799791.1	A	rna-XM_056780696.1	A
