C_chinensis	chromosome	B_siliquastri	chromosome
anno1.g11967.t1	A	BRAKERILHT00000010187	A
anno1.g11968.t1	A	BRAKERILHT00000008634	A
anno1.g11969.t1	A	BRAKERILHT00000009937	A
anno1.g11971.t1	A	BRAKERILHT00000008978	A
anno1.g11972.t1	A	BRAKERILHT00000009515	A
anno1.g11974.t3	A	BRAKERILHT00000009965	A
anno1.g11976.t1	A	BRAKERILHT00000008589	A
anno1.g11977.t2	A	BRAKERILHT00000008974	A
anno1.g11978.t1	A	BRAKERILHT00000010323	A
anno1.g11979.t1	A	BRAKERILHT00000008710	A
anno1.g11980.t1	A	BRAKERILHT00000009709	A
anno1.g11981.t1	A	BRAKERILHT00000009566	A
anno1.g11982.t2	A	BRAKERILHT00000008505	A
anno1.g11983.t1	A	BRAKERILHT00000009520	A
anno1.g11984.t1	A	BRAKERILHT00000009879	A
anno1.g11985.t1	A	BRAKERILHT00000008804	A
anno1.g11904.t1	X	BRAKERILHT00000017644	X
anno1.g11905.t1	X	BRAKERILHT00000017272	X
anno1.g11906.t1	X	BRAKERILHT00000017025	X
anno1.g11907.t1	X	BRAKERILHT00000017946	X
anno1.g11908.t1	X	BRAKERILHT00000017463	X
anno1.g11909.t2	X	BRAKERILHT00000017998	X
anno1.g11910.t1	X	BRAKERILHT00000017357	X
anno1.g11911.t1	X	BRAKERILHT00000017631	X
anno1.g11912.t1	X	BRAKERILHT00000017808	X
anno1.g11901.t1	A	BRAKERILHT00000006552	A
anno1.g11902.t1	A	BRAKERILHT00000007287	A
anno1.g2316.t1	A	BRAKERILHT00000002090	A
anno1.g2317.t1	A	BRAKERILHT00000001296	A
anno1.g2318.t1	A	BRAKERILHT00000001710	A
anno1.g2319.t1	A	BRAKERILHT00000001112	A
anno1.g2320.t1	A	BRAKERILHT00000000787	A
anno1.g2321.t1	A	BRAKERILHT00000000194	A
anno1.g2322.t1	A	BRAKERILHT00000001976	A
anno1.g2323.t1	A	BRAKERILHT00000001481	A
anno1.g2325.t1	A	BRAKERILHT00000001033	A
anno1.g2326.t1	A	BRAKERILHT00000000444	A
anno1.g2327.t1	A	BRAKERILHT00000000199	A
anno1.g2328.t2	A	BRAKERILHT00000001472	A
anno1.g2329.t1	A	BRAKERILHT00000000699	A
anno1.g2330.t1	A	BRAKERILHT00000000992	A
anno1.g2331.t1	A	BRAKERILHT00000001295	A
anno1.g2332.t1	A	BRAKERILHT00000000529	A
anno1.g2333.t1	A	BRAKERILHT00000000806	A
anno1.g2334.t1	A	BRAKERILHT00000000555	A
anno1.g2335.t1	A	BRAKERILHT00000001156	A
anno1.g2336.t2	A	BRAKERILHT00000001783	A
anno1.g11893.t1	A	BRAKERILHT00000005632	A
anno1.g11894.t1	A	BRAKERILHT00000004647	A
anno1.g11895.t1	A	BRAKERILHT00000005635	A
anno1.g11886.t1	A	BRAKERILHT00000012057	A
anno1.g11887.t1	A	BRAKERILHT00000012154	A
anno1.g11889.t1	A	BRAKERILHT00000017261	X
anno1.g11891.t1	A	BRAKERILHT00000011751	A
anno1.g11892.t1	A	BRAKERILHT00000011324	A
anno1.g11881.t1	A	BRAKERILHT00000001590	A
anno1.g11882.t1	A	BRAKERILHT00000000909	A
anno1.g11883.t1	A	BRAKERILHT00000000527	A
anno1.g11879.t1	A	BRAKERILHT00000013831	A
anno1.g11880.t1	A	BRAKERILHT00000013462	A
anno1.g2305.t1	A	BRAKERILHT00000012816	A
anno1.g2306.t1	A	BRAKERILHT00000012724	A
anno1.g11850.t2	A	BRAKERILHT00000010518	A
anno1.g11851.t1	A	BRAKERILHT00000010918	A
anno1.g11852.t1	A	BRAKERILHT00000010603	A
anno1.g11853.t1	A	BRAKERILHT00000012034	A
anno1.g11854.t2	A	BRAKERILHT00000011709	A
anno1.g11855.t1	A	BRAKERILHT00000011173	A
anno1.g11856.t1	A	BRAKERILHT00000012059	A
anno1.g11857.t1	A	BRAKERILHT00000011598	A
anno1.g11858.t1	A	BRAKERILHT00000011011	A
anno1.g11859.t2	A	BRAKERILHT00000010733	A
anno1.g11860.t1	A	BRAKERILHT00000011138	A
anno1.g11861.t1	A	BRAKERILHT00000012058	A
anno1.g11862.t1	A	BRAKERILHT00000011265	A
anno1.g11864.t1	A	BRAKERILHT00000011268	A
anno1.g11865.t1	A	BRAKERILHT00000012047	A
anno1.g11866.t1	A	BRAKERILHT00000010800	A
anno1.g11868.t1	A	BRAKERILHT00000012035	A
anno1.g11869.t1	A	BRAKERILHT00000011612	A
anno1.g11871.t1	A	BRAKERILHT00000010858	A
anno1.g11872.t1	A	BRAKERILHT00000011263	A
anno1.g11873.t1	A	BRAKERILHT00000011214	A
anno1.g11874.t2	A	BRAKERILHT00000011664	A
anno1.g11833.t1	A	BRAKERILHT00000010992	A
anno1.g11834.t1	A	BRAKERILHT00000011185	A
anno1.g11835.t2	A	BRAKERILHT00000012080	A
anno1.g11836.t1	A	BRAKERILHT00000010455	A
anno1.g11837.t1	A	BRAKERILHT00000012207	A
anno1.g11839.t1	A	BRAKERILHT00000010910	A
anno1.g11840.t1	A	BRAKERILHT00000010499	A
anno1.g11842.t1	A	BRAKERILHT00000012173	A
anno1.g11843.t1	A	BRAKERILHT00000011122	A
anno1.g11844.t1	A	BRAKERILHT00000012291	A
anno1.g11846.t1	A	BRAKERILHT00000010782	A
anno1.g11849.t1	A	BRAKERILHT00000011486	A
anno1.g11831.t1	A	BRAKERILHT00000002719	A
anno1.g11832.t1	A	BRAKERILHT00000003832	A
anno1.g11824.t1	A	BRAKERILHT00000014020	A
anno1.g11825.t1	A	BRAKERILHT00000012414	A
anno1.g11826.t1	A	BRAKERILHT00000013634	A
anno1.g11828.t1	A	BRAKERILHT00000013256	A
anno1.g11829.t1	A	BRAKERILHT00000013159	A
anno1.g2248.t1	A	BRAKERILHT00000012293	A
anno1.g2249.t1	A	BRAKERILHT00000010610	A
anno1.g2251.t1	A	BRAKERILHT00000010871	A
anno1.g2252.t1	A	BRAKERILHT00000012266	A
anno1.g2254.t1	A	BRAKERILHT00000011522	A
anno1.g2255.t1	A	BRAKERILHT00000012219	A
anno1.g2256.t1	A	BRAKERILHT00000011641	A
anno1.g2257.t1	A	BRAKERILHT00000011191	A
anno1.g2258.t1	A	BRAKERILHT00000011028	A
anno1.g2259.t1	A	BRAKERILHT00000010607	A
anno1.g2260.t1	A	BRAKERILHT00000011894	A
anno1.g2262.t1	A	BRAKERILHT00000011440	A
anno1.g2263.t2	A	BRAKERILHT00000010471	A
anno1.g2264.t2	A	BRAKERILHT00000011973	A
anno1.g2265.t1	A	BRAKERILHT00000011261	A
anno1.g2266.t1	A	BRAKERILHT00000011230	A
anno1.g2267.t1	A	BRAKERILHT00000011527	A
anno1.g2268.t1	A	BRAKERILHT00000012067	A
anno1.g2270.t2	A	BRAKERILHT00000011238	A
anno1.g2271.t1	A	BRAKERILHT00000010658	A
anno1.g2272.t2	A	BRAKERILHT00000011467	A
anno1.g2273.t1	A	BRAKERILHT00000011274	A
anno1.g2274.t1	A	BRAKERILHT00000010849	A
anno1.g2275.t1	A	BRAKERILHT00000011803	A
anno1.g2277.t1	A	BRAKERILHT00000011254	A
anno1.g2278.t1	A	BRAKERILHT00000010742	A
anno1.g2280.t1	A	BRAKERILHT00000012017	A
anno1.g2281.t1	A	BRAKERILHT00000011013	A
anno1.g2282.t1	A	BRAKERILHT00000011396	A
anno1.g2283.t1	A	BRAKERILHT00000011988	A
anno1.g2284.t1	A	BRAKERILHT00000010616	A
anno1.g2285.t1	A	BRAKERILHT00000011126	A
anno1.g2286.t2	A	BRAKERILHT00000012145	A
anno1.g2287.t2	A	BRAKERILHT00000011643	A
anno1.g2289.t1	A	BRAKERILHT00000011470	A
anno1.g2290.t1	A	BRAKERILHT00000012090	A
anno1.g2291.t1	A	BRAKERILHT00000010620	A
anno1.g2292.t1	A	BRAKERILHT00000012151	A
anno1.g2293.t1	A	BRAKERILHT00000010870	A
anno1.g2294.t1	A	BRAKERILHT00000012032	A
anno1.g2295.t1	A	BRAKERILHT00000010737	A
anno1.g2296.t1	A	BRAKERILHT00000011141	A
anno1.g2297.t1	A	BRAKERILHT00000011752	A
anno1.g2298.t1	A	BRAKERILHT00000012102	A
anno1.g2299.t1	A	BRAKERILHT00000011269	A
anno1.g2300.t1	A	BRAKERILHT00000017942	X
anno1.g2301.t1	A	BRAKERILHT00000017355	X
anno1.g2302.t1	A	BRAKERILHT00000017663	X
anno1.g2303.t1	A	BRAKERILHT00000017982	X
anno1.g2304.t2	A	BRAKERILHT00000017692	X
anno1.g2227.t2	A	BRAKERILHT00000004550	A
anno1.g2228.t1	A	BRAKERILHT00000006118	A
anno1.g2229.t1	A	BRAKERILHT00000004818	A
anno1.g2230.t1	A	BRAKERILHT00000004957	A
anno1.g2231.t1	A	BRAKERILHT00000005671	A
anno1.g2232.t1	A	BRAKERILHT00000005012	A
anno1.g2233.t1	A	BRAKERILHT00000005446	A
anno1.g2234.t1	A	BRAKERILHT00000005881	A
anno1.g2235.t1	A	BRAKERILHT00000006430	A
anno1.g2236.t2	A	BRAKERILHT00000004719	A
anno1.g2237.t1	A	BRAKERILHT00000004956	A
anno1.g2239.t1	A	BRAKERILHT00000005292	A
anno1.g2241.t1	A	BRAKERILHT00000004619	A
anno1.g2242.t1	A	BRAKERILHT00000005190	A
anno1.g2243.t1	A	BRAKERILHT00000005078	A
anno1.g2244.t1	A	BRAKERILHT00000005661	A
anno1.g2245.t1	A	BRAKERILHT00000005383	A
anno1.g2246.t1	A	BRAKERILHT00000004839	A
anno1.g11819.t1	A	BRAKERILHT00000005788	A
anno1.g11820.t1	A	BRAKERILHT00000008586	A
anno1.g11821.t1	A	BRAKERILHT00000009356	A
anno1.g11812.t1	X	BRAKERILHT00000017384	X
anno1.g11813.t2	X	BRAKERILHT00000017905	X
anno1.g11815.t1	X	BRAKERILHT00000017101	X
anno1.g11816.t1	X	BRAKERILHT00000017277	X
anno1.g11817.t1	X	BRAKERILHT00000017628	X
anno1.g11818.t1	X	BRAKERILHT00000017259	X
anno1.g11806.t1	A	BRAKERILHT00000013204	A
anno1.g11807.t1	A	BRAKERILHT00000012720	A
anno1.g11808.t2	A	BRAKERILHT00000013904	A
anno1.g11809.t1	A	BRAKERILHT00000013669	A
anno1.g11811.t1	A	BRAKERILHT00000016383	A
anno1.g11711.t1	A	BRAKERILHT00000010171	A
anno1.g11714.t1	A	BRAKERILHT00000009827	A
anno1.g11715.t2	A	BRAKERILHT00000009411	A
anno1.g11717.t1	A	BRAKERILHT00000009409	A
anno1.g11718.t1	A	BRAKERILHT00000009444	A
anno1.g11719.t1	A	BRAKERILHT00000009755	A
anno1.g11720.t1	A	BRAKERILHT00000008630	A
anno1.g11721.t1	A	BRAKERILHT00000010257	A
anno1.g11722.t1	A	BRAKERILHT00000008727	A
anno1.g11723.t1	A	BRAKERILHT00000008508	A
anno1.g11725.t1	A	BRAKERILHT00000009518	A
anno1.g11726.t1	A	BRAKERILHT00000009707	A
anno1.g11727.t1	A	BRAKERILHT00000010260	A
anno1.g11728.t1	A	BRAKERILHT00000008881	A
anno1.g11730.t1	A	BRAKERILHT00000009424	A
anno1.g11732.t1	A	BRAKERILHT00000009348	A
anno1.g11733.t1	A	BRAKERILHT00000009432	A
anno1.g11734.t1	A	BRAKERILHT00000008954	A
anno1.g11735.t1	A	BRAKERILHT00000008685	A
anno1.g11736.t1	A	BRAKERILHT00000008988	A
anno1.g11737.t1	A	BRAKERILHT00000010221	A
anno1.g11738.t1	A	BRAKERILHT00000009385	A
anno1.g11739.t1	A	BRAKERILHT00000008755	A
anno1.g11740.t1	A	BRAKERILHT00000009666	A
anno1.g11741.t1	A	BRAKERILHT00000009810	A
anno1.g11742.t1	A	BRAKERILHT00000009033	A
anno1.g11744.t1	A	BRAKERILHT00000010294	A
anno1.g11745.t1	A	BRAKERILHT00000010352	A
anno1.g11746.t1	A	BRAKERILHT00000009002	A
anno1.g11747.t1	A	BRAKERILHT00000009769	A
anno1.g11748.t2	A	BRAKERILHT00000009089	A
anno1.g11749.t1	A	BRAKERILHT00000008862	A
anno1.g11750.t1	A	BRAKERILHT00000008657	A
anno1.g11751.t1	A	BRAKERILHT00000010037	A
anno1.g11752.t2	A	BRAKERILHT00000009470	A
anno1.g11753.t1	A	BRAKERILHT00000009381	A
anno1.g11754.t1	A	BRAKERILHT00000008852	A
anno1.g11755.t1	A	BRAKERILHT00000010233	A
anno1.g11756.t1	A	BRAKERILHT00000009701	A
anno1.g11757.t1	A	BRAKERILHT00000008668	A
anno1.g11758.t1	A	BRAKERILHT00000009704	A
anno1.g11759.t1	A	BRAKERILHT00000009945	A
anno1.g11760.t1	A	BRAKERILHT00000009533	A
anno1.g11762.t2	A	BRAKERILHT00000009091	A
anno1.g11763.t1	A	BRAKERILHT00000009695	A
anno1.g11764.t1	A	BRAKERILHT00000008650	A
anno1.g11766.t1	A	BRAKERILHT00000010238	A
anno1.g11767.t1	A	BRAKERILHT00000009076	A
anno1.g11768.t1	A	BRAKERILHT00000009646	A
anno1.g11769.t1	A	BRAKERILHT00000009902	A
anno1.g11770.t1	A	BRAKERILHT00000010029	A
anno1.g11771.t1	A	BRAKERILHT00000008518	A
anno1.g11772.t1	A	BRAKERILHT00000009161	A
anno1.g11773.t1	A	BRAKERILHT00000008513	A
anno1.g11774.t1	A	BRAKERILHT00000008967	A
anno1.g11775.t1	A	BRAKERILHT00000009503	A
anno1.g11776.t1	A	BRAKERILHT00000008963	A
anno1.g11777.t1	A	BRAKERILHT00000008674	A
anno1.g11778.t1	A	BRAKERILHT00000009147	A
anno1.g11779.t1	A	BRAKERILHT00000008878	A
anno1.g11780.t1	A	BRAKERILHT00000009516	A
anno1.g11781.t1	A	BRAKERILHT00000010378	A
anno1.g11782.t1	A	BRAKERILHT00000008517	A
anno1.g11783.t1	A	BRAKERILHT00000010173	A
anno1.g11785.t1	A	BRAKERILHT00000007804	A
anno1.g11787.t1	A	BRAKERILHT00000010373	A
anno1.g11788.t2	A	BRAKERILHT00000008561	A
anno1.g11789.t2	A	BRAKERILHT00000010019	A
anno1.g11790.t1	A	BRAKERILHT00000010203	A
anno1.g11791.t1	A	BRAKERILHT00000010337	A
anno1.g11792.t1	A	BRAKERILHT00000008844	A
anno1.g11793.t2	A	BRAKERILHT00000010394	A
anno1.g11794.t1	A	BRAKERILHT00000009620	A
anno1.g11795.t1	A	BRAKERILHT00000009239	A
anno1.g11796.t1	A	BRAKERILHT00000010111	A
anno1.g11797.t1	A	BRAKERILHT00000009564	A
anno1.g11800.t1	A	BRAKERILHT00000010382	A
anno1.g11801.t1	A	BRAKERILHT00000008567	A
anno1.g11706.t1	A	BRAKERILHT00000012023	A
anno1.g11708.t1	A	BRAKERILHT00000011137	A
anno1.g11704.t1	A	BRAKERILHT00000006015	A
anno1.g11705.t2	A	BRAKERILHT00000005578	A
anno1.g11690.t1	A	BRAKERILHT00000006046	A
anno1.g11692.t1	A	BRAKERILHT00000004481	A
anno1.g11696.t2	A	BRAKERILHT00000005882	A
anno1.g11697.t1	A	BRAKERILHT00000004814	A
anno1.g11698.t2	A	BRAKERILHT00000005369	A
anno1.g11687.t1	A	BRAKERILHT00000013209	A
anno1.g2182.t1	A	BRAKERILHT00000004698	A
anno1.g2183.t1	A	BRAKERILHT00000005135	A
anno1.g2184.t1	A	BRAKERILHT00000005268	A
anno1.g2185.t1	A	BRAKERILHT00000005747	A
anno1.g2186.t1	A	BRAKERILHT00000004858	A
anno1.g2188.t2	A	BRAKERILHT00000006440	A
anno1.g2189.t1	A	BRAKERILHT00000006091	A
anno1.g2190.t1	A	BRAKERILHT00000004635	A
anno1.g2191.t2	A	BRAKERILHT00000005181	A
anno1.g2192.t1	A	BRAKERILHT00000005676	A
anno1.g2193.t1	A	BRAKERILHT00000005993	A
anno1.g2194.t1	A	BRAKERILHT00000004529	A
anno1.g2195.t1	A	BRAKERILHT00000005318	A
anno1.g2196.t1	A	BRAKERILHT00000005709	A
anno1.g2197.t1	A	BRAKERILHT00000006281	A
anno1.g2198.t1	A	BRAKERILHT00000005229	A
anno1.g2200.t1	A	BRAKERILHT00000004791	A
anno1.g2201.t2	A	BRAKERILHT00000005864	A
anno1.g2202.t1	A	BRAKERILHT00000005653	A
anno1.g2203.t1	A	BRAKERILHT00000004585	A
anno1.g2204.t1	A	BRAKERILHT00000005136	A
anno1.g2205.t1	A	BRAKERILHT00000005698	A
anno1.g2206.t1	A	BRAKERILHT00000005879	A
anno1.g2207.t1	A	BRAKERILHT00000017295	X
anno1.g2208.t1	A	BRAKERILHT00000005058	A
anno1.g2209.t1	A	BRAKERILHT00000006386	A
anno1.g2210.t1	A	BRAKERILHT00000005845	A
anno1.g2211.t1	A	BRAKERILHT00000005259	A
anno1.g2212.t1	A	BRAKERILHT00000004692	A
anno1.g2213.t1	A	BRAKERILHT00000004582	A
anno1.g2214.t1	A	BRAKERILHT00000005821	A
anno1.g2215.t1	A	BRAKERILHT00000005501	A
anno1.g2216.t1	A	BRAKERILHT00000005162	A
anno1.g2217.t1	A	BRAKERILHT00000004551	A
anno1.g2219.t1	A	BRAKERILHT00000005358	A
anno1.g2220.t1	A	BRAKERILHT00000005932	A
anno1.g2222.t1	A	BRAKERILHT00000005998	A
anno1.g11678.t1	A	BRAKERILHT00000010883	A
anno1.g11680.t1	A	BRAKERILHT00000010615	A
anno1.g11682.t1	A	BRAKERILHT00000011103	A
anno1.g11684.t1	A	BRAKERILHT00000010665	A
anno1.g11677.t1	A	BRAKERILHT00000010549	A
anno1.g11663.t1	A	BRAKERILHT00000011653	A
anno1.g11664.t1	A	BRAKERILHT00000016748	A
anno1.g11665.t1	A	BRAKERILHT00000011931	A
anno1.g11668.t1	A	BRAKERILHT00000011376	A
anno1.g11670.t1	A	BRAKERILHT00000012171	A
anno1.g11672.t1	A	BRAKERILHT00000011394	A
anno1.g2171.t1	A	BRAKERILHT00000017707	X
anno1.g2172.t1	A	BRAKERILHT00000017267	X
anno1.g2173.t2	A	BRAKERILHT00000017023	X
anno1.g11596.t1	A	BRAKERILHT00000013930	A
anno1.g11597.t1	A	BRAKERILHT00000012635	A
anno1.g11598.t2	A	BRAKERILHT00000012988	A
anno1.g11599.t1	A	BRAKERILHT00000013841	A
anno1.g11600.t1	A	BRAKERILHT00000013363	A
anno1.g11602.t1	A	BRAKERILHT00000012839	A
anno1.g11603.t1	A	BRAKERILHT00000012439	A
anno1.g11604.t1	A	BRAKERILHT00000013878	A
anno1.g11605.t1	A	BRAKERILHT00000013513	A
anno1.g11606.t1	A	BRAKERILHT00000012472	A
anno1.g11608.t2	A	BRAKERILHT00000013046	A
anno1.g11609.t1	A	BRAKERILHT00000012548	A
anno1.g11611.t1	A	BRAKERILHT00000013275	A
anno1.g11612.t1	A	BRAKERILHT00000013128	A
anno1.g11613.t1	A	BRAKERILHT00000013605	A
anno1.g11614.t1	A	BRAKERILHT00000012398	A
anno1.g11615.t1	A	BRAKERILHT00000013562	A
anno1.g11616.t1	A	BRAKERILHT00000012827	A
anno1.g11617.t1	A	BRAKERILHT00000013964	A
anno1.g11618.t1	A	BRAKERILHT00000013382	A
anno1.g11619.t1	A	BRAKERILHT00000012653	A
anno1.g11620.t1	A	BRAKERILHT00000012805	A
anno1.g11623.t1	A	BRAKERILHT00000013965	A
anno1.g11624.t1	A	BRAKERILHT00000013047	A
anno1.g11625.t1	A	BRAKERILHT00000013606	A
anno1.g11626.t1	A	BRAKERILHT00000012654	A
anno1.g11627.t1	A	BRAKERILHT00000013025	A
anno1.g11628.t1	A	BRAKERILHT00000013591	A
anno1.g11629.t1	A	BRAKERILHT00000012506	A
anno1.g11630.t1	A	BRAKERILHT00000012906	A
anno1.g11631.t1	A	BRAKERILHT00000013183	A
anno1.g11632.t1	A	BRAKERILHT00000012698	A
anno1.g11633.t1	A	BRAKERILHT00000013913	A
anno1.g11634.t1	A	BRAKERILHT00000013443	A
anno1.g11635.t1	A	BRAKERILHT00000012949	A
anno1.g11636.t1	A	BRAKERILHT00000013334	A
anno1.g11638.t1	A	BRAKERILHT00000012856	A
anno1.g11639.t1	A	BRAKERILHT00000012355	A
anno1.g11640.t1	A	BRAKERILHT00000013792	A
anno1.g11644.t1	A	BRAKERILHT00000013926	A
anno1.g11646.t2	A	BRAKERILHT00000012565	A
anno1.g11647.t1	A	BRAKERILHT00000013055	A
anno1.g11648.t1	A	BRAKERILHT00000013531	A
anno1.g11650.t1	A	BRAKERILHT00000014008	A
anno1.g11651.t1	A	BRAKERILHT00000012894	A
anno1.g11652.t1	A	BRAKERILHT00000013356	A
anno1.g11653.t1	A	BRAKERILHT00000012627	A
anno1.g11654.t1	A	BRAKERILHT00000013056	A
anno1.g11655.t2	A	BRAKERILHT00000013179	A
anno1.g11656.t1	A	BRAKERILHT00000012691	A
anno1.g11657.t1	A	BRAKERILHT00000013906	A
anno1.g11658.t1	A	BRAKERILHT00000012985	A
anno1.g11659.t1	A	BRAKERILHT00000012487	A
anno1.g11662.t2	A	BRAKERILHT00000013254	A
anno1.g11592.t1	A	BRAKERILHT00000012976	A
anno1.g11578.t1	A	BRAKERILHT00000010247	A
anno1.g11579.t1	A	BRAKERILHT00000009908	A
anno1.g11582.t2	A	BRAKERILHT00000010321	A
anno1.g11584.t1	A	BRAKERILHT00000008851	A
anno1.g11585.t1	A	BRAKERILHT00000008730	A
anno1.g11586.t1	A	BRAKERILHT00000009639	A
anno1.g11587.t2	A	BRAKERILHT00000008588	A
anno1.g11588.t1	A	BRAKERILHT00000009338	A
anno1.g11589.t1	A	BRAKERILHT00000009765	A
anno1.g11590.t1	A	BRAKERILHT00000009653	A
anno1.g11591.t2	A	BRAKERILHT00000009973	A
anno1.g11571.t1	A	BRAKERILHT00000008104	A
anno1.g11572.t1	A	BRAKERILHT00000007483	A
anno1.g11574.t1	A	BRAKERILHT00000006633	A
anno1.g11575.t1	A	BRAKERILHT00000008039	A
anno1.g11576.t1	A	BRAKERILHT00000007497	A
anno1.g11566.t1	A	BRAKERILHT00000008305	A
anno1.g11567.t1	A	BRAKERILHT00000014926	A
anno1.g11568.t1	A	BRAKERILHT00000015444	A
anno1.g11569.t1	A	BRAKERILHT00000014271	A
anno1.g11570.t1	A	BRAKERILHT00000017516	X
anno1.g11563.t1	A	BRAKERILHT00000007220	A
anno1.g11558.t2	A	BRAKERILHT00000005039	A
anno1.g11560.t1	A	BRAKERILHT00000006207	A
anno1.g11561.t1	A	BRAKERILHT00000004630	A
anno1.g11562.t1	A	BRAKERILHT00000006150	A
anno1.g11551.t1	A	BRAKERILHT00000004637	A
anno1.g11552.t1	A	BRAKERILHT00000004974	A
anno1.g11555.t1	A	BRAKERILHT00000004852	A
anno1.g11520.t1	A	BRAKERILHT00000006140	A
anno1.g11521.t1	A	BRAKERILHT00000005460	A
anno1.g11522.t1	A	BRAKERILHT00000005017	A
anno1.g11523.t1	A	BRAKERILHT00000004717	A
anno1.g11526.t1	A	BRAKERILHT00000006292	A
anno1.g11527.t1	A	BRAKERILHT00000005159	A
anno1.g11528.t2	A	BRAKERILHT00000004464	A
anno1.g11529.t1	A	BRAKERILHT00000006319	A
anno1.g11531.t1	A	BRAKERILHT00000005886	A
anno1.g11532.t1	A	BRAKERILHT00000004730	A
anno1.g11537.t1	A	BRAKERILHT00000005604	A
anno1.g11539.t1	A	BRAKERILHT00000006478	A
anno1.g11540.t2	A	BRAKERILHT00000004935	A
anno1.g11541.t1	A	BRAKERILHT00000006415	A
anno1.g11542.t2	A	BRAKERILHT00000005713	A
anno1.g11546.t1	A	BRAKERILHT00000005607	A
anno1.g11548.t1	A	BRAKERILHT00000013779	A
anno1.g11549.t1	A	BRAKERILHT00000005585	A
anno1.g11550.t1	A	BRAKERILHT00000005416	A
anno1.g2168.t1	A	BRAKERILHT00000017108	X
anno1.g11509.t1	A	BRAKERILHT00000001573	A
anno1.g11510.t1	A	BRAKERILHT00000001971	A
anno1.g11511.t1	A	BRAKERILHT00000000071	A
anno1.g11512.t1	A	BRAKERILHT00000001670	A
anno1.g11513.t1	A	BRAKERILHT00000000623	A
anno1.g11514.t1	A	BRAKERILHT00000000106	A
anno1.g11515.t1	A	BRAKERILHT00000001058	A
anno1.g11516.t1	A	BRAKERILHT00000001529	A
anno1.g11517.t1	A	BRAKERILHT00000002017	A
anno1.g11503.t1	A	BRAKERILHT00000010956	A
anno1.g11504.t3	A	BRAKERILHT00000001246	A
anno1.g11505.t1	A	BRAKERILHT00000000259	A
anno1.g11507.t1	A	BRAKERILHT00000001663	A
anno1.g2153.t1	A	BRAKERILHT00000009308	A
anno1.g2154.t2	A	BRAKERILHT00000008902	A
anno1.g2155.t1	A	BRAKERILHT00000009949	A
anno1.g2156.t1	A	BRAKERILHT00000017507	X
anno1.g2157.t2	A	BRAKERILHT00000009513	A
anno1.g2158.t1	A	BRAKERILHT00000008662	A
anno1.g2159.t1	A	BRAKERILHT00000008893	A
anno1.g2160.t1	A	BRAKERILHT00000009413	A
anno1.g2161.t1	A	BRAKERILHT00000009231	A
anno1.g2163.t1	A	BRAKERILHT00000009792	A
anno1.g2164.t1	A	BRAKERILHT00000009142	A
anno1.g2165.t1	A	BRAKERILHT00000008962	A
anno1.g2167.t1	A	BRAKERILHT00000012224	A
anno1.g11498.t1	A	BRAKERILHT00000004135	A
anno1.g11497.t1	A	BRAKERILHT00000016721	A
anno1.g11496.t1	A	BRAKERILHT00000016700	A
anno1.g11492.t1	A	BRAKERILHT00000000094	A
anno1.g11480.t1	A	BRAKERILHT00000016712	A
anno1.g11481.t1	A	BRAKERILHT00000015808	A
anno1.g11482.t3	A	BRAKERILHT00000016245	A
anno1.g11483.t1	A	BRAKERILHT00000015737	A
anno1.g11484.t1	A	BRAKERILHT00000016345	A
anno1.g11485.t2	A	BRAKERILHT00000015741	A
anno1.g11486.t1	A	BRAKERILHT00000015918	A
anno1.g11488.t4	A	BRAKERILHT00000016677	A
anno1.g11489.t1	A	BRAKERILHT00000016566	A
anno1.g11490.t1	A	BRAKERILHT00000016065	A
anno1.g11491.t3	A	BRAKERILHT00000015877	A
anno1.g2144.t1	A	BRAKERILHT00000007210	A
anno1.g11451.t3	A	BRAKERILHT00000003973	A
anno1.g11452.t2	A	BRAKERILHT00000003345	A
anno1.g11453.t1	A	BRAKERILHT00000002992	A
anno1.g11454.t1	A	BRAKERILHT00000004072	A
anno1.g11455.t1	A	BRAKERILHT00000002606	A
anno1.g11462.t2	A	BRAKERILHT00000002815	A
anno1.g11463.t1	A	BRAKERILHT00000003378	A
anno1.g11464.t1	A	BRAKERILHT00000004085	A
anno1.g11465.t1	A	BRAKERILHT00000004406	A
anno1.g11466.t1	A	BRAKERILHT00000002770	A
anno1.g11467.t7	A	BRAKERILHT00000003858	A
anno1.g11468.t1	A	BRAKERILHT00000002232	A
anno1.g11469.t1	A	BRAKERILHT00000002554	A
anno1.g11470.t1	A	BRAKERILHT00000003244	A
anno1.g11471.t1	A	BRAKERILHT00000004035	A
anno1.g11472.t1	A	BRAKERILHT00000002392	A
anno1.g11474.t1	A	BRAKERILHT00000002741	A
anno1.g11475.t1	A	BRAKERILHT00000003056	A
anno1.g11476.t1	A	BRAKERILHT00000003691	A
anno1.g11477.t1	A	BRAKERILHT00000003537	A
anno1.g11449.t1	A	BRAKERILHT00000004209	A
anno1.g11443.t1	A	BRAKERILHT00000000977	A
anno1.g11445.t1	A	BRAKERILHT00000001711	A
anno1.g11446.t1	A	BRAKERILHT00000001398	A
anno1.g11447.t1	A	BRAKERILHT00000003308	A
anno1.g2104.t1	A	BRAKERILHT00000014351	A
anno1.g2105.t1	A	BRAKERILHT00000015525	A
anno1.g2106.t1	A	BRAKERILHT00000014929	A
anno1.g2107.t2	A	BRAKERILHT00000014474	A
