A_obtectus	chromosome	D_carinulata	chromosome
anno1.g4875.t2	A	rna-XM_057805518.1	A
anno1.g4876.t1	A	rna-XM_057805378.1	A
anno1.g4879.t1	A	rna-XM_057805382.1	A
anno1.g4880.t1	A	rna-XM_057812168.1	A
anno1.g4881.t1	A	rna-XM_057811343.1	A
anno1.g4882.t1	A	rna-XM_057811537.1	A
anno1.g4884.t1	A	rna-XM_057798433.1	A
anno1.g4885.t1	A	rna-XM_057811701.1	A
anno1.g4886.t1	A	rna-XM_057803003.1	A
anno1.g4887.t1	A	rna-XM_057802997.1	A
anno1.g4888.t1	A	rna-XM_057808908.1	A
anno1.g4889.t1	A	rna-XM_057796873.1	A
anno1.g4890.t1	A	rna-XM_057796867.1	A
anno1.g4891.t1	A	rna-XM_057796872.1	A
anno1.g4892.t1	A	rna-XM_057800034.1	A
anno1.g4893.t1	A	rna-XM_057811658.1	A
anno1.g4896.t1	A	rna-XM_057812932.1	A
anno1.g4902.t2	A	rna-XM_057796961.1	A
anno1.g4903.t1	A	rna-XM_057795639.1	A
anno1.g4904.t2	A	rna-XM_057795390.1	A
anno1.g4906.t1	A	rna-XM_057816686.1	A
anno1.g4907.t1	A	rna-XM_057815150.1	A
anno1.g4908.t1	A	rna-XM_057816893.1	A
anno1.g4909.t1	A	rna-XM_057816904.1	A
anno1.g4910.t1	A	rna-XM_057816900.1	A
anno1.g4911.t1	A	rna-XM_057795116.1	A
anno1.g4912.t1	A	rna-XM_057798713.1	A
anno1.g4913.t1	A	rna-XM_057798714.1	A
anno1.g4914.t1	A	rna-XM_057799939.1	A
anno1.g4915.t1	A	rna-XM_057813875.1	A
anno1.g4916.t1	A	rna-XM_057795507.1	A
anno1.g4917.t1	A	rna-XM_057800913.1	A
anno1.g4918.t1	A	rna-XM_057797634.1	A
anno1.g4919.t2	A	rna-XM_057798706.1	A
anno1.g4921.t1	A	rna-XM_057799057.1	A
anno1.g4922.t1	A	rna-XM_057799054.1	A
anno1.g4924.t1	A	rna-XM_057797922.1	A
anno1.g4925.t1	A	rna-XM_057797921.1	A
anno1.g4926.t1	A	rna-XM_057797920.1	A
anno1.g4927.t1	A	rna-XM_057797919.1	A
anno1.g4930.t1	A	rna-XM_057811752.1	A
anno1.g4931.t1	A	rna-XM_057798460.1	A
anno1.g4932.t1	A	rna-XM_057798451.1	A
anno1.g4933.t1	A	rna-XM_057798298.1	A
anno1.g4938.t1	A	rna-XM_057802335.1	A
anno1.g4939.t1	A	rna-XM_057802210.1	A
anno1.g4940.t1	A	rna-XM_057802226.1	A
anno1.g4941.t1	A	rna-XM_057802348.1	A
anno1.g4942.t1	A	rna-XM_057800190.1	A
anno1.g4943.t1	A	rna-XM_057800189.1	A
anno1.g4946.t1	A	rna-XM_057800956.1	A
anno1.g4947.t1	A	rna-XM_057798045.1	A
anno1.g4948.t1	A	rna-XM_057811402.1	A
anno1.g4951.t1	A	rna-XM_057806716.1	A
anno1.g4952.t1	A	rna-XM_057806701.1	A
anno1.g4956.t1	A	rna-XM_057805533.1	A
anno1.g4957.t1	A	rna-XM_057805536.1	A
anno1.g4965.t1	A	rna-XM_057811553.1	A
anno1.g4968.t1	A	rna-XM_057803002.1	A
anno1.g4969.t3	A	rna-XM_057802139.1	A
anno1.g4970.t2	A	rna-XM_057802135.1	A
anno1.g4975.t1	A	rna-XM_057810284.1	A
anno1.g4977.t1	A	rna-XM_057810314.1	A
anno1.g4978.t1	A	rna-XM_057812210.1	X
anno1.g4981.t1	A	rna-XM_057795908.1	X
anno1.g4983.t1	A	rna-XM_057795708.1	X
anno1.g4985.t1	A	rna-XM_057806570.1	A
anno1.g4987.t1	A	rna-XM_057810729.1	A
anno1.g4989.t1	A	rna-XM_057810738.1	A
anno1.g4991.t1	A	rna-XM_057816209.1	A
anno1.g4994.t1	A	rna-XM_057816660.1	A
anno1.g4996.t1	A	rna-XM_057795117.1	A
anno1.g4997.t1	A	rna-XM_057795119.1	A
anno1.g5000.t1	A	rna-XM_057795178.1	A
anno1.g5003.t1	A	rna-XM_057799439.1	A
anno1.g5004.t3	A	rna-XM_057799441.1	A
anno1.g5005.t1	A	rna-XM_057799432.1	A
anno1.g5006.t1	A	rna-XM_057799433.1	A
anno1.g5007.t1	A	rna-XM_057798457.1	A
anno1.g5008.t1	A	rna-XM_057798449.1	A
anno1.g5009.t1	A	rna-XM_057800607.1	A
anno1.g5010.t1	A	rna-XM_057800660.1	A
anno1.g5014.t1	A	rna-XM_057800026.1	A
anno1.g5015.t2	A	rna-XM_057800027.1	A
anno1.g5018.t2	A	rna-XM_057801204.1	A
anno1.g5019.t1	A	rna-XM_057801199.1	A
anno1.g5021.t1	A	rna-XM_057798627.1	A
anno1.g5022.t1	A	rna-XM_057810898.1	A
anno1.g5023.t1	A	rna-XM_057808763.1	X
anno1.g5031.t1	A	rna-XM_057802033.1	X
anno1.g5032.t1	A	rna-XM_057798798.1	A
anno1.g5033.t1	A	rna-XM_057801210.1	A
anno1.g5034.t2	A	rna-XM_057801208.1	A
anno1.g5038.t1	A	rna-XM_057795127.1	A
anno1.g5040.t1	A	rna-XM_057815149.1	A
anno1.g5041.t1	A	rna-XM_057816902.1	A
anno1.g5044.t1	A	rna-XM_057815948.1	A
anno1.g5045.t1	A	rna-XM_057816937.1	A
anno1.g5047.t1	A	rna-XM_057816907.1	A
anno1.g5048.t1	A	rna-XM_057816814.1	A
anno1.g5049.t1	A	rna-XM_057816108.1	A
anno1.g5050.t1	A	rna-XM_057815764.1	A
anno1.g5051.t2	A	rna-XM_057810739.1	A
anno1.g5052.t2	A	rna-XM_057808583.1	A
anno1.g5053.t1	A	rna-XM_057808584.1	A
anno1.g5054.t1	A	rna-XM_057808586.1	A
anno1.g5055.t1	A	rna-XM_057800310.1	A
anno1.g5056.t1	A	rna-XM_057815247.1	A
anno1.g5057.t2	A	rna-XM_057815251.1	A
anno1.g5058.t1	A	rna-XM_057801631.1	A
anno1.g5059.t1	A	rna-XM_057801630.1	A
anno1.g5060.t1	A	rna-XM_057798208.1	A
anno1.g5062.t1	A	rna-XM_057803490.1	A
anno1.g5064.t1	A	rna-XM_057801786.1	A
anno1.g5065.t3	A	rna-XM_057798333.1	A
anno1.g5066.t2	A	rna-XM_057797736.1	A
anno1.g5067.t1	A	rna-XM_057803479.1	A
anno1.g5068.t1	A	rna-XM_057815296.1	Y
anno1.g5069.t2	A	rna-XM_057803477.1	A
anno1.g5070.t1	A	rna-XM_057807948.1	A
anno1.g5072.t1	A	rna-XM_057807920.1	A
anno1.g5073.t1	A	rna-XM_057808118.1	A
anno1.g5074.t1	A	rna-XM_057808217.1	A
anno1.g5076.t1	A	rna-XM_057813501.1	A
anno1.g5079.t1	A	rna-XM_057800733.1	A
anno1.g5080.t1	A	rna-XM_057808221.1	A
anno1.g5082.t2	A	rna-XM_057808213.1	A
anno1.g5083.t2	A	rna-XM_057807960.1	A
anno1.g5084.t1	A	rna-XM_057801883.1	A
anno1.g5086.t1	A	rna-XM_057803843.1	A
anno1.g5087.t1	A	rna-XM_057802277.1	A
anno1.g5088.t1	A	rna-XM_057814887.1	A
anno1.g5089.t2	A	rna-XM_057808216.1	A
anno1.g5099.t1	A	rna-XM_057801654.1	A
anno1.g5100.t1	A	rna-XM_057814042.1	A
anno1.g5102.t1	A	rna-XM_057812053.1	A
anno1.g5112.t2	A	rna-XM_057803033.1	A
anno1.g5117.t1	A	rna-XM_057807386.1	A
anno1.g5118.t1	A	rna-XM_057807394.1	A
anno1.g5127.t1	A	rna-XM_057803027.1	A
anno1.g5128.t1	A	rna-XM_057798332.1	A
anno1.g5130.t1	A	rna-XM_057812913.1	A
anno1.g5132.t2	A	rna-XM_057802437.1	A
anno1.g5146.t1	A	rna-XM_057810809.1	A
anno1.g5150.t1	A	rna-XM_057816803.1	A
anno1.g5159.t1	A	rna-XM_057815415.1	A
anno1.g5163.t1	A	rna-XM_057815907.1	A
anno1.g5165.t2	A	rna-XM_057799479.1	A
anno1.g5167.t2	A	rna-XM_057799484.1	A
anno1.g5168.t1	A	rna-XM_057799498.1	A
anno1.g5169.t1	A	rna-XM_057795843.1	A
anno1.g5170.t1	A	rna-XM_057795578.1	X
anno1.g5172.t1	A	rna-XM_057810078.1	A
anno1.g5173.t1	A	rna-XM_057816292.1	A
anno1.g5174.t1	A	rna-XM_057796585.1	X
anno1.g5179.t1	A	rna-XM_057804620.1	X
anno1.g5181.t1	A	rna-XM_057810153.1	A
anno1.g5182.t1	A	rna-XM_057810163.1	A
anno1.g5183.t1	A	rna-XM_057814743.1	A
anno1.g5184.t1	A	rna-XM_057808475.1	X
anno1.g5188.t2	A	rna-XM_057800147.1	A
anno1.g5190.t2	A	rna-XM_057803354.1	A
anno1.g5191.t1	A	rna-XM_057802497.1	A
anno1.g5192.t1	A	rna-XM_057808692.1	A
anno1.g5195.t1	A	rna-XM_057799535.1	A
anno1.g5196.t2	A	rna-XM_057799536.1	A
anno1.g5200.t2	A	rna-XM_057807656.1	A
anno1.g5201.t1	A	rna-XM_057800410.1	A
anno1.g5202.t1	A	rna-XM_057803460.1	A
anno1.g5203.t1	A	rna-XM_057803457.1	A
anno1.g5206.t1	A	rna-XM_057816516.1	X
anno1.g5221.t1	A	rna-XM_057800225.1	A
anno1.g5222.t1	A	rna-XM_057796548.1	X
anno1.g5226.t2	A	rna-XM_057815537.1	X
anno1.g5230.t2	A	rna-XM_057816637.1	X
anno1.g5234.t1	A	rna-XM_057816503.1	X
anno1.g5237.t1	A	rna-XM_057814991.1	A
anno1.g5239.t1	A	rna-XM_057814873.1	A
anno1.g5240.t1	A	rna-XM_057805921.1	A
anno1.g5241.t1	A	rna-XM_057816171.1	A
anno1.g5242.t1	A	rna-XM_057816181.1	A
anno1.g5243.t1	A	rna-XM_057795800.1	A
anno1.g5245.t1	A	rna-XM_057808035.1	X
anno1.g5246.t1	A	rna-XM_057796018.1	X
anno1.g5247.t1	A	rna-XM_057805493.1	A
anno1.g5249.t1	A	rna-XM_057795691.1	A
anno1.g5250.t1	A	rna-XM_057796750.1	A
anno1.g5251.t1	A	rna-XM_057798094.1	A
anno1.g5256.t1	A	rna-XM_057808350.1	A
anno1.g5259.t1	A	rna-XM_057807923.1	A
anno1.g5261.t2	A	rna-XM_057808525.1	A
anno1.g5264.t1	A	rna-XM_057815684.1	X
anno1.g5266.t1	A	rna-XM_057795437.1	A
anno1.g5268.t1	A	rna-XM_057801445.1	A
anno1.g5269.t1	A	rna-XM_057811424.1	X
anno1.g5272.t1	A	rna-XM_057811411.1	X
anno1.g5273.t1	A	rna-XM_057811437.1	X
anno1.g5275.t1	A	rna-XM_057806632.1	X
anno1.g5274.t3	A	rna-XM_057797185.1	X
anno1.g5276.t1	A	rna-XM_057806571.1	X
anno1.g5277.t1	A	rna-XM_057799823.1	A
anno1.g5278.t1	A	rna-XM_057798689.1	A
anno1.g5288.t1	A	rna-XM_057796571.1	X
anno1.g5289.t1	A	rna-XM_057812816.1	A
anno1.g5290.t1	A	rna-XM_057814925.1	A
anno1.g5301.t1	A	rna-XM_057809560.1	A
anno1.g5309.t1	A	rna-XM_057795547.1	A
anno1.g5310.t1	A	rna-XM_057809301.1	A
anno1.g5311.t1	A	rna-XM_057809212.1	A
anno1.g5312.t2	A	rna-XM_057809363.1	A
anno1.g5315.t1	A	rna-XM_057809836.1	A
anno1.g5317.t2	A	rna-XM_057809956.1	A
anno1.g5318.t1	A	rna-XM_057815722.1	A
anno1.g5319.t1	A	rna-XM_057816458.1	A
anno1.g5320.t1	A	rna-XM_057812393.1	A
anno1.g5324.t2	A	rna-XM_057814882.1	A
anno1.g5325.t1	A	rna-XM_057814997.1	A
anno1.g5326.t1	A	rna-XM_057812387.1	A
anno1.g5327.t2	A	rna-XM_057814886.1	A
anno1.g5330.t1	A	rna-XM_057794868.1	A
anno1.g5331.t2	A	rna-XM_057801550.1	A
anno1.g5334.t1	A	rna-XM_057795551.1	A
anno1.g5337.t3	A	rna-XM_057801549.1	A
anno1.g5339.t1	A	rna-XM_057815437.1	A
anno1.g5340.t1	A	rna-XM_057815747.1	A
anno1.g5341.t1	A	rna-XM_057815746.1	A
anno1.g5342.t1	A	rna-XM_057815790.1	A
anno1.g5343.t1	A	rna-XM_057815200.1	A
anno1.g5344.t1	A	rna-XM_057815214.1	A
anno1.g5345.t1	A	rna-XM_057815210.1	A
anno1.g5346.t1	A	rna-XM_057815856.1	A
anno1.g5347.t1	A	rna-XM_057816306.1	A
anno1.g5357.t3	A	rna-XM_057795550.1	A
anno1.g5358.t1	A	rna-XM_057795722.1	A
anno1.g5359.t1	A	rna-XM_057815485.1	A
anno1.g5360.t1	A	rna-XM_057812207.1	A
anno1.g5365.t1	A	rna-XM_057816918.1	A
anno1.g5366.t1	A	rna-XM_057815610.1	A
anno1.g5367.t1	A	rna-XM_057816919.1	A
anno1.g5368.t2	A	rna-XM_057816909.1	A
anno1.g5369.t1	A	rna-XM_057795435.1	A
anno1.g5370.t1	A	rna-XM_057814957.1	A
anno1.g5371.t1	A	rna-XM_057807272.1	A
anno1.g5372.t1	A	rna-XM_057807275.1	A
anno1.g5374.t1	A	rna-XM_057799352.1	A
anno1.g5375.t1	A	rna-XM_057799351.1	A
anno1.g5376.t2	A	rna-XM_057801043.1	A
anno1.g5377.t1	A	rna-XM_057816764.1	A
anno1.g5378.t1	A	rna-XM_057816628.1	A
anno1.g5379.t2	A	rna-XM_057816324.1	A
anno1.g5380.t1	A	rna-XM_057816325.1	A
anno1.g5381.t1	A	rna-XM_057808300.1	X
anno1.g5382.t1	A	rna-XM_057809393.1	A
anno1.g5383.t2	A	rna-XM_057809686.1	A
anno1.g5385.t1	A	rna-XM_057810703.1	A
anno1.g5386.t1	A	rna-XM_057803592.1	A
anno1.g5387.t1	A	rna-XM_057802713.1	A
anno1.g5388.t1	A	rna-XM_057810621.1	A
anno1.g5389.t1	A	rna-XM_057810849.1	A
anno1.g5390.t1	A	rna-XM_057812638.1	A
anno1.g5391.t1	A	rna-XM_057809500.1	A
anno1.g5392.t1	A	rna-XM_057804601.1	X
anno1.g5393.t1	A	rna-XM_057804572.1	X
anno1.g5394.t1	A	rna-XM_057804764.1	X
anno1.g5395.t1	A	rna-XM_057802773.1	A
anno1.g5396.t1	A	rna-XM_057801803.1	A
anno1.g5397.t4	A	rna-XM_057814117.1	A
anno1.g5398.t1	A	rna-XM_057812367.1	A
anno1.g5399.t1	A	rna-XM_057802158.1	A
anno1.g5400.t1	A	rna-XM_057803021.1	A
anno1.g5401.t2	A	rna-XM_057801986.1	A
anno1.g5402.t3	A	rna-XM_057812315.1	A
anno1.g5403.t1	A	rna-XM_057812389.1	A
anno1.g5405.t1	A	rna-XM_057795627.1	A
anno1.g5413.t1	A	rna-XM_057802024.1	X
anno1.g5430.t1	A	rna-XM_057805146.1	A
anno1.g5431.t1	A	rna-XM_057796983.1	A
anno1.g5434.t3	A	rna-XM_057795110.1	A
anno1.g5435.t1	A	rna-XM_057802071.1	A
anno1.g5436.t1	A	rna-XM_057814814.1	A
anno1.g5439.t4	A	rna-XM_057816758.1	X
anno1.g5440.t1	A	rna-XM_057816734.1	X
anno1.g5441.t1	A	rna-XM_057816746.1	X
anno1.g5442.t1	A	rna-XM_057815494.1	X
anno1.g5443.t1	A	rna-XM_057799759.1	X
anno1.g5444.t1	A	rna-XM_057816455.1	X
anno1.g5445.t1	A	rna-XM_057810931.1	A
anno1.g5446.t1	A	rna-XM_057797174.1	A
anno1.g5447.t1	A	rna-XM_057797190.1	A
anno1.g5448.t1	A	rna-XM_057801717.1	A
anno1.g5449.t1	A	rna-XM_057797169.1	A
anno1.g5450.t1	A	rna-XM_057802032.1	A
anno1.g5451.t1	A	rna-XM_057803088.1	X
anno1.g5453.t1	A	rna-XM_057802221.1	X
anno1.g5456.t1	A	rna-XM_057795066.1	A
anno1.g5457.t1	A	rna-XM_057806000.1	X
anno1.g5461.t1	A	rna-XM_057796663.1	A
anno1.g5462.t1	A	rna-XM_057802399.1	X
anno1.g5463.t1	A	rna-XM_057802408.1	X
anno1.g5464.t2	A	rna-XM_057804656.1	X
anno1.g5465.t1	A	rna-XM_057816633.1	A
anno1.g5466.t2	A	rna-XM_057816284.1	A
anno1.g5467.t1	A	rna-XM_057794942.1	A
anno1.g5468.t1	A	rna-XM_057807072.1	A
anno1.g5469.t1	A	rna-XM_057807071.1	A
anno1.g5470.t1	A	rna-XM_057806978.1	A
anno1.g5471.t2	A	rna-XM_057802814.1	A
anno1.g5472.t1	A	rna-XM_057812908.1	A
anno1.g5473.t1	A	rna-XM_057810056.1	A
anno1.g5474.t1	A	rna-XM_057799779.1	A
anno1.g5477.t1	A	rna-XM_057794847.1	A
anno1.g5478.t2	A	rna-XM_057801131.1	A
anno1.g5479.t6	A	rna-XM_057798559.1	X
anno1.g5481.t1	A	rna-XM_057798202.1	X
anno1.g5483.t1	A	rna-XM_057806346.1	A
anno1.g5484.t1	A	rna-XM_057798738.1	A
anno1.g5485.t1	A	rna-XM_057806350.1	A
anno1.g5490.t1	A	rna-XM_057806345.1	A
anno1.g5491.t1	A	rna-XM_057816761.1	A
anno1.g5495.t1	A	rna-XM_057816753.1	A
anno1.g5496.t1	A	rna-XM_057803565.1	A
anno1.g5499.t1	A	rna-XM_057814660.1	A
anno1.g5500.t1	A	rna-XM_057804484.1	X
anno1.g5501.t1	A	rna-XM_057812259.1	A
anno1.g5502.t1	A	rna-XM_057799489.1	A
anno1.g5504.t1	A	rna-XM_057795626.1	A
anno1.g5505.t1	A	rna-XM_057795628.1	A
anno1.g5506.t1	A	rna-XM_057804793.1	X
anno1.g5508.t1	A	rna-XM_057798535.1	X
anno1.g5509.t1	A	rna-XM_057816038.1	X
anno1.g5510.t1	A	rna-XM_057804817.1	X
anno1.g5511.t1	A	rna-XM_057795286.1	A
anno1.g5512.t1	A	rna-XM_057813074.1	A
anno1.g5513.t1	A	rna-XM_057795285.1	A
anno1.g5515.t1	A	rna-XM_057816440.1	A
anno1.g5516.t1	A	rna-XM_057815463.1	A
anno1.g5517.t1	A	rna-XM_057815444.1	A
anno1.g5519.t1	A	rna-XM_057815451.1	A
anno1.g5525.t1	A	rna-XM_057815448.1	A
anno1.g5529.t1	A	rna-XM_057815446.1	A
anno1.g5530.t1	A	rna-XM_057797926.1	A
anno1.g5532.t1	A	rna-XM_057813572.1	A
anno1.g5533.t1	A	rna-XM_057798285.1	A
anno1.g5536.t1	A	rna-XM_057816338.1	A
anno1.g5541.t1	A	rna-XM_057816912.1	A
anno1.g5542.t1	A	rna-XM_057809312.1	A
anno1.g5543.t1	A	rna-XM_057813805.1	A
anno1.g5544.t1	A	rna-XM_057813814.1	A
anno1.g5545.t1	A	rna-XM_057796182.1	A
anno1.g5546.t1	A	rna-XM_057810824.1	A
anno1.g5547.t1	A	rna-XM_057807668.1	X
anno1.g5548.t2	A	rna-XM_057816718.1	X
anno1.g5549.t1	A	rna-XM_057797459.1	A
anno1.g5551.t1	A	rna-XM_057796523.1	X
anno1.g5552.t2	A	rna-XM_057801312.1	A
anno1.g5553.t1	A	rna-XM_057803578.1	A
anno1.g5554.t1	A	rna-XM_057810623.1	A
anno1.g5558.t1	A	rna-XM_057794965.1	A
anno1.g5560.t1	A	rna-XM_057816148.1	A
anno1.g5562.t1	A	rna-XM_057815990.1	A
anno1.g5564.t1	A	rna-XM_057798781.1	A
anno1.g5565.t1	A	rna-XM_057794975.1	A
anno1.g5566.t1	A	rna-XM_057794959.1	A
anno1.g5567.t1	A	rna-XM_057807256.1	A
anno1.g5576.t1	A	rna-XM_057809831.1	A
anno1.g5580.t1	A	rna-XM_057813333.1	A
anno1.g5581.t1	A	rna-XM_057805958.1	A
anno1.g5582.t7	A	rna-XM_057813647.1	A
anno1.g5583.t2	A	rna-XM_057809373.1	A
anno1.g5584.t1	A	rna-XM_057809372.1	A
anno1.g5585.t1	A	rna-XM_057809370.1	A
anno1.g5586.t1	A	rna-XM_057808128.1	A
anno1.g5587.t1	A	rna-XM_057808127.1	A
anno1.g5588.t2	A	rna-XM_057810759.1	A
anno1.g5589.t1	A	rna-XM_057815453.1	A
anno1.g5590.t1	A	rna-XM_057815454.1	A
anno1.g5591.t1	A	rna-XM_057815461.1	A
anno1.g5592.t1	A	rna-XM_057797193.1	A
anno1.g5593.t1	A	rna-XM_057816254.1	A
anno1.g5594.t1	A	rna-XM_057803572.1	A
anno1.g5595.t1	A	rna-XM_057815141.1	A
anno1.g5596.t1	A	rna-XM_057815625.1	A
anno1.g5597.t4	A	rna-XM_057803551.1	A
anno1.g5599.t1	A	rna-XM_057803571.1	A
anno1.g5601.t1	A	rna-XM_057803569.1	A
anno1.g5605.t1	A	rna-XM_057815462.1	A
anno1.g5608.t1	A	rna-XM_057810325.1	A
anno1.g5611.t1	A	rna-XM_057810333.1	A
anno1.g5612.t1	A	rna-XM_057810301.1	A
anno1.g5613.t1	A	rna-XM_057810313.1	A
anno1.g5619.t1	A	rna-XM_057807087.1	A
anno1.g5620.t1	A	rna-XM_057813564.1	A
anno1.g5622.t1	A	rna-XM_057803459.1	A
anno1.g5623.t1	A	rna-XM_057802401.1	A
anno1.g5624.t1	A	rna-XM_057803292.1	A
anno1.g5627.t1	A	rna-XM_057804122.1	A
anno1.g5630.t1	A	rna-XM_057804130.1	A
anno1.g5632.t1	A	rna-XM_057802037.1	A
anno1.g5633.t1	A	rna-XM_057814241.1	A
anno1.g5634.t1	A	rna-XM_057807171.1	A
anno1.g5638.t1	A	rna-XM_057814888.1	A
anno1.g5639.t1	A	rna-XM_057801231.1	X
anno1.g5647.t1	A	rna-XM_057796273.1	A
anno1.g5648.t1	A	rna-XM_057796467.1	A
anno1.g5649.t1	A	rna-XM_057805987.1	A
anno1.g5650.t1	A	rna-XM_057816416.1	A
anno1.g5651.t1	A	rna-XM_057806358.1	A
anno1.g5652.t1	A	rna-XM_057804737.1	X
anno1.g5654.t1	A	rna-XM_057806111.1	A
anno1.g5657.t1	A	rna-XM_057805491.1	A
anno1.g5658.t1	A	rna-XM_057804638.1	X
anno1.g5673.t1	A	rna-XM_057804668.1	X
anno1.g5674.t3	A	rna-XM_057808210.1	X
anno1.g5675.t1	A	rna-XM_057808250.1	X
anno1.g5677.t1	A	rna-XM_057808262.1	X
anno1.g5681.t1	A	rna-XM_057808021.1	X
anno1.g5682.t1	A	rna-XM_057811722.1	A
anno1.g5684.t1	A	rna-XM_057810080.1	A
anno1.g5685.t2	A	rna-XM_057807627.1	X
anno1.g5686.t2	A	rna-XM_057807782.1	X
anno1.g5687.t1	A	rna-XM_057807814.1	X
anno1.g5688.t1	A	rna-XM_057807866.1	X
anno1.g5689.t1	A	rna-XM_057806363.1	A
anno1.g5690.t1	A	rna-XM_057803832.1	A
anno1.g5692.t1	A	rna-XM_057805741.1	A
anno1.g5693.t1	A	rna-XM_057794974.1	A
anno1.g5694.t3	A	rna-XM_057794962.1	A
anno1.g5695.t3	A	rna-XM_057806094.1	A
anno1.g5696.t2	A	rna-XM_057795275.1	A
anno1.g5697.t3	A	rna-XM_057807761.1	X
anno1.g5699.t1	A	rna-XM_057804401.1	A
anno1.g5701.t1	A	rna-XM_057805211.1	A
anno1.g5705.t1	A	rna-XM_057797962.1	A
anno1.g5706.t1	A	rna-XM_057814311.1	X
anno1.g5707.t1	A	rna-XM_057801884.1	A
anno1.g5708.t1	A	rna-XM_057800126.1	X
anno1.g5709.t1	A	rna-XM_057800253.1	X
anno1.g5710.t1	A	rna-XM_057814357.1	X
anno1.g5711.t1	A	rna-XM_057813271.1	X
anno1.g5712.t1	A	rna-XM_057811141.1	A
anno1.g5713.t1	A	rna-XM_057811851.1	A
anno1.g5714.t1	A	rna-XM_057810702.1	A
anno1.g5715.t1	A	rna-XM_057800383.1	A
anno1.g5716.t1	A	rna-XM_057816305.1	A
anno1.g5717.t1	A	rna-XM_057804072.1	A
anno1.g5719.t1	A	rna-XM_057809003.1	A
anno1.g5720.t1	A	rna-XM_057801362.1	X
anno1.g5721.t2	A	rna-XM_057801394.1	X
anno1.g5723.t1	A	rna-XM_057801359.1	A
anno1.g5724.t1	A	rna-XM_057805926.1	A
anno1.g5725.t1	A	rna-XM_057805924.1	A
anno1.g5726.t1	A	rna-XM_057813426.1	A
anno1.g5728.t1	A	rna-XM_057802542.1	A
anno1.g5730.t1	A	rna-XM_057816630.1	A
anno1.g5731.t3	A	rna-XM_057813275.1	A
anno1.g5734.t1	A	rna-XM_057811122.1	A
anno1.g5739.t1	A	rna-XM_057802526.1	A
anno1.g5740.t1	A	rna-XM_057806851.1	A
anno1.g5742.t1	A	rna-XM_057808419.1	A
anno1.g5743.t6	A	rna-XM_057794983.1	A
anno1.g5744.t1	A	rna-XM_057809169.1	A
anno1.g5746.t2	A	rna-XM_057799064.1	A
anno1.g5747.t1	A	rna-XM_057814493.1	A
anno1.g5749.t1	A	rna-XM_057815643.1	A
anno1.g5750.t2	A	rna-XM_057795664.1	A
anno1.g5751.t1	A	rna-XM_057799017.1	A
anno1.g5752.t1	A	rna-XM_057799014.1	A
anno1.g5753.t1	A	rna-XM_057799343.1	A
anno1.g5754.t1	A	rna-XM_057812648.1	A
anno1.g5755.t1	A	rna-XM_057812222.1	A
anno1.g5757.t1	A	rna-XM_057808574.1	A
anno1.g5758.t1	A	rna-XM_057808560.1	A
anno1.g5759.t2	A	rna-XM_057808857.1	A
anno1.g5760.t1	A	rna-XM_057797310.1	A
anno1.g5761.t1	A	rna-XM_057797009.1	A
anno1.g5762.t1	A	rna-XM_057797017.1	A
anno1.g5763.t1	A	rna-XM_057796011.1	A
anno1.g5764.t1	A	rna-XM_057814654.1	A
anno1.g5765.t1	A	rna-XM_057795502.1	A
anno1.g5766.t1	A	rna-XM_057795295.1	A
anno1.g5767.t1	A	rna-XM_057796164.1	A
anno1.g5768.t1	A	rna-XM_057796166.1	A
anno1.g5769.t1	A	rna-XM_057804089.1	A
anno1.g5770.t1	A	rna-XM_057797657.1	A
anno1.g5771.t1	A	rna-XM_057796628.1	A
anno1.g5772.t1	A	rna-XM_057797396.1	A
anno1.g5773.t1	A	rna-XM_057803648.1	A
anno1.g5774.t1	A	rna-XM_057801628.1	A
anno1.g5775.t1	A	rna-XM_057801627.1	A
anno1.g5776.t1	A	rna-XM_057802640.1	A
anno1.g5777.t1	A	rna-XM_057802639.1	A
anno1.g5778.t1	A	rna-XM_057802060.1	A
anno1.g5780.t1	A	rna-XM_057805735.1	A
anno1.g5781.t1	A	rna-XM_057805724.1	A
anno1.g5783.t1	A	rna-XM_057810434.1	A
anno1.g5784.t1	A	rna-XM_057814403.1	X
anno1.g5786.t1	A	rna-XM_057804482.1	A
anno1.g5787.t1	A	rna-XM_057803131.1	A
anno1.g5788.t1	A	rna-XM_057814073.1	A
anno1.g5789.t2	A	rna-XM_057805721.1	A
anno1.g5790.t1	A	rna-XM_057805710.1	A
anno1.g5796.t1	A	rna-XM_057813251.1	A
anno1.g5797.t1	A	rna-XM_057800030.1	A
anno1.g5798.t1	A	rna-XM_057800033.1	X
anno1.g5799.t1	A	rna-XM_057800029.1	A
anno1.g5800.t1	A	rna-XM_057799006.1	A
anno1.g5801.t1	A	rna-XM_057799047.1	A
anno1.g5803.t1	A	rna-XM_057804420.1	A
anno1.g5804.t2	A	rna-XM_057804850.1	A
anno1.g5806.t2	A	rna-XM_057800564.1	A
anno1.g5807.t1	A	rna-XM_057805426.1	A
anno1.g5808.t1	A	rna-XM_057815620.1	A
anno1.g5809.t1	A	rna-XM_057800473.1	A
anno1.g5810.t1	A	rna-XM_057800206.1	A
anno1.g5811.t1	A	rna-XM_057799902.1	A
anno1.g5812.t2	A	rna-XM_057799900.1	A
anno1.g5813.t1	A	rna-XM_057796580.1	A
