D_sublineata	chromosome	B_siliquastri	chromosome
rna-XM_056774600.1	A	BRAKERILHT00000007024	A
rna-XM_056774601.1	A	BRAKERILHT00000007101	A
rna-XM_056774602.1	A	BRAKERILHT00000013829	A
rna-XM_056774606.1	A	BRAKERILHT00000005267	A
rna-XM_056774608.1	A	BRAKERILHT00000014877	A
rna-XM_056774609.1	A	BRAKERILHT00000015338	A
rna-XM_056774610.1	A	BRAKERILHT00000014173	A
rna-XM_056774611.1	A	BRAKERILHT00000015151	A
rna-XM_056774613.1	A	BRAKERILHT00000014804	A
rna-XM_056774612.1	A	BRAKERILHT00000014640	A
rna-XM_056774614.1	A	BRAKERILHT00000014297	A
rna-XM_056774616.1	A	BRAKERILHT00000015529	A
rna-XM_056774618.1	A	BRAKERILHT00000015203	A
rna-XM_056774624.1	A	BRAKERILHT00000014461	A
rna-XM_056774627.1	A	BRAKERILHT00000014112	A
rna-XM_056774622.1	A	BRAKERILHT00000015380	A
rna-XM_056774630.1	A	BRAKERILHT00000015222	A
rna-XM_056774625.1	A	BRAKERILHT00000014126	A
rna-XM_056774631.1	A	BRAKERILHT00000015116	A
rna-XM_056774633.1	A	BRAKERILHT00000014436	A
rna-XM_056774636.1	A	BRAKERILHT00000014144	A
rna-XM_056774637.1	A	BRAKERILHT00000014620	A
rna-XM_056774639.1	A	BRAKERILHT00000014509	A
rna-XM_056774645.1	A	BRAKERILHT00000014506	A
rna-XM_056774640.1	A	BRAKERILHT00000015277	A
rna-XM_056775484.1	A	BRAKERILHT00000015143	A
rna-XM_056774648.1	A	BRAKERILHT00000015323	A
rna-XM_056775486.1	A	BRAKERILHT00000014961	A
rna-XM_056775491.1	A	BRAKERILHT00000015486	A
rna-XM_056775497.1	A	BRAKERILHT00000015228	A
rna-XM_056774649.1	A	BRAKERILHT00000015138	A
rna-XM_056774650.1	A	BRAKERILHT00000014890	A
rna-XM_056774657.1	A	BRAKERILHT00000015536	A
rna-XM_056774665.1	A	BRAKERILHT00000015356	A
rna-XM_056774667.1	A	BRAKERILHT00000014993	A
rna-XM_056774285.1	A	BRAKERILHT00000004916	A
rna-XM_056774284.1	A	BRAKERILHT00000004716	A
rna-XM_056776146.1	A	BRAKERILHT00000005472	A
rna-XM_056776148.1	A	BRAKERILHT00000000474	A
rna-XM_056776145.1	A	BRAKERILHT00000005292	A
rna-XM_056776340.1	A	BRAKERILHT00000006178	A
rna-XM_056774673.1	A	BRAKERILHT00000013008	A
rna-XM_056775499.1	A	BRAKERILHT00000006308	A
rna-XM_056775029.1	A	BRAKERILHT00000013578	A
rna-XM_056774916.1	A	BRAKERILHT00000012625	A
rna-XM_056774757.1	A	BRAKERILHT00000012844	A
rna-XM_056775806.1	A	BRAKERILHT00000014614	A
rna-XM_056775808.1	A	BRAKERILHT00000014253	A
rna-XM_056775812.1	A	BRAKERILHT00000012707	A
rna-XM_056775814.1	A	BRAKERILHT00000005412	A
rna-XM_056775813.1	A	BRAKERILHT00000013576	A
rna-XM_056775815.1	A	BRAKERILHT00000012792	A
rna-XM_056775822.1	A	BRAKERILHT00000012441	A
rna-XM_056775824.1	A	BRAKERILHT00000013731	A
rna-XM_056775823.1	A	BRAKERILHT00000005346	A
rna-XM_056775826.1	A	BRAKERILHT00000013181	A
rna-XM_056775847.1	A	BRAKERILHT00000001054	A
rna-XM_056775853.1	A	BRAKERILHT00000000924	A
rna-XM_056775857.1	A	BRAKERILHT00000000976	A
rna-XM_056775854.1	A	BRAKERILHT00000000249	A
rna-XM_056775859.1	A	BRAKERILHT00000004704	A
rna-XM_056776071.1	A	BRAKERILHT00000013065	A
rna-XM_056774287.1	A	BRAKERILHT00000005910	A
rna-XM_056775505.1	A	BRAKERILHT00000005308	A
rna-XM_056774841.1	A	BRAKERILHT00000004464	A
rna-XM_056774843.1	A	BRAKERILHT00000006319	A
rna-XM_056774949.1	A	BRAKERILHT00000009264	A
rna-XM_056775180.1	A	BRAKERILHT00000002078	A
rna-XM_056775182.1	A	BRAKERILHT00000008105	A
rna-XM_056775013.1	A	BRAKERILHT00000007554	A
rna-XM_056774806.1	A	BRAKERILHT00000006642	A
rna-XM_056775383.1	A	BRAKERILHT00000006651	A
rna-XM_056775385.1	A	BRAKERILHT00000008302	A
rna-XM_056775611.1	A	BRAKERILHT00000008417	A
rna-XM_056774368.1	A	BRAKERILHT00000006843	A
rna-XM_056774370.1	A	BRAKERILHT00000007683	A
rna-XM_056775507.1	A	BRAKERILHT00000008402	A
rna-XM_056775508.1	A	BRAKERILHT00000007848	A
rna-XM_056775366.1	A	BRAKERILHT00000007678	A
rna-XM_056775740.1	A	BRAKERILHT00000014650	A
rna-XM_056775724.1	A	BRAKERILHT00000015058	A
rna-XM_056776177.1	A	BRAKERILHT00000014288	A
rna-XM_056776176.1	A	BRAKERILHT00000011175	A
rna-XM_056776191.1	A	BRAKERILHT00000013269	A
rna-XM_056776188.1	A	BRAKERILHT00000007453	A
rna-XM_056775920.1	A	BRAKERILHT00000008238	A
rna-XM_056775917.1	A	BRAKERILHT00000008196	A
rna-XM_056774694.1	A	BRAKERILHT00000014831	A
rna-XM_056774697.1	A	BRAKERILHT00000014856	A
rna-XM_056774702.1	A	BRAKERILHT00000014972	A
rna-XM_056775749.1	A	BRAKERILHT00000007311	A
rna-XM_056775748.1	A	BRAKERILHT00000008135	A
rna-XM_056774905.1	A	BRAKERILHT00000014692	A
rna-XM_056774737.1	A	BRAKERILHT00000015033	A
rna-XM_056774738.1	A	BRAKERILHT00000015219	A
rna-XM_056775512.1	A	BRAKERILHT00000015577	A
rna-XM_056774896.1	A	BRAKERILHT00000004060	A
rna-XM_056774784.1	A	BRAKERILHT00000014062	A
rna-XM_056775355.1	A	BRAKERILHT00000015421	A
rna-XM_056775199.1	A	BRAKERILHT00000011119	A
rna-XM_056774691.1	A	BRAKERILHT00000014943	A
rna-XM_056774306.1	A	BRAKERILHT00000005839	A
rna-XM_056775660.1	A	BRAKERILHT00000005022	A
rna-XM_056775514.1	A	BRAKERILHT00000000962	A
rna-XM_056774876.1	A	BRAKERILHT00000015933	A
rna-XM_056775515.1	A	BRAKERILHT00000015528	A
rna-XM_056775247.1	A	BRAKERILHT00000008838	A
rna-XM_056774333.1	A	BRAKERILHT00000008926	A
rna-XM_056774336.1	A	BRAKERILHT00000013996	A
rna-XM_056774339.1	A	BRAKERILHT00000005837	A
rna-XM_056774342.1	A	BRAKERILHT00000005402	A
rna-XM_056774341.1	A	BRAKERILHT00000004837	A
rna-XM_056774344.1	A	BRAKERILHT00000013279	A
rna-XM_056774343.1	A	BRAKERILHT00000010344	A
rna-XM_056776226.1	A	BRAKERILHT00000012034	A
rna-XM_056776228.1	A	BRAKERILHT00000002470	A
rna-XM_056776229.1	A	BRAKERILHT00000013633	A
rna-XM_056776230.1	A	BRAKERILHT00000002686	A
rna-XM_056776227.1	A	BRAKERILHT00000002339	A
rna-XM_056775898.1	A	BRAKERILHT00000003115	A
rna-XM_056775900.1	A	BRAKERILHT00000002876	A
rna-XM_056775899.1	A	BRAKERILHT00000003126	A
rna-XM_056775903.1	A	BRAKERILHT00000003156	A
rna-XM_056775905.1	A	BRAKERILHT00000002363	A
rna-XM_056775531.1	A	BRAKERILHT00000001676	A
rna-XM_056774742.1	A	BRAKERILHT00000003038	A
rna-XM_056775241.1	A	BRAKERILHT00000003736	A
rna-XM_056776098.1	A	BRAKERILHT00000015051	A
rna-XM_056776101.1	A	BRAKERILHT00000012392	A
rna-XM_056776103.1	A	BRAKERILHT00000013039	A
rna-XM_056775517.1	A	BRAKERILHT00000014000	A
rna-XM_056775518.1	A	BRAKERILHT00000013317	A
rna-XM_056776114.1	A	BRAKERILHT00000012601	A
rna-XM_056776102.1	A	BRAKERILHT00000013103	A
rna-XM_056775197.1	A	BRAKERILHT00000013756	A
rna-XM_056774969.1	A	BRAKERILHT00000013712	A
rna-XM_056775520.1	A	BRAKERILHT00000013644	A
rna-XM_056774348.1	A	BRAKERILHT00000005210	A
rna-XM_056774349.1	A	BRAKERILHT00000014636	A
rna-XM_056774347.1	A	BRAKERILHT00000014229	A
rna-XM_056774282.1	A	BRAKERILHT00000015388	A
rna-XM_056774275.1	A	BRAKERILHT00000015248	A
rna-XM_056775521.1	A	BRAKERILHT00000000959	A
rna-XM_056775043.1	A	BRAKERILHT00000002176	A
rna-XM_056775035.1	A	BRAKERILHT00000015530	A
rna-XM_056775170.1	A	BRAKERILHT00000011848	A
rna-XM_056775004.1	A	BRAKERILHT00000008418	A
rna-XM_056775006.1	A	BRAKERILHT00000008471	A
rna-XM_056775001.1	A	BRAKERILHT00000012970	A
rna-XM_056775010.1	A	BRAKERILHT00000008882	A
rna-XM_056775008.1	A	BRAKERILHT00000007763	A
rna-XM_056775011.1	A	BRAKERILHT00000000383	A
rna-XM_056775913.1	A	BRAKERILHT00000008286	A
rna-XM_056775911.1	A	BRAKERILHT00000000700	A
rna-XM_056775915.1	A	BRAKERILHT00000007030	A
rna-XM_056775916.1	A	BRAKERILHT00000008420	A
rna-XM_056775283.1	A	BRAKERILHT00000006957	A
rna-XM_056775284.1	A	BRAKERILHT00000007125	A
rna-XM_056775276.1	A	BRAKERILHT00000009570	A
rna-XM_056775277.1	A	BRAKERILHT00000009984	A
rna-XM_056774733.1	A	BRAKERILHT00000007413	A
rna-XM_056775413.1	A	BRAKERILHT00000007507	A
rna-XM_056775414.1	A	BRAKERILHT00000007059	A
rna-XM_056775522.1	A	BRAKERILHT00000006615	A
rna-XM_056775124.1	A	BRAKERILHT00000014750	A
rna-XM_056775127.1	A	BRAKERILHT00000014036	A
rna-XM_056775523.1	A	BRAKERILHT00000015238	A
rna-XM_056775525.1	A	BRAKERILHT00000014122	A
rna-XM_056775132.1	A	BRAKERILHT00000014983	A
rna-XM_056775130.1	A	BRAKERILHT00000015244	A
rna-XM_056775363.1	A	BRAKERILHT00000015190	A
rna-XM_056775629.1	A	BRAKERILHT00000000834	A
rna-XM_056775632.1	A	BRAKERILHT00000001774	A
rna-XM_056775631.1	A	BRAKERILHT00000000415	A
rna-XM_056775633.1	A	BRAKERILHT00000000667	A
rna-XM_056775640.1	A	BRAKERILHT00000001138	A
rna-XM_056775610.1	A	BRAKERILHT00000001553	A
rna-XM_056775659.1	A	BRAKERILHT00000000603	A
rna-XM_056775368.1	A	BRAKERILHT00000001965	A
rna-XM_056775245.1	A	BRAKERILHT00000002119	A
rna-XM_056775526.1	A	BRAKERILHT00000000066	A
rna-XM_056775888.1	A	BRAKERILHT00000001441	A
rna-XM_056775889.1	A	BRAKERILHT00000000739	A
rna-XM_056775894.1	A	BRAKERILHT00000000917	A
rna-XM_056775895.1	A	BRAKERILHT00000001438	A
rna-XM_056775896.1	A	BRAKERILHT00000002177	A
rna-XM_056776278.1	A	BRAKERILHT00000001972	A
rna-XM_056774746.1	A	BRAKERILHT00000000269	A
rna-XM_056775183.1	A	BRAKERILHT00000001851	A
rna-XM_056774897.1	A	BRAKERILHT00000001854	A
rna-XM_056775333.1	A	BRAKERILHT00000007627	A
rna-XM_056774822.1	A	BRAKERILHT00000007607	A
rna-XM_056775528.1	A	BRAKERILHT00000008306	A
rna-XM_056775026.1	A	BRAKERILHT00000008117	A
rna-XM_056774844.1	A	BRAKERILHT00000007715	A
rna-XM_056775426.1	A	BRAKERILHT00000008381	A
rna-XM_056776155.1	A	BRAKERILHT00000012942	A
rna-XM_056776156.1	A	BRAKERILHT00000001682	A
rna-XM_056776159.1	A	BRAKERILHT00000007758	A
rna-XM_056776157.1	A	BRAKERILHT00000008153	A
rna-XM_056776158.1	A	BRAKERILHT00000007303	A
rna-XM_056775661.1	A	BRAKERILHT00000006805	A
rna-XM_056775668.1	A	BRAKERILHT00000010440	A
rna-XM_056775672.1	A	BRAKERILHT00000013010	A
rna-XM_056775674.1	A	BRAKERILHT00000013565	A
rna-XM_056775676.1	A	BRAKERILHT00000013514	A
rna-XM_056775678.1	A	BRAKERILHT00000008245	A
rna-XM_056774854.1	A	BRAKERILHT00000008408	A
rna-XM_056775353.1	A	BRAKERILHT00000012674	A
rna-XM_056775234.1	A	BRAKERILHT00000012560	A
rna-XM_056774726.1	A	BRAKERILHT00000013308	A
rna-XM_056775095.1	A	BRAKERILHT00000013980	A
rna-XM_056774756.1	A	BRAKERILHT00000012534	A
rna-XM_056775278.1	A	BRAKERILHT00000012955	A
rna-XM_056774986.1	A	BRAKERILHT00000013357	A
rna-XM_056775874.1	A	BRAKERILHT00000008400	A
rna-XM_056775879.1	A	BRAKERILHT00000007901	A
rna-XM_056775882.1	A	BRAKERILHT00000012476	A
rna-XM_056775884.1	A	BRAKERILHT00000007150	A
rna-XM_056775150.1	A	BRAKERILHT00000007517	A
rna-XM_056775317.1	A	BRAKERILHT00000006636	A
rna-XM_056775375.1	A	BRAKERILHT00000007145	A
rna-XM_056775287.1	A	BRAKERILHT00000010147	A
rna-XM_056774766.1	A	BRAKERILHT00000010378	A
rna-XM_056774781.1	A	BRAKERILHT00000000166	A
rna-XM_056774783.1	A	BRAKERILHT00000014317	A
rna-XM_056774464.1	A	BRAKERILHT00000008357	A
rna-XM_056774463.1	A	BRAKERILHT00000007482	A
rna-XM_056775141.1	A	BRAKERILHT00000008309	A
rna-XM_056775709.1	A	BRAKERILHT00000016818	A
rna-XM_056775711.1	A	BRAKERILHT00000009961	A
rna-XM_056775714.1	A	BRAKERILHT00000000766	A
rna-XM_056775713.1	A	BRAKERILHT00000009396	A
rna-XM_056775654.1	A	BRAKERILHT00000009842	A
rna-XM_056776144.1	A	BRAKERILHT00000009178	A
rna-XM_056776140.1	A	BRAKERILHT00000009608	A
rna-XM_056774928.1	A	BRAKERILHT00000008929	A
rna-XM_056774851.1	A	BRAKERILHT00000010790	A
rna-XM_056775031.1	A	BRAKERILHT00000004680	A
rna-XM_056774292.1	A	BRAKERILHT00000004808	A
rna-XM_056774291.1	A	BRAKERILHT00000005908	A
rna-XM_056774298.1	A	BRAKERILHT00000015815	A
rna-XM_056774299.1	A	BRAKERILHT00000005293	A
rna-XM_056775016.1	A	BRAKERILHT00000006240	A
rna-XM_056775228.1	A	BRAKERILHT00000004768	A
rna-XM_056775539.1	A	BRAKERILHT00000005687	A
rna-XM_056775266.1	A	BRAKERILHT00000004574	A
rna-XM_056775268.1	A	BRAKERILHT00000004999	A
rna-XM_056774753.1	A	BRAKERILHT00000015537	A
rna-XM_056775697.1	A	BRAKERILHT00000006585	A
rna-XM_056775698.1	A	BRAKERILHT00000008257	A
rna-XM_056775706.1	A	BRAKERILHT00000007667	A
rna-XM_056775405.1	A	BRAKERILHT00000015302	A
rna-XM_056775401.1	A	BRAKERILHT00000000666	A
rna-XM_056775399.1	A	BRAKERILHT00000011785	A
rna-XM_056775540.1	A	BRAKERILHT00000004197	A
rna-XM_056775657.1	A	BRAKERILHT00000007360	A
rna-XM_056775229.1	A	BRAKERILHT00000016226	A
rna-XM_056775231.1	A	BRAKERILHT00000009643	A
rna-XM_056774794.1	A	BRAKERILHT00000009593	A
rna-XM_056774795.1	A	BRAKERILHT00000004169	A
rna-XM_056774932.1	A	BRAKERILHT00000012509	A
rna-XM_056774946.1	A	BRAKERILHT00000000089	A
rna-XM_056774834.1	A	BRAKERILHT00000002074	A
rna-XM_056774465.1	A	BRAKERILHT00000004581	A
rna-XM_056774468.1	A	BRAKERILHT00000007124	A
rna-XM_056774748.1	A	BRAKERILHT00000011943	A
rna-XM_056775541.1	A	BRAKERILHT00000008001	A
rna-XM_056776330.1	A	BRAKERILHT00000006941	A
rna-XM_056774749.1	A	BRAKERILHT00000013379	A
rna-XM_056774430.1	A	BRAKERILHT00000008199	A
rna-XM_056774432.1	A	BRAKERILHT00000010907	A
rna-XM_056774847.1	A	BRAKERILHT00000008755	A
rna-XM_056774921.1	A	BRAKERILHT00000014381	A
rna-XM_056774922.1	A	BRAKERILHT00000007728	A
rna-XM_056776234.1	A	BRAKERILHT00000005932	A
rna-XM_056776233.1	A	BRAKERILHT00000007620	A
rna-XM_056775542.1	A	BRAKERILHT00000003346	A
rna-XM_056775119.1	A	BRAKERILHT00000012171	A
rna-XM_056775332.1	A	BRAKERILHT00000003049	A
rna-XM_056775715.1	A	BRAKERILHT00000002638	A
rna-XM_056775208.1	A	BRAKERILHT00000003264	A
rna-XM_056775380.1	A	BRAKERILHT00000000467	A
rna-XM_056775282.1	A	BRAKERILHT00000005747	A
rna-XM_056775544.1	A	BRAKERILHT00000005268	A
rna-XM_056776030.1	A	BRAKERILHT00000008119	A
rna-XM_056775425.1	A	BRAKERILHT00000006859	A
rna-XM_056774947.1	A	BRAKERILHT00000005625	A
rna-XM_056775545.1	A	BRAKERILHT00000000216	A
rna-XM_056776197.1	A	BRAKERILHT00000011841	A
rna-XM_056776213.1	A	BRAKERILHT00000009268	A
rna-XM_056775025.1	A	BRAKERILHT00000002710	A
rna-XM_056776277.1	A	BRAKERILHT00000004427	A
rna-XM_056774902.1	A	BRAKERILHT00000003559	A
rna-XM_056774999.1	A	BRAKERILHT00000002513	A
rna-XM_056775316.1	A	BRAKERILHT00000003169	A
rna-XM_056774510.1	A	BRAKERILHT00000006276	A
rna-XM_056774835.1	A	BRAKERILHT00000005168	A
rna-XM_056775546.1	A	BRAKERILHT00000004059	A
rna-XM_056775136.1	A	BRAKERILHT00000007089	A
rna-XM_056775135.1	A	BRAKERILHT00000008364	A
rna-XM_056776313.1	A	BRAKERILHT00000016532	A
rna-XM_056774426.1	A	BRAKERILHT00000016976	A
rna-XM_056774428.1	A	BRAKERILHT00000015576	A
rna-XM_056774427.1	A	BRAKERILHT00000014244	A
rna-XM_056775322.1	A	BRAKERILHT00000015554	A
rna-XM_056775707.1	A	BRAKERILHT00000015361	A
rna-XM_056775547.1	A	BRAKERILHT00000015064	A
rna-XM_056775598.1	A	BRAKERILHT00000009142	A
rna-XM_056775620.1	A	BRAKERILHT00000008962	A
rna-XM_056775624.1	A	BRAKERILHT00000008990	A
rna-XM_056775623.1	A	BRAKERILHT00000010031	A
rna-XM_056775622.1	A	BRAKERILHT00000015240	A
rna-XM_056775621.1	A	BRAKERILHT00000014869	A
rna-XM_056775548.1	A	BRAKERILHT00000006680	A
rna-XM_056775550.1	A	BRAKERILHT00000007834	A
rna-XM_056776161.1	A	BRAKERILHT00000007282	A
rna-XM_056774520.1	A	BRAKERILHT00000003979	A
rna-XM_056775552.1	A	BRAKERILHT00000003530	A
rna-XM_056774261.1	A	BRAKERILHT00000009675	A
rna-XM_056774260.1	A	BRAKERILHT00000008979	A
rna-XM_056774257.1	A	BRAKERILHT00000013131	A
rna-XM_056774259.1	A	BRAKERILHT00000008787	A
rna-XM_056774929.1	A	BRAKERILHT00000003486	A
rna-XM_056774755.1	A	BRAKERILHT00000006393	A
rna-XM_056774481.1	A	BRAKERILHT00000011845	A
rna-XM_056774484.1	A	BRAKERILHT00000016617	A
rna-XM_056775785.1	A	BRAKERILHT00000016867	A
rna-XM_056775786.1	A	BRAKERILHT00000016603	A
rna-XM_056775788.1	A	BRAKERILHT00000000469	A
rna-XM_056774917.1	A	BRAKERILHT00000016721	A
rna-XM_056775554.1	A	BRAKERILHT00000017509	X
rna-XM_056774450.1	A	BRAKERILHT00000000683	A
rna-XM_056774449.1	A	BRAKERILHT00000000226	A
rna-XM_056774448.1	A	BRAKERILHT00000016144	A
rna-XM_056776115.1	A	BRAKERILHT00000016466	A
rna-XM_056774346.1	A	BRAKERILHT00000010404	A
rna-XM_056774345.1	A	BRAKERILHT00000010271	A
rna-XM_056775614.1	A	BRAKERILHT00000003983	A
rna-XM_056775613.1	A	BRAKERILHT00000003161	A
rna-XM_056775030.1	A	BRAKERILHT00000006626	A
rna-XM_056775137.1	A	BRAKERILHT00000004149	A
rna-XM_056775215.1	A	BRAKERILHT00000003644	A
rna-XM_056775252.1	A	BRAKERILHT00000007334	A
rna-XM_056774367.1	A	BRAKERILHT00000002946	A
rna-XM_056775908.1	A	BRAKERILHT00000004575	A
rna-XM_056775909.1	A	BRAKERILHT00000015192	A
rna-XM_056775906.1	A	BRAKERILHT00000005004	A
rna-XM_056775556.1	A	BRAKERILHT00000005566	A
rna-XM_056775395.1	A	BRAKERILHT00000015771	A
rna-XM_056775394.1	A	BRAKERILHT00000014035	A
rna-XM_056774707.1	A	BRAKERILHT00000006806	A
rna-XM_056774708.1	A	BRAKERILHT00000008274	A
rna-XM_056774858.1	A	BRAKERILHT00000006848	A
rna-XM_056775110.1	A	BRAKERILHT00000016150	A
rna-XM_056775873.1	A	BRAKERILHT00000013254	A
rna-XM_056776321.1	A	BRAKERILHT00000008294	A
rna-XM_056775186.1	A	BRAKERILHT00000014504	A
rna-XM_056775188.1	A	BRAKERILHT00000016474	A
rna-XM_056775187.1	A	BRAKERILHT00000016746	A
rna-XM_056775691.1	A	BRAKERILHT00000015799	A
rna-XM_056775683.1	A	BRAKERILHT00000011352	A
rna-XM_056775684.1	A	BRAKERILHT00000011313	A
rna-XM_056775682.1	A	BRAKERILHT00000010030	A
rna-XM_056775688.1	A	BRAKERILHT00000003967	A
rna-XM_056775225.1	A	BRAKERILHT00000007464	A
rna-XM_056774849.1	A	BRAKERILHT00000010579	A
rna-XM_056775558.1	A	BRAKERILHT00000006822	A
rna-XM_056775223.1	A	BRAKERILHT00000015067	A
rna-XM_056775221.1	A	BRAKERILHT00000014433	A
rna-XM_056774537.1	A	BRAKERILHT00000002624	A
rna-XM_056774536.1	A	BRAKERILHT00000008052	A
rna-XM_056775559.1	A	BRAKERILHT00000007488	A
rna-XM_056776239.1	A	BRAKERILHT00000006610	A
rna-XM_056775560.1	A	BRAKERILHT00000008019	A
rna-XM_056774953.1	A	BRAKERILHT00000008475	A
rna-XM_056775397.1	A	BRAKERILHT00000007533	A
rna-XM_056775396.1	A	BRAKERILHT00000007429	A
rna-XM_056776150.1	A	BRAKERILHT00000013592	A
rna-XM_056776152.1	A	BRAKERILHT00000013896	A
rna-XM_056776151.1	A	BRAKERILHT00000007455	A
rna-XM_056776154.1	A	BRAKERILHT00000007789	A
rna-XM_056775865.1	A	BRAKERILHT00000016202	A
rna-XM_056775860.1	A	BRAKERILHT00000007735	A
rna-XM_056775863.1	A	BRAKERILHT00000016994	X
rna-XM_056775866.1	A	BRAKERILHT00000008324	A
rna-XM_056775864.1	A	BRAKERILHT00000006976	A
rna-XM_056776162.1	A	BRAKERILHT00000009949	A
rna-XM_056776164.1	A	BRAKERILHT00000013074	A
rna-XM_056776163.1	A	BRAKERILHT00000012786	A
rna-XM_056775151.1	A	BRAKERILHT00000008902	A
rna-XM_056775561.1	A	BRAKERILHT00000013292	A
rna-XM_056775378.1	A	BRAKERILHT00000007497	A
rna-XM_056776165.1	A	BRAKERILHT00000006662	A
rna-XM_056775563.1	A	BRAKERILHT00000012929	A
rna-XM_056774797.1	A	BRAKERILHT00000013754	A
rna-XM_056775265.1	A	BRAKERILHT00000015686	A
rna-XM_056776240.1	A	BRAKERILHT00000007685	A
rna-XM_056776242.1	A	BRAKERILHT00000016893	A
rna-XM_056776247.1	A	BRAKERILHT00000008015	A
rna-XM_056776246.1	A	BRAKERILHT00000007921	A
rna-XM_056776249.1	A	BRAKERILHT00000007648	A
rna-XM_056776042.1	A	BRAKERILHT00000008170	A
rna-XM_056776046.1	A	BRAKERILHT00000006560	A
rna-XM_056776043.1	A	BRAKERILHT00000007730	A
rna-XM_056776038.1	A	BRAKERILHT00000006998	A
rna-XM_056775293.1	A	BRAKERILHT00000006993	A
rna-XM_056775354.1	A	BRAKERILHT00000007912	A
rna-XM_056774524.1	A	BRAKERILHT00000007034	A
rna-XM_056774527.1	A	BRAKERILHT00000016843	A
rna-XM_056774526.1	A	BRAKERILHT00000016600	A
rna-XM_056775100.1	A	BRAKERILHT00000007087	A
rna-XM_056774469.1	A	BRAKERILHT00000007342	A
rna-XM_056774470.1	A	BRAKERILHT00000009413	A
rna-XM_056775079.1	A	BRAKERILHT00000009513	A
rna-XM_056775435.1	A	BRAKERILHT00000008662	A
rna-XM_056775388.1	A	BRAKERILHT00000009762	A
rna-XM_056774413.1	A	BRAKERILHT00000009308	A
rna-XM_056776306.1	A	BRAKERILHT00000007014	A
rna-XM_056776307.1	A	BRAKERILHT00000007357	A
rna-XM_056776308.1	A	BRAKERILHT00000012733	A
rna-XM_056776312.1	A	BRAKERILHT00000011405	A
rna-XM_056776310.1	A	BRAKERILHT00000007556	A
rna-XM_056775145.1	A	BRAKERILHT00000008106	A
rna-XM_056774955.1	A	BRAKERILHT00000010559	A
rna-XM_056776293.1	A	BRAKERILHT00000001497	A
rna-XM_056775567.1	A	BRAKERILHT00000000152	A
rna-XM_056775568.1	A	BRAKERILHT00000000764	A
rna-XM_056776294.1	A	BRAKERILHT00000007718	A
rna-XM_056776295.1	A	BRAKERILHT00000011798	A
rna-XM_056776297.1	A	BRAKERILHT00000006542	A
rna-XM_056774760.1	A	BRAKERILHT00000006694	A
rna-XM_056776029.1	A	BRAKERILHT00000008100	A
rna-XM_056776028.1	A	BRAKERILHT00000007876	A
rna-XM_056776027.1	A	BRAKERILHT00000007716	A
rna-XM_056776090.1	A	BRAKERILHT00000007540	A
rna-XM_056776092.1	A	BRAKERILHT00000007127	A
rna-XM_056776095.1	A	BRAKERILHT00000006553	A
rna-XM_056776094.1	A	BRAKERILHT00000007978	A
rna-XM_056774741.1	A	BRAKERILHT00000006666	A
rna-XM_056774740.1	A	BRAKERILHT00000008094	A
rna-XM_056774846.1	A	BRAKERILHT00000003138	A
rna-XM_056775373.1	A	BRAKERILHT00000002977	A
rna-XM_056775121.1	A	BRAKERILHT00000003427	A
rna-XM_056774732.1	A	BRAKERILHT00000013106	A
rna-XM_056774850.1	A	BRAKERILHT00000007703	A
rna-XM_056775434.1	A	BRAKERILHT00000007984	A
rna-XM_056775645.1	A	BRAKERILHT00000007973	A
rna-XM_056774436.1	A	BRAKERILHT00000002632	A
rna-XM_056774437.1	A	BRAKERILHT00000003024	A
rna-XM_056775699.1	A	BRAKERILHT00000013634	A
rna-XM_056775704.1	A	BRAKERILHT00000012414	A
rna-XM_056775701.1	A	BRAKERILHT00000010732	A
rna-XM_056775702.1	A	BRAKERILHT00000008330	A
rna-XM_056775703.1	A	BRAKERILHT00000007869	A
rna-XM_056776302.1	A	BRAKERILHT00000006991	A
rna-XM_056776300.1	A	BRAKERILHT00000008390	A
rna-XM_056775224.1	A	BRAKERILHT00000008251	A
rna-XM_056774362.1	A	BRAKERILHT00000011161	A
rna-XM_056774988.1	A	BRAKERILHT00000010516	A
rna-XM_056774961.1	A	BRAKERILHT00000007851	A
rna-XM_056775652.1	A	BRAKERILHT00000012650	A
rna-XM_056775653.1	A	BRAKERILHT00000013256	A
rna-XM_056774987.1	A	BRAKERILHT00000012879	A
rna-XM_056774787.1	A	BRAKERILHT00000013946	A
rna-XM_056775569.1	A	BRAKERILHT00000012739	A
rna-XM_056774788.1	A	BRAKERILHT00000014016	A
rna-XM_056775419.1	A	BRAKERILHT00000013430	A
rna-XM_056775420.1	A	BRAKERILHT00000013884	A
rna-XM_056775162.1	A	BRAKERILHT00000013161	A
rna-XM_056775655.1	A	BRAKERILHT00000012684	A
rna-XM_056775306.1	A	BRAKERILHT00000013894	A
rna-XM_056775307.1	A	BRAKERILHT00000002041	A
rna-XM_056775311.1	A	BRAKERILHT00000003274	A
rna-XM_056775313.1	A	BRAKERILHT00000013541	A
rna-XM_056775017.1	A	BRAKERILHT00000007977	A
rna-XM_056775024.1	A	BRAKERILHT00000008291	A
rna-XM_056774956.1	A	BRAKERILHT00000008098	A
rna-XM_056774958.1	A	BRAKERILHT00000008224	A
rna-XM_056774960.1	A	BRAKERILHT00000007543	A
rna-XM_056774918.1	A	BRAKERILHT00000007891	A
