C_chinensis	chromosome	A_obtectus	chromosome
anno1.g2408.t1	A	anno1.g112.t1	A
anno1.g2410.t2	A	anno1.g114.t1	A
anno1.g2411.t1	A	anno1.g115.t1	A
anno1.g2413.t1	A	anno1.g117.t1	A
anno1.g2414.t1	A	anno1.g118.t1	A
anno1.g2417.t1	A	anno1.g119.t3	A
anno1.g2418.t1	A	anno1.g1078.t1	A
anno1.g2419.t1	A	anno1.g1050.t1	A
anno1.g2420.t1	A	anno1.g1081.t2	A
anno1.g2421.t1	A	anno1.g1082.t1	A
anno1.g2423.t1	A	anno1.g1084.t1	A
anno1.g2424.t1	A	anno1.g1085.t2	A
anno1.g2425.t3	A	anno1.g1086.t3	A
anno1.g2426.t1	A	anno1.g1087.t1	A
anno1.g2427.t1	A	anno1.g1088.t1	A
anno1.g2428.t2	A	anno1.g1089.t2	A
anno1.g2429.t1	A	anno1.g1090.t1	A
anno1.g2430.t1	A	anno1.g1091.t1	A
anno1.g2431.t1	A	anno1.g1092.t3	A
anno1.g2432.t1	A	anno1.g3742.t1	A
anno1.g2433.t1	A	anno1.g1093.t1	A
anno1.g2434.t1	A	anno1.g1094.t2	A
anno1.g2435.t3	A	anno1.g1095.t1	A
anno1.g12162.t1	A	anno1.g7361.t1	A
anno1.g12164.t2	A	anno1.g7360.t1	A
anno1.g12165.t1	A	anno1.g7359.t1	A
anno1.g12158.t1	A	anno1.g5638.t1	A
anno1.g12159.t1	A	anno1.g11774.t2	A
anno1.g12160.t1	A	anno1.g11773.t1	A
anno1.g12161.t2	A	anno1.g8418.t1	A
anno1.g12155.t1	A	anno1.g3651.t2	A
anno1.g12156.t1	A	anno1.g3649.t1	A
anno1.g12149.t1	A	anno1.g6144.t1	A
anno1.g12106.t1	A	anno1.g7924.t1	A
anno1.g12108.t1	A	anno1.g8000.t1	A
anno1.g12112.t2	A	anno1.g7355.t1	A
anno1.g12113.t2	A	anno1.g9147.t3	A
anno1.g12115.t1	A	anno1.g9146.t1	A
anno1.g12116.t1	A	anno1.g7893.t1	A
anno1.g12117.t1	A	anno1.g7909.t1	A
anno1.g12118.t1	A	anno1.g8645.t1	A
anno1.g12119.t1	A	anno1.g7900.t2	A
anno1.g12121.t1	A	anno1.g12876.t1	A
anno1.g12122.t2	A	anno1.g7912.t2	A
anno1.g12123.t1	A	anno1.g7891.t1	A
anno1.g12124.t5	A	anno1.g7890.t3	A
anno1.g12127.t1	A	anno1.g12047.t1	A
anno1.g12128.t1	A	anno1.g12046.t1	A
anno1.g12129.t3	A	anno1.g12045.t1	A
anno1.g12130.t1	A	anno1.g12044.t2	A
anno1.g12131.t1	A	anno1.g12043.t1	A
anno1.g12132.t1	A	anno1.g12042.t1	A
anno1.g12134.t1	A	anno1.g12048.t1	A
anno1.g12136.t3	A	anno1.g12050.t1	A
anno1.g12138.t1	A	anno1.g12053.t1	A
anno1.g12139.t1	A	anno1.g12054.t1	A
anno1.g12141.t1	A	anno1.g14410.t1	A
anno1.g12145.t1	A	anno1.g14404.t1	A
anno1.g12146.t1	A	anno1.g14403.t1	A
anno1.g12147.t1	A	anno1.g14402.t3	A
anno1.g2398.t1	A	anno1.g618.t1	A
anno1.g2399.t1	A	anno1.g617.t1	A
anno1.g12100.t1	A	anno1.g5569.t1	A
anno1.g12102.t1	A	anno1.g5567.t1	A
anno1.g12103.t1	A	anno1.g5566.t1	A
anno1.g12104.t1	A	anno1.g5560.t1	A
anno1.g12092.t1	A	anno1.g7694.t1	A
anno1.g12093.t1	A	anno1.g7695.t1	A
anno1.g12094.t3	A	anno1.g7696.t1	A
anno1.g2378.t1	A	anno1.g3691.t1	A
anno1.g2379.t1	A	anno1.g3690.t1	A
anno1.g2380.t1	A	anno1.g3689.t1	A
anno1.g2382.t1	A	anno1.g3663.t1	A
anno1.g2383.t1	A	anno1.g3664.t2	A
anno1.g2384.t1	A	anno1.g3665.t1	A
anno1.g2385.t1	A	anno1.g3666.t1	A
anno1.g2386.t1	A	anno1.g3667.t3	A
anno1.g2387.t1	A	anno1.g3669.t2	A
anno1.g2388.t1	A	anno1.g3670.t1	A
anno1.g2389.t1	A	anno1.g3671.t1	A
anno1.g2390.t2	A	anno1.g3673.t1	A
anno1.g2391.t1	A	anno1.g3672.t1	A
anno1.g2392.t2	A	anno1.g3674.t1	A
anno1.g2393.t1	A	anno1.g3675.t1	A
anno1.g2394.t1	A	anno1.g3676.t1	A
anno1.g2395.t1	A	anno1.g3677.t1	A
anno1.g2396.t1	A	anno1.both_agree_g10486.t1	A
anno1.g12090.t1	A	anno1.g7097.t1	A
anno1.g12085.t1	A	anno1.g11640.t1	A
anno1.g12082.t1	A	anno1.g8099.t1	A
anno1.g12083.t1	A	anno1.g8098.t1	A
anno1.g12077.t1	A	anno1.g13288.t2	A
anno1.g12078.t1	A	anno1.g13287.t1	A
anno1.g12079.t2	A	anno1.g13286.t1	A
anno1.g12080.t1	A	anno1.g13285.t1	A
anno1.g12081.t1	A	anno1.g13283.t1	A
anno1.g12076.t1	A	anno1.g11833.t2	A
anno1.g12029.t1	A	anno1.g8206.t1	A
anno1.g12030.t3	A	anno1.g8208.t1	A
anno1.g12031.t3	A	anno1.g8209.t3	A
anno1.g12033.t1	A	anno1.g8211.t1	A
anno1.g12034.t1	A	anno1.g8214.t1	A
anno1.g12035.t1	A	anno1.g8215.t1	A
anno1.g12037.t1	A	anno1.g8217.t1	A
anno1.g12038.t1	A	anno1.g8219.t1	A
anno1.g12039.t1	A	anno1.g8220.t2	A
anno1.g12041.t1	A	anno1.g8221.t1	A
anno1.g12042.t2	A	anno1.g8222.t1	A
anno1.g12043.t1	A	anno1.g8225.t1	A
anno1.g12044.t1	A	anno1.g8244.t1	A
anno1.g12045.t1	A	anno1.g8228.t1	A
anno1.g12046.t1	A	anno1.g8231.t1	A
anno1.g12048.t1	A	anno1.g8232.t1	A
anno1.g12049.t1	A	anno1.g8233.t1	A
anno1.g12050.t1	A	anno1.g8234.t1	A
anno1.g12051.t1	A	anno1.g8235.t1	A
anno1.g12052.t1	A	anno1.g8236.t1	A
anno1.g12053.t1	A	anno1.g8237.t1	A
anno1.g12054.t2	A	anno1.g8250.t1	A
anno1.g12056.t1	A	anno1.g8239.t1	A
anno1.g12058.t1	A	anno1.g8240.t1	A
anno1.g12059.t2	A	anno1.g8241.t2	A
anno1.g12061.t1	A	anno1.g8254.t1	A
anno1.g12062.t3	A	anno1.g8256.t1	A
anno1.g12063.t1	A	anno1.g8257.t1	A
anno1.g12064.t2	A	anno1.g8258.t2	A
anno1.g12065.t1	A	anno1.g8259.t2	A
anno1.g12066.t1	A	anno1.g8260.t1	A
anno1.g12067.t2	A	anno1.g8261.t1	A
anno1.g12068.t1	A	anno1.g8262.t2	A
anno1.g12069.t1	A	anno1.g8263.t1	A
anno1.g12070.t1	A	anno1.g8264.t2	A
anno1.g12071.t1	A	anno1.g8265.t1	A
anno1.g12072.t2	A	anno1.g8267.t2	A
anno1.g12074.t1	A	anno1.g8269.t2	A
anno1.g12023.t2	A	anno1.g13844.t1	A
anno1.g12012.t1	A	anno1.g5702.t1	A
anno1.g12013.t1	A	anno1.g5242.t1	A
anno1.g12014.t1	A	anno1.g5241.t1	A
anno1.g12015.t1	A	anno1.g5243.t1	A
anno1.g12016.t3	A	anno1.g5245.t1	A
anno1.g12018.t1	A	anno1.g5246.t1	A
anno1.g12020.t1	A	anno1.g5247.t1	A
anno1.g12021.t1	A	anno1.g5249.t1	A
anno1.g12010.t2	A	anno1.g5159.t1	A
anno1.g12011.t1	A	anno1.g5163.t1	A
anno1.g2345.t1	X	anno1.g2227.t2	X
anno1.g2346.t1	X	anno1.g2226.t1	X
anno1.g2347.t1	X	anno1.g2225.t2	X
anno1.g2349.t3	X	anno1.g1751.t3	X
anno1.g2350.t2	X	anno1.g1821.t2	X
anno1.g2351.t1	X	anno1.g1723.t1	X
anno1.g2353.t2	X	anno1.g1815.t1	X
anno1.g2354.t1	X	anno1.g1816.t1	X
anno1.g2355.t1	X	anno1.g1818.t1	X
anno1.g2356.t1	X	anno1.g1819.t1	X
anno1.g2357.t1	X	anno1.g1820.t1	X
anno1.g2358.t1	X	anno1.g1814.t1	X
anno1.g2361.t1	X	anno1.g1813.t1	X
anno1.g2362.t1	X	anno1.g1812.t1	X
anno1.g2364.t1	X	anno1.g1810.t1	X
anno1.g2369.t1	X	anno1.g1807.t1	X
anno1.g2370.t1	X	anno1.g1898.t1	X
anno1.g2371.t1	X	anno1.g1897.t1	X
anno1.g2372.t1	X	anno1.g1896.t1	X
anno1.g2374.t1	X	anno1.g8193.t1	A
anno1.g12002.t1	A	anno1.g554.t1	A
anno1.g12006.t1	A	anno1.g555.t2	A
anno1.g11999.t1	A	anno1.g10305.t1	A
anno1.g12000.t1	A	anno1.g10304.t1	A
anno1.g12001.t2	A	anno1.g10303.t2	A
anno1.g11998.t1	A	anno1.g6425.t1	A
anno1.g2344.t1	A	anno1.g13523.t1	A
anno1.g11995.t1	A	anno1.g6383.t1	A
anno1.g2341.t1	A	anno1.g2693.t1	A
anno1.g11988.t1	A	anno1.g2720.t1	A
anno1.g11989.t1	A	anno1.g3934.t1	A
anno1.g11991.t1	A	anno1.g3935.t1	A
anno1.g11992.t1	A	anno1.g3936.t1	A
anno1.g2339.t1	A	anno1.g8414.t1	A
anno1.g2340.t1	A	anno1.g8415.t2	A
anno1.g11914.t1	A	anno1.g8848.t1	A
anno1.g11915.t1	A	anno1.g8850.t1	A
anno1.g11917.t1	A	anno1.g8857.t2	A
anno1.g11918.t1	A	anno1.g8858.t1	A
anno1.g11919.t1	A	anno1.g8859.t1	A
anno1.g11920.t3	A	anno1.g8854.t1	A
anno1.g11921.t1	A	anno1.g8855.t2	A
anno1.g11922.t1	A	anno1.g3520.t1	A
anno1.g11923.t1	A	anno1.g8860.t1	A
anno1.g11924.t1	A	anno1.g8861.t1	A
anno1.g11925.t1	A	anno1.g8862.t1	A
anno1.g11926.t1	A	anno1.g8863.t1	A
anno1.g11927.t1	A	anno1.g8865.t1	A
anno1.g11928.t2	A	anno1.g8864.t2	A
anno1.g11929.t1	A	anno1.g8867.t1	A
anno1.g11932.t1	A	anno1.g8869.t1	A
anno1.g11933.t1	A	anno1.g8870.t1	A
anno1.g11934.t2	A	anno1.g8872.t1	A
anno1.g11935.t2	A	anno1.g8873.t1	A
anno1.g11936.t2	A	anno1.g8874.t2	A
anno1.g11937.t1	A	anno1.g8875.t1	A
anno1.g11939.t1	A	anno1.g8877.t1	A
anno1.g11940.t1	A	anno1.g8880.t1	A
anno1.g11941.t1	A	anno1.g8884.t1	A
anno1.g11942.t1	A	anno1.g8885.t3	A
anno1.g11943.t1	A	anno1.g8886.t1	A
anno1.g11944.t1	A	anno1.g8888.t1	A
anno1.g11945.t1	A	anno1.g8894.t1	A
anno1.g11947.t1	A	anno1.g8895.t1	A
anno1.g11948.t1	A	anno1.g8891.t4	A
anno1.g11950.t1	A	anno1.g8892.t2	A
anno1.g11951.t1	A	anno1.g8893.t3	A
anno1.g11952.t1	A	anno1.g8896.t1	A
anno1.g11953.t1	A	anno1.g10713.t1	A
anno1.g11954.t1	A	anno1.g10719.t1	A
anno1.g11955.t1	A	anno1.g10718.t1	A
anno1.g11957.t1	A	anno1.g10714.t1	A
anno1.g11958.t1	A	anno1.g10715.t1	A
anno1.g11959.t1	A	anno1.g10716.t2	A
anno1.g11960.t1	A	anno1.g10717.t1	A
anno1.g11961.t1	A	anno1.g10720.t1	A
anno1.g11962.t1	A	anno1.g10721.t1	A
anno1.g11964.t2	A	anno1.g10722.t1	A
anno1.g11966.t1	A	anno1.g10724.t1	A
anno1.g11967.t1	A	anno1.g10725.t2	A
anno1.g11968.t1	A	anno1.g10726.t1	A
anno1.g11969.t1	A	anno1.g10727.t1	A
anno1.g11971.t1	A	anno1.g10728.t1	A
anno1.g11974.t3	A	anno1.g8909.t2	A
anno1.g11976.t1	A	anno1.g8910.t1	A
anno1.g11977.t2	A	anno1.g8911.t1	A
anno1.g11979.t1	A	anno1.g8912.t1	A
anno1.g11980.t1	A	anno1.g8913.t1	A
anno1.g11981.t1	A	anno1.g8914.t1	A
anno1.g11982.t2	A	anno1.g8915.t2	A
anno1.g11983.t1	A	anno1.g8916.t1	A
anno1.g11984.t1	A	anno1.g8917.t1	A
anno1.g11985.t1	A	anno1.g9060.t1	A
anno1.g11904.t1	X	anno1.g1978.t1	X
anno1.g11905.t1	X	anno1.g1958.t1	X
anno1.g11906.t1	X	anno1.g1959.t1	X
anno1.g11907.t1	X	anno1.g2109.t2	X
anno1.g11908.t1	X	anno1.g2108.t1	X
anno1.g11909.t2	X	anno1.g2107.t4	X
anno1.g11910.t1	X	anno1.g2106.t1	X
anno1.g11911.t1	X	anno1.g2105.t1	X
anno1.g11912.t1	X	anno1.g2104.t1	X
anno1.g11898.t1	A	anno1.g14047.t1	A
anno1.g11901.t1	A	anno1.g4279.t1	A
anno1.g11902.t1	A	anno1.g4278.t1	A
anno1.g2316.t1	A	anno1.g7115.t1	A
anno1.g2317.t1	A	anno1.g7113.t1	A
anno1.g2318.t1	A	anno1.g7112.t1	A
anno1.g2319.t1	A	anno1.g7111.t1	A
anno1.g2320.t1	A	anno1.g7110.t1	A
anno1.g2321.t1	A	anno1.g7109.t1	A
anno1.g2322.t1	A	anno1.g7108.t1	A
anno1.g2323.t1	A	anno1.g6087.t2	A
anno1.g2325.t1	A	anno1.g6085.t1	A
anno1.g2326.t1	A	anno1.g6084.t1	A
anno1.g2328.t2	A	anno1.g6082.t1	A
anno1.g2329.t1	A	anno1.g6081.t1	A
anno1.g2330.t1	A	anno1.g6080.t1	A
anno1.g2331.t1	A	anno1.g5946.t1	A
anno1.g2332.t1	A	anno1.g5943.t1	A
anno1.g2333.t1	A	anno1.g5944.t1	A
anno1.g2334.t1	A	anno1.g5945.t1	A
anno1.g2335.t1	A	anno1.g5858.t1	A
anno1.g11893.t1	A	anno1.g11155.t1	A
anno1.g11894.t1	A	anno1.g11156.t1	A
anno1.g11895.t1	A	anno1.g11157.t1	A
anno1.g11886.t1	A	anno1.g595.t1	A
anno1.g11889.t1	A	anno1.g7630.t1	A
anno1.g11891.t1	A	anno1.g592.t2	A
anno1.g11892.t1	A	anno1.g590.t2	A
anno1.g11882.t1	A	anno1.g7137.t1	A
anno1.g11883.t1	A	anno1.g7071.t2	A
anno1.g2312.t1	A	anno1.g7496.t1	A
anno1.g11880.t1	A	anno1.g8084.t1	A
anno1.g2305.t1	A	anno1.g7441.t1	A
anno1.g11850.t2	A	anno1.g1247.t3	A
anno1.g11851.t1	A	anno1.g1246.t1	A
anno1.g11852.t1	A	anno1.g1245.t1	A
anno1.g11853.t1	A	anno1.g1244.t1	A
anno1.g11854.t2	A	anno1.g1243.t1	A
anno1.g11855.t1	A	anno1.g1242.t2	A
anno1.g11856.t1	A	anno1.g1241.t2	A
anno1.g11857.t1	A	anno1.g1240.t1	A
anno1.g11858.t1	A	anno1.g1239.t1	A
anno1.g11859.t2	A	anno1.g1237.t1	A
anno1.g11862.t1	A	anno1.g1238.t3	A
anno1.g11864.t1	A	anno1.g1236.t1	A
anno1.g11865.t1	A	anno1.g1234.t1	A
anno1.g11866.t1	A	anno1.g1235.t1	A
anno1.g11868.t1	A	anno1.g383.t1	A
anno1.g11869.t1	A	anno1.g382.t1	A
anno1.g11871.t1	A	anno1.g380.t1	A
anno1.g11872.t1	A	anno1.g379.t1	A
anno1.g11873.t1	A	anno1.g283.t1	A
anno1.g11874.t2	A	anno1.g333.t1	A
anno1.g11833.t1	A	anno1.g1407.t1	A
anno1.g11834.t1	A	anno1.g1415.t2	A
anno1.g11835.t2	A	anno1.g1416.t2	A
anno1.g11836.t1	A	anno1.g1417.t1	A
anno1.g11837.t1	A	anno1.g1418.t1	A
anno1.g11838.t1	A	anno1.g1419.t1	A
anno1.g11839.t1	A	anno1.g1420.t1	A
anno1.g11840.t1	A	anno1.g1421.t1	A
anno1.g11841.t1	A	anno1.g1426.t1	A
anno1.g11842.t1	A	anno1.g1425.t1	A
anno1.g11843.t1	A	anno1.g1424.t1	A
anno1.g11844.t1	A	anno1.g1423.t1	A
anno1.g11845.t1	A	anno1.g1422.t1	A
anno1.g11846.t1	A	anno1.g1570.t1	A
anno1.g11847.t1	A	anno1.g1427.t1	A
anno1.g11849.t1	A	anno1.g1429.t1	A
anno1.g11831.t1	A	anno1.g3250.t1	A
anno1.g11832.t1	A	anno1.g3249.t1	A
anno1.g11823.t2	A	anno1.g7429.t3	A
anno1.g11824.t1	A	anno1.g7430.t1	A
anno1.g11825.t1	A	anno1.g7431.t1	A
anno1.g11826.t1	A	anno1.g7432.t1	A
anno1.g11827.t1	A	anno1.g7433.t1	A
anno1.g11828.t1	A	anno1.g7434.t1	A
anno1.g11829.t1	A	anno1.g7436.t1	A
anno1.g2248.t1	A	anno1.g1521.t1	A
anno1.g2249.t1	A	anno1.g1537.t1	A
anno1.g2251.t1	A	anno1.g1542.t1	A
anno1.g2254.t1	A	anno1.g1557.t1	A
anno1.g2256.t1	A	anno1.g1635.t1	A
anno1.g2257.t1	A	anno1.g1631.t1	A
anno1.g2258.t1	A	anno1.g1637.t1	A
anno1.g2259.t1	A	anno1.g1638.t1	A
anno1.g2260.t1	A	anno1.g1626.t1	A
anno1.g2261.t1	A	anno1.g1640.t1	A
anno1.g2262.t1	A	anno1.g1628.t1	A
anno1.g2263.t2	A	anno1.g1625.t2	A
anno1.g2264.t2	A	anno1.g1644.t1	A
anno1.g2265.t1	A	anno1.g1623.t1	A
anno1.g2266.t1	A	anno1.g1621.t1	A
anno1.g2267.t1	A	anno1.g1620.t1	A
anno1.g2268.t1	A	anno1.g1619.t1	A
anno1.g2269.t1	A	anno1.g1616.t1	A
anno1.g2270.t2	A	anno1.g1615.t1	A
anno1.g2271.t1	A	anno1.g4501.t2	A
anno1.g2272.t2	A	anno1.g1614.t2	A
anno1.g2273.t1	A	anno1.g1613.t1	A
anno1.g2274.t1	A	anno1.g1612.t1	A
anno1.g2276.t1	A	anno1.g1611.t1	A
anno1.g2277.t1	A	anno1.g1609.t1	A
anno1.g2278.t1	A	anno1.g1507.t1	A
anno1.g2280.t1	A	anno1.g1506.t1	A
anno1.g2281.t1	A	anno1.g1505.t1	A
anno1.g2282.t1	A	anno1.g1504.t1	A
anno1.g2283.t1	A	anno1.g1503.t1	A
anno1.g2284.t1	A	anno1.g1502.t1	A
anno1.g2285.t1	A	anno1.g1500.t1	A
anno1.g2286.t2	A	anno1.g1499.t2	A
anno1.g2289.t1	A	anno1.g269.t1	A
anno1.g2290.t1	A	anno1.g268.t1	A
anno1.g2291.t1	A	anno1.g267.t1	A
anno1.g2292.t1	A	anno1.g299.t1	A
anno1.g2294.t1	A	anno1.g253.t1	A
anno1.g2295.t1	A	anno1.g307.t1	A
anno1.g2296.t1	A	anno1.g308.t1	A
anno1.g2297.t1	A	anno1.g309.t1	A
anno1.g2298.t1	A	anno1.g257.t1	A
anno1.g2299.t1	A	anno1.g252.t3	A
anno1.g2300.t1	A	anno1.g2134.t1	X
anno1.g2302.t1	A	anno1.g2128.t1	X
anno1.g2303.t1	A	anno1.g2129.t1	X
anno1.g2304.t2	A	anno1.g2131.t1	X
anno1.g2227.t2	A	anno1.g11014.t2	A
anno1.g2228.t1	A	anno1.g11013.t1	A
anno1.g2229.t1	A	anno1.g11012.t1	A
anno1.g2230.t1	A	anno1.g11011.t1	A
anno1.g2231.t1	A	anno1.g11802.t1	A
anno1.g2232.t1	A	anno1.g11801.t1	A
anno1.g2233.t1	A	anno1.g11800.t2	A
anno1.g2234.t1	A	anno1.g11799.t1	A
anno1.g2235.t1	A	anno1.g11009.t1	A
anno1.g2236.t2	A	anno1.g11010.t3	A
anno1.g2237.t1	A	anno1.g11826.t1	A
anno1.g2238.t1	A	anno1.g11810.t1	A
anno1.g2239.t1	A	anno1.g11811.t1	A
anno1.g2241.t1	A	anno1.g11809.t1	A
anno1.g2242.t1	A	anno1.g11813.t1	A
anno1.g2244.t1	A	anno1.g11816.t1	A
anno1.g2245.t1	A	anno1.g14821.t1	A
anno1.g2246.t1	A	anno1.g14822.t1	A
anno1.g11820.t1	A	anno1.g9329.t1	A
anno1.g11821.t1	A	anno1.g9328.t1	A
anno1.g11812.t1	X	anno1.g2102.t1	X
anno1.g11813.t2	X	anno1.g2101.t2	X
anno1.g11815.t1	X	anno1.g2100.t1	X
anno1.g11816.t1	X	anno1.g2099.t1	X
anno1.g11817.t1	X	anno1.g2098.t1	X
anno1.g11818.t1	X	anno1.g2097.t1	X
anno1.g11804.t1	A	anno1.g1889.t1	X
anno1.g11806.t1	A	anno1.g8082.t1	A
anno1.g11807.t1	A	anno1.g8081.t1	A
anno1.g11808.t2	A	anno1.g8080.t1	A
anno1.g11809.t1	A	anno1.g8644.t1	A
anno1.g11714.t1	A	anno1.g9495.t1	A
anno1.g11715.t2	A	anno1.g9496.t2	A
anno1.g11716.t1	A	anno1.g9497.t1	A
anno1.g11717.t1	A	anno1.g9647.t2	A
anno1.g11718.t1	A	anno1.g9644.t1	A
anno1.g11719.t1	A	anno1.g9641.t1	A
anno1.g11720.t1	A	anno1.g9640.t1	A
anno1.g11721.t1	A	anno1.g9639.t1	A
anno1.g11723.t1	A	anno1.g9638.t1	A
anno1.g11724.t1	A	anno1.g9387.t2	A
anno1.g11726.t1	A	anno1.g9636.t1	A
anno1.g11727.t1	A	anno1.g9635.t1	A
anno1.g11728.t1	A	anno1.g9634.t1	A
anno1.g11729.t2	A	anno1.g9632.t1	A
anno1.g11730.t1	A	anno1.g9630.t2	A
anno1.g11731.t1	A	anno1.g9631.t1	A
anno1.g11732.t1	A	anno1.g9629.t1	A
anno1.g11733.t1	A	anno1.g9628.t3	A
anno1.g11734.t1	A	anno1.g9626.t1	A
anno1.g11735.t1	A	anno1.g9624.t1	A
anno1.g11736.t1	A	anno1.g9623.t1	A
anno1.g11737.t1	A	anno1.g9622.t1	A
anno1.g11738.t1	A	anno1.g9620.t1	A
anno1.g11739.t1	A	anno1.g9619.t1	A
anno1.g11740.t1	A	anno1.g9618.t1	A
anno1.g11741.t1	A	anno1.g9617.t1	A
anno1.g11742.t1	A	anno1.g9616.t1	A
anno1.g11745.t1	A	anno1.g9615.t1	A
anno1.g11746.t1	A	anno1.g9614.t2	A
anno1.g11747.t1	A	anno1.g9612.t1	A
anno1.g11748.t2	A	anno1.g9611.t1	A
anno1.g11750.t1	A	anno1.g9610.t1	A
anno1.g11751.t1	A	anno1.g9609.t1	A
anno1.g11752.t2	A	anno1.g9608.t1	A
anno1.g11753.t1	A	anno1.g9607.t1	A
anno1.g11755.t1	A	anno1.g9606.t1	A
anno1.g11756.t1	A	anno1.g9605.t1	A
anno1.g11757.t1	A	anno1.g9603.t1	A
anno1.g11758.t1	A	anno1.g9602.t1	A
anno1.g11760.t1	A	anno1.g9738.t1	A
anno1.g11762.t2	A	anno1.g9739.t1	A
anno1.g11763.t1	A	anno1.g9741.t1	A
anno1.g11764.t1	A	anno1.g9742.t1	A
anno1.g11765.t1	A	anno1.g9743.t1	A
anno1.g11766.t1	A	anno1.g9744.t1	A
anno1.g11767.t1	A	anno1.g9745.t2	A
anno1.g11768.t1	A	anno1.g9746.t1	A
anno1.g11769.t1	A	anno1.g9749.t1	A
anno1.g11770.t1	A	anno1.g9750.t1	A
anno1.g11771.t1	A	anno1.g9751.t2	A
anno1.g11772.t1	A	anno1.g9753.t1	A
anno1.g11773.t1	A	anno1.g9754.t2	A
anno1.g11774.t1	A	anno1.g9755.t1	A
anno1.g11775.t1	A	anno1.g9756.t1	A
anno1.g11776.t1	A	anno1.g9757.t1	A
anno1.g11777.t1	A	anno1.g9758.t2	A
anno1.g11778.t1	A	anno1.g9759.t1	A
anno1.g11779.t1	A	anno1.g9760.t1	A
anno1.g11780.t1	A	anno1.g9761.t1	A
anno1.g11781.t1	A	anno1.g9763.t1	A
anno1.g11782.t1	A	anno1.g9764.t1	A
anno1.g11783.t1	A	anno1.g9766.t1	A
anno1.g11786.t1	A	anno1.g9779.t1	A
anno1.g11787.t1	A	anno1.g9780.t3	A
anno1.g11788.t2	A	anno1.g9785.t2	A
anno1.g11789.t2	A	anno1.g9786.t3	A
anno1.g11790.t1	A	anno1.g9787.t1	A
anno1.g11791.t1	A	anno1.g9788.t1	A
anno1.g11793.t2	A	anno1.g9790.t1	A
anno1.g11794.t1	A	anno1.g9791.t1	A
anno1.g11795.t1	A	anno1.g9792.t1	A
anno1.g11796.t1	A	anno1.g9793.t1	A
anno1.g11797.t1	A	anno1.g9794.t2	A
anno1.g11798.t1	A	anno1.g9795.t1	A
anno1.g11801.t1	A	anno1.g9796.t1	A
anno1.g11802.t1	A	anno1.g9800.t1	A
anno1.g11706.t1	A	anno1.g1149.t1	A
anno1.g11708.t1	A	anno1.g1154.t1	A
anno1.g11704.t1	A	anno1.g10754.t1	A
anno1.g11705.t2	A	anno1.g10755.t1	A
anno1.g11690.t1	A	anno1.g11580.t1	A
anno1.g11695.t1	A	anno1.g11584.t2	A
anno1.g11696.t2	A	anno1.g11585.t1	A
anno1.g11697.t1	A	anno1.g11586.t1	A
anno1.g11698.t2	A	anno1.g11587.t1	A
anno1.g11687.t1	A	anno1.g8192.t1	A
anno1.g2182.t1	A	anno1.g10356.t1	A
anno1.g2183.t1	A	anno1.g10355.t1	A
anno1.g2184.t1	A	anno1.g10354.t2	A
anno1.g2185.t1	A	anno1.g10353.t1	A
anno1.g2188.t2	A	anno1.g10352.t1	A
anno1.g2189.t1	A	anno1.g10379.t1	A
anno1.g2190.t1	A	anno1.g10383.t2	A
anno1.g2191.t2	A	anno1.g10369.t2	A
anno1.g2192.t1	A	anno1.g10370.t1	A
anno1.g2193.t1	A	anno1.g10196.t1	A
anno1.g2194.t1	A	anno1.g10197.t1	A
anno1.g2195.t1	A	anno1.g10198.t1	A
anno1.g2196.t1	A	anno1.g10199.t1	A
anno1.g2197.t1	A	anno1.g10200.t1	A
anno1.g2198.t1	A	anno1.g11039.t1	A
anno1.g2200.t1	A	anno1.g10201.t1	A
anno1.g2201.t2	A	anno1.g10202.t1	A
anno1.g2202.t1	A	anno1.g10203.t2	A
anno1.g2203.t1	A	anno1.g10204.t1	A
anno1.g2204.t1	A	anno1.g10206.t1	A
anno1.g2205.t1	A	anno1.g10207.t1	A
anno1.g2206.t1	A	anno1.g10208.t1	A
anno1.g2207.t1	A	anno1.g1739.t1	X
anno1.g2208.t1	A	anno1.g10244.t1	A
anno1.g2209.t1	A	anno1.g10243.t1	A
anno1.g2210.t1	A	anno1.g10241.t2	A
anno1.g2211.t1	A	anno1.g10240.t1	A
anno1.g2212.t1	A	anno1.g10239.t1	A
anno1.g2213.t1	A	anno1.g10238.t1	A
anno1.g2214.t1	A	anno1.g10237.t1	A
anno1.g2215.t1	A	anno1.g10236.t1	A
anno1.g2216.t1	A	anno1.g10247.t1	A
anno1.g2217.t1	A	anno1.g10245.t1	A
anno1.g2218.t1	A	anno1.g10246.t1	A
anno1.g2219.t1	A	anno1.g10248.t1	A
anno1.g2220.t1	A	anno1.g10249.t1	A
anno1.g2222.t1	A	anno1.g10250.t1	A
anno1.g11680.t1	A	anno1.g123.t1	A
anno1.g11683.t1	A	anno1.g1052.t1	A
anno1.g11684.t1	A	anno1.g1054.t1	A
anno1.g11663.t1	A	anno1.g1148.t1	A
anno1.g11667.t1	A	anno1.g9036.t1	A
anno1.g11668.t1	A	anno1.g525.t1	A
anno1.g11670.t1	A	anno1.g14380.t1	A
anno1.g2171.t1	A	anno1.g1828.t3	X
anno1.g2172.t1	A	anno1.g1827.t1	X
anno1.g2173.t2	A	anno1.g1826.t2	X
anno1.g11596.t1	A	anno1.g7864.t1	A
