D_carinulata	chromosome	C_chinensis	chromosome
rna-XM_057799541.1	A	anno1.g6997.t1	A
rna-XM_057797938.1	A	anno1.g12703.t1	A
rna-XM_057797795.1	A	anno1.g10631.t1	A
rna-XM_057797765.1	A	anno1.g3612.t1	A
rna-XM_057797828.1	A	anno1.g2872.t1	A
rna-XM_057797829.1	A	anno1.g9096.t1	A
rna-XM_057797419.1	A	anno1.g2692.t1	A
rna-XM_057797421.1	A	anno1.g9991.t1	A
rna-XM_057799099.1	A	anno1.g1990.t1	A
rna-XM_057799098.1	A	anno1.g6953.t1	A
rna-XM_057799097.1	A	anno1.g2000.t2	A
rna-XM_057799096.1	A	anno1.g1999.t1	A
rna-XM_057798141.1	A	anno1.g6760.t1	A
rna-XM_057798140.1	A	anno1.g355.t1	A
rna-XM_057798386.1	A	anno1.g13060.t1	A
rna-XM_057797614.1	A	anno1.g13603.t1	A
rna-XM_057797880.1	A	anno1.g10386.t1	A
rna-XM_057797881.1	A	anno1.g7964.t1	A
rna-XM_057798045.1	A	anno1.g11403.t1	A
rna-XM_057797643.1	A	anno1.g10410.t1	A
rna-XM_057799671.1	A	anno1.g1568.t4	A
rna-XM_057797847.1	A	anno1.g9089.t1	A
rna-XM_057798709.1	A	anno1.g8736.t1	A
rna-XM_057798850.1	A	anno1.g6016.t1	A
rna-XM_057799792.1	A	anno1.g619.t1	A
rna-XM_057799694.1	A	anno1.g8534.t1	A
rna-XM_057799693.1	A	anno1.g6434.t1	A
rna-XM_057799690.1	A	anno1.g4079.t1	A
rna-XM_057798263.1	A	anno1.g12686.t1	A
rna-XM_057797856.1	A	anno1.g12090.t1	A
rna-XM_057799779.1	A	anno1.g5397.t1	A
rna-XM_057797422.1	A	anno1.g12006.t1	A
rna-XM_057797424.1	A	anno1.g7960.t1	A
rna-XM_057797427.1	A	anno1.g1061.t1	A
rna-XM_057797429.1	A	anno1.g1062.t1	A
rna-XM_057797430.1	A	anno1.g1064.t1	A
rna-XM_057798433.1	A	anno1.g10670.t1	A
rna-XM_057797535.1	A	anno1.g12138.t1	A
rna-XM_057797658.1	A	anno1.g2564.t1	A
rna-XM_057799625.1	A	anno1.g871.t2	A
rna-XM_057799626.1	A	anno1.g870.t2	A
rna-XM_057798074.1	A	anno1.g10561.t1	A
rna-XM_057798076.1	A	anno1.g13449.t1	A
rna-XM_057798005.1	A	anno1.g11327.t1	A
rna-XM_057798497.1	A	anno1.g13784.t1	A
rna-XM_057798972.1	A	anno1.g12311.t1	A
rna-XM_057798977.1	A	anno1.g6958.t2	A
rna-XM_057798981.1	A	anno1.g3085.t1	A
rna-XM_057799183.1	A	anno1.g3084.t1	A
rna-XM_057798232.1	A	anno1.g3082.t2	A
rna-XM_057798902.1	A	anno1.g5780.t1	A
rna-XM_057798903.1	A	anno1.g8876.t2	A
rna-XM_057798900.1	A	anno1.g12261.t1	X
rna-XM_057798905.1	A	anno1.g1088.t1	A
rna-XM_057798907.1	A	anno1.g246.t1	A
rna-XM_057798031.1	A	anno1.g350.t1	A
rna-XM_057797691.1	A	anno1.g723.t1	A
rna-XM_057798153.1	A	anno1.g11075.t1	A
rna-XM_057797693.1	A	anno1.g11076.t1	A
rna-XM_057798252.1	A	anno1.g10946.t1	A
rna-XM_057799662.1	A	anno1.g10376.t1	A
rna-XM_057799664.1	A	anno1.g13077.t1	A
rna-XM_057797375.1	A	anno1.g7480.t1	A
rna-XM_057797712.1	A	anno1.g7479.t1	A
rna-XM_057797461.1	A	anno1.g5212.t1	A
rna-XM_057797459.1	A	anno1.g4765.t1	A
rna-XM_057797543.1	A	anno1.g4792.t2	A
rna-XM_057797756.1	A	anno1.g9158.t1	A
rna-XM_057798037.1	A	anno1.g8596.t1	A
rna-XM_057799221.1	A	anno1.g2612.t1	A
rna-XM_057799224.1	A	anno1.g10444.t4	A
rna-XM_057799229.1	A	anno1.g10443.t1	A
rna-XM_057799230.1	A	anno1.g1193.t1	A
rna-XM_057797948.1	A	anno1.g289.t2	A
rna-XM_057797825.1	A	anno1.g10081.t1	A
rna-XM_057798734.1	A	anno1.g10083.t1	A
rna-XM_057798069.1	A	anno1.g8875.t1	A
rna-XM_057798261.1	A	anno1.g8097.t1	A
rna-XM_057798260.1	A	anno1.g13012.t1	A
rna-XM_057797758.1	A	anno1.g8877.t1	A
rna-XM_057797757.1	A	anno1.g8878.t1	A
rna-XM_057798236.1	A	anno1.g8879.t1	A
rna-XM_057799242.1	A	anno1.g2248.t1	A
rna-XM_057799246.1	A	anno1.g10175.t1	A
rna-XM_057799241.1	A	anno1.g10487.t1	A
rna-XM_057799247.1	A	anno1.g551.t1	A
rna-XM_057799248.1	A	anno1.g10177.t1	A
rna-XM_057799244.1	A	anno1.g10178.t1	A
rna-XM_057799240.1	A	anno1.g10179.t1	A
rna-XM_057797894.1	A	anno1.g6321.t2	A
rna-XM_057797950.1	A	anno1.g12201.t1	A
rna-XM_057798050.1	A	anno1.g3003.t1	A
rna-XM_057798884.1	A	anno1.g12199.t1	A
rna-XM_057798049.1	A	anno1.g12198.t1	A
rna-XM_057798091.1	A	anno1.g3015.t1	A
rna-XM_057799566.1	A	anno1.g3014.t1	A
rna-XM_057799546.1	A	anno1.g3010.t10	A
rna-XM_057798519.1	A	anno1.g6296.t1	A
rna-XM_057798520.1	A	anno1.g6297.t1	A
rna-XM_057798164.1	A	anno1.g12426.t1	A
rna-XM_057798880.1	A	anno1.g3115.t2	A
rna-XM_057798556.1	A	anno1.g2265.t1	A
rna-XM_057799064.1	A	anno1.g3704.t1	A
rna-XM_057799067.1	A	anno1.g4905.t1	A
rna-XM_057799068.1	A	anno1.g4904.t1	A
rna-XM_057799070.1	A	anno1.g4903.t1	A
rna-XM_057797657.1	A	anno1.g7095.t1	A
rna-XM_057798910.1	A	anno1.g4898.t1	A
rna-XM_057798914.1	A	anno1.g4897.t1	A
rna-XM_057798915.1	A	anno1.g4896.t1	A
rna-XM_057798922.1	A	anno1.g4894.t1	A
rna-XM_057798918.1	A	anno1.g4895.t2	A
rna-XM_057798924.1	A	anno1.g4900.t1	A
rna-XM_057798926.1	A	anno1.g4899.t1	A
rna-XM_057798327.1	A	anno1.g7706.t1	A
rna-XM_057798322.1	A	anno1.g6950.t1	A
rna-XM_057797734.1	A	anno1.g2138.t1	A
rna-XM_057798332.1	A	anno1.g8096.t1	A
rna-XM_057798330.1	A	anno1.g2139.t1	A
rna-XM_057798331.1	A	anno1.g9220.t1	A
rna-XM_057798328.1	A	anno1.g10836.t1	A
rna-XM_057797858.1	A	anno1.g2137.t2	A
rna-XM_057797857.1	A	anno1.g1663.t1	A
rna-XM_057797859.1	A	anno1.g13602.t1	A
rna-XM_057798161.1	A	anno1.g2141.t1	A
rna-XM_057798160.1	A	anno1.g2142.t1	A
rna-XM_057797372.1	A	anno1.g2136.t2	A
rna-XM_057797365.1	A	anno1.g2135.t1	A
rna-XM_057799540.1	A	anno1.g2134.t1	A
rna-XM_057799539.1	A	anno1.g1661.t1	A
rna-XM_057799189.1	A	anno1.g2130.t1	A
rna-XM_057799192.1	A	anno1.g2140.t1	A
rna-XM_057799195.1	A	anno1.g10692.t1	A
rna-XM_057799197.1	A	anno1.g10838.t2	A
rna-XM_057799724.1	A	anno1.g10839.t2	A
rna-XM_057799730.1	A	anno1.g4737.t1	A
rna-XM_057799728.1	A	anno1.g6313.t1	A
rna-XM_057799725.1	A	anno1.g1220.t2	A
rna-XM_057799729.1	A	anno1.g9003.t1	A
rna-XM_057798894.1	A	anno1.g5740.t1	A
rna-XM_057798895.1	A	anno1.g4994.t1	A
rna-XM_057798896.1	A	anno1.g4995.t1	A
rna-XM_057797832.1	A	anno1.g5410.t1	A
rna-XM_057797796.1	A	anno1.g4267.t1	A
rna-XM_057798727.1	A	anno1.g4915.t1	A
rna-XM_057797917.1	A	anno1.g4914.t2	A
rna-XM_057797959.1	A	anno1.g274.t1	A
rna-XM_057797833.1	A	anno1.g273.t2	A
rna-XM_057797834.1	A	anno1.g12112.t2	A
rna-XM_057798732.1	A	anno1.g10945.t1	A
rna-XM_057797532.1	A	anno1.g2406.t1	A
rna-XM_057797534.1	A	anno1.g9566.t1	A
rna-XM_057798398.1	A	anno1.g6307.t1	A
rna-XM_057798537.1	A	anno1.g2401.t1	A
rna-XM_057799368.1	A	anno1.g2402.t1	A
rna-XM_057799369.1	A	anno1.g2403.t1	A
rna-XM_057799370.1	A	anno1.g2405.t1	A
rna-XM_057799367.1	A	anno1.g11306.t1	A
rna-XM_057799372.1	A	anno1.g3007.t1	A
rna-XM_057799375.1	A	anno1.g3008.t1	A
rna-XM_057799397.1	A	anno1.g6869.t1	A
rna-XM_057799398.1	A	anno1.g9035.t1	A
rna-XM_057797759.1	A	anno1.g1656.t1	A
rna-XM_057799400.1	A	anno1.g1657.t1	A
rna-XM_057797763.1	A	anno1.g1658.t1	A
rna-XM_057799401.1	A	anno1.g10834.t1	A
rna-XM_057799404.1	A	anno1.g2712.t1	A
rna-XM_057799419.1	A	anno1.g2832.t1	A
rna-XM_057799420.1	A	anno1.g2831.t1	A
rna-XM_057799409.1	A	anno1.g2830.t1	A
rna-XM_057799417.1	A	anno1.g2829.t1	A
rna-XM_057799423.1	A	anno1.g11391.t4	A
rna-XM_057799429.1	A	anno1.g5714.t1	A
rna-XM_057799433.1	A	anno1.g8320.t1	A
rna-XM_057799432.1	A	anno1.g8319.t3	A
rna-XM_057799439.1	A	anno1.g8317.t1	A
rna-XM_057799441.1	A	anno1.g8318.t1	A
rna-XM_057799444.1	A	anno1.g1660.t1	A
rna-XM_057798290.1	A	anno1.g3340.t1	A
rna-XM_057798294.1	A	anno1.g8367.t1	A
rna-XM_057799699.1	A	anno1.g6071.t1	A
rna-XM_057797781.1	A	anno1.g6070.t1	A
rna-XM_057799697.1	A	anno1.g10382.t1	A
rna-XM_057799700.1	A	anno1.g3341.t1	A
rna-XM_057798406.1	A	anno1.g1370.t2	A
rna-XM_057798407.1	A	anno1.g12267.t1	X
rna-XM_057799361.1	A	anno1.g6530.t1	A
rna-XM_057797557.1	A	anno1.g9173.t2	A
rna-XM_057798566.1	A	anno1.g4728.t1	A
rna-XM_057798126.1	A	anno1.g13206.t1	A
rna-XM_057797526.1	A	anno1.g12344.t2	A
rna-XM_057797530.1	A	anno1.g2638.t1	A
rna-XM_057797531.1	A	anno1.g12343.t1	A
rna-XM_057797502.1	A	anno1.g5508.t1	A
rna-XM_057797504.1	A	anno1.g8632.t2	A
rna-XM_057797506.1	A	anno1.g8633.t1	A
rna-XM_057797790.1	A	anno1.g8634.t1	A
rna-XM_057798309.1	A	anno1.g1803.t1	A
rna-XM_057798310.1	A	anno1.g1804.t1	A
rna-XM_057798439.1	A	anno1.g1806.t1	A
rna-XM_057799254.1	A	anno1.g3321.t2	A
rna-XM_057798436.1	A	anno1.g3324.t2	A
rna-XM_057798438.1	A	anno1.g9385.t1	A
rna-XM_057799238.1	A	anno1.g1245.t1	A
rna-XM_057799239.1	A	anno1.g8468.t1	A
rna-XM_057799048.1	A	anno1.g1244.t1	A
rna-XM_057798090.1	A	anno1.g1866.t1	A
rna-XM_057797831.1	A	anno1.g8833.t1	A
rna-XM_057797956.1	A	anno1.g6920.t1	A
rna-XM_057797879.1	A	anno1.g11846.t1	A
rna-XM_057798885.1	A	anno1.g4991.t1	A
rna-XM_057798886.1	A	anno1.g10979.t1	A
rna-XM_057797869.1	A	anno1.g5932.t1	A
rna-XM_057797868.1	A	anno1.g2711.t1	A
rna-XM_057797911.1	A	anno1.g2407.t1	A
rna-XM_057797793.1	A	anno1.g6919.t1	A
rna-XM_057797848.1	A	anno1.g10980.t1	A
rna-XM_057798521.1	A	anno1.g10977.t2	A
rna-XM_057799205.1	A	anno1.g10880.t2	A
rna-XM_057799200.1	A	anno1.g11103.t1	A
rna-XM_057799202.1	A	anno1.g3009.t1	A
rna-XM_057797873.1	A	anno1.g12922.t1	A
rna-XM_057797903.1	A	anno1.g9232.t1	A
rna-XM_057798890.1	A	anno1.g8547.t1	A
rna-XM_057797436.1	A	anno1.g12987.t1	A
rna-XM_057798752.1	A	anno1.g7579.t1	A
rna-XM_057798420.1	A	anno1.g5697.t1	A
rna-XM_057798270.1	A	anno1.g13788.t1	A
rna-XM_057798280.1	A	anno1.g5919.t1	A
rna-XM_057798284.1	A	anno1.g8561.t2	A
rna-XM_057798278.1	A	anno1.g8560.t1	A
rna-XM_057798276.1	A	anno1.g8576.t1	A
rna-XM_057798287.1	A	anno1.g13387.t1	A
rna-XM_057798288.1	A	anno1.g3400.t1	A
rna-XM_057798343.1	A	anno1.g3401.t1	A
rna-XM_057797470.1	A	anno1.g7395.t1	A
rna-XM_057798773.1	A	anno1.g9896.t1	A
rna-XM_057799801.1	A	anno1.g3175.t1	A
rna-XM_057799188.1	A	anno1.g9686.t1	A
rna-XM_057799185.1	A	anno1.g7489.t1	A
rna-XM_057799187.1	A	anno1.g7491.t1	A
rna-XM_057797878.1	A	anno1.g2976.t1	A
rna-XM_057797987.1	A	anno1.g6503.t1	A
rna-XM_057798151.1	A	anno1.g6501.t1	A
rna-XM_057797615.1	A	anno1.g10279.t1	A
rna-XM_057797926.1	A	anno1.g8357.t1	A
rna-XM_057797696.1	A	anno1.g12784.t1	A
rna-XM_057797992.1	A	anno1.g10920.t1	A
rna-XM_057797994.1	A	anno1.g12783.t1	A
rna-XM_057798781.1	A	anno1.g8494.t1	A
rna-XM_057799275.1	A	anno1.g3703.t1	A
rna-XM_057799280.1	A	anno1.g5763.t1	A
rna-XM_057799279.1	A	anno1.g3804.t1	A
rna-XM_057799284.1	A	anno1.g4262.t1	A
rna-XM_057799281.1	A	anno1.g4263.t1	A
rna-XM_057797379.1	A	anno1.g3806.t1	A
rna-XM_057797376.1	A	anno1.g11146.t2	A
rna-XM_057797792.1	A	anno1.g2104.t1	A
rna-XM_057798254.1	A	anno1.g5969.t1	A
rna-XM_057798533.1	A	anno1.g5863.t1	A
rna-XM_057797889.1	A	anno1.g5966.t1	A
rna-XM_057797890.1	A	anno1.g7486.t2	A
rna-XM_057797888.1	A	anno1.g9852.t1	A
rna-XM_057798000.1	A	anno1.g11633.t1	A
rna-XM_057799661.1	A	anno1.g11634.t1	A
rna-XM_057798585.1	A	anno1.g9864.t1	A
rna-XM_057798590.1	A	anno1.g1454.t1	A
rna-XM_057798594.1	A	anno1.g8940.t1	A
rna-XM_057798597.1	A	anno1.g5902.t1	A
rna-XM_057798599.1	A	anno1.g537.t1	A
rna-XM_057798603.1	A	anno1.g12782.t1	A
rna-XM_057798601.1	A	anno1.g11081.t1	A
rna-XM_057798614.1	A	anno1.g2423.t1	A
rna-XM_057798627.1	A	anno1.g8337.t1	A
rna-XM_057798618.1	A	anno1.g4333.t1	A
rna-XM_057798611.1	A	anno1.g1469.t1	A
rna-XM_057798607.1	A	anno1.g1470.t2	A
rna-XM_057798619.1	A	anno1.g13353.t1	A
rna-XM_057798605.1	A	anno1.g1467.t1	A
rna-XM_057798615.1	A	anno1.g1468.t1	A
rna-XM_057798625.1	A	anno1.g1466.t1	A
rna-XM_057798628.1	A	anno1.g11452.t2	A
rna-XM_057798620.1	A	anno1.g8160.t1	A
rna-XM_057798621.1	A	anno1.g3805.t1	A
rna-XM_057798623.1	A	anno1.g13701.t1	A
rna-XM_057798604.1	A	anno1.g582.t1	A
rna-XM_057798629.1	A	anno1.g636.t1	A
rna-XM_057798631.1	A	anno1.g635.t1	A
rna-XM_057798635.1	A	anno1.g634.t1	A
rna-XM_057798633.1	A	anno1.g9018.t2	A
rna-XM_057798636.1	A	anno1.g2111.t1	A
rna-XM_057798637.1	A	anno1.g7447.t1	A
rna-XM_057798638.1	A	anno1.g2114.t3	A
rna-XM_057798681.1	A	anno1.g2113.t1	A
rna-XM_057798683.1	A	anno1.g633.t1	A
rna-XM_057798691.1	A	anno1.g2112.t1	A
rna-XM_057798685.1	A	anno1.g3738.t1	A
rna-XM_057798679.1	A	anno1.g10432.t1	A
rna-XM_057798684.1	A	anno1.g8516.t2	A
rna-XM_057798688.1	A	anno1.g8518.t2	A
rna-XM_057798640.1	A	anno1.g6922.t3	A
rna-XM_057798687.1	A	anno1.g9900.t1	A
rna-XM_057798676.1	A	anno1.g12796.t4	A
rna-XM_057798678.1	A	anno1.g6454.t1	A
rna-XM_057798701.1	A	anno1.g6455.t1	A
rna-XM_057798702.1	A	anno1.g32.t1	A
rna-XM_057798697.1	A	anno1.g8892.t1	A
rna-XM_057798692.1	A	anno1.g13182.t1	A
rna-XM_057799735.1	A	anno1.g761.t1	A
rna-XM_057797749.1	A	anno1.g8891.t1	A
rna-XM_057797746.1	A	anno1.g4490.t1	A
rna-XM_057797747.1	A	anno1.g4489.t2	A
rna-XM_057798047.1	A	anno1.g10864.t1	A
rna-XM_057798383.1	A	anno1.g8195.t1	A
rna-XM_057798148.1	A	anno1.g2668.t1	A
rna-XM_057797951.1	A	anno1.g2674.t1	A
rna-XM_057797995.1	A	anno1.g2679.t1	A
rna-XM_057797852.1	A	anno1.g9892.t1	A
rna-XM_057798789.1	A	anno1.g9899.t1	A
rna-XM_057797441.1	A	anno1.g4913.t1	A
rna-XM_057798790.1	A	anno1.g7659.t1	A
rna-XM_057797439.1	A	anno1.g469.t1	A
rna-XM_057797443.1	A	anno1.g1313.t1	A
rna-XM_057797444.1	A	anno1.g10675.t1	A
rna-XM_057798927.1	A	anno1.g10676.t1	A
rna-XM_057798928.1	A	anno1.g8951.t1	A
rna-XM_057798929.1	A	anno1.g6333.t1	A
rna-XM_057798931.1	A	anno1.g6695.t4	A
rna-XM_057798935.1	A	anno1.g11225.t1	A
rna-XM_057798939.1	A	anno1.g11224.t1	A
rna-XM_057798936.1	A	anno1.g11222.t1	A
rna-XM_057798942.1	A	anno1.g11231.t1	A
rna-XM_057797744.1	A	anno1.g11230.t1	A
rna-XM_057797988.1	A	anno1.g11229.t1	A
rna-XM_057799571.1	A	anno1.g7378.t1	A
rna-XM_057799573.1	A	anno1.g11219.t1	A
rna-XM_057798705.1	A	anno1.g11220.t1	A
rna-XM_057798399.1	A	anno1.g11221.t1	A
rna-XM_057798402.1	A	anno1.g11223.t1	A
rna-XM_057799358.1	A	anno1.g4902.t1	A
rna-XM_057799357.1	A	anno1.g13317.t1	A
rna-XM_057797660.1	A	anno1.g122.t1	A
rna-XM_057797558.1	A	anno1.g126.t11	A
rna-XM_057798240.1	A	anno1.g124.t1	A
rna-XM_057798242.1	A	anno1.g9150.t1	A
rna-XM_057798243.1	A	anno1.g4562.t1	A
rna-XM_057798244.1	A	anno1.g1549.t1	A
rna-XM_057797819.1	A	anno1.g5088.t1	A
rna-XM_057798004.1	A	anno1.g3202.t1	A
rna-XM_057798002.1	A	anno1.g3205.t1	A
rna-XM_057798797.1	A	anno1.g3206.t3	A
rna-XM_057798798.1	A	anno1.g4547.t1	A
rna-XM_057797984.1	A	anno1.g3204.t1	A
rna-XM_057797496.1	A	anno1.g3225.t1	A
rna-XM_057797497.1	A	anno1.g3223.t1	A
rna-XM_057797498.1	A	anno1.g3203.t1	A
rna-XM_057797499.1	A	anno1.g3201.t1	A
rna-XM_057797736.1	A	anno1.g7940.t1	A
rna-XM_057798333.1	A	anno1.g7939.t2	A
rna-XM_057797983.1	A	anno1.g7533.t1	A
rna-XM_057798119.1	A	anno1.g4191.t2	A
rna-XM_057798481.1	A	anno1.g4192.t1	A
rna-XM_057797949.1	A	anno1.g4193.t2	A
rna-XM_057797887.1	A	anno1.g4194.t2	A
rna-XM_057797837.1	A	anno1.g10299.t1	A
rna-XM_057798035.1	A	anno1.g10378.t1	A
rna-XM_057799274.1	A	anno1.g12336.t1	A
rna-XM_057799272.1	A	anno1.g5674.t1	A
rna-XM_057797968.1	A	anno1.g7518.t1	A
rna-XM_057797975.1	A	anno1.g6456.t1	A
rna-XM_057798199.1	A	anno1.g6457.t1	A
rna-XM_057798200.1	A	anno1.g12313.t1	A
rna-XM_057798210.1	A	anno1.g11126.t1	A
rna-XM_057798209.1	A	anno1.g11127.t1	A
rna-XM_057798207.1	A	anno1.g12298.t1	A
rna-XM_057798208.1	A	anno1.g7937.t1	A
rna-XM_057798219.1	A	anno1.g8666.t1	A
rna-XM_057798214.1	A	anno1.g8665.t1	A
rna-XM_057798212.1	A	anno1.g8664.t1	A
rna-XM_057798230.1	A	anno1.g8663.t1	A
rna-XM_057798229.1	A	anno1.g8662.t1	A
rna-XM_057799627.1	A	anno1.g8661.t2	A
rna-XM_057798043.1	A	anno1.g8660.t1	A
rna-XM_057797846.1	A	anno1.g8659.t1	A
rna-XM_057799652.1	A	anno1.g4195.t2	A
rna-XM_057799655.1	A	anno1.g8669.t1	A
rna-XM_057799656.1	A	anno1.g4197.t1	A
rna-XM_057799660.1	A	anno1.g9097.t1	A
rna-XM_057797942.1	A	anno1.g2666.t1	A
rna-XM_057799679.1	A	anno1.g2664.t1	A
rna-XM_057799681.1	A	anno1.g2663.t1	A
rna-XM_057799687.1	A	anno1.g2686.t1	A
rna-XM_057799688.1	A	anno1.g2687.t1	A
rna-XM_057799745.1	A	anno1.g2688.t1	A
rna-XM_057799743.1	A	anno1.g8716.t2	A
rna-XM_057799744.1	A	anno1.g7522.t1	A
rna-XM_057797464.1	A	anno1.g363.t1	A
rna-XM_057799750.1	A	anno1.g7519.t1	A
rna-XM_057799749.1	A	anno1.g9679.t1	A
rna-XM_057799753.1	A	anno1.g7523.t1	A
rna-XM_057798023.1	A	anno1.g7521.t1	A
rna-XM_057798024.1	A	anno1.g7520.t1	A
rna-XM_057798028.1	A	anno1.g10427.t1	A
rna-XM_057798029.1	A	anno1.g564.t1	A
rna-XM_057798129.1	A	anno1.g2684.t1	A
rna-XM_057797827.1	A	anno1.g10430.t1	A
rna-XM_057798302.1	A	anno1.g10117.t1	A
rna-XM_057798303.1	A	anno1.g1500.t1	A
rna-XM_057797789.1	A	anno1.g11175.t1	A
rna-XM_057798176.1	A	anno1.g4488.t1	A
rna-XM_057798007.1	A	anno1.g4486.t1	A
rna-XM_057797741.1	A	anno1.g4483.t2	A
rna-XM_057798304.1	A	anno1.g4482.t1	A
rna-XM_057797737.1	A	anno1.g4481.t1	A
rna-XM_057798804.1	A	anno1.g4480.t1	A
rna-XM_057799455.1	A	anno1.g1782.t1	A
rna-XM_057799459.1	A	anno1.g330.t1	A
rna-XM_057799457.1	A	anno1.g329.t1	A
rna-XM_057798898.1	A	anno1.g6449.t1	A
rna-XM_057798899.1	A	anno1.g9980.t1	A
rna-XM_057799696.1	A	anno1.g12795.t1	A
rna-XM_057797671.1	A	anno1.g6923.t1	A
rna-XM_057798550.1	A	anno1.g13669.t1	A
rna-XM_057797934.1	A	anno1.g6939.t1	A
rna-XM_057798156.1	A	anno1.g11850.t2	A
rna-XM_057797358.1	A	anno1.g5777.t1	A
rna-XM_057798831.1	A	anno1.g13220.t1	X
rna-XM_057798829.1	A	anno1.g11348.t1	A
rna-XM_057798834.1	A	anno1.g11349.t1	A
rna-XM_057797732.1	A	anno1.g13016.t1	A
rna-XM_057797724.1	A	anno1.g10405.t2	A
rna-XM_057797729.1	A	anno1.g10406.t1	A
rna-XM_057797500.1	A	anno1.g10407.t1	A
rna-XM_057797919.1	A	anno1.g11384.t1	A
rna-XM_057797920.1	A	anno1.g11383.t1	A
rna-XM_057797921.1	A	anno1.g11382.t1	A
rna-XM_057797922.1	A	anno1.g11381.t1	A
rna-XM_057799057.1	A	anno1.g11379.t1	A
rna-XM_057799054.1	A	anno1.g11380.t1	A
rna-XM_057799055.1	A	anno1.g13223.t1	X
rna-XM_057798095.1	A	anno1.g3371.t1	A
rna-XM_057798570.1	A	anno1.g3372.t1	A
rna-XM_057798094.1	A	anno1.g3637.t1	A
rna-XM_057798174.1	A	anno1.g3373.t1	A
rna-XM_057797806.1	A	anno1.g6285.t1	A
rna-XM_057797805.1	A	anno1.g6284.t1	A
rna-XM_057798306.1	A	anno1.g6281.t2	A
rna-XM_057798308.1	A	anno1.g6283.t1	A
rna-XM_057798149.1	A	anno1.g11024.t1	A
rna-XM_057798807.1	A	anno1.g12446.t1	A
rna-XM_057798063.1	A	anno1.g3370.t2	A
rna-XM_057799344.1	A	anno1.g11351.t1	A
rna-XM_057799345.1	A	anno1.g11352.t3	A
rna-XM_057799349.1	A	anno1.g13108.t1	A
rna-XM_057799352.1	A	anno1.g6098.t1	A
rna-XM_057799351.1	A	anno1.g6099.t1	A
rna-XM_057797473.1	A	anno1.g7737.t1	A
rna-XM_057797474.1	A	anno1.g1668.t1	A
rna-XM_057797475.1	A	anno1.g2002.t2	A
rna-XM_057797931.1	A	anno1.g6005.t1	A
rna-XM_057798297.1	A	anno1.g2001.t1	A
rna-XM_057797617.1	A	anno1.g5931.t2	A
rna-XM_057798392.1	A	anno1.g8224.t1	A
rna-XM_057798530.1	A	anno1.g9028.t1	A
rna-XM_057797404.1	A	anno1.g4881.t2	A
rna-XM_057797406.1	A	anno1.g11668.t1	A
rna-XM_057797402.1	A	anno1.g13218.t1	X
rna-XM_057797403.1	A	anno1.g8434.t1	A
rna-XM_057798706.1	A	anno1.g11378.t1	A
rna-XM_057797634.1	A	anno1.g11377.t1	A
rna-XM_057798714.1	A	anno1.g11372.t1	A
rna-XM_057798713.1	A	anno1.g11371.t1	A
rna-XM_057797553.1	A	anno1.g6388.t1	A
rna-XM_057798009.1	A	anno1.g6389.t1	A
rna-XM_057798464.1	A	anno1.g6387.t1	A
rna-XM_057798296.1	A	anno1.g10192.t1	A
rna-XM_057799389.1	A	anno1.g3563.t1	A
rna-XM_057798555.1	A	anno1.g2080.t1	A
rna-XM_057798039.1	A	anno1.g2081.t1	A
rna-XM_057797965.1	A	anno1.g2082.t1	A
rna-XM_057799285.1	A	anno1.g2478.t1	A
rna-XM_057799286.1	A	anno1.g12649.t1	A
rna-XM_057799289.1	A	anno1.g12650.t1	A
rna-XM_057799290.1	A	anno1.g8075.t1	A
rna-XM_057799288.1	A	anno1.g2479.t1	A
rna-XM_057799293.1	A	anno1.g13458.t1	A
rna-XM_057798448.1	A	anno1.g5852.t1	A
rna-XM_057799101.1	A	anno1.g13466.t2	A
rna-XM_057799116.1	A	anno1.g12705.t1	A
rna-XM_057799122.1	A	anno1.g11527.t1	A
rna-XM_057799146.1	A	anno1.g3228.t1	A
rna-XM_057799118.1	A	anno1.g1165.t1	A
rna-XM_057799143.1	A	anno1.g4746.t1	A
rna-XM_057799135.1	A	anno1.g12467.t1	A
rna-XM_057799133.1	A	anno1.g11836.t1	A
rna-XM_057799138.1	A	anno1.g6039.t1	A
rna-XM_057799129.1	A	anno1.g11341.t1	A
rna-XM_057799117.1	A	anno1.g1110.t1	A
rna-XM_057799136.1	A	anno1.g1111.t1	A
rna-XM_057799139.1	A	anno1.g1112.t2	A
rna-XM_057799140.1	A	anno1.g1113.t1	A
rna-XM_057799141.1	A	anno1.g12478.t1	A
rna-XM_057799157.1	A	anno1.g13213.t1	A
rna-XM_057799158.1	A	anno1.g13348.t1	A
rna-XM_057798811.1	A	anno1.g4793.t1	A
rna-XM_057799071.1	A	anno1.g2660.t3	A
rna-XM_057799073.1	A	anno1.g2661.t1	A
rna-XM_057798480.1	A	anno1.g6538.t1	A
rna-XM_057798721.1	A	anno1.g10923.t1	A
rna-XM_057798298.1	A	anno1.g11388.t1	A
rna-XM_057798457.1	A	anno1.g8321.t1	A
rna-XM_057798449.1	A	anno1.g8323.t1	A
rna-XM_057798451.1	A	anno1.g11387.t2	A
rna-XM_057798460.1	A	anno1.g11386.t1	A
rna-XM_057798463.1	A	anno1.g5752.t2	A
rna-XM_057798152.1	A	anno1.g5751.t1	A
rna-XM_057797739.1	A	anno1.g5749.t1	A
rna-XM_057798549.1	A	anno1.g13765.t1	A
