C_maculatus	chromosome	B_siliquastri	chromosome
g8289.t1	A	BRAKERILHT00000004452	A
g8290.t1	A	BRAKERILHT00000005028	A
g8291.t1	A	BRAKERILHT00000005296	A
g8292.t2	A	BRAKERILHT00000006151	A
g8293.t1	A	BRAKERILHT00000004770	A
g8294.t1	A	BRAKERILHT00000006236	A
g8295.t1	A	BRAKERILHT00000005915	A
g8296.t1	A	BRAKERILHT00000005321	A
g8297.t1	A	BRAKERILHT00000004465	A
g8298.t1	A	BRAKERILHT00000004469	A
g8300.t1	A	BRAKERILHT00000005236	A
g8301.t1	A	BRAKERILHT00000004693	A
g8303.t1	A	BRAKERILHT00000006156	A
g8304.t1	A	BRAKERILHT00000005818	A
g8305.t1	A	BRAKERILHT00000005042	A
g8306.t1	A	BRAKERILHT00000005436	A
g8307.t1	A	BRAKERILHT00000004503	A
g8308.t1	A	BRAKERILHT00000004651	A
g8310.t1	A	BRAKERILHT00000006113	A
g8315.t2	A	BRAKERILHT00000005969	A
g8318.t1	A	BRAKERILHT00000006150	A
g8319.t1	A	BRAKERILHT00000006454	A
g8320.t2	A	BRAKERILHT00000005039	A
g8322.t1	A	BRAKERILHT00000004738	A
g8323.t1	A	BRAKERILHT00000004611	A
g8324.t1	A	BRAKERILHT00000005076	A
g8325.t1	A	BRAKERILHT00000006317	A
g8326.t1	A	BRAKERILHT00000005292	A
g8328.t1	A	BRAKERILHT00000004619	A
g8329.t1	A	BRAKERILHT00000004951	A
g8330.t1	A	BRAKERILHT00000004552	A
g8331.t1	A	BRAKERILHT00000004990	A
g8332.t1	A	BRAKERILHT00000005148	A
g8333.t1	A	BRAKERILHT00000005602	A
g8337.t1	A	BRAKERILHT00000006115	A
g8339.t1	A	BRAKERILHT00000006108	A
g8340.t1	A	BRAKERILHT00000006271	A
g8341.t1	A	BRAKERILHT00000009048	A
g8342.t1	A	BRAKERILHT00000005903	A
g8343.t1	A	BRAKERILHT00000005319	A
g8344.t2	A	BRAKERILHT00000006043	A
g8345.t1	A	BRAKERILHT00000005603	A
g8346.t1	A	BRAKERILHT00000005102	A
g8347.t1	A	BRAKERILHT00000004802	A
g8348.t1	A	BRAKERILHT00000005075	A
g8350.t1	A	BRAKERILHT00000004922	A
g8351.t2	A	BRAKERILHT00000004917	A
g8352.t1	A	BRAKERILHT00000006438	A
g8353.t1	A	BRAKERILHT00000006364	A
g8354.t1	A	BRAKERILHT00000004946	A
g8355.t1	A	BRAKERILHT00000004645	A
g8356.t1	A	BRAKERILHT00000005623	A
g8357.t1	A	BRAKERILHT00000005107	A
g8358.t2	A	BRAKERILHT00000004781	A
g8359.t1	A	BRAKERILHT00000005813	A
g8360.t1	A	BRAKERILHT00000005267	A
g8361.t3	A	BRAKERILHT00000005050	A
g8362.t1	A	BRAKERILHT00000006097	A
g8363.t1	A	BRAKERILHT00000004626	A
g8364.t1	A	BRAKERILHT00000005253	A
g8365.t2	A	BRAKERILHT00000005710	A
g8367.t2	A	BRAKERILHT00000004845	A
g8368.t2	A	BRAKERILHT00000004493	A
g8369.t2	A	BRAKERILHT00000006070	A
g8370.t1	A	BRAKERILHT00000004713	A
g8371.t1	A	BRAKERILHT00000005394	A
g8372.t1	A	BRAKERILHT00000005586	A
g8373.t1	A	BRAKERILHT00000006185	A
g8374.t2	A	BRAKERILHT00000004504	A
g8375.t1	A	BRAKERILHT00000011452	A
g8376.t1	A	BRAKERILHT00000004960	A
g8377.t2	A	BRAKERILHT00000005838	A
g8378.t1	A	BRAKERILHT00000005274	A
g8379.t1	A	BRAKERILHT00000004703	A
g8383.t1	A	BRAKERILHT00000005113	A
g8384.t1	A	BRAKERILHT00000005190	A
g8385.t1	A	BRAKERILHT00000005957	A
g8386.t1	A	BRAKERILHT00000005661	A
g8387.t1	A	BRAKERILHT00000005383	A
g8388.t1	A	BRAKERILHT00000004839	A
g8389.t1	A	BRAKERILHT00000006395	A
g8390.t1	A	BRAKERILHT00000004553	A
g8394.t1	A	BRAKERILHT00000004961	A
g8395.t1	A	BRAKERILHT00000004762	A
g8397.t1	A	BRAKERILHT00000005060	A
g8399.t1	A	BRAKERILHT00000005512	A
g8400.t1	A	BRAKERILHT00000006327	A
g8401.t1	A	BRAKERILHT00000004745	A
g8402.t1	A	BRAKERILHT00000005524	A
g8405.t1	A	BRAKERILHT00000005868	A
g8406.t1	A	BRAKERILHT00000005585	A
g8409.t1	A	BRAKERILHT00000013779	A
g8410.t1	A	BRAKERILHT00000005607	A
g8411.t1	A	BRAKERILHT00000000628	A
g8412.t1	A	BRAKERILHT00000006188	A
g8413.t1	A	BRAKERILHT00000004608	A
g8414.t1	A	BRAKERILHT00000005269	A
g8416.t2	A	BRAKERILHT00000005713	A
g8417.t2	A	BRAKERILHT00000006415	A
g8418.t1	A	BRAKERILHT00000004935	A
g8423.t1	A	BRAKERILHT00000004730	A
g8424.t1	A	BRAKERILHT00000005886	A
g8425.t1	A	BRAKERILHT00000006319	A
g8426.t1	A	BRAKERILHT00000004464	A
g8427.t1	A	BRAKERILHT00000005159	A
g8428.t2	A	BRAKERILHT00000006292	A
g8429.t1	A	BRAKERILHT00000004717	A
g8430.t1	A	BRAKERILHT00000005017	A
g8431.t1	A	BRAKERILHT00000005460	A
g8432.t1	A	BRAKERILHT00000006140	A
g8435.t1	A	BRAKERILHT00000003188	A
g8436.t1	A	BRAKERILHT00000004953	A
g8438.t1	A	BRAKERILHT00000004974	A
g8440.t1	A	BRAKERILHT00000005169	A
g8447.t1	A	BRAKERILHT00000005535	A
g8450.t1	A	BRAKERILHT00000004863	A
g8451.t1	A	BRAKERILHT00000000535	A
g8453.t1	A	BRAKERILHT00000005151	A
g8454.t1	A	BRAKERILHT00000006938	A
g8456.t1	A	BRAKERILHT00000005249	A
g8464.t2	A	BRAKERILHT00000005738	A
g8465.t1	A	BRAKERILHT00000005295	A
g8466.t1	A	BRAKERILHT00000004736	A
g8467.t1	A	BRAKERILHT00000005303	A
g8469.t1	A	BRAKERILHT00000005869	A
g8472.t1	A	BRAKERILHT00000006166	A
g8476.t2	A	BRAKERILHT00000004685	A
g8479.t1	A	BRAKERILHT00000005117	A
g8480.t1	A	BRAKERILHT00000005717	A
g8481.t3	A	BRAKERILHT00000005558	A
g8482.t1	A	BRAKERILHT00000005692	A
g8483.t1	A	BRAKERILHT00000005035	A
g8484.t1	A	BRAKERILHT00000006011	A
g8485.t1	A	BRAKERILHT00000006387	A
g8489.t2	A	BRAKERILHT00000006270	A
g8490.t1	A	BRAKERILHT00000004615	A
g8491.t2	A	BRAKERILHT00000004471	A
g8492.t1	A	BRAKERILHT00000005726	A
g8493.t1	A	BRAKERILHT00000006297	A
g8494.t1	A	BRAKERILHT00000005442	A
g8495.t1	A	BRAKERILHT00000015912	A
g8497.t2	A	BRAKERILHT00000004687	A
g8498.t1	A	BRAKERILHT00000006047	A
g8506.t1	A	BRAKERILHT00000005633	A
g8509.t1	A	BRAKERILHT00000005924	A
g8510.t2	A	BRAKERILHT00000005047	A
g8511.t1	A	BRAKERILHT00000004516	A
g8512.t1	A	BRAKERILHT00000005561	A
g8513.t1	A	BRAKERILHT00000006018	A
g8514.t1	A	BRAKERILHT00000004456	A
g8515.t1	A	BRAKERILHT00000005360	A
g8516.t1	A	BRAKERILHT00000005863	A
g8517.t1	A	BRAKERILHT00000005087	A
g8518.t1	A	BRAKERILHT00000003658	A
g8519.t1	A	BRAKERILHT00000005332	A
g8520.t1	A	BRAKERILHT00000006026	A
g8521.t1	A	BRAKERILHT00000006223	A
g8522.t3	A	BRAKERILHT00000005811	A
g8523.t1	A	BRAKERILHT00000000923	A
g8524.t2	A	BRAKERILHT00000005444	A
g8526.t4	A	BRAKERILHT00000005980	A
g8528.t1	A	BRAKERILHT00000006121	A
g8529.t1	A	BRAKERILHT00000005938	A
g8530.t2	A	BRAKERILHT00000004478	A
g8533.t1	A	BRAKERILHT00000005300	A
g8535.t1	A	BRAKERILHT00000006467	A
g8536.t1	A	BRAKERILHT00000005033	A
g8537.t1	A	BRAKERILHT00000005467	A
g8538.t1	A	BRAKERILHT00000006152	A
g8539.t1	A	BRAKERILHT00000005729	A
g8540.t1	A	BRAKERILHT00000005529	A
g8541.t1	A	BRAKERILHT00000006105	A
g8542.t1	A	BRAKERILHT00000004459	A
g8543.t2	A	BRAKERILHT00000005014	A
g8546.t1	A	BRAKERILHT00000006411	A
g8548.t1	A	BRAKERILHT00000006208	A
g8550.t1	A	BRAKERILHT00000005533	A
g8554.t1	A	BRAKERILHT00000006461	A
g8557.t2	A	BRAKERILHT00000005307	A
g8560.t1	A	BRAKERILHT00000005410	A
g8562.t1	A	BRAKERILHT00000006038	A
g8563.t1	A	BRAKERILHT00000005454	A
g8564.t1	A	BRAKERILHT00000006318	A
g8565.t2	A	BRAKERILHT00000005282	A
g8566.t1	A	BRAKERILHT00000005596	A
g8567.t1	A	BRAKERILHT00000004746	A
g8568.t1	A	BRAKERILHT00000006447	A
g8569.t1	A	BRAKERILHT00000005892	A
g8585.t1	A	BRAKERILHT00000010906	A
g8591.t1	A	BRAKERILHT00000005986	A
g8592.t1	A	BRAKERILHT00000016015	A
g8595.t1	A	BRAKERILHT00000010423	A
g8597.t1	A	BRAKERILHT00000004473	A
g8601.t1	A	BRAKERILHT00000005498	A
g8605.t1	A	BRAKERILHT00000006334	A
g8606.t1	A	BRAKERILHT00000004838	A
g8607.t1	A	BRAKERILHT00000005536	A
g8608.t1	A	BRAKERILHT00000005563	A
g8610.t1	A	BRAKERILHT00000005801	A
g8611.t1	A	BRAKERILHT00000009267	A
g8615.t1	A	BRAKERILHT00000005327	A
g8620.t1	A	BRAKERILHT00000004994	A
g8621.t2	A	BRAKERILHT00000005546	A
g8625.t1	A	BRAKERILHT00000005118	A
g8628.t1	A	BRAKERILHT00000005990	A
g8641.t1	A	BRAKERILHT00000003896	A
g8649.t1	A	BRAKERILHT00000007208	A
g8670.t1	A	BRAKERILHT00000004940	A
g8673.t1	A	BRAKERILHT00000005084	A
g8675.t1	A	BRAKERILHT00000004648	A
g8676.t1	A	BRAKERILHT00000006008	A
g8678.t1	A	BRAKERILHT00000005254	A
g8679.t1	A	BRAKERILHT00000005810	A
g8681.t1	A	BRAKERILHT00000005180	A
g8683.t2	A	BRAKERILHT00000015017	A
g8684.t1	A	BRAKERILHT00000005962	A
g8685.t1	A	BRAKERILHT00000005202	A
g8686.t1	A	BRAKERILHT00000005780	A
g8687.t1	A	BRAKERILHT00000005696	A
g8704.t1	A	BRAKERILHT00000018038	X
g8714.t2	A	BRAKERILHT00000014686	A
g8730.t1	A	BRAKERILHT00000010416	A
g8732.t1	A	BRAKERILHT00000017130	X
g8780.t1	A	BRAKERILHT00000009852	A
g8781.t1	A	BRAKERILHT00000004889	A
g8782.t2	A	BRAKERILHT00000005786	A
g8783.t1	A	BRAKERILHT00000006235	A
g8784.t1	A	BRAKERILHT00000005377	A
g8785.t1	A	BRAKERILHT00000005895	A
g8786.t1	A	BRAKERILHT00000006299	A
g8787.t1	A	BRAKERILHT00000006288	A
g8788.t1	A	BRAKERILHT00000005370	A
g8789.t1	A	BRAKERILHT00000004995	A
g8790.t1	A	BRAKERILHT00000004555	A
g8791.t1	A	BRAKERILHT00000006372	A
g8793.t1	A	BRAKERILHT00000005921	A
g8794.t1	A	BRAKERILHT00000004981	A
g8795.t1	A	BRAKERILHT00000004784	A
g8796.t1	A	BRAKERILHT00000004941	A
g8797.t1	A	BRAKERILHT00000017263	X
g8798.t1	A	BRAKERILHT00000004963	A
g8799.t1	A	BRAKERILHT00000005554	A
g8801.t1	A	BRAKERILHT00000006093	A
g8802.t1	A	BRAKERILHT00000004636	A
g8803.t1	A	BRAKERILHT00000004479	A
g8804.t1	A	BRAKERILHT00000005016	A
g8805.t1	A	BRAKERILHT00000005578	A
g8806.t1	A	BRAKERILHT00000006015	A
g8807.t1	A	BRAKERILHT00000005021	A
g8808.t1	A	BRAKERILHT00000005568	A
g8809.t1	A	BRAKERILHT00000004511	A
g8810.t1	A	BRAKERILHT00000005065	A
g8812.t1	A	BRAKERILHT00000005920	A
g8814.t1	A	BRAKERILHT00000006222	A
g8815.t1	A	BRAKERILHT00000004727	A
g8816.t1	A	BRAKERILHT00000005511	A
g8817.t8	A	BRAKERILHT00000005082	A
g8818.t1	A	BRAKERILHT00000006135	A
g8819.t1	A	BRAKERILHT00000005517	A
g8820.t1	A	BRAKERILHT00000005750	A
g8821.t1	A	BRAKERILHT00000006238	A
g8822.t1	A	BRAKERILHT00000004720	A
g8823.t1	A	BRAKERILHT00000005247	A
g8825.t1	A	BRAKERILHT00000005474	A
g8826.t3	A	BRAKERILHT00000005783	A
g8827.t1	A	BRAKERILHT00000005393	A
g8828.t1	A	BRAKERILHT00000004835	A
g8829.t1	A	BRAKERILHT00000006260	A
g8830.t1	A	BRAKERILHT00000005702	A
g8833.t1	A	BRAKERILHT00000003470	A
g8834.t1	A	BRAKERILHT00000005175	A
g8835.t1	A	BRAKERILHT00000004979	A
g8839.t1	A	BRAKERILHT00000005847	A
g8840.t10	A	BRAKERILHT00000006276	A
g8841.t1	A	BRAKERILHT00000005168	A
g8842.t1	A	BRAKERILHT00000005655	A
g8845.t1	A	BRAKERILHT00000006073	A
g8846.t2	A	BRAKERILHT00000005468	A
g8847.t1	A	BRAKERILHT00000004482	A
g8848.t1	A	BRAKERILHT00000006129	A
g8849.t1	A	BRAKERILHT00000004763	A
g8851.t1	A	BRAKERILHT00000006237	A
g8854.t1	A	BRAKERILHT00000005333	A
g8855.t1	A	BRAKERILHT00000006016	A
g8856.t1	A	BRAKERILHT00000004569	A
g8857.t1	A	BRAKERILHT00000004526	A
g8859.t1	A	BRAKERILHT00000005086	A
g8860.t1	A	BRAKERILHT00000006481	A
g8861.t1	A	BRAKERILHT00000005201	A
g8862.t1	A	BRAKERILHT00000004723	A
g8863.t1	A	BRAKERILHT00000006312	A
g8864.t1	A	BRAKERILHT00000005893	A
g8865.t1	A	BRAKERILHT00000005426	A
g8866.t2	A	BRAKERILHT00000005398	A
g8867.t1	A	BRAKERILHT00000004475	A
g8868.t1	A	BRAKERILHT00000006032	A
g8870.t1	A	BRAKERILHT00000005625	A
g8871.t2	A	BRAKERILHT00000004666	A
g8872.t1	A	BRAKERILHT00000004673	A
g8873.t1	A	BRAKERILHT00000005126	A
g8874.t1	A	BRAKERILHT00000005519	A
g8875.t1	A	BRAKERILHT00000006248	A
g8876.t1	A	BRAKERILHT00000004680	A
g8877.t2	A	BRAKERILHT00000005804	A
g8878.t2	A	BRAKERILHT00000006240	A
g8879.t1	A	BRAKERILHT00000005293	A
g8880.t1	A	BRAKERILHT00000004768	A
g8881.t1	A	BRAKERILHT00000005687	A
g8882.t1	A	BRAKERILHT00000004984	A
g8883.t1	A	BRAKERILHT00000004574	A
g8884.t1	A	BRAKERILHT00000004999	A
g8885.t1	A	BRAKERILHT00000006338	A
g8886.t1	A	BRAKERILHT00000005909	A
g8888.t2	A	BRAKERILHT00000004563	A
g8889.t1	A	BRAKERILHT00000005590	A
g8890.t1	A	BRAKERILHT00000005121	A
g8891.t1	A	BRAKERILHT00000005441	A
g8893.t1	A	BRAKERILHT00000005959	A
g8894.t1	A	BRAKERILHT00000004804	A
g8895.t1	A	BRAKERILHT00000005349	A
g8896.t1	A	BRAKERILHT00000005605	A
g8897.t1	A	BRAKERILHT00000006171	A
g8898.t3	A	BRAKERILHT00000006116	A
g8900.t1	A	BRAKERILHT00000004670	A
g8903.t1	A	BRAKERILHT00000005352	A
g8904.t1	A	BRAKERILHT00000005988	A
g8905.t1	A	BRAKERILHT00000005770	A
g8907.t1	A	BRAKERILHT00000004587	A
g8908.t1	A	BRAKERILHT00000006303	A
g8909.t1	A	BRAKERILHT00000004710	A
g8910.t2	A	BRAKERILHT00000004671	A
g8911.t1	A	BRAKERILHT00000005104	A
g8912.t1	A	BRAKERILHT00000004887	A
g8913.t1	A	BRAKERILHT00000005310	A
g8914.t1	A	BRAKERILHT00000005791	A
g8915.t1	A	BRAKERILHT00000006232	A
g8917.t1	A	BRAKERILHT00000005277	A
g8918.t1	A	BRAKERILHT00000005859	A
g8920.t1	A	BRAKERILHT00000005415	A
g8921.t1	A	BRAKERILHT00000005541	A
g8922.t1	A	BRAKERILHT00000005238	A
g8923.t1	A	BRAKERILHT00000005600	A
g8924.t1	A	BRAKERILHT00000006377	A
g8925.t1	A	BRAKERILHT00000004797	A
g8926.t1	A	BRAKERILHT00000005719	A
g8928.t1	A	BRAKERILHT00000005280	A
g8929.t1	A	BRAKERILHT00000006345	A
g8931.t1	A	BRAKERILHT00000005916	A
g8933.t1	A	BRAKERILHT00000004775	A
g8936.t1	A	BRAKERILHT00000005716	A
g8943.t1	A	BRAKERILHT00000004594	A
g8945.t1	A	BRAKERILHT00000005569	A
g8948.t1	A	BRAKERILHT00000005116	A
g8949.t1	A	BRAKERILHT00000004947	A
g8950.t1	A	BRAKERILHT00000004519	A
g8951.t1	A	BRAKERILHT00000006468	A
g8952.t2	A	BRAKERILHT00000005509	A
g8953.t1	A	BRAKERILHT00000004799	A
g8954.t2	A	BRAKERILHT00000006399	A
g8955.t1	A	BRAKERILHT00000006201	A
g8956.t1	A	BRAKERILHT00000005644	A
g8959.t2	A	BRAKERILHT00000005930	A
g8963.t1	A	BRAKERILHT00000005952	A
g8964.t1	A	BRAKERILHT00000005364	A
g8965.t1	A	BRAKERILHT00000004631	A
g8966.t1	A	BRAKERILHT00000005960	A
g8967.t1	A	BRAKERILHT00000005089	A
g8968.t1	A	BRAKERILHT00000005794	A
g8970.t1	A	BRAKERILHT00000004983	A
g8971.t1	A	BRAKERILHT00000004927	A
g8973.t1	A	BRAKERILHT00000004639	A
g8975.t1	A	BRAKERILHT00000006095	A
g8976.t1	A	BRAKERILHT00000005775	A
g8977.t1	A	BRAKERILHT00000005196	A
g8978.t2	A	BRAKERILHT00000004971	A
g8979.t1	A	BRAKERILHT00000006422	A
g8980.t1	A	BRAKERILHT00000006062	A
g8981.t2	A	BRAKERILHT00000005483	A
g8982.t1	A	BRAKERILHT00000006251	A
g8983.t1	A	BRAKERILHT00000005680	A
g8984.t2	A	BRAKERILHT00000006255	A
g8985.t1	A	BRAKERILHT00000005345	A
g8986.t1	A	BRAKERILHT00000004908	A
g8988.t2	A	BRAKERILHT00000004656	A
g8989.t1	A	BRAKERILHT00000005979	A
g8990.t1	A	BRAKERILHT00000005815	A
g8991.t1	A	BRAKERILHT00000005354	A
g8992.t1	A	BRAKERILHT00000004911	A
g8993.t1	A	BRAKERILHT00000005975	A
g8994.t1	A	BRAKERILHT00000004907	A
g8995.t1	A	BRAKERILHT00000005807	A
g9004.t1	A	BRAKERILHT00000005528	A
g9006.t1	A	BRAKERILHT00000005067	A
g9007.t1	A	BRAKERILHT00000003591	A
g9008.t1	A	BRAKERILHT00000004570	A
g9009.t1	A	BRAKERILHT00000006143	A
g9010.t1	A	BRAKERILHT00000005579	A
g9011.t1	A	BRAKERILHT00000012450	A
g9012.t1	A	BRAKERILHT00000004542	A
g9013.t1	A	BRAKERILHT00000006381	A
g9014.t1	A	BRAKERILHT00000004534	A
g9016.t1	A	BRAKERILHT00000005305	A
g9017.t1	A	BRAKERILHT00000005865	A
g9018.t1	A	BRAKERILHT00000006466	A
g9019.t1	A	BRAKERILHT00000006045	A
g9021.t1	A	BRAKERILHT00000006305	A
g9022.t1	A	BRAKERILHT00000006094	A
g9023.t2	A	BRAKERILHT00000004772	A
g9024.t1	A	BRAKERILHT00000005389	A
g9026.t1	A	BRAKERILHT00000005848	A
g9027.t2	A	BRAKERILHT00000004664	A
g9028.t1	A	BRAKERILHT00000006268	A
g9029.t1	A	BRAKERILHT00000005785	A
g9030.t2	A	BRAKERILHT00000006273	A
g9031.t1	A	BRAKERILHT00000004948	A
g9032.t1	A	BRAKERILHT00000005951	A
g9033.t1	A	BRAKERILHT00000006391	A
g9034.t1	A	BRAKERILHT00000005954	A
g9035.t1	A	BRAKERILHT00000005223	A
g9038.t1	A	BRAKERILHT00000004513	A
g9039.t1	A	BRAKERILHT00000005523	A
g9041.t1	A	BRAKERILHT00000005356	A
g9042.t1	A	BRAKERILHT00000004912	A
g9044.t1	A	BRAKERILHT00000006267	A
g9046.t1	A	BRAKERILHT00000005808	A
g9047.t1	A	BRAKERILHT00000004640	A
g9048.t1	A	BRAKERILHT00000006019	A
g9049.t1	A	BRAKERILHT00000006182	A
g9050.t1	A	BRAKERILHT00000006065	A
g9052.t1	A	BRAKERILHT00000005907	A
g9054.t2	A	BRAKERILHT00000006448	A
g9055.t1	A	BRAKERILHT00000004514	A
g9056.t1	A	BRAKERILHT00000006393	A
g9057.t1	A	BRAKERILHT00000005936	A
g9058.t1	A	BRAKERILHT00000005918	A
g9059.t1	A	BRAKERILHT00000004474	A
g9061.t1	A	BRAKERILHT00000010954	A
g9062.t1	A	BRAKERILHT00000005140	A
g9063.t1	A	BRAKERILHT00000005757	A
g9064.t1	A	BRAKERILHT00000005427	A
g9065.t1	A	BRAKERILHT00000004853	A
g9066.t2	A	BRAKERILHT00000005592	A
g9067.t1	A	BRAKERILHT00000005032	A
g9068.t1	A	BRAKERILHT00000004743	A
g9069.t2	A	BRAKERILHT00000006124	A
g9070.t1	A	BRAKERILHT00000005606	A
g9071.t1	A	BRAKERILHT00000006004	A
g9072.t1	A	BRAKERILHT00000005400	A
g9073.t1	A	BRAKERILHT00000004868	A
g9074.t1	A	BRAKERILHT00000006331	A
g9075.t1	A	BRAKERILHT00000004830	A
g9076.t1	A	BRAKERILHT00000006431	A
g9077.t1	A	BRAKERILHT00000005822	A
g9078.t1	A	BRAKERILHT00000005255	A
g9079.t1	A	BRAKERILHT00000004621	A
g9080.t1	A	BRAKERILHT00000006436	A
g9082.t1	A	BRAKERILHT00000005744	A
g9083.t1	A	BRAKERILHT00000004682	A
g9084.t1	A	BRAKERILHT00000005146	A
g9085.t1	A	BRAKERILHT00000006225	A
g9086.t1	A	BRAKERILHT00000006057	A
g9087.t1	A	BRAKERILHT00000005445	A
g9088.t1	A	BRAKERILHT00000005166	A
g9089.t1	A	BRAKERILHT00000005141	A
g9090.t1	A	BRAKERILHT00000005688	A
g9091.t2	A	BRAKERILHT00000005003	A
g9092.t1	A	BRAKERILHT00000006406	A
g9094.t2	A	BRAKERILHT00000005279	A
g9095.t1	A	BRAKERILHT00000005038	A
g9096.t1	A	BRAKERILHT00000005612	A
g9097.t2	A	BRAKERILHT00000005987	A
g9099.t1	A	BRAKERILHT00000005397	A
g9100.t2	A	BRAKERILHT00000005989	A
g9101.t1	A	BRAKERILHT00000006265	A
g9102.t1	A	BRAKERILHT00000005798	A
g9103.t1	A	BRAKERILHT00000004836	A
g9104.t1	A	BRAKERILHT00000005367	A
g9106.t1	A	BRAKERILHT00000005337	A
g9107.t1	A	BRAKERILHT00000005939	A
g9108.t1	A	BRAKERILHT00000004790	A
g9109.t1	A	BRAKERILHT00000004856	A
g9110.t1	A	BRAKERILHT00000006348	A
g9111.t1	A	BRAKERILHT00000005225	A
g9113.t1	A	BRAKERILHT00000004798	A
g9114.t1	A	BRAKERILHT00000005599	A
g9115.t1	A	BRAKERILHT00000005154	A
g9116.t1	A	BRAKERILHT00000005046	A
g9118.t2	A	BRAKERILHT00000005240	A
g9119.t1	A	BRAKERILHT00000004819	A
g9121.t1	A	BRAKERILHT00000006375	A
g9122.t1	A	BRAKERILHT00000012846	A
g9123.t1	A	BRAKERILHT00000005470	A
g9124.t1	A	BRAKERILHT00000005037	A
g9125.t1	A	BRAKERILHT00000005431	A
g9126.t1	A	BRAKERILHT00000005138	A
g9127.t1	A	BRAKERILHT00000004457	A
g9128.t1	A	BRAKERILHT00000004616	A
g9129.t1	A	BRAKERILHT00000004702	A
g9130.t1	A	BRAKERILHT00000005828	A
g9131.t1	A	BRAKERILHT00000005302	A
g9132.t1	A	BRAKERILHT00000005754	A
g9133.t2	A	BRAKERILHT00000005629	A
g9134.t1	A	BRAKERILHT00000006324	A
g9135.t1	A	BRAKERILHT00000005153	A
g9136.t2	A	BRAKERILHT00000004864	A
g9137.t2	A	BRAKERILHT00000005322	A
g9138.t1	A	BRAKERILHT00000005906	A
g9139.t1	A	BRAKERILHT00000005789	A
g9140.t1	A	BRAKERILHT00000006106	A
g9141.t1	A	BRAKERILHT00000004644	A
g9142.t1	A	BRAKERILHT00000005189	A
g9143.t1	A	BRAKERILHT00000005820	A
g9144.t1	A	BRAKERILHT00000005227	A
g9145.t1	A	BRAKERILHT00000005040	A
g9147.t1	A	BRAKERILHT00000006209	A
g9149.t1	A	BRAKERILHT00000004690	A
g9150.t4	A	BRAKERILHT00000005091	A
g9151.t1	A	BRAKERILHT00000005614	A
g9152.t1	A	BRAKERILHT00000005188	A
g9154.t1	A	BRAKERILHT00000006282	A
g9155.t1	A	BRAKERILHT00000005837	A
g9156.t1	A	BRAKERILHT00000005402	A
g9157.t1	A	BRAKERILHT00000004837	A
g9158.t1	A	BRAKERILHT00000005361	A
g9159.t1	A	BRAKERILHT00000005955	A
g9160.t1	A	BRAKERILHT00000006239	A
g9161.t1	A	BRAKERILHT00000000029	A
g9162.t1	A	BRAKERILHT00000004794	A
g9163.t1	A	BRAKERILHT00000005081	A
g9164.t1	A	BRAKERILHT00000005486	A
g9165.t1	A	BRAKERILHT00000005972	A
g9167.t1	A	BRAKERILHT00000004525	A
g9168.t2	A	BRAKERILHT00000006404	A
g9169.t1	A	BRAKERILHT00000006376	A
g9170.t1	A	BRAKERILHT00000005816	A
g9171.t1	A	BRAKERILHT00000006253	A
g9172.t1	A	BRAKERILHT00000004816	A
g9173.t3	A	BRAKERILHT00000005932	A
g9174.t1	A	BRAKERILHT00000005358	A
g9176.t1	A	BRAKERILHT00000004551	A
g9177.t1	A	BRAKERILHT00000005162	A
g9178.t1	A	BRAKERILHT00000005501	A
g9179.t1	A	BRAKERILHT00000005821	A
g9180.t1	A	BRAKERILHT00000004582	A
g9182.t1	A	BRAKERILHT00000004692	A
g9183.t1	A	BRAKERILHT00000005259	A
g9184.t1	A	BRAKERILHT00000005845	A
g9185.t1	A	BRAKERILHT00000006386	A
g9186.t1	A	BRAKERILHT00000005058	A
g9187.t1	A	BRAKERILHT00000017295	X
g9188.t1	A	BRAKERILHT00000005879	A
g9189.t1	A	BRAKERILHT00000005698	A
g9190.t1	A	BRAKERILHT00000005136	A
g9191.t1	A	BRAKERILHT00000004585	A
g9193.t2	A	BRAKERILHT00000005653	A
g9194.t1	A	BRAKERILHT00000005864	A
g9195.t1	A	BRAKERILHT00000004791	A
g9196.t1	A	BRAKERILHT00000005229	A
g9201.t1	A	BRAKERILHT00000005709	A
g9203.t1	A	BRAKERILHT00000005318	A
g9204.t1	A	BRAKERILHT00000004529	A
g9205.t1	A	BRAKERILHT00000005993	A
g9206.t1	A	BRAKERILHT00000005676	A
g9207.t2	A	BRAKERILHT00000005181	A
g9208.t1	A	BRAKERILHT00000004635	A
g9209.t1	A	BRAKERILHT00000006091	A
g9210.t1	A	BRAKERILHT00000006440	A
g9211.t1	A	BRAKERILHT00000004858	A
g9213.t1	A	BRAKERILHT00000005747	A
g9214.t1	A	BRAKERILHT00000005135	A
g9215.t1	A	BRAKERILHT00000004698	A
g9216.t2	A	BRAKERILHT00000006137	A
g9217.t1	A	BRAKERILHT00000005631	A
g9218.t1	A	BRAKERILHT00000004505	A
g9220.t1	A	BRAKERILHT00000005967	A
g9221.t1	A	BRAKERILHT00000004548	A
g9222.t1	A	BRAKERILHT00000006370	A
g9223.t2	A	BRAKERILHT00000005902	A
g9224.t1	A	BRAKERILHT00000004808	A
g9225.t1	A	BRAKERILHT00000005650	A
g9228.t1	A	BRAKERILHT00000006092	A
g9229.t1	A	BRAKERILHT00000004539	A
