D_sublineata	chromosome	B_varius	chromosome
rna-XM_056776052.1	A	anno1.g5977.t1	A
rna-XM_056776056.1	A	anno1.g6441.t1	A
rna-XM_056776062.1	A	anno1.g5325.t1	A
rna-XM_056776066.1	A	anno1.g2497.t1	A
rna-XM_056775116.1	A	anno1.g2496.t1	A
rna-XM_056775264.1	A	anno1.g6779.t1	A
rna-XM_056775096.1	A	anno1.g2282.t1	A
rna-XM_056775082.1	A	anno1.g2281.t1	A
rna-XM_056775087.1	A	anno1.g2350.t1	A
rna-XM_056774506.1	A	anno1.g2367.t1	A
rna-XM_056774360.1	A	anno1.g2368.t1	A
rna-XM_056775597.1	A	anno1.g2218.t1	A
rna-XM_056775596.1	A	anno1.g2217.t2	A
rna-XM_056775595.1	A	anno1.g2216.t1	A
rna-XM_056774729.1	A	anno1.g6378.t1	A
rna-XM_056774730.1	A	anno1.g6443.t1	A
rna-XM_056775584.1	A	anno1.g6438.t1	A
rna-XM_056774812.1	A	anno1.g1744.t1	A
rna-XM_056775212.1	A	anno1.g8128.t1	A
rna-XM_056775033.1	A	anno1.g1742.t1	A
rna-XM_056775032.1	A	anno1.g7238.t1	A
rna-XM_056775337.1	A	anno1.g8043.t1	A
rna-XM_056774859.1	A	anno1.g1743.t1	A
rna-XM_056775608.1	A	anno1.g1810.t1	A
rna-XM_056775386.1	A	anno1.g1753.t1	A
rna-XM_056776320.1	A	anno1.g1752.t2	A
rna-XM_056774518.1	A	anno1.g1751.t1	A
rna-XM_056775379.1	A	anno1.g1747.t1	A
rna-XM_056774762.1	A	anno1.g6475.t1	A
rna-XM_056774761.1	A	anno1.g6382.t1	A
rna-XM_056775184.1	A	anno1.g6381.t1	A
rna-XM_056775185.1	A	anno1.g3708.t1	A
rna-XM_056775089.1	A	anno1.g1777.t1	A
rna-XM_056775088.1	A	anno1.g5062.t1	A
rna-XM_056776250.1	A	anno1.g6105.t2	A
rna-XM_056776257.1	A	anno1.g6106.t2	A
rna-XM_056776259.1	A	anno1.g1785.t3	A
rna-XM_056775210.1	A	anno1.g1919.t1	A
rna-XM_056774941.1	A	anno1.g1748.t1	A
rna-XM_056774943.1	A	anno1.g9337.t1	A
rna-XM_056774945.1	A	anno1.g4241.t1	A
rna-XM_056774938.1	A	anno1.g8735.t1	A
rna-XM_056775381.1	A	anno1.g8734.t1	A
rna-XM_056774350.1	A	anno1.g1456.t1	A
rna-XM_056774359.1	A	anno1.g772.t1	A
rna-XM_056774357.1	A	anno1.g11282.t1	A
rna-XM_056774355.1	A	anno1.g10001.t1	A
rna-XM_056774818.1	A	anno1.g8776.t1	A
rna-XM_056775301.1	A	anno1.g7598.t1	A
rna-XM_056776196.1	A	anno1.g1780.t1	A
rna-XM_056775259.1	A	anno1.g5626.t1	A
rna-XM_056774976.1	A	anno1.g5627.t1	A
rna-XM_056774982.1	A	anno1.g5625.t1	A
rna-XM_056774984.1	A	anno1.g9083.t1	A
rna-XM_056775050.1	A	anno1.g6845.t1	A
rna-XM_056775062.1	A	anno1.g1876.t2	A
rna-XM_056775061.1	A	anno1.g5456.t1	A
rna-XM_056775070.1	A	anno1.g4796.t4	A
rna-XM_056775071.1	A	anno1.g4797.t1	A
rna-XM_056775078.1	A	anno1.g4795.t1	A
rna-XM_056775339.1	A	anno1.g4789.t1	A
rna-XM_056775172.1	A	anno1.g4792.t1	A
rna-XM_056775762.1	A	anno1.g4793.t2	A
rna-XM_056775764.1	A	anno1.g4794.t1	A
rna-XM_056775752.1	A	anno1.g4821.t3	A
rna-XM_056775585.1	A	anno1.g3375.t1	A
rna-XM_056775594.1	A	anno1.g6871.t1	A
rna-XM_056775591.1	A	anno1.g6876.t1	A
rna-XM_056775256.1	A	anno1.g6878.t1	A
rna-XM_056774903.1	A	anno1.g6880.t1	A
rna-XM_056775299.1	A	anno1.g8900.t1	A
rna-XM_056774975.1	A	anno1.g8497.t1	A
rna-XM_056775117.1	A	anno1.g8496.t1	A
rna-XM_056775168.1	A	anno1.g8849.t1	A
rna-XM_056774974.1	A	anno1.g8850.t1	A
rna-XM_056775211.1	A	anno1.g8851.t1	A
rna-XM_056774821.1	A	anno1.g8852.t1	A
rna-XM_056775418.1	A	anno1.g8853.t1	A
rna-XM_056775615.1	A	anno1.g8854.t1	A
rna-XM_056775319.1	A	anno1.g3232.t1	A
rna-XM_056774771.1	A	anno1.g6376.t1	A
rna-XM_056774772.1	A	anno1.g2122.t1	A
rna-XM_056775257.1	A	anno1.g967.t1	A
rna-XM_056774779.1	A	anno1.g5203.t1	A
rna-XM_056775248.1	A	anno1.g3988.t1	A
rna-XM_056774840.1	A	anno1.g9240.t1	A
rna-XM_056774531.1	A	anno1.g6349.t2	A
rna-XM_056774262.1	A	anno1.g7419.t1	A
rna-XM_056774265.1	A	anno1.g1728.t3	A
rna-XM_056775315.1	A	anno1.g10490.t1	A
rna-XM_056775169.1	A	anno1.g10406.t1	A
rna-XM_056776323.1	A	anno1.g9488.t1	A
rna-XM_056776325.1	A	anno1.g9653.t1	A
rna-XM_056776238.1	A	anno1.g10438.t1	A
rna-XM_056774877.1	A	anno1.g9702.t1	A
rna-XM_056775344.1	A	anno1.g10387.t1	A
rna-XM_056776096.1	A	anno1.g10382.t1	A
rna-XM_056776097.1	A	anno1.g401.t3	A
rna-XM_056774796.1	A	anno1.g2200.t1	A
rna-XM_056774809.1	A	anno1.g7832.t1	A
rna-XM_056774811.1	A	anno1.g11673.t1	X
rna-XM_056776270.1	A	anno1.g1550.t1	A
rna-XM_056776275.1	A	anno1.g2201.t1	A
rna-XM_056775258.1	A	anno1.g11165.t1	A
rna-XM_056774831.1	A	anno1.g8945.t1	A
rna-XM_056774767.1	A	anno1.g1662.t1	A
rna-XM_056774819.1	A	anno1.g3695.t1	A
rna-XM_056774963.1	A	anno1.g9194.t1	A
rna-XM_056774384.1	A	anno1.g10096.t1	A
rna-XM_056774389.1	A	anno1.g1044.t1	A
rna-XM_056774392.1	A	anno1.g11409.t1	A
rna-XM_056774394.1	A	anno1.g2735.t1	A
rna-XM_056774398.1	A	anno1.g9233.t1	A
rna-XM_056774407.1	A	anno1.g1719.t1	A
rna-XM_056774400.1	A	anno1.g9224.t1	A
rna-XM_056774406.1	A	anno1.g9226.t1	A
rna-XM_056774405.1	A	anno1.g9225.t1	A
rna-XM_056774768.1	A	anno1.g7433.t1	A
rna-XM_056776047.1	A	anno1.g2164.t1	A
rna-XM_056776051.1	A	anno1.g2165.t1	A
rna-XM_056774505.1	A	anno1.g7692.t2	A
rna-XM_056774488.1	A	anno1.g7691.t1	A
rna-XM_056774868.1	A	anno1.g8088.t1	A
rna-XM_056774870.1	A	anno1.g10213.t1	A
rna-XM_056774872.1	A	anno1.g10214.t1	A
rna-XM_056775649.1	A	anno1.g7507.t3	A
rna-XM_056775921.1	A	anno1.g7733.t1	A
rna-XM_056775924.1	A	anno1.g397.t1	A
rna-XM_056775927.1	A	anno1.g10364.t1	A
rna-XM_056775926.1	A	anno1.g7734.t1	A
rna-XM_056775932.1	A	anno1.g7646.t1	A
rna-XM_056775933.1	A	anno1.g9784.t1	A
rna-XM_056775930.1	A	anno1.g9785.t1	A
rna-XM_056775928.1	A	anno1.g9839.t1	A
rna-XM_056775934.1	A	anno1.g9840.t1	A
rna-XM_056775936.1	A	anno1.g9841.t1	A
rna-XM_056775935.1	A	anno1.g9842.t1	A
rna-XM_056775937.1	A	anno1.g4701.t1	A
rna-XM_056775938.1	A	anno1.g4704.t1	A
rna-XM_056775939.1	A	anno1.g6956.t1	A
rna-XM_056775941.1	A	anno1.g5001.t1	A
rna-XM_056775943.1	A	anno1.g5002.t1	A
rna-XM_056775948.1	A	anno1.g7120.t1	A
rna-XM_056775947.1	A	anno1.g7119.t1	A
rna-XM_056775944.1	A	anno1.g8588.t1	A
rna-XM_056775945.1	A	anno1.g8053.t1	A
rna-XM_056775949.1	A	anno1.g7731.t1	A
rna-XM_056775453.1	A	anno1.g7732.t1	A
rna-XM_056775957.1	A	anno1.g9792.t1	A
rna-XM_056775959.1	A	anno1.g10594.t1	A
rna-XM_056775960.1	A	anno1.g11036.t1	A
rna-XM_056775964.1	A	anno1.g9807.t1	A
rna-XM_056775961.1	A	anno1.g10662.t1	A
rna-XM_056775387.1	A	anno1.g8704.t1	A
rna-XM_056776067.1	A	anno1.g9229.t1	A
rna-XM_056775217.1	A	anno1.g3090.t1	A
rna-XM_056775769.1	A	anno1.g5025.t2	A
rna-XM_056775777.1	A	anno1.g5024.t1	A
rna-XM_056775782.1	A	anno1.g6860.t2	A
rna-XM_056775783.1	A	anno1.g7803.t1	A
rna-XM_056775391.1	A	anno1.g6857.t1	A
rna-XM_056775643.1	A	anno1.g6858.t1	A
rna-XM_056775641.1	A	anno1.g6859.t1	A
rna-XM_056775109.1	A	anno1.g6856.t1	A
rna-XM_056775104.1	A	anno1.g6855.t1	A
rna-XM_056775289.1	A	anno1.g6854.t1	A
rna-XM_056774507.1	A	anno1.g7068.t1	A
rna-XM_056774678.1	A	anno1.g7069.t1	A
rna-XM_056775192.1	A	anno1.g7658.t1	A
rna-XM_056775886.1	A	anno1.g7656.t1	A
rna-XM_056774775.1	A	anno1.g7443.t1	A
rna-XM_056774776.1	A	anno1.g6985.t1	A
rna-XM_056775099.1	A	anno1.g6987.t1	A
rna-XM_056775098.1	A	anno1.g7117.t1	A
rna-XM_056775465.1	A	anno1.g1288.t1	A
rna-XM_056775236.1	A	anno1.g8866.t1	A
rna-XM_056774886.1	A	anno1.g8867.t1	A
rna-XM_056775795.1	A	anno1.g7189.t1	A
rna-XM_056775796.1	A	anno1.g7217.t1	A
rna-XM_056775800.1	A	anno1.g7216.t1	A
rna-XM_056775802.1	A	anno1.g6959.t1	A
rna-XM_056774891.1	A	anno1.g7840.t1	A
rna-XM_056774889.1	A	anno1.g7780.t2	A
rna-XM_056774890.1	A	anno1.g7781.t1	A
rna-XM_056774529.1	A	anno1.g7783.t1	A
rna-XM_056775472.1	A	anno1.g2804.t1	A
rna-XM_056775473.1	A	anno1.g2805.t1	A
rna-XM_056775255.1	A	anno1.g2811.t1	A
rna-XM_056775166.1	A	anno1.g2812.t2	A
rna-XM_056775163.1	A	anno1.g3578.t1	A
rna-XM_056775164.1	A	anno1.g2813.t1	A
rna-XM_056774920.1	A	anno1.g2814.t1	A
rna-XM_056774948.1	A	anno1.g2815.t1	A
rna-XM_056774860.1	A	anno1.g2816.t2	A
rna-XM_056775262.1	A	anno1.g2818.t1	A
rna-XM_056775970.1	A	anno1.g2821.t1	A
rna-XM_056775972.1	A	anno1.g3983.t1	A
rna-XM_056775978.1	A	anno1.g6280.t1	A
rna-XM_056775982.1	A	anno1.g6276.t1	A
rna-XM_056775986.1	A	anno1.g6277.t1	A
rna-XM_056775989.1	A	anno1.g7190.t1	A
rna-XM_056775990.1	A	anno1.g7191.t1	A
rna-XM_056775992.1	A	anno1.g6446.t1	A
rna-XM_056775994.1	A	anno1.g6448.t1	A
rna-XM_056775999.1	A	anno1.g4243.t1	A
rna-XM_056775998.1	A	anno1.g4975.t1	A
rna-XM_056776000.1	A	anno1.g6552.t1	A
rna-XM_056776002.1	A	anno1.g10222.t1	A
rna-XM_056776007.1	A	anno1.g4804.t1	A
rna-XM_056776005.1	A	anno1.g4954.t2	A
rna-XM_056776008.1	A	anno1.g8101.t1	A
rna-XM_056776010.1	A	anno1.g9865.t1	A
rna-XM_056776012.1	A	anno1.g4836.t1	A
rna-XM_056776013.1	A	anno1.g4835.t1	A
rna-XM_056776015.1	A	anno1.g4834.t4	A
rna-XM_056776022.1	A	anno1.g11340.t1	A
rna-XM_056776018.1	A	anno1.g11341.t1	A
rna-XM_056776023.1	A	anno1.g11344.t2	A
rna-XM_056775044.1	A	anno1.g3274.t1	A
rna-XM_056775045.1	A	anno1.g11342.t1	A
rna-XM_056775173.1	A	anno1.g6086.t1	A
rna-XM_056775321.1	A	anno1.g10475.t1	A
rna-XM_056774887.1	A	anno1.g60.t1	A
rna-XM_056775476.1	A	anno1.g5030.t1	A
rna-XM_056774473.1	A	anno1.g10069.t1	A
rna-XM_056774300.1	A	anno1.g10488.t1	A
rna-XM_056774303.1	A	anno1.g10489.t2	A
rna-XM_056775436.1	A	anno1.g10068.t1	A
rna-XM_056774934.1	A	anno1.g10066.t2	A
rna-XM_056775372.1	A	anno1.g10065.t1	A
rna-XM_056776035.1	A	anno1.g10071.t1	A
rna-XM_056776037.1	A	anno1.g10072.t1	A
rna-XM_056776036.1	A	anno1.g10073.t1	A
rna-XM_056776034.1	A	anno1.g10078.t1	A
rna-XM_056776031.1	A	anno1.g10079.t1	A
rna-XM_056774429.1	A	anno1.g10080.t1	A
rna-XM_056774439.1	A	anno1.g10081.t2	A
rna-XM_056774864.1	A	anno1.g10156.t1	A
rna-XM_056775479.1	A	anno1.g10155.t1	A
rna-XM_056776215.1	A	anno1.g10154.t3	A
rna-XM_056774754.1	A	anno1.g10152.t1	A
rna-XM_056774962.1	A	anno1.g1854.t1	A
rna-XM_056775433.1	A	anno1.g10151.t1	A
rna-XM_056774968.1	A	anno1.g1046.t1	A
rna-XM_056775605.1	A	anno1.g1045.t1	A
rna-XM_056775157.1	A	anno1.g10102.t1	A
rna-XM_056775160.1	A	anno1.g7617.t1	A
rna-XM_056775158.1	A	anno1.g10228.t1	A
rna-XM_056775161.1	A	anno1.g10227.t1	A
rna-XM_056775606.1	A	anno1.g10278.t1	A
rna-XM_056774885.1	A	anno1.g10229.t1	A
rna-XM_056775742.1	A	anno1.g10230.t1	A
rna-XM_056774549.1	A	anno1.g10232.t1	A
rna-XM_056774561.1	A	anno1.g2549.t1	A
rna-XM_056774542.1	A	anno1.g242.t4	A
rna-XM_056774564.1	A	anno1.g240.t1	A
rna-XM_056774586.1	A	anno1.g239.t1	A
rna-XM_056774589.1	A	anno1.g238.t1	A
rna-XM_056774587.1	A	anno1.g237.t1	A
rna-XM_056774591.1	A	anno1.g236.t1	A
rna-XM_056774590.1	A	anno1.g5809.t1	A
rna-XM_056774593.1	A	anno1.g254.t2	A
rna-XM_056774594.1	A	anno1.g253.t1	A
rna-XM_056774595.1	A	anno1.g4016.t1	A
rna-XM_056774596.1	A	anno1.g4019.t1	A
rna-XM_056774597.1	A	anno1.g753.t1	A
rna-XM_056774600.1	A	anno1.g5807.t1	A
rna-XM_056774601.1	A	anno1.g5702.t1	A
rna-XM_056774602.1	A	anno1.g10188.t1	A
rna-XM_056774606.1	A	anno1.g3699.t1	A
rna-XM_056774607.1	A	anno1.g165.t1	A
rna-XM_056774609.1	A	anno1.g176.t1	A
rna-XM_056774610.1	A	anno1.g175.t1	A
rna-XM_056774611.1	A	anno1.g136.t1	A
rna-XM_056774613.1	A	anno1.g137.t2	A
rna-XM_056774612.1	A	anno1.g167.t1	A
rna-XM_056774614.1	A	anno1.g168.t1	A
rna-XM_056774616.1	A	anno1.g169.t1	A
rna-XM_056774618.1	A	anno1.g170.t1	A
rna-XM_056774624.1	A	anno1.g171.t1	A
rna-XM_056774627.1	A	anno1.g172.t1	A
rna-XM_056774622.1	A	anno1.g173.t1	A
rna-XM_056774630.1	A	anno1.g174.t1	A
rna-XM_056774625.1	A	anno1.g164.t2	A
rna-XM_056774631.1	A	anno1.g195.t1	A
rna-XM_056774633.1	A	anno1.g162.t1	A
rna-XM_056774636.1	A	anno1.g163.t1	A
rna-XM_056774637.1	A	anno1.g193.t1	A
rna-XM_056774639.1	A	anno1.g194.t1	A
rna-XM_056774645.1	A	anno1.g11540.t1	X
rna-XM_056775483.1	A	anno1.g143.t1	A
rna-XM_056774640.1	A	anno1.g147.t1	A
rna-XM_056775497.1	A	anno1.g151.t1	A
rna-XM_056774649.1	A	anno1.g159.t2	A
rna-XM_056774650.1	A	anno1.g160.t1	A
rna-XM_056774657.1	A	anno1.g135.t1	A
rna-XM_056774665.1	A	anno1.g166.t1	A
rna-XM_056774667.1	A	anno1.g133.t1	A
rna-XM_056774284.1	A	anno1.g3448.t2	A
rna-XM_056776146.1	A	anno1.g3786.t1	A
rna-XM_056776148.1	A	anno1.g10000.t1	A
rna-XM_056776145.1	A	anno1.g3465.t1	A
rna-XM_056775244.1	A	anno1.g3464.t1	A
rna-XM_056776340.1	A	anno1.g3785.t1	A
rna-XM_056774673.1	A	anno1.g10237.t1	A
rna-XM_056775499.1	A	anno1.g1260.t1	A
rna-XM_056774677.1	A	anno1.g8412.t1	A
rna-XM_056775029.1	A	anno1.g10236.t2	A
rna-XM_056774916.1	A	anno1.g10235.t1	A
rna-XM_056774757.1	A	anno1.g10233.t3	A
rna-XM_056775806.1	A	anno1.g246.t2	A
rna-XM_056775808.1	A	anno1.g248.t1	A
rna-XM_056775811.1	A	anno1.g249.t1	A
rna-XM_056775812.1	A	anno1.g10141.t1	A
rna-XM_056775813.1	A	anno1.g10143.t1	A
rna-XM_056775815.1	A	anno1.g10144.t2	A
rna-XM_056775818.1	A	anno1.g10145.t1	A
rna-XM_056775822.1	A	anno1.g10147.t1	A
rna-XM_056775824.1	A	anno1.g10148.t1	A
rna-XM_056775823.1	A	anno1.g3759.t1	A
rna-XM_056775826.1	A	anno1.g10150.t1	A
rna-XM_056775827.1	A	anno1.g2579.t2	A
rna-XM_056775847.1	A	anno1.g2581.t1	A
rna-XM_056775853.1	A	anno1.g2582.t2	A
rna-XM_056775857.1	A	anno1.g2584.t1	A
rna-XM_056775854.1	A	anno1.g2585.t1	A
rna-XM_056775859.1	A	anno1.g3623.t1	A
rna-XM_056776071.1	A	anno1.g9469.t1	A
rna-XM_056776074.1	A	anno1.g2455.t1	A
rna-XM_056774287.1	A	anno1.g3625.t1	A
rna-XM_056775505.1	A	anno1.g3626.t1	A
rna-XM_056774841.1	A	anno1.g4136.t2	A
rna-XM_056774843.1	A	anno1.g4135.t1	A
rna-XM_056775180.1	A	anno1.g2284.t1	A
rna-XM_056775182.1	A	anno1.g5244.t1	A
rna-XM_056775013.1	A	anno1.g5243.t1	A
rna-XM_056774806.1	A	anno1.g5242.t1	A
rna-XM_056775383.1	A	anno1.g5238.t1	A
rna-XM_056775385.1	A	anno1.g5237.t1	A
rna-XM_056775611.1	A	anno1.g5769.t2	A
rna-XM_056774368.1	A	anno1.g5478.t1	A
rna-XM_056774370.1	A	anno1.g5477.t1	A
rna-XM_056775508.1	A	anno1.g5474.t1	A
rna-XM_056775740.1	A	anno1.g21.t2	A
rna-XM_056775724.1	A	anno1.g20.t1	A
rna-XM_056776177.1	A	anno1.g139.t1	A
rna-XM_056776176.1	A	anno1.g10487.t1	A
rna-XM_056776188.1	A	anno1.g5349.t1	A
rna-XM_056775920.1	A	anno1.g5530.t1	A
rna-XM_056775919.1	A	anno1.g11894.t1	X
rna-XM_056775917.1	A	anno1.g5529.t1	A
rna-XM_056774697.1	A	anno1.g320.t1	A
rna-XM_056774702.1	A	anno1.g321.t1	A
rna-XM_056775749.1	A	anno1.g5812.t3	A
rna-XM_056775748.1	A	anno1.g5811.t2	A
rna-XM_056774905.1	A	anno1.g255.t1	A
rna-XM_056775510.1	A	anno1.g256.t1	A
rna-XM_056774737.1	A	anno1.g257.t2	A
rna-XM_056774739.1	A	anno1.g266.t1	A
rna-XM_056774738.1	A	anno1.g265.t1	A
rna-XM_056774896.1	A	anno1.g7341.t1	A
rna-XM_056776334.1	A	anno1.g44.t1	A
rna-XM_056775345.1	A	anno1.g45.t1	A
rna-XM_056774784.1	A	anno1.g47.t1	A
rna-XM_056775355.1	A	anno1.g55.t1	A
rna-XM_056775199.1	A	anno1.g10931.t1	A
rna-XM_056774691.1	A	anno1.g761.t1	A
rna-XM_056774693.1	A	anno1.g3585.t2	A
rna-XM_056774306.1	A	anno1.g3506.t1	A
rna-XM_056775660.1	A	anno1.g4090.t1	A
rna-XM_056774876.1	A	anno1.g2016.t1	A
rna-XM_056775247.1	A	anno1.g7966.t1	A
rna-XM_056774335.1	A	anno1.g2782.t2	A
rna-XM_056774336.1	A	anno1.g9398.t1	A
rna-XM_056774339.1	A	anno1.g4950.t1	A
rna-XM_056774342.1	A	anno1.g4949.t1	A
rna-XM_056774341.1	A	anno1.g4948.t1	A
rna-XM_056774344.1	A	anno1.g9396.t1	A
rna-XM_056774343.1	A	anno1.g8033.t1	A
rna-XM_056776226.1	A	anno1.g10630.t1	A
rna-XM_056776228.1	A	anno1.g7709.t1	A
rna-XM_056776229.1	A	anno1.g9416.t1	A
rna-XM_056776230.1	A	anno1.g7836.t1	A
rna-XM_056776227.1	A	anno1.g6954.t1	A
rna-XM_056775898.1	A	anno1.g6953.t2	A
rna-XM_056775900.1	A	anno1.g6951.t1	A
rna-XM_056775899.1	A	anno1.g6988.t1	A
rna-XM_056775903.1	A	anno1.g4926.t2	A
rna-XM_056775905.1	A	anno1.g7680.t1	A
rna-XM_056775531.1	A	anno1.g2464.t1	A
rna-XM_056774742.1	A	anno1.g6955.t1	A
rna-XM_056775241.1	A	anno1.g7716.t1	A
rna-XM_056775242.1	A	anno1.g7073.t1	A
rna-XM_056776098.1	A	anno1.g654.t1	A
rna-XM_056776101.1	A	anno1.g10023.t1	A
rna-XM_056776103.1	A	anno1.g9829.t1	A
rna-XM_056775517.1	A	anno1.g9832.t1	A
rna-XM_056776102.1	A	anno1.g9833.t1	A
rna-XM_056775197.1	A	anno1.g9835.t1	A
rna-XM_056774969.1	A	anno1.g9836.t1	A
rna-XM_056775520.1	A	anno1.g9837.t1	A
rna-XM_056774348.1	A	anno1.g5051.t1	A
rna-XM_056774349.1	A	anno1.g653.t1	A
rna-XM_056774347.1	A	anno1.g839.t1	A
rna-XM_056774282.1	A	anno1.g838.t1	A
rna-XM_056774275.1	A	anno1.g837.t1	A
rna-XM_056775043.1	A	anno1.g2766.t1	A
rna-XM_056775035.1	A	anno1.g1095.t1	A
rna-XM_056775170.1	A	anno1.g11331.t2	A
rna-XM_056775004.1	A	anno1.g6377.t1	A
rna-XM_056775006.1	A	anno1.g6436.t2	A
rna-XM_056775001.1	A	anno1.g9201.t3	A
rna-XM_056775010.1	A	anno1.g8545.t1	A
rna-XM_056775008.1	A	anno1.g5326.t1	A
rna-XM_056775011.1	A	anno1.g2498.t1	A
rna-XM_056775913.1	A	anno1.g5740.t1	A
rna-XM_056775911.1	A	anno1.g2499.t1	A
rna-XM_056775915.1	A	anno1.g5767.t1	A
rna-XM_056775916.1	A	anno1.g5766.t1	A
rna-XM_056775283.1	A	anno1.g5765.t1	A
rna-XM_056775284.1	A	anno1.g5764.t1	A
rna-XM_056775276.1	A	anno1.g7957.t1	A
rna-XM_056775277.1	A	anno1.g8090.t1	A
rna-XM_056774733.1	A	anno1.g5525.t2	A
rna-XM_056775413.1	A	anno1.g5526.t1	A
rna-XM_056775414.1	A	anno1.g5527.t1	A
rna-XM_056775522.1	A	anno1.g5528.t1	A
rna-XM_056775126.1	A	anno1.g316.t1	A
rna-XM_056775127.1	A	anno1.g315.t2	A
rna-XM_056775363.1	A	anno1.g271.t1	A
rna-XM_056775629.1	A	anno1.g2461.t1	A
rna-XM_056775632.1	A	anno1.g2438.t3	A
rna-XM_056775631.1	A	anno1.g2439.t1	A
rna-XM_056775633.1	A	anno1.g2440.t1	A
rna-XM_056775640.1	A	anno1.g2441.t1	A
rna-XM_056775610.1	A	anno1.g2442.t1	A
rna-XM_056775659.1	A	anno1.g2445.t1	A
rna-XM_056775368.1	A	anno1.g2446.t3	A
rna-XM_056775245.1	A	anno1.g2447.t1	A
rna-XM_056775526.1	A	anno1.g2448.t1	A
rna-XM_056775888.1	A	anno1.g2451.t2	A
rna-XM_056775889.1	A	anno1.g2453.t1	A
rna-XM_056775894.1	A	anno1.g2161.t1	A
rna-XM_056775895.1	A	anno1.g2454.t1	A
rna-XM_056775896.1	A	anno1.g2160.t1	A
rna-XM_056776278.1	A	anno1.g2159.t1	A
rna-XM_056774746.1	A	anno1.g2158.t1	A
rna-XM_056775183.1	A	anno1.g2156.t1	A
rna-XM_056774897.1	A	anno1.g2155.t1	A
rna-XM_056775333.1	A	anno1.g5342.t1	A
rna-XM_056774822.1	A	anno1.g5343.t3	A
rna-XM_056775026.1	A	anno1.g5345.t2	A
rna-XM_056774844.1	A	anno1.g5346.t1	A
rna-XM_056775426.1	A	anno1.g5348.t1	A
rna-XM_056776156.1	A	anno1.g2301.t1	A
rna-XM_056776159.1	A	anno1.g5447.t1	A
rna-XM_056776157.1	A	anno1.g5448.t1	A
rna-XM_056776158.1	A	anno1.g5446.t1	A
rna-XM_056775661.1	A	anno1.g5445.t3	A
rna-XM_056775669.1	A	anno1.g9942.t1	A
rna-XM_056775672.1	A	anno1.g9943.t2	A
rna-XM_056775674.1	A	anno1.g9940.t2	A
rna-XM_056775676.1	A	anno1.g9948.t1	A
rna-XM_056775677.1	A	anno1.g5441.t1	A
rna-XM_056774854.1	A	anno1.g5444.t1	A
rna-XM_056775353.1	A	anno1.g9992.t1	A
rna-XM_056775658.1	A	anno1.g8833.t1	A
rna-XM_056775234.1	A	anno1.g9990.t1	A
rna-XM_056776231.1	A	anno1.g9994.t1	A
rna-XM_056774726.1	A	anno1.g9995.t2	A
rna-XM_056775095.1	A	anno1.g9996.t1	A
rna-XM_056774756.1	A	anno1.g9997.t1	A
rna-XM_056775278.1	A	anno1.g9989.t1	A
rna-XM_056774986.1	A	anno1.g9988.t1	A
rna-XM_056775874.1	A	anno1.g5230.t2	A
rna-XM_056775879.1	A	anno1.g5232.t1	A
rna-XM_056775882.1	A	anno1.g9636.t1	A
rna-XM_056775150.1	A	anno1.g5847.t1	A
rna-XM_056775317.1	A	anno1.g5320.t1	A
rna-XM_056775375.1	A	anno1.g5727.t1	A
rna-XM_056775287.1	A	anno1.g9137.t1	A
rna-XM_056774766.1	A	anno1.g8873.t1	A
rna-XM_056774781.1	A	anno1.g2326.t1	A
rna-XM_056774783.1	A	anno1.g268.t1	A
rna-XM_056774464.1	A	anno1.g5324.t1	A
rna-XM_056774463.1	A	anno1.g11933.t1	X
rna-XM_056775141.1	A	anno1.g5805.t1	A
rna-XM_056775709.1	A	anno1.g1486.t1	A
rna-XM_056775711.1	A	anno1.g9135.t1	A
rna-XM_056775714.1	A	anno1.g8350.t1	A
rna-XM_056775713.1	A	anno1.g7952.t1	A
rna-XM_056775654.1	A	anno1.g7954.t1	A
rna-XM_056776144.1	A	anno1.g7955.t1	A
rna-XM_056776140.1	A	anno1.g7956.t2	A
rna-XM_056774928.1	A	anno1.g7950.t1	A
rna-XM_056774851.1	A	anno1.g10957.t1	A
rna-XM_056775031.1	A	anno1.g4646.t1	A
rna-XM_056774292.1	A	anno1.g4885.t1	A
rna-XM_056774291.1	A	anno1.g4871.t2	A
rna-XM_056774299.1	A	anno1.g4648.t1	A
rna-XM_056775016.1	A	anno1.g4647.t2	A
rna-XM_056775228.1	A	anno1.g4649.t1	A
rna-XM_056775266.1	A	anno1.g4652.t1	A
rna-XM_056774753.1	A	anno1.g655.t1	A
rna-XM_056775698.1	A	anno1.g5451.t1	A
rna-XM_056775405.1	A	anno1.g121.t4	A
rna-XM_056775401.1	A	anno1.g3411.t3	A
rna-XM_056775399.1	A	anno1.g11498.t1	A
rna-XM_056775657.1	A	anno1.g6063.t2	A
rna-XM_056775229.1	A	anno1.g1413.t2	A
rna-XM_056775231.1	A	anno1.g8933.t1	A
rna-XM_056774794.1	A	anno1.g7872.t2	A
rna-XM_056774795.1	A	anno1.g7802.t1	A
rna-XM_056774932.1	A	anno1.g9980.t1	A
rna-XM_056774946.1	A	anno1.g3272.t1	A
rna-XM_056774834.1	A	anno1.g3271.t1	A
rna-XM_056774465.1	A	anno1.g4266.t1	A
rna-XM_056774468.1	A	anno1.g6060.t1	A
rna-XM_056774748.1	A	anno1.g10942.t1	A
rna-XM_056775541.1	A	anno1.g6062.t2	A
