D_sublineata	chromosome	A_obtectus	chromosome
rna-XM_056776246.1	A	anno1.g5369.t1	A
rna-XM_056776249.1	A	anno1.g4698.t1	A
rna-XM_056776042.1	A	anno1.g5366.t1	A
rna-XM_056776046.1	A	anno1.g5367.t1	A
rna-XM_056776043.1	A	anno1.g5365.t1	A
rna-XM_056776038.1	A	anno1.g5368.t2	A
rna-XM_056775293.1	A	anno1.g5541.t1	A
rna-XM_056775354.1	A	anno1.g4270.t1	A
rna-XM_056774524.1	A	anno1.g4243.t2	A
rna-XM_056774527.1	A	anno1.g13154.t1	A
rna-XM_056774526.1	A	anno1.g13153.t1	A
rna-XM_056775100.1	A	anno1.g4228.t1	A
rna-XM_056774469.1	A	anno1.g4244.t1	A
rna-XM_056774470.1	A	anno1.g9321.t2	A
rna-XM_056775079.1	A	anno1.g9324.t1	A
rna-XM_056775435.1	A	anno1.g9323.t1	A
rna-XM_056775388.1	A	anno1.g9333.t1	A
rna-XM_056774413.1	A	anno1.g9327.t3	A
rna-XM_056776306.1	A	anno1.g4723.t1	A
rna-XM_056776307.1	A	anno1.g4728.t1	A
rna-XM_056776312.1	A	anno1.g1166.t1	A
rna-XM_056776310.1	A	anno1.g4911.t1	A
rna-XM_056775145.1	A	anno1.g5434.t3	A
rna-XM_056774955.1	A	anno1.g627.t1	A
rna-XM_056776293.1	A	anno1.g5829.t1	A
rna-XM_056775567.1	A	anno1.g5828.t1	A
rna-XM_056775568.1	A	anno1.g5833.t1	A
rna-XM_056776294.1	A	anno1.g4068.t1	A
rna-XM_056776297.1	A	anno1.g4067.t1	A
rna-XM_056774760.1	A	anno1.g4758.t1	A
rna-XM_056776029.1	A	anno1.g4088.t1	A
rna-XM_056776028.1	A	anno1.g4132.t1	A
rna-XM_056776027.1	A	anno1.g4759.t2	A
rna-XM_056776090.1	A	anno1.g4089.t1	A
rna-XM_056776092.1	A	anno1.g4090.t2	A
rna-XM_056776094.1	A	anno1.g4283.t2	A
rna-XM_056774741.1	A	anno1.g4109.t1	A
rna-XM_056774740.1	A	anno1.g4110.t1	A
rna-XM_056774846.1	A	anno1.g2909.t1	A
rna-XM_056775373.1	A	anno1.g3397.t1	A
rna-XM_056775121.1	A	anno1.g3399.t1	A
rna-XM_056774732.1	A	anno1.g7389.t1	A
rna-XM_056774850.1	A	anno1.g5593.t1	A
rna-XM_056775434.1	A	anno1.g4280.t1	A
rna-XM_056775645.1	A	anno1.g4281.t1	A
rna-XM_056774436.1	A	anno1.g2985.t1	A
rna-XM_056774437.1	A	anno1.g2986.t2	A
rna-XM_056775699.1	A	anno1.g7432.t1	A
rna-XM_056775704.1	A	anno1.g7431.t1	A
rna-XM_056775701.1	A	anno1.g1206.t2	A
rna-XM_056775702.1	A	anno1.g5513.t1	A
rna-XM_056775703.1	A	anno1.g5511.t1	A
rna-XM_056776302.1	A	anno1.g4061.t1	A
rna-XM_056776300.1	A	anno1.g4077.t1	A
rna-XM_056774362.1	A	anno1.g1201.t1	A
rna-XM_056774988.1	A	anno1.g1203.t2	A
rna-XM_056774961.1	A	anno1.g5515.t1	A
rna-XM_056775652.1	A	anno1.g7446.t1	A
rna-XM_056775653.1	A	anno1.g7434.t1	A
rna-XM_056774987.1	A	anno1.g7448.t1	A
rna-XM_056774787.1	A	anno1.g7449.t1	A
rna-XM_056775569.1	A	anno1.g7450.t2	A
rna-XM_056775419.1	A	anno1.g7290.t2	A
rna-XM_056775420.1	A	anno1.g7291.t1	A
rna-XM_056775162.1	A	anno1.g7289.t2	A
rna-XM_056775306.1	A	anno1.g7520.t2	A
rna-XM_056775307.1	A	anno1.g6883.t1	A
rna-XM_056775311.1	A	anno1.g2409.t3	A
rna-XM_056775313.1	A	anno1.g7521.t2	A
rna-XM_056775017.1	A	anno1.g4762.t1	A
rna-XM_056775024.1	A	anno1.g4763.t1	A
rna-XM_056774956.1	A	anno1.g4121.t1	A
rna-XM_056774958.1	A	anno1.g4122.t1	A
rna-XM_056774960.1	A	anno1.g4127.t1	A
rna-XM_056774918.1	A	anno1.g4129.t1	A
rna-XM_056775216.1	A	anno1.g4130.t1	A
rna-XM_056776089.1	A	anno1.g4124.t1	A
rna-XM_056776083.1	A	anno1.g4125.t1	A
rna-XM_056776080.1	A	anno1.g4114.t1	A
rna-XM_056776087.1	A	anno1.g4115.t1	A
rna-XM_056774925.1	A	anno1.g5359.t1	A
rna-XM_056774926.1	A	anno1.g5348.t1	A
rna-XM_056775571.1	A	anno1.g5346.t1	A
rna-XM_056776303.1	A	anno1.g5343.t1	A
rna-XM_056776305.1	A	anno1.g5344.t1	A
rna-XM_056776304.1	A	anno1.g5345.t1	A
rna-XM_056775573.1	A	anno1.g5477.t1	A
rna-XM_056775238.1	A	anno1.g5342.t1	A
rna-XM_056775220.1	A	anno1.g5341.t1	A
rna-XM_056775574.1	A	anno1.g5340.t1	A
rna-XM_056774992.1	A	anno1.g4120.t1	A
rna-XM_056774331.1	A	anno1.g4118.t1	A
rna-XM_056775576.1	A	anno1.g4117.t2	A
rna-XM_056775582.1	A	anno1.g5339.t1	A
rna-XM_056775577.1	A	anno1.g5605.t1	A
rna-XM_056776137.1	A	anno1.g5590.t1	A
rna-XM_056776136.1	A	anno1.g5589.t1	A
rna-XM_056776139.1	A	anno1.g5591.t1	A
rna-XM_056776133.1	A	anno1.g5529.t1	A
rna-XM_056775328.1	A	anno1.g11474.t1	A
rna-XM_056775579.1	A	anno1.g5525.t1	A
rna-XM_056775581.1	A	anno1.g5519.t1	A
rna-XM_056774408.1	A	anno1.g5517.t1	A
rna-XM_056775348.1	A	anno1.g5516.t1	A
rna-XM_056775153.1	A	anno1.g7445.t1	A
rna-XM_056775155.1	A	anno1.g7444.t1	A
rna-XM_056775156.1	A	anno1.g7443.t1	A
rna-XM_056775389.1	A	anno1.g7440.t1	A
rna-XM_056774863.1	A	anno1.g7439.t1	A
rna-XM_056774966.1	A	anno1.g389.t1	A
rna-XM_056775148.1	A	anno1.g390.t2	A
rna-XM_056774717.1	A	anno1.g386.t1	A
rna-XM_056774719.1	A	anno1.g387.t3	A
rna-XM_056774711.1	A	anno1.g10334.t1	A
rna-XM_056774716.1	A	anno1.g385.t1	A
rna-XM_056774714.1	A	anno1.g4268.t2	A
rna-XM_056774715.1	A	anno1.g384.t1	A
rna-XM_056774713.1	A	anno1.g1233.t1	A
rna-XM_056774720.1	A	anno1.g1232.t1	A
rna-XM_056774721.1	A	anno1.g1200.t1	A
rna-XM_056774669.1	A	anno1.g4078.t1	A
rna-XM_056775626.1	A	anno1.g4081.t1	A
rna-XM_056775627.1	A	anno1.g2657.t1	A
rna-XM_056776574.1	A	anno1.g3097.t1	A
rna-XM_056776575.1	A	anno1.g3098.t2	A
rna-XM_056776578.1	A	anno1.g3095.t1	A
rna-XM_056776576.1	A	anno1.g3122.t1	A
rna-XM_056777080.1	A	anno1.g2951.t1	A
rna-XM_056777782.1	A	anno1.g2950.t1	A
rna-XM_056777706.1	A	anno1.g3935.t1	A
rna-XM_056777052.1	A	anno1.g629.t2	A
rna-XM_056776739.1	A	anno1.g11014.t2	A
rna-XM_056777112.1	A	anno1.g11013.t1	A
rna-XM_056777261.1	A	anno1.g9579.t1	A
rna-XM_056776722.1	A	anno1.g9576.t1	A
rna-XM_056776720.1	A	anno1.g9578.t1	A
rna-XM_056776719.1	A	anno1.g9577.t1	A
rna-XM_056777337.1	A	anno1.g9575.t1	A
rna-XM_056777581.1	A	anno1.g9573.t1	A
rna-XM_056777586.1	A	anno1.g9572.t1	A
rna-XM_056778416.1	A	anno1.g10027.t1	A
rna-XM_056777744.1	A	anno1.g9998.t1	A
rna-XM_056777739.1	A	anno1.g10041.t1	A
rna-XM_056777746.1	A	anno1.g10036.t1	A
rna-XM_056777748.1	A	anno1.g9407.t1	A
rna-XM_056777689.1	A	anno1.g9408.t1	A
rna-XM_056777370.1	A	anno1.g9409.t1	A
rna-XM_056777338.1	A	anno1.g9414.t1	A
rna-XM_056777342.1	A	anno1.g9415.t1	A
rna-XM_056778291.1	A	anno1.g4592.t1	A
rna-XM_056778290.1	A	anno1.g9995.t1	A
rna-XM_056778297.1	A	anno1.g9420.t2	A
rna-XM_056778299.1	A	anno1.g9419.t1	A
rna-XM_056778296.1	A	anno1.g3497.t1	A
rna-XM_056776860.1	A	anno1.g12290.t1	A
rna-XM_056777265.1	A	anno1.g8315.t1	A
rna-XM_056777268.1	A	anno1.g12286.t1	A
rna-XM_056777267.1	A	anno1.g6454.t1	A
rna-XM_056777045.1	A	anno1.g12289.t1	A
rna-XM_056777372.1	A	anno1.g12285.t1	A
rna-XM_056777346.1	A	anno1.g12784.t1	A
rna-XM_056777374.1	A	anno1.g12282.t2	A
rna-XM_056776933.1	A	anno1.g3671.t1	A
rna-XM_056778148.1	A	anno1.g4367.t1	A
rna-XM_056778160.1	A	anno1.g4359.t1	A
rna-XM_056778157.1	A	anno1.g4355.t4	A
rna-XM_056778163.1	A	anno1.g4356.t2	A
rna-XM_056778164.1	A	anno1.g4830.t1	A
rna-XM_056778165.1	A	anno1.g11683.t1	A
rna-XM_056778169.1	A	anno1.g11681.t1	A
rna-XM_056778170.1	A	anno1.g3485.t1	A
rna-XM_056778173.1	A	anno1.g3498.t1	A
rna-XM_056778176.1	A	anno1.g12291.t2	A
rna-XM_056777347.1	A	anno1.g8399.t1	A
rna-XM_056777348.1	A	anno1.g12299.t1	A
rna-XM_056777349.1	A	anno1.g12300.t1	A
rna-XM_056778180.1	A	anno1.g12306.t3	A
rna-XM_056778179.1	A	anno1.g12431.t1	A
rna-XM_056778183.1	A	anno1.g12309.t1	A
rna-XM_056778186.1	A	anno1.g7567.t1	A
rna-XM_056778188.1	A	anno1.g12305.t2	A
rna-XM_056778195.1	A	anno1.g12304.t1	A
rna-XM_056778192.1	A	anno1.g12303.t1	A
rna-XM_056778197.1	A	anno1.g5744.t1	A
rna-XM_056778198.1	A	anno1.g12307.t2	A
rna-XM_056778207.1	A	anno1.g12302.t1	A
rna-XM_056778206.1	A	anno1.g13660.t1	A
rna-XM_056778200.1	A	anno1.g10955.t1	A
rna-XM_056778210.1	A	anno1.g10954.t1	A
rna-XM_056777352.1	A	anno1.g12874.t1	A
rna-XM_056778211.1	A	anno1.g9027.t1	A
rna-XM_056778212.1	A	anno1.g10663.t1	A
rna-XM_056778213.1	A	anno1.g3319.t1	A
rna-XM_056778214.1	A	anno1.g3320.t2	A
rna-XM_056778217.1	A	anno1.g3331.t3	A
rna-XM_056778227.1	A	anno1.g3335.t1	A
rna-XM_056777353.1	A	anno1.g10003.t1	A
rna-XM_056778228.1	A	anno1.g10000.t1	A
rna-XM_056778230.1	A	anno1.g8185.t1	A
rna-XM_056778229.1	A	anno1.g9996.t2	A
rna-XM_056778231.1	A	anno1.g10029.t1	A
rna-XM_056778234.1	A	anno1.g9997.t1	A
rna-XM_056778232.1	A	anno1.g3801.t1	A
rna-XM_056778239.1	A	anno1.g3800.t1	A
rna-XM_056778240.1	A	anno1.g11449.t1	A
rna-XM_056778244.1	A	anno1.g1618.t1	A
rna-XM_056778245.1	A	anno1.g3700.t2	A
rna-XM_056778249.1	A	anno1.g3504.t1	A
rna-XM_056778247.1	A	anno1.g12308.t1	A
rna-XM_056778250.1	A	anno1.g3505.t1	A
rna-XM_056778252.1	A	anno1.g3502.t2	A
rna-XM_056778262.1	A	anno1.g3813.t1	A
rna-XM_056778276.1	A	anno1.g3812.t1	A
rna-XM_056778277.1	A	anno1.g9918.t1	A
rna-XM_056778280.1	A	anno1.g3815.t1	A
rna-XM_056778278.1	A	anno1.g3816.t1	A
rna-XM_056778281.1	A	anno1.g3817.t1	A
rna-XM_056778300.1	A	anno1.g3823.t1	A
rna-XM_056777354.1	A	anno1.g3824.t1	A
rna-XM_056778288.1	A	anno1.g3825.t1	A
rna-XM_056778303.1	A	anno1.g3826.t3	A
rna-XM_056778310.1	A	anno1.g3828.t1	A
rna-XM_056778313.1	A	anno1.g14785.t1	A
rna-XM_056778316.1	A	anno1.g14786.t1	A
rna-XM_056777093.1	A	anno1.g3949.t1	A
rna-XM_056776891.1	A	anno1.g3811.t1	A
rna-XM_056777164.1	A	anno1.g3809.t1	A
rna-XM_056777015.1	A	anno1.g8068.t2	A
rna-XM_056777014.1	A	anno1.g5719.t1	A
rna-XM_056777596.1	A	anno1.g418.t2	A
rna-XM_056776430.1	A	anno1.g6228.t1	A
rna-XM_056776892.1	A	anno1.g6227.t1	A
rna-XM_056776877.1	A	anno1.g6225.t1	A
rna-XM_056777690.1	A	anno1.g6224.t1	A
rna-XM_056776938.1	A	anno1.g5872.t1	A
rna-XM_056776437.1	A	anno1.g5870.t1	A
rna-XM_056778399.1	A	anno1.g5878.t2	A
rna-XM_056778398.1	A	anno1.g11878.t1	A
rna-XM_056777039.1	A	anno1.g3936.t1	A
rna-XM_056777040.1	A	anno1.g12381.t1	A
rna-XM_056777042.1	A	anno1.g3941.t1	A
rna-XM_056777295.1	A	anno1.g3940.t1	A
rna-XM_056777371.1	A	anno1.g3944.t1	A
rna-XM_056777862.1	A	anno1.g3204.t1	A
rna-XM_056777863.1	A	anno1.g13812.t1	A
rna-XM_056777864.1	A	anno1.g14784.t1	A
rna-XM_056777856.1	A	anno1.g3945.t1	A
rna-XM_056777483.1	A	anno1.g3803.t1	A
rna-XM_056776370.1	A	anno1.g3805.t1	A
rna-XM_056776669.1	A	anno1.g3806.t1	A
rna-XM_056776670.1	A	anno1.g2570.t1	A
rna-XM_056776667.1	A	anno1.g2568.t1	A
rna-XM_056776668.1	A	anno1.g2569.t1	A
rna-XM_056777078.1	A	anno1.g2566.t1	A
rna-XM_056777170.1	A	anno1.g7438.t1	A
rna-XM_056777377.1	A	anno1.g10418.t1	A
rna-XM_056777012.1	A	anno1.g10419.t1	A
rna-XM_056777008.1	A	anno1.g10413.t1	A
rna-XM_056777378.1	A	anno1.g10406.t1	A
rna-XM_056777010.1	A	anno1.g10415.t1	A
rna-XM_056777007.1	A	anno1.g5391.t1	A
rna-XM_056776909.1	A	anno1.g10416.t1	A
rna-XM_056777019.1	A	anno1.g10639.t1	A
rna-XM_056776718.1	A	anno1.g10643.t1	A
rna-XM_056777811.1	A	anno1.g10742.t1	A
rna-XM_056777818.1	A	anno1.g10644.t1	A
rna-XM_056778357.1	A	anno1.g12813.t1	A
rna-XM_056778360.1	A	anno1.g10483.t1	A
rna-XM_056776866.1	A	anno1.g3966.t1	A
rna-XM_056776894.1	A	anno1.g3967.t2	A
rna-XM_056777723.1	A	anno1.g2543.t1	A
rna-XM_056776905.1	A	anno1.g3133.t2	A
rna-XM_056776907.1	A	anno1.g3127.t1	A
rna-XM_056777070.1	A	anno1.g10195.t1	A
rna-XM_056777382.1	A	anno1.g10194.t1	A
rna-XM_056777383.1	A	anno1.g10193.t1	A
rna-XM_056777385.1	A	anno1.g10191.t2	A
rna-XM_056776482.1	A	anno1.g10190.t1	A
rna-XM_056776485.1	A	anno1.g6296.t1	A
rna-XM_056777456.1	A	anno1.g3057.t1	A
rna-XM_056776753.1	A	anno1.g11028.t2	A
rna-XM_056777056.1	A	anno1.g11517.t1	A
rna-XM_056777053.1	A	anno1.g11518.t1	A
rna-XM_056776749.1	A	anno1.g10346.t1	A
rna-XM_056776982.1	A	anno1.g10341.t1	A
rna-XM_056776984.1	A	anno1.g7437.t1	A
rna-XM_056777415.1	A	anno1.g7245.t1	A
rna-XM_056777411.1	A	anno1.g11222.t1	A
rna-XM_056777033.1	A	anno1.g10910.t1	A
rna-XM_056776593.1	A	anno1.g10908.t1	A
rna-XM_056777657.1	A	anno1.g10868.t1	A
rna-XM_056777082.1	A	anno1.g4279.t1	A
rna-XM_056776657.1	A	anno1.g12216.t2	A
rna-XM_056776442.1	A	anno1.g12199.t1	A
rna-XM_056777702.1	A	anno1.g10871.t1	A
rna-XM_056777659.1	A	anno1.g10870.t2	A
rna-XM_056776648.1	A	anno1.g1104.t1	A
rna-XM_056776528.1	A	anno1.g10872.t1	A
rna-XM_056777700.1	A	anno1.g11217.t1	A
rna-XM_056777701.1	A	anno1.g11219.t1	A
rna-XM_056777642.1	A	anno1.g548.t1	A
rna-XM_056776890.1	A	anno1.g11221.t1	A
rna-XM_056777209.1	A	anno1.g11220.t1	A
rna-XM_056777402.1	A	anno1.g987.t1	A
rna-XM_056777231.1	A	anno1.g9443.t1	A
rna-XM_056777180.1	A	anno1.g3064.t1	A
rna-XM_056776433.1	A	anno1.g3954.t2	A
rna-XM_056776436.1	A	anno1.g14216.t1	A
rna-XM_056776354.1	A	anno1.g3067.t5	A
rna-XM_056776377.1	A	anno1.g3068.t1	A
rna-XM_056776387.1	A	anno1.g14797.t1	A
rna-XM_056776388.1	A	anno1.g3197.t2	A
rna-XM_056776391.1	A	anno1.g10488.t2	A
rna-XM_056776400.1	A	anno1.g10501.t1	A
rna-XM_056776398.1	A	anno1.g10486.t5	A
rna-XM_056776401.1	A	anno1.g10499.t1	A
rna-XM_056776402.1	A	anno1.g10182.t1	A
rna-XM_056776403.1	A	anno1.g10183.t2	A
rna-XM_056776404.1	A	anno1.g6156.t1	A
rna-XM_056777479.1	A	anno1.g10420.t1	A
rna-XM_056777552.1	A	anno1.g4000.t1	A
rna-XM_056778318.1	A	anno1.g3216.t2	A
rna-XM_056778323.1	A	anno1.g11668.t1	A
rna-XM_056776561.1	A	anno1.g2723.t1	A
rna-XM_056776544.1	A	anno1.g14637.t1	A
rna-XM_056776564.1	A	anno1.g14636.t1	A
rna-XM_056776545.1	A	anno1.g2732.t5	A
rna-XM_056776559.1	A	anno1.g2375.t1	A
rna-XM_056776553.1	A	anno1.g10794.t1	A
rna-XM_056776568.1	A	anno1.g10292.t1	A
rna-XM_056776569.1	A	anno1.g2552.t1	A
rna-XM_056776573.1	A	anno1.g10788.t1	A
rna-XM_056776572.1	A	anno1.g10787.t1	A
rna-XM_056776615.1	A	anno1.g10793.t3	A
rna-XM_056776616.1	A	anno1.g2550.t2	A
rna-XM_056776959.1	A	anno1.g3369.t2	A
rna-XM_056776962.1	A	anno1.g3370.t1	A
rna-XM_056776625.1	A	anno1.g3615.t1	A
rna-XM_056777420.1	A	anno1.g3996.t1	A
rna-XM_056777569.1	A	anno1.g7587.t1	A
rna-XM_056776937.1	A	anno1.g7332.t1	A
rna-XM_056776886.1	A	anno1.g7516.t3	A
rna-XM_056777281.1	A	anno1.g7518.t1	A
rna-XM_056776901.1	A	anno1.g7524.t1	A
rna-XM_056777027.1	A	anno1.g4242.t1	A
rna-XM_056777220.1	A	anno1.g4245.t1	A
rna-XM_056777230.1	A	anno1.g5382.t1	A
rna-XM_056777393.1	A	anno1.g9812.t1	A
rna-XM_056777394.1	A	anno1.g9635.t1	A
rna-XM_056776429.1	A	anno1.g9636.t1	A
rna-XM_056777091.1	A	anno1.g9637.t1	A
rna-XM_056777119.1	A	anno1.g9387.t2	A
rna-XM_056777083.1	A	anno1.g9639.t1	A
rna-XM_056777323.1	A	anno1.g9312.t1	A
rna-XM_056776969.1	A	anno1.g9310.t2	A
rna-XM_056776964.1	A	anno1.g5585.t1	A
rna-XM_056776968.1	A	anno1.g5583.t2	A
rna-XM_056776971.1	A	anno1.g5584.t1	A
rna-XM_056777029.1	A	anno1.g7381.t1	A
rna-XM_056776975.1	A	anno1.g2802.t1	A
rna-XM_056776976.1	A	anno1.g8942.t1	A
rna-XM_056777805.1	A	anno1.g7965.t2	A
rna-XM_056777408.1	A	anno1.g7884.t1	A
rna-XM_056777176.1	A	anno1.g9074.t1	A
rna-XM_056777249.1	A	anno1.g3008.t1	A
rna-XM_056778404.1	A	anno1.g8508.t1	A
rna-XM_056777236.1	A	anno1.g6311.t1	A
rna-XM_056777233.1	A	anno1.g6312.t2	A
rna-XM_056778351.1	A	anno1.g10723.t1	A
rna-XM_056777409.1	A	anno1.g14400.t2	A
rna-XM_056777422.1	A	anno1.g10661.t2	A
rna-XM_056777428.1	A	anno1.g10447.t1	A
rna-XM_056777437.1	A	anno1.g10443.t1	A
rna-XM_056776767.1	A	anno1.g10308.t1	A
rna-XM_056777004.1	A	anno1.g10306.t1	A
rna-XM_056776598.1	A	anno1.g10304.t1	A
rna-XM_056776599.1	A	anno1.g10303.t2	A
rna-XM_056776737.1	A	anno1.g10305.t1	A
rna-XM_056776507.1	A	anno1.g10338.t1	A
rna-XM_056776510.1	A	anno1.g7606.t1	A
rna-XM_056776512.1	A	anno1.g7900.t2	A
rna-XM_056777563.1	A	anno1.g7638.t2	A
rna-XM_056776939.1	A	anno1.g7636.t1	A
rna-XM_056776940.1	A	anno1.g7637.t1	A
rna-XM_056777722.1	A	anno1.g7632.t1	A
rna-XM_056777578.1	A	anno1.g7628.t1	A
rna-XM_056776674.1	A	anno1.g7624.t1	A
rna-XM_056777477.1	A	anno1.g3277.t1	A
rna-XM_056777610.1	A	anno1.g7622.t1	A
rna-XM_056777389.1	A	anno1.g7621.t1	A
rna-XM_056776734.1	A	anno1.g7614.t2	A
rna-XM_056777066.1	A	anno1.g7609.t1	A
rna-XM_056777718.1	A	anno1.g5786.t1	A
rna-XM_056778389.1	A	anno1.g909.t1	A
rna-XM_056778347.1	A	anno1.g849.t1	A
rna-XM_056778348.1	A	anno1.g11934.t1	A
rna-XM_056778349.1	A	anno1.g8356.t1	A
rna-XM_056777356.1	A	anno1.g8354.t1	A
rna-XM_056777357.1	A	anno1.g8344.t3	A
rna-XM_056777367.1	A	anno1.g1380.t1	A
rna-XM_056777368.1	A	anno1.g8346.t1	A
rna-XM_056777668.1	A	anno1.g6518.t1	A
rna-XM_056778350.1	A	anno1.g8591.t1	A
rna-XM_056777560.1	A	anno1.g1381.t2	A
rna-XM_056776898.1	A	anno1.g11936.t1	A
rna-XM_056778030.1	A	anno1.g6318.t1	A
rna-XM_056778031.1	A	anno1.g499.t2	A
rna-XM_056776592.1	A	anno1.g1075.t1	A
rna-XM_056776852.1	A	anno1.g8812.t1	A
rna-XM_056777546.1	A	anno1.g6086.t1	A
rna-XM_056777172.1	A	anno1.g7916.t1	A
rna-XM_056777047.1	A	anno1.g8822.t1	A
rna-XM_056777450.1	A	anno1.g10201.t1	A
rna-XM_056776671.1	A	anno1.g10202.t1	A
rna-XM_056776672.1	A	anno1.g10203.t2	A
rna-XM_056776456.1	A	anno1.g6940.t2	A
rna-XM_056776457.1	A	anno1.g6948.t1	A
rna-XM_056777263.1	A	anno1.g8832.t2	A
rna-XM_056777264.1	A	anno1.g8831.t1	A
rna-XM_056776676.1	A	anno1.g8830.t1	A
rna-XM_056776678.1	A	anno1.g8817.t1	A
rna-XM_056776679.1	A	anno1.g1774.t1	X
rna-XM_056776681.1	A	anno1.g8828.t1	A
rna-XM_056776684.1	A	anno1.g10546.t1	A
rna-XM_056776683.1	A	anno1.g10545.t1	A
rna-XM_056776687.1	A	anno1.g10200.t1	A
rna-XM_056776689.1	A	anno1.g10199.t1	A
rna-XM_056776690.1	A	anno1.g8861.t1	A
rna-XM_056776691.1	A	anno1.g10718.t1	A
rna-XM_056776692.1	A	anno1.g8819.t1	A
rna-XM_056776693.1	A	anno1.g8826.t1	A
rna-XM_056776695.1	A	anno1.g8823.t1	A
rna-XM_056776700.1	A	anno1.g7893.t1	A
rna-XM_056776704.1	A	anno1.g11722.t1	A
rna-XM_056776706.1	A	anno1.g11723.t1	A
rna-XM_056777576.1	A	anno1.g2736.t1	A
rna-XM_056777577.1	A	anno1.g9155.t1	A
rna-XM_056776710.1	A	anno1.g11724.t3	A
rna-XM_056777310.1	A	anno1.g11056.t2	A
rna-XM_056777311.1	A	anno1.g11192.t1	A
rna-XM_056777312.1	A	anno1.g11009.t1	A
rna-XM_056777313.1	A	anno1.g11010.t3	A
rna-XM_056777316.1	A	anno1.g549.t2	A
rna-XM_056777318.1	A	anno1.g11826.t1	A
rna-XM_056777320.1	A	anno1.g11173.t1	A
rna-XM_056777322.1	A	anno1.g7396.t1	A
rna-XM_056776876.1	A	anno1.g7408.t2	A
rna-XM_056776874.1	A	anno1.g7343.t1	A
rna-XM_056777877.1	A	anno1.g1125.t1	A
rna-XM_056777290.1	A	anno1.g7409.t2	A
rna-XM_056777453.1	A	anno1.g7411.t1	A
rna-XM_056777163.1	A	anno1.g8676.t1	A
rna-XM_056776580.1	A	anno1.g11345.t1	A
rna-XM_056776582.1	A	anno1.g13385.t1	A
rna-XM_056777635.1	A	anno1.g13361.t1	A
rna-XM_056778333.1	A	anno1.g12297.t1	A
rna-XM_056778335.1	A	anno1.g8921.t1	A
rna-XM_056778331.1	A	anno1.g6628.t1	A
rna-XM_056777241.1	A	anno1.g7101.t1	A
rna-XM_056778370.1	A	anno1.g10717.t1	A
rna-XM_056778384.1	A	anno1.g10716.t2	A
rna-XM_056776650.1	A	anno1.g1533.t1	A
rna-XM_056776656.1	A	anno1.g1510.t1	A
rna-XM_056777105.1	A	anno1.g1638.t1	A
rna-XM_056778409.1	A	anno1.g1620.t1	A
rna-XM_056778410.1	A	anno1.g1525.t2	A
rna-XM_056777650.1	A	anno1.g5758.t1	A
rna-XM_056777653.1	A	anno1.g5757.t1	A
rna-XM_056777654.1	A	anno1.g67.t1	A
rna-XM_056777655.1	A	anno1.g1649.t1	A
rna-XM_056777060.1	A	anno1.g1651.t2	A
rna-XM_056776359.1	A	anno1.g1522.t2	A
rna-XM_056776360.1	A	anno1.g1523.t1	A
rna-XM_056776362.1	A	anno1.g4578.t1	A
rna-XM_056777715.1	A	anno1.g1524.t1	A
rna-XM_056777888.1	A	anno1.g37.t1	A
rna-XM_056777071.1	A	anno1.g1606.t1	A
rna-XM_056776903.1	A	anno1.g5052.t2	A
rna-XM_056776865.1	A	anno1.g5053.t1	A
rna-XM_056777485.1	A	anno1.g5054.t1	A
rna-XM_056777030.1	A	anno1.g6585.t1	A
rna-XM_056777587.1	A	anno1.g6586.t1	A
rna-XM_056777850.1	A	anno1.g9075.t1	A
rna-XM_056777852.1	A	anno1.g1599.t2	A
rna-XM_056777851.1	A	anno1.g1600.t2	A
rna-XM_056777846.1	A	anno1.g1601.t1	A
rna-XM_056777855.1	A	anno1.g2789.t1	A
rna-XM_056777192.1	A	anno1.g5919.t1	A
rna-XM_056777191.1	A	anno1.g4806.t1	A
rna-XM_056777190.1	A	anno1.g7968.t1	A
rna-XM_056778089.1	A	anno1.g7953.t1	A
rna-XM_056778090.1	A	anno1.g7951.t1	A
rna-XM_056778091.1	A	anno1.g3605.t1	A
rna-XM_056778094.1	A	anno1.g3606.t3	A
rna-XM_056777633.1	A	anno1.g3993.t1	A
rna-XM_056776916.1	A	anno1.g3607.t1	A
rna-XM_056776918.1	A	anno1.g3994.t1	A
rna-XM_056777245.1	A	anno1.g11285.t1	A
rna-XM_056777246.1	A	anno1.g11284.t1	A
rna-XM_056776516.1	A	anno1.g3626.t2	A
rna-XM_056776521.1	A	anno1.g7584.t1	A
rna-XM_056776520.1	A	anno1.g2791.t1	A
rna-XM_056776514.1	A	anno1.g2790.t1	A
rna-XM_056776517.1	A	anno1.g4218.t1	A
rna-XM_056776519.1	A	anno1.g2795.t1	A
rna-XM_056777660.1	A	anno1.g2796.t1	A
rna-XM_056777661.1	A	anno1.g14370.t1	A
rna-XM_056777727.1	A	anno1.g2793.t2	A
rna-XM_056777889.1	A	anno1.g6313.t1	A
rna-XM_056777729.1	A	anno1.g2792.t1	A
rna-XM_056777677.1	A	anno1.g2797.t1	A
rna-XM_056777801.1	A	anno1.g2794.t2	A
rna-XM_056777804.1	A	anno1.g2798.t1	A
rna-XM_056777800.1	A	anno1.g2799.t1	A
rna-XM_056777000.1	A	anno1.g3293.t1	A
rna-XM_056776908.1	A	anno1.g3616.t1	A
rna-XM_056777673.1	A	anno1.g3617.t1	A
rna-XM_056777672.1	A	anno1.g3992.t1	A
