B_siliquastri	chromosome	D_carinulata	chromosome
BRAKERILHT00000002707	A	rna-XM_057813818.1	A
BRAKERILHT00000004323	A	rna-XM_057813820.1	A
BRAKERILHT00000004173	A	rna-XM_057800539.1	A
BRAKERILHT00000003044	A	rna-XM_057813893.1	A
BRAKERILHT00000003590	A	rna-XM_057814376.1	A
BRAKERILHT00000002448	A	rna-XM_057810928.1	A
BRAKERILHT00000002642	A	rna-XM_057799230.1	A
BRAKERILHT00000004252	A	rna-XM_057813675.1	A
BRAKERILHT00000004136	A	rna-XM_057805000.1	A
BRAKERILHT00000003486	A	rna-XM_057795300.1	A
BRAKERILHT00000003499	A	rna-XM_057796170.1	A
BRAKERILHT00000004427	A	rna-XM_057816248.1	A
BRAKERILHT00000002710	A	rna-XM_057815858.1	A
BRAKERILHT00000004260	A	rna-XM_057813685.1	A
BRAKERILHT00000004000	A	rna-XM_057813683.1	A
BRAKERILHT00000002365	A	rna-XM_057813676.1	A
BRAKERILHT00000003822	A	rna-XM_057813679.1	A
BRAKERILHT00000002551	A	rna-XM_057803916.1	A
BRAKERILHT00000002485	A	rna-XM_057797398.1	X
BRAKERILHT00000003111	A	rna-XM_057803683.1	A
BRAKERILHT00000002234	A	rna-XM_057814482.1	A
BRAKERILHT00000003969	A	rna-XM_057814487.1	A
BRAKERILHT00000002995	A	rna-XM_057813401.1	A
BRAKERILHT00000003332	A	rna-XM_057811700.1	A
BRAKERILHT00000002336	A	rna-XM_057814729.1	A
BRAKERILHT00000004134	A	rna-XM_057814741.1	A
BRAKERILHT00000004420	A	rna-XM_057801352.1	A
BRAKERILHT00000002833	A	rna-XM_057797822.1	A
BRAKERILHT00000002332	A	rna-XM_057802922.1	A
BRAKERILHT00000003470	A	rna-XM_057806928.1	A
BRAKERILHT00000003010	A	rna-XM_057801338.1	A
BRAKERILHT00000003037	A	rna-XM_057811083.1	A
BRAKERILHT00000003510	A	rna-XM_057802863.1	A
BRAKERILHT00000003995	A	rna-XM_057809593.1	A
BRAKERILHT00000002404	A	rna-XM_057809040.1	A
BRAKERILHT00000004060	A	rna-XM_057815596.1	A
BRAKERILHT00000003340	A	rna-XM_057809715.1	A
BRAKERILHT00000003782	A	rna-XM_057809718.1	A
BRAKERILHT00000002203	A	rna-XM_057798093.1	A
BRAKERILHT00000003398	A	rna-XM_057809721.1	A
BRAKERILHT00000003405	A	rna-XM_057808997.1	A
BRAKERILHT00000003235	A	rna-XM_057809000.1	A
BRAKERILHT00000003871	A	rna-XM_057812759.1	A
BRAKERILHT00000002926	A	rna-XM_057798907.1	A
BRAKERILHT00000002296	A	rna-XM_057798906.1	A
BRAKERILHT00000003764	A	rna-XM_057816727.1	A
BRAKERILHT00000002910	A	rna-XM_057816729.1	A
BRAKERILHT00000003287	A	rna-XM_057815860.1	A
BRAKERILHT00000003453	A	rna-XM_057815968.1	A
BRAKERILHT00000002976	A	rna-XM_057815738.1	A
BRAKERILHT00000003731	A	rna-XM_057815895.1	A
BRAKERILHT00000002831	A	rna-XM_057815902.1	A
BRAKERILHT00000002196	A	rna-XM_057795239.1	A
BRAKERILHT00000003465	A	rna-XM_057795252.1	A
BRAKERILHT00000003420	A	rna-XM_057795255.1	A
BRAKERILHT00000002443	A	rna-XM_057814174.1	A
BRAKERILHT00000004212	A	rna-XM_057809811.1	A
BRAKERILHT00000003647	A	rna-XM_057809807.1	A
BRAKERILHT00000003207	A	rna-XM_057797464.1	A
BRAKERILHT00000003939	A	rna-XM_057815570.1	A
BRAKERILHT00000003329	A	rna-XM_057816725.1	A
BRAKERILHT00000002944	A	rna-XM_057816723.1	A
BRAKERILHT00000002463	A	rna-XM_057816724.1	A
BRAKERILHT00000002358	A	rna-XM_057815863.1	A
BRAKERILHT00000004198	A	rna-XM_057808663.1	A
BRAKERILHT00000003537	A	rna-XM_057809709.1	A
BRAKERILHT00000003691	A	rna-XM_057797382.1	A
BRAKERILHT00000002741	A	rna-XM_057812473.1	A
BRAKERILHT00000004382	A	rna-XM_057799362.1	A
BRAKERILHT00000003400	A	rna-XM_057799365.1	A
BRAKERILHT00000002766	A	rna-XM_057799366.1	A
BRAKERILHT00000002512	A	rna-XM_057797779.1	A
BRAKERILHT00000004433	A	rna-XM_057797771.1	A
BRAKERILHT00000002645	A	rna-XM_057798839.1	A
BRAKERILHT00000003229	A	rna-XM_057797875.1	A
BRAKERILHT00000002490	A	rna-XM_057798730.1	A
BRAKERILHT00000002934	A	rna-XM_057800470.1	A
BRAKERILHT00000002793	A	rna-XM_057811751.1	A
BRAKERILHT00000003260	A	rna-XM_057809507.1	A
BRAKERILHT00000004109	A	rna-XM_057815059.1	A
BRAKERILHT00000003665	A	rna-XM_057815053.1	A
BRAKERILHT00000002946	A	rna-XM_057816142.1	A
BRAKERILHT00000002393	A	rna-XM_057812251.1	A
BRAKERILHT00000003916	A	rna-XM_057796390.1	A
BRAKERILHT00000004019	A	rna-XM_057805083.1	A
BRAKERILHT00000003383	A	rna-XM_057812303.1	A
BRAKERILHT00000002712	A	rna-XM_057802858.1	A
BRAKERILHT00000004380	A	rna-XM_057796391.1	A
BRAKERILHT00000003087	A	rna-XM_057795823.1	A
BRAKERILHT00000004372	A	rna-XM_057795713.1	A
BRAKERILHT00000003600	A	rna-XM_057797248.1	A
BRAKERILHT00000003078	A	rna-XM_057797255.1	A
BRAKERILHT00000002602	A	rna-XM_057813654.1	A
BRAKERILHT00000005560	A	rna-XM_057811469.1	A
BRAKERILHT00000004613	A	rna-XM_057815889.1	A
BRAKERILHT00000004733	A	rna-XM_057795216.1	A
BRAKERILHT00000004470	A	rna-XM_057795211.1	A
BRAKERILHT00000005346	A	rna-XM_057805689.1	A
BRAKERILHT00000005834	A	rna-XM_057816603.1	A
BRAKERILHT00000005395	A	rna-XM_057816138.1	A
BRAKERILHT00000005555	A	rna-XM_057816141.1	A
BRAKERILHT00000005997	A	rna-XM_057813183.1	A
BRAKERILHT00000004686	A	rna-XM_057813180.1	A
BRAKERILHT00000004622	A	rna-XM_057810999.1	A
BRAKERILHT00000005774	A	rna-XM_057810998.1	A
BRAKERILHT00000005559	A	rna-XM_057811800.1	A
BRAKERILHT00000004980	A	rna-XM_057814060.1	A
BRAKERILHT00000005548	A	rna-XM_057814059.1	A
BRAKERILHT00000005806	A	rna-XM_057811786.1	A
BRAKERILHT00000006365	A	rna-XM_057814662.1	A
BRAKERILHT00000004638	A	rna-XM_057795248.1	A
BRAKERILHT00000005206	A	rna-XM_057795251.1	A
BRAKERILHT00000005340	A	rna-XM_057808699.1	A
BRAKERILHT00000004750	A	rna-XM_057808693.1	A
BRAKERILHT00000005417	A	rna-XM_057809518.1	A
BRAKERILHT00000005472	A	rna-XM_057805275.1	A
BRAKERILHT00000006178	A	rna-XM_057805278.1	A
BRAKERILHT00000005753	A	rna-XM_057799507.1	A
BRAKERILHT00000005008	A	rna-XM_057801218.1	A
BRAKERILHT00000004625	A	rna-XM_057801211.1	A
BRAKERILHT00000006177	A	rna-XM_057800518.1	A
BRAKERILHT00000005324	A	rna-XM_057796197.1	A
BRAKERILHT00000004901	A	rna-XM_057795398.1	A
BRAKERILHT00000004991	A	rna-XM_057803952.1	A
BRAKERILHT00000005115	A	rna-XM_057803981.1	A
BRAKERILHT00000006044	A	rna-XM_057804412.1	A
BRAKERILHT00000005622	A	rna-XM_057795230.1	A
BRAKERILHT00000006310	A	rna-XM_057812011.1	A
BRAKERILHT00000005897	A	rna-XM_057811787.1	A
BRAKERILHT00000004634	A	rna-XM_057795241.1	A
BRAKERILHT00000004757	A	rna-XM_057796464.1	A
BRAKERILHT00000005949	A	rna-XM_057796511.1	A
BRAKERILHT00000005120	A	rna-XM_057809616.1	A
BRAKERILHT00000004759	A	rna-XM_057809316.1	A
BRAKERILHT00000006433	A	rna-XM_057809566.1	A
BRAKERILHT00000004485	A	rna-XM_057802850.1	A
BRAKERILHT00000006068	A	rna-XM_057802851.1	A
BRAKERILHT00000005627	A	rna-XM_057802849.1	A
BRAKERILHT00000005188	A	rna-XM_057800991.1	A
BRAKERILHT00000006282	A	rna-XM_057800950.1	A
BRAKERILHT00000005837	A	rna-XM_057816651.1	A
BRAKERILHT00000005402	A	rna-XM_057795416.1	A
BRAKERILHT00000004837	A	rna-XM_057795417.1	A
BRAKERILHT00000005361	A	rna-XM_057810829.1	A
BRAKERILHT00000005955	A	rna-XM_057810825.1	A
BRAKERILHT00000006239	A	rna-XM_057810121.1	A
BRAKERILHT00000004794	A	rna-XM_057810501.1	A
BRAKERILHT00000005081	A	rna-XM_057815916.1	A
BRAKERILHT00000005486	A	rna-XM_057800028.1	A
BRAKERILHT00000005972	A	rna-XM_057799494.1	A
BRAKERILHT00000004525	A	rna-XM_057799497.1	A
BRAKERILHT00000006376	A	rna-XM_057799710.1	A
BRAKERILHT00000005816	A	rna-XM_057799504.1	A
BRAKERILHT00000004816	A	rna-XM_057800390.1	A
BRAKERILHT00000006253	A	rna-XM_057804136.1	A
BRAKERILHT00000005998	A	rna-XM_057805221.1	A
BRAKERILHT00000005932	A	rna-XM_057816762.1	A
BRAKERILHT00000005162	A	rna-XM_057803601.1	X
BRAKERILHT00000005501	A	rna-XM_057795520.1	A
BRAKERILHT00000005821	A	rna-XM_057800232.1	A
BRAKERILHT00000004692	A	rna-XM_057801153.1	A
BRAKERILHT00000005259	A	rna-XM_057814871.1	A
BRAKERILHT00000006386	A	rna-XM_057807007.1	A
BRAKERILHT00000005058	A	rna-XM_057807145.1	A
BRAKERILHT00000006091	A	rna-XM_057816484.1	A
BRAKERILHT00000004635	A	rna-XM_057814942.1	A
BRAKERILHT00000005181	A	rna-XM_057814969.1	A
BRAKERILHT00000005676	A	rna-XM_057804193.1	A
BRAKERILHT00000005709	A	rna-XM_057804975.1	A
BRAKERILHT00000006281	A	rna-XM_057804959.1	A
BRAKERILHT00000004791	A	rna-XM_057804945.1	A
BRAKERILHT00000005864	A	rna-XM_057804949.1	A
BRAKERILHT00000005653	A	rna-XM_057804952.1	A
BRAKERILHT00000005879	A	rna-XM_057795609.1	A
BRAKERILHT00000005136	A	rna-XM_057795686.1	A
BRAKERILHT00000004585	A	rna-XM_057801240.1	A
BRAKERILHT00000005005	A	rna-XM_057801700.1	A
BRAKERILHT00000005747	A	rna-XM_057816788.1	A
BRAKERILHT00000005268	A	rna-XM_057816930.1	A
BRAKERILHT00000005135	A	rna-XM_057815991.1	A
BRAKERILHT00000004698	A	rna-XM_057807090.1	A
BRAKERILHT00000006137	A	rna-XM_057800735.1	A
BRAKERILHT00000005631	A	rna-XM_057813490.1	A
BRAKERILHT00000004505	A	rna-XM_057802787.1	A
BRAKERILHT00000005967	A	rna-XM_057815866.1	A
BRAKERILHT00000004548	A	rna-XM_057796199.1	A
BRAKERILHT00000006370	A	rna-XM_057813688.1	A
BRAKERILHT00000005902	A	rna-XM_057800837.1	A
BRAKERILHT00000004808	A	rna-XM_057815999.1	A
BRAKERILHT00000006092	A	rna-XM_057797498.1	A
BRAKERILHT00000004539	A	rna-XM_057797984.1	A
BRAKERILHT00000004962	A	rna-XM_057798002.1	A
BRAKERILHT00000005465	A	rna-XM_057798797.1	A
BRAKERILHT00000005380	A	rna-XM_057814719.1	A
BRAKERILHT00000005843	A	rna-XM_057813102.1	A
BRAKERILHT00000005197	A	rna-XM_057799984.1	A
BRAKERILHT00000005908	A	rna-XM_057815993.1	A
BRAKERILHT00000006198	A	rna-XM_057813641.1	A
BRAKERILHT00000004633	A	rna-XM_057796614.1	A
BRAKERILHT00000005850	A	rna-XM_057796159.1	A
BRAKERILHT00000005063	A	rna-XM_057806785.1	A
BRAKERILHT00000005382	A	rna-XM_057806776.1	A
BRAKERILHT00000005828	A	rna-XM_057805408.1	A
BRAKERILHT00000006306	A	rna-XM_057799671.1	A
BRAKERILHT00000004702	A	rna-XM_057801052.1	A
BRAKERILHT00000004616	A	rna-XM_057801071.1	A
BRAKERILHT00000004457	A	rna-XM_057810361.1	A
BRAKERILHT00000005138	A	rna-XM_057805143.1	A
BRAKERILHT00000005431	A	rna-XM_057816212.1	A
BRAKERILHT00000005037	A	rna-XM_057801076.1	A
BRAKERILHT00000005470	A	rna-XM_057801085.1	A
BRAKERILHT00000005945	A	rna-XM_057801083.1	A
BRAKERILHT00000006375	A	rna-XM_057801059.1	A
BRAKERILHT00000004819	A	rna-XM_057809002.1	A
BRAKERILHT00000005240	A	rna-XM_057801037.1	A
BRAKERILHT00000004520	A	rna-XM_057804715.1	A
BRAKERILHT00000005046	A	rna-XM_057814883.1	A
BRAKERILHT00000005154	A	rna-XM_057801080.1	A
BRAKERILHT00000005599	A	rna-XM_057801053.1	A
BRAKERILHT00000004798	A	rna-XM_057801086.1	A
BRAKERILHT00000005225	A	rna-XM_057800929.1	A
BRAKERILHT00000006348	A	rna-XM_057800931.1	A
BRAKERILHT00000004856	A	rna-XM_057800958.1	A
BRAKERILHT00000004790	A	rna-XM_057800993.1	A
BRAKERILHT00000005939	A	rna-XM_057805986.1	A
BRAKERILHT00000005337	A	rna-XM_057805980.1	A
BRAKERILHT00000005367	A	rna-XM_057801089.1	A
BRAKERILHT00000004836	A	rna-XM_057801047.1	A
BRAKERILHT00000005002	A	rna-XM_057810364.1	A
BRAKERILHT00000004803	A	rna-XM_057809465.1	A
BRAKERILHT00000005537	A	rna-XM_057809478.1	A
BRAKERILHT00000005968	A	rna-XM_057809455.1	A
BRAKERILHT00000005095	A	rna-XM_057809783.1	A
BRAKERILHT00000006063	A	rna-XM_057802908.1	A
BRAKERILHT00000005497	A	rna-XM_057802902.1	A
BRAKERILHT00000006029	A	rna-XM_057802898.1	A
BRAKERILHT00000005714	A	rna-XM_057802903.1	A
BRAKERILHT00000005385	A	rna-XM_057802909.1	A
BRAKERILHT00000006289	A	rna-XM_057802894.1	A
BRAKERILHT00000005721	A	rna-XM_057802896.1	A
BRAKERILHT00000005170	A	rna-XM_057806373.1	A
BRAKERILHT00000006471	A	rna-XM_057806374.1	A
BRAKERILHT00000005756	A	rna-XM_057802914.1	A
BRAKERILHT00000006147	A	rna-XM_057797648.1	A
BRAKERILHT00000004589	A	rna-XM_057806155.1	A
BRAKERILHT00000005024	A	rna-XM_057802892.1	A
BRAKERILHT00000004849	A	rna-XM_057797647.1	A
BRAKERILHT00000005481	A	rna-XM_057797925.1	X
BRAKERILHT00000005132	A	rna-XM_057806799.1	X
BRAKERILHT00000005409	A	rna-XM_057813121.1	A
BRAKERILHT00000004724	A	rna-XM_057797429.1	A
BRAKERILHT00000005867	A	rna-XM_057797427.1	A
BRAKERILHT00000005422	A	rna-XM_057812628.1	A
BRAKERILHT00000005048	A	rna-XM_057807587.1	A
BRAKERILHT00000005192	A	rna-XM_057807603.1	A
BRAKERILHT00000005792	A	rna-XM_057807605.1	A
BRAKERILHT00000005630	A	rna-XM_057798360.1	X
BRAKERILHT00000006199	A	rna-XM_057801233.1	A
BRAKERILHT00000004547	A	rna-XM_057801980.1	A
BRAKERILHT00000005124	A	rna-XM_057800051.1	A
BRAKERILHT00000006346	A	rna-XM_057801963.1	A
BRAKERILHT00000004894	A	rna-XM_057799694.1	A
BRAKERILHT00000005210	A	rna-XM_057816417.1	A
BRAKERILHT00000005793	A	rna-XM_057797208.1	A
BRAKERILHT00000005375	A	rna-XM_057800603.1	A
BRAKERILHT00000005743	A	rna-XM_057801051.1	A
BRAKERILHT00000006301	A	rna-XM_057801082.1	A
BRAKERILHT00000004628	A	rna-XM_057801034.1	A
BRAKERILHT00000005165	A	rna-XM_057801232.1	A
BRAKERILHT00000005566	A	rna-XM_057816936.1	A
BRAKERILHT00000005004	A	rna-XM_057795089.1	A
BRAKERILHT00000006428	A	rna-XM_057805557.1	A
BRAKERILHT00000005109	A	rna-XM_057814965.1	A
BRAKERILHT00000005695	A	rna-XM_057814964.1	A
BRAKERILHT00000005805	A	rna-XM_057814963.1	A
BRAKERILHT00000004659	A	rna-XM_057810644.1	A
BRAKERILHT00000005079	A	rna-XM_057806774.1	A
BRAKERILHT00000005520	A	rna-XM_057810496.1	A
BRAKERILHT00000006359	A	rna-XM_057810499.1	A
BRAKERILHT00000006127	A	rna-XM_057797496.1	A
BRAKERILHT00000005664	A	rna-XM_057814727.1	A
BRAKERILHT00000006101	A	rna-XM_057798016.1	X
BRAKERILHT00000004795	A	rna-XM_057806606.1	A
BRAKERILHT00000004513	A	rna-XM_057806607.1	A
BRAKERILHT00000005356	A	rna-XM_057811754.1	A
BRAKERILHT00000004912	A	rna-XM_057812515.1	A
BRAKERILHT00000006267	A	rna-XM_057814548.1	A
BRAKERILHT00000005808	A	rna-XM_057805424.1	A
BRAKERILHT00000004640	A	rna-XM_057806136.1	A
BRAKERILHT00000006019	A	rna-XM_057806134.1	A
BRAKERILHT00000006182	A	rna-XM_057798055.1	A
BRAKERILHT00000006357	A	rna-XM_057816150.1	A
BRAKERILHT00000004846	A	rna-XM_057816868.1	A
BRAKERILHT00000005754	A	rna-XM_057810359.1	A
BRAKERILHT00000005629	A	rna-XM_057814768.1	A
BRAKERILHT00000006324	A	rna-XM_057806794.1	A
BRAKERILHT00000004591	A	rna-XM_057806769.1	A
BRAKERILHT00000005153	A	rna-XM_057806636.1	A
BRAKERILHT00000004864	A	rna-XM_057809726.1	A
BRAKERILHT00000005322	A	rna-XM_057808361.1	A
BRAKERILHT00000005906	A	rna-XM_057808360.1	A
BRAKERILHT00000005789	A	rna-XM_057795693.1	A
BRAKERILHT00000006106	A	rna-XM_057795694.1	A
BRAKERILHT00000004644	A	rna-XM_057815827.1	A
BRAKERILHT00000005227	A	rna-XM_057816842.1	A
BRAKERILHT00000006209	A	rna-XM_057816498.1	A
BRAKERILHT00000005161	A	rna-XM_057816243.1	A
BRAKERILHT00000004690	A	rna-XM_057815817.1	A
BRAKERILHT00000005091	A	rna-XM_057806365.1	A
BRAKERILHT00000005614	A	rna-XM_057802291.1	A
BRAKERILHT00000005976	A	rna-XM_057810411.1	A
BRAKERILHT00000004524	A	rna-XM_057802857.1	A
BRAKERILHT00000005312	A	rna-XM_057804051.1	A
BRAKERILHT00000006259	A	rna-XM_057814988.1	A
BRAKERILHT00000004782	A	rna-XM_057799925.1	A
BRAKERILHT00000005263	A	rna-XM_057801324.1	A
BRAKERILHT00000004841	A	rna-XM_057801325.1	A
BRAKERILHT00000006213	A	rna-XM_057799749.1	A
BRAKERILHT00000005234	A	rna-XM_057811780.1	A
BRAKERILHT00000005071	A	rna-XM_057810997.1	A
BRAKERILHT00000004627	A	rna-XM_057811006.1	A
BRAKERILHT00000006161	A	rna-XM_057811033.1	A
BRAKERILHT00000005587	A	rna-XM_057799640.1	A
BRAKERILHT00000005760	A	rna-XM_057803155.1	A
BRAKERILHT00000005252	A	rna-XM_057802855.1	A
BRAKERILHT00000006256	A	rna-XM_057795777.1	A
BRAKERILHT00000004657	A	rna-XM_057797488.1	A
BRAKERILHT00000006181	A	rna-XM_057796979.1	A
BRAKERILHT00000004758	A	rna-XM_057797487.1	A
BRAKERILHT00000005054	A	rna-XM_057799453.1	A
BRAKERILHT00000005499	A	rna-XM_057799452.1	A
BRAKERILHT00000004549	A	rna-XM_057812833.1	A
BRAKERILHT00000005996	A	rna-XM_057804861.1	A
BRAKERILHT00000005856	A	rna-XM_057804865.1	A
BRAKERILHT00000005860	A	rna-XM_057804857.1	A
BRAKERILHT00000004975	A	rna-XM_057804866.1	A
BRAKERILHT00000005412	A	rna-XM_057805697.1	A
BRAKERILHT00000004749	A	rna-XM_057807217.1	A
BRAKERILHT00000005953	A	rna-XM_057810373.1	A
BRAKERILHT00000005530	A	rna-XM_057803877.1	A
BRAKERILHT00000006352	A	rna-XM_057802496.1	A
BRAKERILHT00000004487	A	rna-XM_057803878.1	A
BRAKERILHT00000005995	A	rna-XM_057796965.1	A
BRAKERILHT00000005779	A	rna-XM_057802646.1	A
BRAKERILHT00000005648	A	rna-XM_057803445.1	A
BRAKERILHT00000005363	A	rna-XM_057803442.1	A
BRAKERILHT00000005958	A	rna-XM_057816481.1	A
BRAKERILHT00000005912	A	rna-XM_057816478.1	A
BRAKERILHT00000005088	A	rna-XM_057816486.1	A
BRAKERILHT00000004546	A	rna-XM_057814801.1	A
BRAKERILHT00000005233	A	rna-XM_057798242.1	A
BRAKERILHT00000006204	A	rna-XM_057811547.1	A
BRAKERILHT00000006409	A	rna-XM_057801242.1	A
BRAKERILHT00000004502	A	rna-XM_057811685.1	A
BRAKERILHT00000006126	A	rna-XM_057801245.1	A
BRAKERILHT00000005667	A	rna-XM_057801241.1	A
BRAKERILHT00000005198	A	rna-XM_057811370.1	A
BRAKERILHT00000005943	A	rna-XM_057812642.1	A
BRAKERILHT00000004537	A	rna-XM_057812644.1	A
BRAKERILHT00000006420	A	rna-XM_057813185.1	A
BRAKERILHT00000004783	A	rna-XM_057800535.1	A
BRAKERILHT00000005243	A	rna-XM_057795648.1	A
BRAKERILHT00000004834	A	rna-XM_057795893.1	A
BRAKERILHT00000005328	A	rna-XM_057795891.1	A
BRAKERILHT00000005773	A	rna-XM_057801399.1	A
BRAKERILHT00000004676	A	rna-XM_057800840.1	A
BRAKERILHT00000005122	A	rna-XM_057801781.1	A
BRAKERILHT00000006426	A	rna-XM_057802364.1	A
BRAKERILHT00000005772	A	rna-XM_057796971.1	A
BRAKERILHT00000005339	A	rna-XM_057807244.1	A
BRAKERILHT00000005522	A	rna-XM_057796967.1	A
BRAKERILHT00000004714	A	rna-XM_057801661.1	A
BRAKERILHT00000006397	A	rna-XM_057801663.1	A
BRAKERILHT00000004486	A	rna-XM_057801680.1	A
BRAKERILHT00000006214	A	rna-XM_057811684.1	A
BRAKERILHT00000004483	A	rna-XM_057803798.1	A
BRAKERILHT00000006210	A	rna-XM_057807819.1	A
BRAKERILHT00000005594	A	rna-XM_057808709.1	A
BRAKERILHT00000005291	A	rna-XM_057797344.1	A
BRAKERILHT00000005421	A	rna-XM_057808503.1	A
BRAKERILHT00000006279	A	rna-XM_057805258.1	A
BRAKERILHT00000004623	A	rna-XM_057804992.1	A
BRAKERILHT00000004958	A	rna-XM_057813178.1	A
BRAKERILHT00000005490	A	rna-XM_057813173.1	A
BRAKERILHT00000006053	A	rna-XM_057800606.1	A
BRAKERILHT00000005396	A	rna-XM_057813209.1	A
BRAKERILHT00000004820	A	rna-XM_057799639.1	A
BRAKERILHT00000005739	A	rna-XM_057804915.1	A
BRAKERILHT00000005220	A	rna-XM_057813142.1	A
BRAKERILHT00000005244	A	rna-XM_057799824.1	A
BRAKERILHT00000005094	A	rna-XM_057801571.1	A
BRAKERILHT00000005447	A	rna-XM_057801583.1	A
BRAKERILHT00000004895	A	rna-XM_057803923.1	A
BRAKERILHT00000006458	A	rna-XM_057803954.1	A
BRAKERILHT00000005861	A	rna-XM_057811503.1	A
BRAKERILHT00000005304	A	rna-XM_057810039.1	X
BRAKERILHT00000004629	A	rna-XM_057810026.1	X
BRAKERILHT00000005163	A	rna-XM_057798876.1	A
BRAKERILHT00000004607	A	rna-XM_057810071.1	X
BRAKERILHT00000006071	A	rna-XM_057809959.1	X
BRAKERILHT00000006340	A	rna-XM_057810005.1	X
BRAKERILHT00000006141	A	rna-XM_057809993.1	X
BRAKERILHT00000005208	A	rna-XM_057809972.1	X
BRAKERILHT00000004996	A	rna-XM_057811316.1	A
BRAKERILHT00000004572	A	rna-XM_057804061.1	A
BRAKERILHT00000006341	A	rna-XM_057798875.1	A
BRAKERILHT00000005904	A	rna-XM_057797948.1	A
BRAKERILHT00000005348	A	rna-XM_057813229.1	X
BRAKERILHT00000004771	A	rna-XM_057813059.1	A
BRAKERILHT00000006168	A	rna-XM_057813384.1	A
BRAKERILHT00000005616	A	rna-XM_057810401.1	A
BRAKERILHT00000005061	A	rna-XM_057813058.1	A
BRAKERILHT00000004489	A	rna-XM_057809129.1	A
BRAKERILHT00000005251	A	rna-XM_057800835.1	A
BRAKERILHT00000005728	A	rna-XM_057802692.1	A
BRAKERILHT00000005264	A	rna-XM_057800834.1	A
BRAKERILHT00000006128	A	rna-XM_057805116.1	A
BRAKERILHT00000005670	A	rna-XM_057813583.1	A
BRAKERILHT00000006390	A	rna-XM_057808631.1	A
BRAKERILHT00000005935	A	rna-XM_057808634.1	A
BRAKERILHT00000005372	A	rna-XM_057803638.1	A
BRAKERILHT00000004801	A	rna-XM_057803640.1	A
BRAKERILHT00000005066	A	rna-XM_057814404.1	A
BRAKERILHT00000005235	A	rna-XM_057797959.1	A
BRAKERILHT00000005800	A	rna-XM_057797833.1	A
BRAKERILHT00000006110	A	rna-XM_057808678.1	A
BRAKERILHT00000004652	A	rna-XM_057808659.1	A
BRAKERILHT00000005514	A	rna-XM_057808682.1	A
BRAKERILHT00000005942	A	rna-XM_057808683.1	A
BRAKERILHT00000006274	A	rna-XM_057802547.1	A
BRAKERILHT00000004604	A	rna-XM_057812489.1	A
BRAKERILHT00000005147	A	rna-XM_057812505.1	A
BRAKERILHT00000005877	A	rna-XM_057804787.1	A
BRAKERILHT00000005073	A	rna-XM_057800058.1	A
BRAKERILHT00000004620	A	rna-XM_057814926.1	A
BRAKERILHT00000005795	A	rna-XM_057814846.1	A
BRAKERILHT00000006321	A	rna-XM_057814848.1	A
BRAKERILHT00000005720	A	rna-XM_057814845.1	A
BRAKERILHT00000005368	A	rna-XM_057814862.1	A
BRAKERILHT00000006145	A	rna-XM_057805170.1	A
BRAKERILHT00000005510	A	rna-XM_057805030.1	A
BRAKERILHT00000004920	A	rna-XM_057809180.1	A
BRAKERILHT00000006403	A	rna-XM_057809082.1	A
BRAKERILHT00000005888	A	rna-XM_057809083.1	A
BRAKERILHT00000004510	A	rna-XM_057809496.1	A
BRAKERILHT00000005963	A	rna-XM_057804677.1	A
BRAKERILHT00000005665	A	rna-XM_057805891.1	A
BRAKERILHT00000005513	A	rna-XM_057803495.1	A
BRAKERILHT00000006187	A	rna-XM_057804273.1	A
BRAKERILHT00000004580	A	rna-XM_057814406.1	A
BRAKERILHT00000005298	A	rna-XM_057805507.1	A
BRAKERILHT00000006280	A	rna-XM_057813534.1	A
BRAKERILHT00000004700	A	rna-XM_057810189.1	A
BRAKERILHT00000005390	A	rna-XM_057803455.1	A
BRAKERILHT00000006060	A	rna-XM_057803416.1	A
BRAKERILHT00000004490	A	rna-XM_057803417.1	A
BRAKERILHT00000004560	A	rna-XM_057803428.1	A
BRAKERILHT00000005991	A	rna-XM_057805142.1	A
BRAKERILHT00000005923	A	rna-XM_057803818.1	A
BRAKERILHT00000005326	A	rna-XM_057813432.1	A
BRAKERILHT00000006224	A	rna-XM_057814563.1	A
BRAKERILHT00000005232	A	rna-XM_057814564.1	A
BRAKERILHT00000004663	A	rna-XM_057802636.1	A
BRAKERILHT00000006107	A	rna-XM_057802044.1	A
BRAKERILHT00000005549	A	rna-XM_057801686.1	A
BRAKERILHT00000005723	A	rna-XM_057800008.1	X
BRAKERILHT00000005276	A	rna-XM_057814755.1	A
BRAKERILHT00000006088	A	rna-XM_057813019.1	A
BRAKERILHT00000005178	A	rna-XM_057797660.1	A
BRAKERILHT00000004495	A	rna-XM_057798240.1	A
BRAKERILHT00000006083	A	rna-XM_057797558.1	A
BRAKERILHT00000005842	A	rna-XM_057813517.1	A
BRAKERILHT00000005231	A	rna-XM_057805803.1	A
BRAKERILHT00000006389	A	rna-XM_057815546.1	A
BRAKERILHT00000006157	A	rna-XM_057805817.1	A
BRAKERILHT00000006343	A	rna-XM_057804900.1	A
BRAKERILHT00000004774	A	rna-XM_057812442.1	A
BRAKERILHT00000004466	A	rna-XM_057813061.1	A
BRAKERILHT00000005944	A	rna-XM_057816812.1	A
BRAKERILHT00000004897	A	rna-XM_057815383.1	A
BRAKERILHT00000005177	A	rna-XM_057816317.1	A
