B_varius	chromosome	B_siliquastri	chromosome
anno1.g3890.t1	A	BRAKERILHT00000005339	A
anno1.g3892.t1	A	BRAKERILHT00000006085	A
anno1.g3893.t1	A	BRAKERILHT00000005522	A
anno1.g3894.t1	A	BRAKERILHT00000006397	A
anno1.g3895.t1	A	BRAKERILHT00000016075	A
anno1.g3896.t1	A	BRAKERILHT00000004486	A
anno1.g3897.t1	A	BRAKERILHT00000006214	A
anno1.g3898.t3	A	BRAKERILHT00000004483	A
anno1.g3899.t1	A	BRAKERILHT00000006210	A
anno1.g3900.t1	A	BRAKERILHT00000005594	A
anno1.g3901.t1	A	BRAKERILHT00000005291	A
anno1.g3902.t1	A	BRAKERILHT00000005421	A
anno1.g3903.t1	A	BRAKERILHT00000006279	A
anno1.g3904.t1	A	BRAKERILHT00000004623	A
anno1.g3905.t2	A	BRAKERILHT00000004958	A
anno1.g3906.t1	A	BRAKERILHT00000005490	A
anno1.g3907.t1	A	BRAKERILHT00000006053	A
anno1.g3908.t2	A	BRAKERILHT00000005396	A
anno1.g3909.t1	A	BRAKERILHT00000004820	A
anno1.g3910.t1	A	BRAKERILHT00000006247	A
anno1.g3911.t1	A	BRAKERILHT00000006457	A
anno1.g3912.t1	A	BRAKERILHT00000005739	A
anno1.g3913.t2	A	BRAKERILHT00000005220	A
anno1.g3914.t1	A	BRAKERILHT00000005244	A
anno1.g3915.t3	A	BRAKERILHT00000005094	A
anno1.g3916.t1	A	BRAKERILHT00000005447	A
anno1.g3917.t1	A	BRAKERILHT00000004895	A
anno1.g3918.t1	A	BRAKERILHT00000006458	A
anno1.g3919.t1	A	BRAKERILHT00000005861	A
anno1.g3920.t1	A	BRAKERILHT00000005304	A
anno1.g3921.t1	A	BRAKERILHT00000004629	A
anno1.g3922.t1	A	BRAKERILHT00000005163	A
anno1.g3924.t1	A	BRAKERILHT00000004607	A
anno1.g3925.t1	A	BRAKERILHT00000006071	A
anno1.g3926.t1	A	BRAKERILHT00000006340	A
anno1.g3927.t1	A	BRAKERILHT00000006141	A
anno1.g3928.t1	A	BRAKERILHT00000005208	A
anno1.g3930.t1	A	BRAKERILHT00000004572	A
anno1.g3932.t1	A	BRAKERILHT00000006341	A
anno1.g3933.t1	A	BRAKERILHT00000005904	A
anno1.g3934.t2	A	BRAKERILHT00000005348	A
anno1.g3935.t1	A	BRAKERILHT00000004771	A
anno1.g3936.t1	A	BRAKERILHT00000006168	A
anno1.g3937.t1	A	BRAKERILHT00000005616	A
anno1.g3938.t1	A	BRAKERILHT00000005061	A
anno1.g3939.t1	A	BRAKERILHT00000004489	A
anno1.g3943.t1	A	BRAKERILHT00000005264	A
anno1.g3944.t1	A	BRAKERILHT00000006128	A
anno1.g3945.t1	A	BRAKERILHT00000005670	A
anno1.g3946.t1	A	BRAKERILHT00000006390	A
anno1.g3947.t1	A	BRAKERILHT00000005935	A
anno1.g3948.t1	A	BRAKERILHT00000005372	A
anno1.g3949.t1	A	BRAKERILHT00000004801	A
anno1.g3952.t1	A	BRAKERILHT00000005066	A
anno1.g3953.t1	A	BRAKERILHT00000005235	A
anno1.g3954.t3	A	BRAKERILHT00000005800	A
anno1.g3955.t1	A	BRAKERILHT00000006110	A
anno1.g3956.t1	A	BRAKERILHT00000004652	A
anno1.g3957.t1	A	BRAKERILHT00000005514	A
anno1.g3958.t1	A	BRAKERILHT00000005942	A
anno1.g3959.t1	A	BRAKERILHT00000006274	A
anno1.g3960.t1	A	BRAKERILHT00000004604	A
anno1.g3961.t1	A	BRAKERILHT00000005147	A
anno1.g3962.t1	A	BRAKERILHT00000005877	A
anno1.g3963.t3	A	BRAKERILHT00000004620	A
anno1.g3964.t1	A	BRAKERILHT00000005795	A
anno1.g3965.t1	A	BRAKERILHT00000006321	A
anno1.g3966.t1	A	BRAKERILHT00000005720	A
anno1.g3969.t1	A	BRAKERILHT00000005973	A
anno1.g3972.t1	A	BRAKERILHT00000005510	A
anno1.g3974.t1	A	BRAKERILHT00000004920	A
anno1.g3975.t1	A	BRAKERILHT00000006403	A
anno1.g3976.t1	A	BRAKERILHT00000005888	A
anno1.g3977.t1	A	BRAKERILHT00000004510	A
anno1.g3979.t1	A	BRAKERILHT00000005963	A
anno1.g3983.t1	A	BRAKERILHT00000005665	A
anno1.g3985.t1	A	BRAKERILHT00000005513	A
anno1.g3986.t1	A	BRAKERILHT00000006187	A
anno1.g3987.t1	A	BRAKERILHT00000004580	A
anno1.g3988.t1	A	BRAKERILHT00000005298	A
anno1.g3989.t1	A	BRAKERILHT00000006280	A
anno1.g3990.t1	A	BRAKERILHT00000004700	A
anno1.g3991.t1	A	BRAKERILHT00000005390	A
anno1.g3992.t1	A	BRAKERILHT00000005841	A
anno1.g3993.t2	A	BRAKERILHT00000006060	A
anno1.g3994.t1	A	BRAKERILHT00000004490	A
anno1.g3995.t1	A	BRAKERILHT00000004560	A
anno1.g3996.t1	A	BRAKERILHT00000005991	A
anno1.g3997.t1	A	BRAKERILHT00000005923	A
anno1.g3998.t1	A	BRAKERILHT00000005326	A
anno1.g3999.t1	A	BRAKERILHT00000004859	A
anno1.g4000.t2	A	BRAKERILHT00000005232	A
anno1.g4001.t1	A	BRAKERILHT00000004663	A
anno1.g4002.t1	A	BRAKERILHT00000006107	A
anno1.g4003.t1	A	BRAKERILHT00000005549	A
anno1.g4006.t1	A	BRAKERILHT00000005723	A
anno1.g4007.t1	A	BRAKERILHT00000005276	A
anno1.g4008.t2	A	BRAKERILHT00000006088	A
anno1.g4010.t1	A	BRAKERILHT00000005178	A
anno1.g4011.t1	A	BRAKERILHT00000004495	A
anno1.g4012.t9	A	BRAKERILHT00000006083	A
anno1.g4014.t1	A	BRAKERILHT00000005875	A
anno1.g4015.t1	A	BRAKERILHT00000005842	A
anno1.g4016.t1	A	BRAKERILHT00000005231	A
anno1.g4017.t1	A	BRAKERILHT00000005919	A
anno1.g4018.t1	A	BRAKERILHT00000006389	A
anno1.g4019.t1	A	BRAKERILHT00000006157	A
anno1.g4020.t1	A	BRAKERILHT00000006343	A
anno1.g4021.t1	A	BRAKERILHT00000004774	A
anno1.g4022.t1	A	BRAKERILHT00000004466	A
anno1.g4023.t1	A	BRAKERILHT00000004571	A
anno1.g4026.t2	A	BRAKERILHT00000004897	A
anno1.g4027.t1	A	BRAKERILHT00000006315	A
anno1.g4029.t1	A	BRAKERILHT00000005177	A
anno1.g4032.t1	A	BRAKERILHT00000004605	A
anno1.g4033.t1	A	BRAKERILHT00000005108	A
anno1.g4034.t1	A	BRAKERILHT00000004945	A
anno1.g4035.t1	A	BRAKERILHT00000004517	A
anno1.g4037.t1	A	BRAKERILHT00000006351	A
anno1.g4038.t1	A	BRAKERILHT00000005635	A
anno1.g4039.t1	A	BRAKERILHT00000004921	A
anno1.g4040.t1	A	BRAKERILHT00000004647	A
anno1.g4041.t1	A	BRAKERILHT00000005632	A
anno1.g4046.t1	A	BRAKERILHT00000006164	A
anno1.g4047.t1	A	BRAKERILHT00000005817	A
anno1.g4048.t1	A	BRAKERILHT00000006302	A
anno1.g4049.t1	A	BRAKERILHT00000005858	A
anno1.g4050.t2	A	BRAKERILHT00000005376	A
anno1.g4051.t1	A	BRAKERILHT00000005852	A
anno1.g4052.t1	A	BRAKERILHT00000004699	A
anno1.g4054.t2	A	BRAKERILHT00000004614	A
anno1.g4055.t1	A	BRAKERILHT00000005823	A
anno1.g4056.t2	A	BRAKERILHT00000005471	A
anno1.g4057.t1	A	BRAKERILHT00000006196	A
anno1.g4058.t2	A	BRAKERILHT00000004825	A
anno1.g4060.t1	A	BRAKERILHT00000005031	A
anno1.g4061.t1	A	BRAKERILHT00000006413	A
anno1.g4062.t1	A	BRAKERILHT00000004829	A
anno1.g4063.t1	A	BRAKERILHT00000005219	A
anno1.g4066.t1	A	BRAKERILHT00000005669	A
anno1.g4067.t1	A	BRAKERILHT00000005675	A
anno1.g4069.t1	A	BRAKERILHT00000005913	A
anno1.g4072.t1	A	BRAKERILHT00000005571	A
anno1.g4073.t1	A	BRAKERILHT00000005457	A
anno1.g4074.t1	A	BRAKERILHT00000006024	A
anno1.g4076.t2	A	BRAKERILHT00000005776	A
anno1.g4077.t1	A	BRAKERILHT00000006149	A
anno1.g4078.t2	A	BRAKERILHT00000004677	A
anno1.g4080.t1	A	BRAKERILHT00000005588	A
anno1.g4081.t1	A	BRAKERILHT00000006148	A
anno1.g4082.t1	A	BRAKERILHT00000004661	A
anno1.g4083.t1	A	BRAKERILHT00000005029	A
anno1.g4084.t1	A	BRAKERILHT00000006020	A
anno1.g4085.t1	A	BRAKERILHT00000005884	A
anno1.g4088.t1	A	BRAKERILHT00000006298	A
anno1.g4089.t2	A	BRAKERILHT00000004871	A
anno1.g4090.t1	A	BRAKERILHT00000005022	A
anno1.g4093.t1	A	BRAKERILHT00000006300	A
anno1.g4094.t1	A	BRAKERILHT00000004707	A
anno1.g4097.t1	A	BRAKERILHT00000006396	A
anno1.g4098.t1	A	BRAKERILHT00000005982	A
anno1.g4099.t1	A	BRAKERILHT00000005381	A
anno1.g4100.t1	A	BRAKERILHT00000005755	A
anno1.g4101.t1	A	BRAKERILHT00000004599	A
anno1.g4102.t1	A	BRAKERILHT00000005187	A
anno1.g4103.t2	A	BRAKERILHT00000006392	A
anno1.g4104.t1	A	BRAKERILHT00000006407	A
anno1.g4105.t1	A	BRAKERILHT00000005641	A
anno1.g4106.t1	A	BRAKERILHT00000004961	A
anno1.g4107.t1	A	BRAKERILHT00000004762	A
anno1.g4108.t1	A	BRAKERILHT00000003372	A
anno1.g4109.t1	A	BRAKERILHT00000005763	A
anno1.g4110.t1	A	BRAKERILHT00000005060	A
anno1.g4111.t1	A	BRAKERILHT00000005512	A
anno1.g4112.t1	A	BRAKERILHT00000006327	A
anno1.g4113.t2	A	BRAKERILHT00000004745	A
anno1.g4114.t1	A	BRAKERILHT00000005524	A
anno1.g4115.t1	A	BRAKERILHT00000005336	A
anno1.g4116.t1	A	BRAKERILHT00000005868	A
anno1.g4117.t1	A	BRAKERILHT00000005171	A
anno1.g4118.t1	A	BRAKERILHT00000005607	A
anno1.g4119.t1	A	BRAKERILHT00000000628	A
anno1.g4120.t1	A	BRAKERILHT00000006188	A
anno1.g4121.t4	A	BRAKERILHT00000004608	A
anno1.g4122.t1	A	BRAKERILHT00000006505	A
anno1.g4123.t1	A	BRAKERILHT00000005269	A
anno1.g4125.t1	A	BRAKERILHT00000005713	A
anno1.g4126.t2	A	BRAKERILHT00000006415	A
anno1.g4127.t2	A	BRAKERILHT00000004935	A
anno1.g4128.t1	A	BRAKERILHT00000006478	A
anno1.g4132.t1	A	BRAKERILHT00000005545	A
anno1.g4133.t1	A	BRAKERILHT00000004730	A
anno1.g4134.t1	A	BRAKERILHT00000005886	A
anno1.g4135.t1	A	BRAKERILHT00000006319	A
anno1.g4136.t2	A	BRAKERILHT00000004464	A
anno1.g4137.t1	A	BRAKERILHT00000005159	A
anno1.g4138.t4	A	BRAKERILHT00000006292	A
anno1.g4139.t1	A	BRAKERILHT00000004717	A
anno1.g4140.t1	A	BRAKERILHT00000005017	A
anno1.g4141.t1	A	BRAKERILHT00000005460	A
anno1.g4143.t2	A	BRAKERILHT00000006216	A
anno1.g4145.t1	A	BRAKERILHT00000004953	A
anno1.g4149.t1	A	BRAKERILHT00000004974	A
anno1.g4150.t1	A	BRAKERILHT00000004637	A
anno1.g4151.t2	A	BRAKERILHT00000005144	A
anno1.g4152.t1	A	BRAKERILHT00000004667	A
anno1.g4153.t1	A	BRAKERILHT00000004944	A
anno1.g4155.t1	A	BRAKERILHT00000006261	A
anno1.g4157.t3	A	BRAKERILHT00000006001	A
anno1.g4158.t1	A	BRAKERILHT00000004753	A
anno1.g4161.t1	A	BRAKERILHT00000005737	A
anno1.g4163.t1	A	BRAKERILHT00000004863	A
anno1.g4164.t2	A	BRAKERILHT00000005151	A
anno1.g4165.t1	A	BRAKERILHT00000005574	A
anno1.g4166.t1	A	BRAKERILHT00000005295	A
anno1.g4167.t1	A	BRAKERILHT00000005738	A
anno1.g4170.t1	A	BRAKERILHT00000005249	A
anno1.g4171.t1	A	BRAKERILHT00000004736	A
anno1.g4172.t1	A	BRAKERILHT00000005303	A
anno1.g4174.t1	A	BRAKERILHT00000017987	X
anno1.g4175.t1	A	BRAKERILHT00000005580	A
anno1.g4176.t1	A	BRAKERILHT00000005869	A
anno1.g4177.t1	A	BRAKERILHT00000006166	A
anno1.g4178.t1	A	BRAKERILHT00000004685	A
anno1.g4179.t1	A	BRAKERILHT00000005986	A
anno1.g4181.t1	A	BRAKERILHT00000005440	A
anno1.g4182.t1	A	BRAKERILHT00000005531	A
anno1.g4183.t1	A	BRAKERILHT00000005692	A
anno1.g4184.t1	A	BRAKERILHT00000005117	A
anno1.g4185.t1	A	BRAKERILHT00000005717	A
anno1.g4186.t3	A	BRAKERILHT00000005558	A
anno1.g4187.t1	A	BRAKERILHT00000006011	A
anno1.g4188.t1	A	BRAKERILHT00000005035	A
anno1.g4191.t1	A	BRAKERILHT00000006387	A
anno1.g4195.t1	A	BRAKERILHT00000006270	A
anno1.g4212.t1	A	BRAKERILHT00000004615	A
anno1.g4213.t1	A	BRAKERILHT00000004471	A
anno1.g4216.t1	A	BRAKERILHT00000005726	A
anno1.g4217.t1	A	BRAKERILHT00000005442	A
anno1.g4218.t1	A	BRAKERILHT00000004687	A
anno1.g4222.t1	A	BRAKERILHT00000006047	A
anno1.g4229.t1	A	BRAKERILHT00000005633	A
anno1.g4237.t1	A	BRAKERILHT00000005047	A
anno1.g4238.t1	A	BRAKERILHT00000004516	A
anno1.g4239.t2	A	BRAKERILHT00000005561	A
anno1.g4240.t1	A	BRAKERILHT00000006018	A
anno1.g4242.t1	A	BRAKERILHT00000004456	A
anno1.g4243.t1	A	BRAKERILHT00000005360	A
anno1.g4244.t1	A	BRAKERILHT00000005863	A
anno1.g4245.t1	A	BRAKERILHT00000005087	A
anno1.g4246.t1	A	BRAKERILHT00000003658	A
anno1.g4247.t1	A	BRAKERILHT00000005332	A
anno1.g4248.t1	A	BRAKERILHT00000006026	A
anno1.g4249.t1	A	BRAKERILHT00000006223	A
anno1.g4250.t1	A	BRAKERILHT00000005811	A
anno1.g4252.t1	A	BRAKERILHT00000005152	A
anno1.g4253.t1	A	BRAKERILHT00000005444	A
anno1.g4254.t1	A	BRAKERILHT00000008374	A
anno1.g4255.t1	A	BRAKERILHT00000005980	A
anno1.g4256.t1	A	BRAKERILHT00000006121	A
anno1.g4262.t1	A	BRAKERILHT00000006467	A
anno1.g4263.t1	A	BRAKERILHT00000005033	A
anno1.g4264.t1	A	BRAKERILHT00000005467	A
anno1.g4265.t1	A	BRAKERILHT00000006152	A
anno1.g4266.t1	A	BRAKERILHT00000005729	A
anno1.g4268.t1	A	BRAKERILHT00000005529	A
anno1.g4269.t1	A	BRAKERILHT00000004459	A
anno1.g4270.t1	A	BRAKERILHT00000005014	A
anno1.g4272.t1	A	BRAKERILHT00000005809	A
anno1.g4273.t1	A	BRAKERILHT00000006411	A
anno1.g4275.t1	A	BRAKERILHT00000006208	A
anno1.g4276.t1	A	BRAKERILHT00000007853	A
anno1.g4280.t1	A	BRAKERILHT00000005542	A
anno1.g4281.t2	A	BRAKERILHT00000005307	A
anno1.g4283.t3	A	BRAKERILHT00000005410	A
anno1.g4284.t1	A	BRAKERILHT00000006038	A
anno1.g4285.t1	A	BRAKERILHT00000005454	A
anno1.g4286.t1	A	BRAKERILHT00000005282	A
anno1.g4287.t1	A	BRAKERILHT00000005596	A
anno1.g4288.t4	A	BRAKERILHT00000004746	A
anno1.g4289.t1	A	BRAKERILHT00000006447	A
anno1.g4290.t1	A	BRAKERILHT00000005892	A
anno1.g4307.t1	A	BRAKERILHT00000017087	X
anno1.g4342.t1	A	BRAKERILHT00000011431	A
anno1.g4349.t2	A	BRAKERILHT00000017627	X
anno1.g4367.t1	A	BRAKERILHT00000017734	X
anno1.g4373.t1	A	BRAKERILHT00000001413	A
anno1.g4374.t1	A	BRAKERILHT00000005498	A
anno1.g4377.t1	A	BRAKERILHT00000006334	A
anno1.g4378.t1	A	BRAKERILHT00000004838	A
anno1.g4380.t1	A	BRAKERILHT00000005563	A
anno1.g4381.t1	A	BRAKERILHT00000004940	A
anno1.g4382.t1	A	BRAKERILHT00000005084	A
anno1.g4383.t1	A	BRAKERILHT00000004648	A
anno1.g4384.t1	A	BRAKERILHT00000006008	A
anno1.g4385.t1	A	BRAKERILHT00000005327	A
anno1.g4386.t1	A	BRAKERILHT00000005254	A
anno1.g4387.t2	A	BRAKERILHT00000005810	A
anno1.g4388.t1	A	BRAKERILHT00000006272	A
anno1.g4389.t2	A	BRAKERILHT00000005180	A
anno1.g4391.t2	A	BRAKERILHT00000005546	A
anno1.g4392.t1	A	BRAKERILHT00000005962	A
anno1.g4393.t1	A	BRAKERILHT00000006347	A
anno1.g4394.t1	A	BRAKERILHT00000005202	A
anno1.g4396.t1	A	BRAKERILHT00000005780	A
anno1.g4398.t1	A	BRAKERILHT00000005118	A
anno1.g4400.t3	A	BRAKERILHT00000005990	A
anno1.g4409.t1	A	BRAKERILHT00000013309	A
anno1.g4424.t1	A	BRAKERILHT00000017536	X
anno1.g4467.t1	A	BRAKERILHT00000002502	A
anno1.g4489.t1	A	BRAKERILHT00000011638	A
anno1.g4496.t1	A	BRAKERILHT00000010823	A
anno1.g4505.t1	A	BRAKERILHT00000017378	X
anno1.g4533.t1	A	BRAKERILHT00000003127	A
anno1.g4539.t1	A	BRAKERILHT00000000586	A
anno1.g4548.t1	A	BRAKERILHT00000017494	X
anno1.g4554.t1	A	BRAKERILHT00000004889	A
anno1.g4555.t1	A	BRAKERILHT00000005786	A
anno1.g4556.t1	A	BRAKERILHT00000005377	A
anno1.g4557.t1	A	BRAKERILHT00000006299	A
anno1.g4558.t1	A	BRAKERILHT00000006288	A
anno1.g4559.t1	A	BRAKERILHT00000005370	A
anno1.g4560.t1	A	BRAKERILHT00000004995	A
anno1.g4561.t1	A	BRAKERILHT00000004555	A
anno1.g4563.t1	A	BRAKERILHT00000006372	A
anno1.g4564.t1	A	BRAKERILHT00000005921	A
anno1.g4565.t2	A	BRAKERILHT00000004784	A
anno1.g4566.t1	A	BRAKERILHT00000004963	A
anno1.g4567.t1	A	BRAKERILHT00000005554	A
anno1.g4568.t1	A	BRAKERILHT00000006093	A
anno1.g4569.t1	A	BRAKERILHT00000004636	A
anno1.g4570.t1	A	BRAKERILHT00000004479	A
anno1.g4571.t1	A	BRAKERILHT00000005016	A
anno1.g4572.t1	A	BRAKERILHT00000005578	A
anno1.g4573.t1	A	BRAKERILHT00000006015	A
anno1.g4574.t1	A	BRAKERILHT00000005568	A
anno1.g4575.t1	A	BRAKERILHT00000004511	A
anno1.g4576.t1	A	BRAKERILHT00000005065	A
anno1.g4578.t1	A	BRAKERILHT00000005920	A
anno1.g4579.t1	A	BRAKERILHT00000006222	A
anno1.g4580.t1	A	BRAKERILHT00000004727	A
anno1.g4581.t1	A	BRAKERILHT00000005511	A
anno1.g4582.t2	A	BRAKERILHT00000006055	A
anno1.g4583.t2	A	BRAKERILHT00000005082	A
anno1.g4584.t1	A	BRAKERILHT00000014670	A
anno1.g4585.t2	A	BRAKERILHT00000006135	A
anno1.g4586.t1	A	BRAKERILHT00000005517	A
anno1.g4587.t3	A	BRAKERILHT00000005750	A
anno1.g4588.t1	A	BRAKERILHT00000006238	A
anno1.g4593.t1	A	BRAKERILHT00000004709	A
anno1.g4594.t1	A	BRAKERILHT00000005474	A
anno1.g4596.t1	A	BRAKERILHT00000005393	A
anno1.g4597.t1	A	BRAKERILHT00000004835	A
anno1.g4598.t1	A	BRAKERILHT00000006260	A
anno1.g4599.t1	A	BRAKERILHT00000005702	A
anno1.g4604.t1	A	BRAKERILHT00000003470	A
anno1.g4605.t1	A	BRAKERILHT00000005175	A
anno1.g4606.t1	A	BRAKERILHT00000004979	A
anno1.g4607.t1	A	BRAKERILHT00000008457	A
anno1.g4608.t2	A	BRAKERILHT00000005128	A
anno1.g4609.t1	A	BRAKERILHT00000005847	A
anno1.g4610.t1	A	BRAKERILHT00000006276	A
anno1.g4612.t1	A	BRAKERILHT00000005168	A
anno1.g4613.t1	A	BRAKERILHT00000005655	A
anno1.g4614.t1	A	BRAKERILHT00000006073	A
anno1.g4615.t2	A	BRAKERILHT00000005468	A
anno1.g4616.t1	A	BRAKERILHT00000006129	A
anno1.g4617.t1	A	BRAKERILHT00000004763	A
anno1.g4619.t1	A	BRAKERILHT00000005333	A
anno1.g4622.t1	A	BRAKERILHT00000000243	A
anno1.g4623.t2	A	BRAKERILHT00000006016	A
anno1.g4624.t1	A	BRAKERILHT00000004569	A
anno1.g4625.t1	A	BRAKERILHT00000004526	A
anno1.g4627.t1	A	BRAKERILHT00000005086	A
anno1.g4628.t2	A	BRAKERILHT00000006481	A
anno1.g4629.t2	A	BRAKERILHT00000004723	A
anno1.g4630.t1	A	BRAKERILHT00000006312	A
anno1.g4631.t1	A	BRAKERILHT00000005893	A
anno1.g4632.t1	A	BRAKERILHT00000005426	A
anno1.g4634.t1	A	BRAKERILHT00000004475	A
anno1.g4635.t1	A	BRAKERILHT00000006032	A
anno1.g4637.t1	A	BRAKERILHT00000005625	A
anno1.g4638.t1	A	BRAKERILHT00000004666	A
anno1.g4640.t1	A	BRAKERILHT00000006014	A
anno1.g4641.t1	A	BRAKERILHT00000004673	A
anno1.g4642.t1	A	BRAKERILHT00000005126	A
anno1.g4643.t3	A	BRAKERILHT00000005519	A
anno1.g4644.t1	A	BRAKERILHT00000006248	A
anno1.g4646.t1	A	BRAKERILHT00000004680	A
anno1.g4647.t2	A	BRAKERILHT00000006240	A
anno1.g4648.t1	A	BRAKERILHT00000005293	A
anno1.g4649.t1	A	BRAKERILHT00000004768	A
anno1.g4651.t1	A	BRAKERILHT00000004984	A
anno1.g4652.t1	A	BRAKERILHT00000004574	A
anno1.g4653.t1	A	BRAKERILHT00000006338	A
anno1.g4654.t1	A	BRAKERILHT00000005909	A
anno1.g4655.t1	A	BRAKERILHT00000004563	A
anno1.g4656.t1	A	BRAKERILHT00000005121	A
anno1.g4657.t1	A	BRAKERILHT00000005441	A
anno1.g4658.t1	A	BRAKERILHT00000005959	A
anno1.g4659.t1	A	BRAKERILHT00000004804	A
anno1.g4660.t1	A	BRAKERILHT00000005605	A
anno1.g4661.t1	A	BRAKERILHT00000006171	A
anno1.g4663.t1	A	BRAKERILHT00000006116	A
anno1.g4664.t2	A	BRAKERILHT00000004670	A
anno1.g4665.t3	A	BRAKERILHT00000005352	A
anno1.g4666.t1	A	BRAKERILHT00000004653	A
anno1.g4667.t1	A	BRAKERILHT00000005988	A
anno1.g4668.t1	A	BRAKERILHT00000005770	A
anno1.g4672.t1	A	BRAKERILHT00000004587	A
anno1.g4673.t1	A	BRAKERILHT00000006303	A
anno1.g4674.t1	A	BRAKERILHT00000004710	A
anno1.g4675.t2	A	BRAKERILHT00000004671	A
anno1.g4676.t1	A	BRAKERILHT00000004887	A
anno1.g4677.t1	A	BRAKERILHT00000005310	A
anno1.g4678.t4	A	BRAKERILHT00000005791	A
anno1.g4679.t1	A	BRAKERILHT00000006119	A
anno1.g4680.t1	A	BRAKERILHT00000005277	A
anno1.g4681.t1	A	BRAKERILHT00000005859	A
anno1.g4683.t1	A	BRAKERILHT00000005541	A
anno1.g4684.t1	A	BRAKERILHT00000005238	A
anno1.g4685.t1	A	BRAKERILHT00000005600	A
anno1.g4686.t1	A	BRAKERILHT00000006377	A
anno1.g4687.t1	A	BRAKERILHT00000004797	A
anno1.g4688.t1	A	BRAKERILHT00000005719	A
anno1.g4689.t1	A	BRAKERILHT00000006345	A
anno1.g4691.t1	A	BRAKERILHT00000005916	A
anno1.g4692.t1	A	BRAKERILHT00000005214	A
anno1.g4693.t1	A	BRAKERILHT00000004775	A
anno1.g4694.t2	A	BRAKERILHT00000004672	A
anno1.g4697.t2	A	BRAKERILHT00000005716	A
anno1.g4699.t1	A	BRAKERILHT00000005547	A
anno1.g4700.t2	A	BRAKERILHT00000005127	A
anno1.g4701.t1	A	BRAKERILHT00000005179	A
anno1.g4702.t2	A	BRAKERILHT00000005052	A
anno1.g4703.t1	A	BRAKERILHT00000005487	A
anno1.g4704.t1	A	BRAKERILHT00000006197	A
anno1.g4705.t1	A	BRAKERILHT00000004594	A
anno1.g4706.t1	A	BRAKERILHT00000005830	A
anno1.g4707.t1	A	BRAKERILHT00000005569	A
anno1.g4709.t1	A	BRAKERILHT00000006012	A
anno1.g4710.t1	A	BRAKERILHT00000004588	A
anno1.g4712.t1	A	BRAKERILHT00000005116	A
anno1.g4713.t1	A	BRAKERILHT00000004947	A
anno1.g4714.t1	A	BRAKERILHT00000004519	A
anno1.g4715.t1	A	BRAKERILHT00000006468	A
anno1.g4717.t2	A	BRAKERILHT00000005509	A
anno1.g4718.t1	A	BRAKERILHT00000004799	A
anno1.g4719.t3	A	BRAKERILHT00000006399	A
anno1.g4720.t2	A	BRAKERILHT00000006201	A
anno1.g4721.t3	A	BRAKERILHT00000005930	A
anno1.g4722.t1	A	BRAKERILHT00000004631	A
anno1.g4723.t2	A	BRAKERILHT00000005960	A
anno1.g4724.t1	A	BRAKERILHT00000005089	A
anno1.g4725.t2	A	BRAKERILHT00000005794	A
anno1.g4728.t1	A	BRAKERILHT00000004983	A
anno1.g4729.t1	A	BRAKERILHT00000004927	A
anno1.g4731.t1	A	BRAKERILHT00000004639	A
anno1.g4733.t1	A	BRAKERILHT00000005775	A
anno1.g4734.t1	A	BRAKERILHT00000005196	A
anno1.g4735.t2	A	BRAKERILHT00000004971	A
anno1.g4737.t1	A	BRAKERILHT00000006422	A
anno1.g4738.t1	A	BRAKERILHT00000006062	A
anno1.g4739.t1	A	BRAKERILHT00000005483	A
anno1.g4740.t1	A	BRAKERILHT00000006251	A
anno1.g4741.t1	A	BRAKERILHT00000005680	A
anno1.g4742.t3	A	BRAKERILHT00000006255	A
anno1.g4743.t1	A	BRAKERILHT00000005345	A
anno1.g4744.t2	A	BRAKERILHT00000004908	A
anno1.g4745.t2	A	BRAKERILHT00000004656	A
anno1.g4746.t1	A	BRAKERILHT00000005979	A
anno1.g4747.t1	A	BRAKERILHT00000005815	A
anno1.g4748.t1	A	BRAKERILHT00000005354	A
anno1.g4749.t1	A	BRAKERILHT00000004911	A
anno1.g4750.t1	A	BRAKERILHT00000005975	A
anno1.g4754.t1	A	BRAKERILHT00000005807	A
anno1.g4759.t1	A	BRAKERILHT00000005528	A
anno1.g4760.t1	A	BRAKERILHT00000005067	A
anno1.g4761.t1	A	BRAKERILHT00000004556	A
anno1.g4762.t1	A	BRAKERILHT00000004570	A
anno1.g4763.t1	A	BRAKERILHT00000006143	A
anno1.g4764.t1	A	BRAKERILHT00000005579	A
anno1.g4767.t1	A	BRAKERILHT00000004542	A
anno1.g4768.t1	A	BRAKERILHT00000006381	A
anno1.g4769.t1	A	BRAKERILHT00000004534	A
anno1.g4771.t1	A	BRAKERILHT00000005865	A
anno1.g4772.t1	A	BRAKERILHT00000006466	A
anno1.g4774.t1	A	BRAKERILHT00000006045	A
anno1.g4775.t2	A	BRAKERILHT00000006305	A
anno1.g4776.t2	A	BRAKERILHT00000006094	A
anno1.g4777.t1	A	BRAKERILHT00000004772	A
anno1.g4778.t1	A	BRAKERILHT00000005389	A
anno1.g4779.t1	A	BRAKERILHT00000005848	A
anno1.g4780.t1	A	BRAKERILHT00000004664	A
anno1.g4781.t1	A	BRAKERILHT00000006268	A
anno1.g4782.t1	A	BRAKERILHT00000005785	A
anno1.g4783.t1	A	BRAKERILHT00000006265	A
anno1.g4784.t1	A	BRAKERILHT00000005989	A
anno1.g4785.t1	A	BRAKERILHT00000005397	A
