D_sublineata	chromosome	C_maculatus	chromosome
rna-XM_056774850.1	A	g4906.t1	A
rna-XM_056775434.1	A	g12824.t2	A
rna-XM_056775645.1	A	g12825.t2	A
rna-XM_056774436.1	A	g11592.t1	A
rna-XM_056774437.1	A	g11590.t1	A
rna-XM_056775699.1	A	g4111.t1	A
rna-XM_056775704.1	A	g4112.t1	A
rna-XM_056775701.1	A	g12564.t1	A
rna-XM_056775702.1	A	g2674.t1	A
rna-XM_056775703.1	A	g2673.t1	A
rna-XM_056776302.1	A	g4923.t1	A
rna-XM_056776300.1	A	g4922.t1	A
rna-XM_056774362.1	A	g10569.t1	A
rna-XM_056774961.1	A	g2675.t1	A
rna-XM_056775652.1	A	g4089.t1	A
rna-XM_056775653.1	A	g4109.t1	A
rna-XM_056774987.1	A	g4088.t1	A
rna-XM_056774787.1	A	g4087.t1	A
rna-XM_056775569.1	A	g4085.t3	A
rna-XM_056774788.1	A	g4084.t2	A
rna-XM_056775419.1	A	g4079.t1	A
rna-XM_056775420.1	A	g4080.t1	A
rna-XM_056775655.1	A	g4078.t2	A
rna-XM_056775306.1	A	g4074.t2	A
rna-XM_056775307.1	A	g1102.t1	A
rna-XM_056775311.1	A	g11593.t1	A
rna-XM_056775313.1	A	g4073.t2	A
rna-XM_056775017.1	A	g13294.t1	A
rna-XM_056775024.1	A	g13295.t1	A
rna-XM_056774956.1	A	g12693.t1	A
rna-XM_056774958.1	A	g12692.t1	A
rna-XM_056774960.1	A	g12694.t1	A
rna-XM_056774918.1	A	g12698.t1	A
rna-XM_056775216.1	A	g12699.t1	A
rna-XM_056776089.1	A	g12689.t1	A
rna-XM_056776083.1	A	g12690.t2	A
rna-XM_056776080.1	A	g4933.t2	A
rna-XM_056776087.1	A	g4932.t1	A
rna-XM_056774926.1	A	g12673.t1	A
rna-XM_056775571.1	A	g12675.t1	A
rna-XM_056776303.1	A	g12676.t1	A
rna-XM_056776305.1	A	g12677.t1	A
rna-XM_056776304.1	A	g12678.t1	A
rna-XM_056775573.1	A	g2582.t1	A
rna-XM_056775238.1	A	g12679.t1	A
rna-XM_056775574.1	A	g12680.t1	A
rna-XM_056775575.1	A	g12681.t1	A
rna-XM_056774331.1	A	g12684.t1	A
rna-XM_056775576.1	A	g12683.t1	A
rna-XM_056775582.1	A	g12682.t2	A
rna-XM_056775577.1	A	g4900.t1	A
rna-XM_056776137.1	A	g4909.t2	A
rna-XM_056776136.1	A	g4908.t1	A
rna-XM_056776139.1	A	g4910.t1	A
rna-XM_056776133.1	A	g2685.t1	A
rna-XM_056775328.1	A	g2684.t1	A
rna-XM_056775581.1	A	g2680.t1	A
rna-XM_056774408.1	A	g2678.t2	A
rna-XM_056775346.1	A	g2677.t1	A
rna-XM_056775348.1	A	g2676.t1	A
rna-XM_056775153.1	A	g4092.t1	A
rna-XM_056775155.1	A	g4093.t1	A
rna-XM_056775156.1	A	g4094.t1	A
rna-XM_056775389.1	A	g4096.t1	A
rna-XM_056774863.1	A	g4097.t1	A
rna-XM_056774966.1	A	g10592.t1	A
rna-XM_056775148.1	A	g10593.t2	A
rna-XM_056774717.1	A	g10589.t2	A
rna-XM_056774719.1	A	g10590.t1	A
rna-XM_056774716.1	A	g10588.t1	A
rna-XM_056774714.1	A	g12811.t2	A
rna-XM_056774715.1	A	g10587.t1	A
rna-XM_056774713.1	A	g10586.t1	A
rna-XM_056774720.1	A	g10585.t1	A
rna-XM_056774721.1	A	g10568.t1	A
rna-XM_056774669.1	A	g4920.t1	A
rna-XM_056775626.1	A	g4917.t1	A
rna-XM_056775627.1	A	g12389.t1	A
rna-XM_056776574.1	A	g2509.t1	A
rna-XM_056776575.1	A	g2508.t1	A
rna-XM_056776578.1	A	g2506.t1	A
rna-XM_056776576.1	A	g2505.t1	A
rna-XM_056777080.1	A	g11320.t1	A
rna-XM_056777782.1	A	g11318.t1	A
rna-XM_056777706.1	A	g13753.t1	A
rna-XM_056777052.1	A	g10906.t1	A
rna-XM_056776739.1	A	g7711.t1	A
rna-XM_056777112.1	A	g7713.t1	A
rna-XM_056777261.1	A	g6256.t1	A
rna-XM_056776722.1	A	g6253.t1	A
rna-XM_056776720.1	A	g6255.t1	A
rna-XM_056776719.1	A	g6254.t1	A
rna-XM_056777337.1	A	g6252.t1	A
rna-XM_056777581.1	A	g6250.t1	A
rna-XM_056777586.1	A	g6249.t1	A
rna-XM_056778416.1	A	g7114.t2	A
rna-XM_056777744.1	A	g7058.t1	A
rna-XM_056777739.1	A	g7129.t1	A
rna-XM_056777746.1	A	g7124.t1	A
rna-XM_056777748.1	A	g6422.t1	A
rna-XM_056777689.1	A	g6421.t1	A
rna-XM_056777370.1	A	g6420.t1	A
rna-XM_056777338.1	A	g6414.t2	A
rna-XM_056777342.1	A	g6412.t1	A
rna-XM_056778291.1	A	g4558.t1	A
rna-XM_056778290.1	A	g7057.t1	A
rna-XM_056778297.1	A	g6408.t1	A
rna-XM_056778299.1	A	g6409.t2	A
rna-XM_056778296.1	A	g11129.t1	A
rna-XM_056776860.1	A	g13983.t1	A
rna-XM_056777265.1	A	g4768.t1	A
rna-XM_056777268.1	A	g13981.t1	A
rna-XM_056777267.1	A	g918.t1	A
rna-XM_056777045.1	A	g13982.t1	A
rna-XM_056777346.1	A	g14120.t1	A
rna-XM_056776933.1	A	g5591.t1	A
rna-XM_056778148.1	A	g13397.t1	A
rna-XM_056778160.1	A	g13399.t1	A
rna-XM_056778157.1	A	g13403.t1	A
rna-XM_056778163.1	A	g13402.t1	A
rna-XM_056778164.1	A	g13204.t1	A
rna-XM_056778165.1	A	g8221.t1	A
rna-XM_056778169.1	A	g8224.t1	A
rna-XM_056778170.1	A	g11131.t1	A
rna-XM_056778173.1	A	g11130.t1	A
rna-XM_056778176.1	A	g13984.t1	A
rna-XM_056777347.1	A	g4523.t2	A
rna-XM_056777348.1	A	g13991.t1	A
rna-XM_056777349.1	A	g13992.t1	A
rna-XM_056778180.1	A	g13998.t4	A
rna-XM_056778179.1	A	g2373.t2	A
rna-XM_056778183.1	A	g14001.t1	A
rna-XM_056778186.1	A	g3624.t1	A
rna-XM_056778188.1	A	g13997.t1	A
rna-XM_056778195.1	A	g13996.t1	A
rna-XM_056778192.1	A	g13995.t1	A
rna-XM_056778197.1	A	g460.t1	A
rna-XM_056778198.1	A	g13999.t2	A
rna-XM_056778207.1	A	g13994.t1	A
rna-XM_056778206.1	A	g9656.t1	A
rna-XM_056778200.1	A	g8340.t1	A
rna-XM_056778210.1	A	g8339.t1	A
rna-XM_056778211.1	A	g6015.t1	A
rna-XM_056778212.1	A	g9119.t1	A
rna-XM_056778213.1	A	g12096.t1	A
rna-XM_056778214.1	A	g12095.t1	A
rna-XM_056778217.1	A	g2503.t1	A
rna-XM_056778227.1	A	g12094.t1	A
rna-XM_056777353.1	A	g7093.t1	A
rna-XM_056778228.1	A	g7087.t1	A
rna-XM_056778230.1	A	g5103.t1	A
rna-XM_056778229.1	A	g7064.t1	A
rna-XM_056778231.1	A	g7115.t1	A
rna-XM_056778234.1	A	g7063.t2	A
rna-XM_056778232.1	A	g11299.t1	A
rna-XM_056778239.1	A	g11300.t1	A
rna-XM_056778240.1	A	g8227.t1	A
rna-XM_056778244.1	A	g4934.t1	A
rna-XM_056778245.1	A	g11388.t1	A
rna-XM_056778249.1	A	g11134.t1	A
rna-XM_056778247.1	A	g14000.t1	A
rna-XM_056778250.1	A	g11135.t1	A
rna-XM_056778252.1	A	g11132.t1	A
rna-XM_056778262.1	A	g11281.t1	A
rna-XM_056778273.1	A	g11282.t5	A
rna-XM_056778276.1	A	g11283.t1	A
rna-XM_056778277.1	A	g6820.t1	A
rna-XM_056778280.1	A	g11279.t1	A
rna-XM_056778278.1	A	g11278.t1	A
rna-XM_056778281.1	A	g11276.t1	A
rna-XM_056778284.1	A	g11277.t1	A
rna-XM_056778300.1	A	g11268.t1	A
rna-XM_056777354.1	A	g11267.t1	A
rna-XM_056778288.1	A	g11266.t1	A
rna-XM_056778303.1	A	g11265.t1	A
rna-XM_056778310.1	A	g11263.t1	A
rna-XM_056778313.1	A	g12211.t2	A
rna-XM_056778316.1	A	g12212.t1	A
rna-XM_056777093.1	A	g12213.t1	A
rna-XM_056776891.1	A	g11285.t1	A
rna-XM_056777165.1	A	g11289.t1	A
rna-XM_056777164.1	A	g11290.t1	A
rna-XM_056777015.1	A	g4780.t2	A
rna-XM_056777014.1	A	g12863.t1	A
rna-XM_056777596.1	A	g10610.t1	A
rna-XM_056776430.1	A	g621.t1	A
rna-XM_056776892.1	A	g622.t1	A
rna-XM_056776877.1	A	g1179.t1	A
rna-XM_056777690.1	A	g1178.t1	A
rna-XM_056776938.1	A	g931.t1	A
rna-XM_056776437.1	A	g934.t1	A
rna-XM_056778399.1	A	g924.t1	A
rna-XM_056778398.1	A	g7970.t1	A
rna-XM_056777039.1	A	g13754.t1	A
rna-XM_056777040.1	A	g7535.t1	A
rna-XM_056777042.1	A	g13755.t1	A
rna-XM_056777295.1	A	g13759.t2	A
rna-XM_056777371.1	A	g12209.t1	A
rna-XM_056777862.1	A	g11860.t1	A
rna-XM_056777863.1	A	g2099.t2	A
rna-XM_056777864.1	A	g12210.t2	A
rna-XM_056777483.1	A	g11297.t1	A
rna-XM_056776370.1	A	g11294.t1	A
rna-XM_056776669.1	A	g11293.t1	A
rna-XM_056776670.1	A	g13712.t1	A
rna-XM_056776667.1	A	g11964.t1	A
rna-XM_056776668.1	A	g14742.t1	A
rna-XM_056777170.1	A	g4099.t1	A
rna-XM_056777377.1	A	g8975.t1	A
rna-XM_056777012.1	A	g8976.t1	A
rna-XM_056777008.1	A	g8970.t1	A
rna-XM_056777378.1	A	g8971.t1	A
rna-XM_056777010.1	A	g8972.t1	A
rna-XM_056777007.1	A	g12630.t1	A
rna-XM_056776909.1	A	g8973.t1	A
rna-XM_056777379.1	A	g11920.t1	A
rna-XM_056777019.1	A	g7166.t1	A
rna-XM_056776718.1	A	g9259.t1	A
rna-XM_056777811.1	A	g8819.t1	A
rna-XM_056777818.1	A	g9258.t1	A
rna-XM_056778357.1	A	g14093.t2	A
rna-XM_056778360.1	A	g9024.t1	A
rna-XM_056776866.1	A	g12174.t1	A
rna-XM_056776894.1	A	g12173.t1	A
rna-XM_056777723.1	A	g12091.t1	A
rna-XM_056776905.1	A	g12015.t2	A
rna-XM_056776907.1	A	g12013.t1	A
rna-XM_056777070.1	A	g8921.t1	A
rna-XM_056777381.1	A	g8922.t1	A
rna-XM_056777382.1	A	g8924.t1	A
rna-XM_056777383.1	A	g8926.t1	A
rna-XM_056777385.1	A	g8928.t1	A
rna-XM_056776482.1	A	g8929.t1	A
rna-XM_056776485.1	A	g1022.t1	A
rna-XM_056777456.1	A	g11835.t1	A
rna-XM_056776753.1	A	g8485.t1	A
rna-XM_056777056.1	A	g8569.t1	A
rna-XM_056777053.1	A	g8568.t1	A
rna-XM_056776749.1	A	g8912.t1	A
rna-XM_056776982.1	A	g8909.t1	A
rna-XM_056776983.1	A	g8969.t1	A
rna-XM_056776984.1	A	g4100.t1	A
rna-XM_056777415.1	A	g635.t1	A
rna-XM_056777411.1	A	g8053.t1	A
rna-XM_056777033.1	A	g7787.t1	A
rna-XM_056776593.1	A	g7788.t1	A
rna-XM_056777657.1	A	g8293.t1	A
rna-XM_056777082.1	A	g12823.t1	A
rna-XM_056776657.1	A	g13954.t2	A
rna-XM_056776442.1	A	g13938.t1	A
rna-XM_056777702.1	A	g8296.t1	A
rna-XM_056777659.1	A	g8295.t1	A
rna-XM_056776648.1	A	g9921.t2	A
rna-XM_056776528.1	A	g8297.t1	A
rna-XM_056777700.1	A	g8057.t1	A
rna-XM_056777701.1	A	g8056.t1	A
rna-XM_056777642.1	A	g10801.t1	A
rna-XM_056776890.1	A	g8054.t1	A
rna-XM_056777209.1	A	g8055.t1	A
rna-XM_056777404.1	A	g2410.t1	A
rna-XM_056777402.1	A	g10695.t1	A
rna-XM_056777231.1	A	g6201.t1	A
rna-XM_056777180.1	A	g11842.t1	A
rna-XM_056776433.1	A	g12220.t1	A
rna-XM_056776436.1	A	g5105.t1	A
rna-XM_056776354.1	A	g11846.t1	A
rna-XM_056776375.1	A	g8557.t2	A
rna-XM_056776377.1	A	g11847.t1	A
rna-XM_056776385.1	A	g12171.t1	A
rna-XM_056776387.1	A	g12170.t1	A
rna-XM_056776388.1	A	g11868.t2	A
rna-XM_056776391.1	A	g9029.t1	A
rna-XM_056776400.1	A	g9028.t1	A
rna-XM_056776398.1	A	g9027.t2	A
rna-XM_056776401.1	A	g9026.t1	A
rna-XM_056776402.1	A	g1807.t1	A
rna-XM_056776403.1	A	g1808.t1	A
rna-XM_056776406.1	A	g11686.t1	A
rna-XM_056776404.1	A	g3169.t1	A
rna-XM_056777479.1	A	g8977.t1	A
rna-XM_056777552.1	A	g12036.t1	A
rna-XM_056776426.1	A	g12033.t1	A
rna-XM_056778318.1	A	g7682.t1	A
rna-XM_056778323.1	A	g8249.t1	A
rna-XM_056776561.1	A	g3448.t1	A
rna-XM_056776563.1	A	g1776.t1	A
rna-XM_056776544.1	A	g12191.t4	A
rna-XM_056776564.1	A	g12192.t1	A
rna-XM_056776545.1	A	g12193.t1	A
rna-XM_056776559.1	A	g11684.t1	A
rna-XM_056776553.1	A	g8681.t1	A
rna-XM_056776568.1	A	g9136.t2	A
rna-XM_056776569.1	A	g11979.t1	A
rna-XM_056776573.1	A	g8685.t1	A
rna-XM_056776572.1	A	g8686.t1	A
rna-XM_056776615.1	A	g8683.t2	A
rna-XM_056776616.1	A	g11986.t1	A
rna-XM_056777101.1	A	g12016.t1	A
rna-XM_056776959.1	A	g12030.t2	A
rna-XM_056776962.1	A	g12029.t1	A
rna-XM_056776625.1	A	g11177.t1	A
rna-XM_056777420.1	A	g10953.t1	A
rna-XM_056777569.1	A	g3650.t1	A
rna-XM_056776937.1	A	g3704.t2	A
rna-XM_056776886.1	A	g3593.t2	A
rna-XM_056777281.1	A	g3594.t1	A
rna-XM_056776901.1	A	g3595.t1	A
rna-XM_056777027.1	A	g12769.t1	A
rna-XM_056777220.1	A	g12766.t1	A
rna-XM_056777393.1	A	g6740.t1	A
rna-XM_056777394.1	A	g7074.t1	A
rna-XM_056776429.1	A	g7043.t1	A
rna-XM_056777091.1	A	g7041.t1	A
rna-XM_056777119.1	A	g7040.t1	A
rna-XM_056777157.1	A	g7039.t1	A
rna-XM_056777323.1	A	g6625.t1	A
rna-XM_056776969.1	A	g6627.t1	A
rna-XM_056776964.1	A	g4885.t1	A
rna-XM_056776968.1	A	g4887.t1	A
rna-XM_056776971.1	A	g4886.t1	A
rna-XM_056777029.1	A	g4179.t1	A
rna-XM_056776975.1	A	g2227.t1	A
rna-XM_056776976.1	A	g5909.t1	A
rna-XM_056777805.1	A	g4261.t1	A
rna-XM_056777176.1	A	g6104.t1	A
rna-XM_056777249.1	A	g12053.t1	A
rna-XM_056778404.1	A	g4440.t1	A
rna-XM_056777236.1	A	g1006.t2	A
rna-XM_056777233.1	A	g1007.t2	A
rna-XM_056778351.1	A	g5977.t1	A
rna-XM_056777409.1	A	g5377.t1	A
rna-XM_056777428.1	A	g9004.t1	A
rna-XM_056777437.1	A	g8995.t1	A
rna-XM_056776767.1	A	g8897.t1	A
rna-XM_056777004.1	A	g8899.t2	A
rna-XM_056776599.1	A	g8903.t1	A
rna-XM_056776737.1	A	g8905.t1	A
rna-XM_056776507.1	A	g8907.t1	A
rna-XM_056776510.1	A	g3666.t1	A
rna-XM_056776512.1	A	g4209.t1	A
rna-XM_056776939.1	A	g3691.t1	A
rna-XM_056776940.1	A	g3692.t1	A
rna-XM_056777722.1	A	g3688.t1	A
rna-XM_056777461.1	A	g2940.t1	A
rna-XM_056777578.1	A	g3684.t1	A
rna-XM_056776674.1	A	g3681.t1	A
rna-XM_056777610.1	A	g3678.t1	A
rna-XM_056777389.1	A	g3673.t1	A
rna-XM_056776734.1	A	g3669.t3	A
rna-XM_056777066.1	A	g3668.t1	A
rna-XM_056777718.1	A	g1259.t1	A
rna-XM_056778389.1	A	g10733.t1	A
rna-XM_056778347.1	A	g10088.t1	A
rna-XM_056778348.1	A	g2384.t1	A
rna-XM_056778349.1	A	g4615.t1	A
rna-XM_056777356.1	A	g4614.t1	A
rna-XM_056777357.1	A	g4613.t1	A
rna-XM_056777367.1	A	g9738.t1	A
rna-XM_056777368.1	A	g4610.t1	A
rna-XM_056777668.1	A	g1324.t1	A
rna-XM_056778350.1	A	g4312.t1	A
rna-XM_056777560.1	A	g9737.t1	A
rna-XM_056776898.1	A	g2386.t1	A
rna-XM_056778030.1	A	g1001.t2	A
rna-XM_056778031.1	A	g10705.t1	A
rna-XM_056776592.1	A	g12202.t1	A
rna-XM_056776852.1	A	g6127.t2	A
rna-XM_056777546.1	A	g14352.t1	A
rna-XM_056777172.1	A	g4243.t2	A
rna-XM_056777047.1	A	g6121.t1	A
rna-XM_056777450.1	A	g9195.t1	A
rna-XM_056776671.1	A	g9194.t1	A
rna-XM_056776672.1	A	g9193.t2	A
rna-XM_056776456.1	A	g666.t1	A
rna-XM_056776457.1	A	g667.t1	A
rna-XM_056777263.1	A	g5862.t1	A
rna-XM_056777264.1	A	g5863.t1	A
rna-XM_056776678.1	A	g5864.t1	A
rna-XM_056776681.1	A	g6114.t1	A
rna-XM_056776682.1	A	g4224.t1	A
rna-XM_056776684.1	A	g9062.t1	A
rna-XM_056776683.1	A	g9063.t1	A
rna-XM_056776689.1	A	g9201.t1	A
rna-XM_056776690.1	A	g5838.t1	A
rna-XM_056776691.1	A	g5986.t1	A
rna-XM_056776692.1	A	g6115.t1	A
rna-XM_056776693.1	A	g6116.t1	A
rna-XM_056776695.1	A	g6120.t1	A
rna-XM_056776694.1	A	g4200.t1	A
rna-XM_056776700.1	A	g4216.t1	A
rna-XM_056776704.1	A	g7946.t2	A
rna-XM_056776706.1	A	g7944.t2	A
rna-XM_056777574.1	A	g7945.t1	A
rna-XM_056777576.1	A	g4076.t1	A
rna-XM_056776710.1	A	g7942.t1	A
rna-XM_056777310.1	A	g7728.t1	A
rna-XM_056777311.1	A	g8083.t1	A
rna-XM_056777312.1	A	g7719.t1	A
rna-XM_056777313.1	A	g7720.t1	A
rna-XM_056777316.1	A	g10800.t1	A
rna-XM_056777318.1	A	g7721.t2	A
rna-XM_056777320.1	A	g8099.t1	A
rna-XM_056777322.1	A	g4163.t1	A
rna-XM_056777580.1	A	g3858.t1	A
rna-XM_056776876.1	A	g4150.t1	A
rna-XM_056776874.1	A	g4148.t1	A
rna-XM_056777877.1	A	g9906.t1	A
rna-XM_056776600.1	A	g4147.t1	A
rna-XM_056777290.1	A	g4146.t1	A
rna-XM_056777453.1	A	g4145.t1	A
rna-XM_056777163.1	A	g6159.t1	A
rna-XM_056776580.1	A	g7991.t1	A
rna-XM_056776582.1	A	g3345.t1	A
rna-XM_056777635.1	A	g9314.t1	A
rna-XM_056778333.1	A	g13988.t1	A
rna-XM_056778335.1	A	g5954.t1	A
rna-XM_056778331.1	A	g884.t1	A
rna-XM_056778385.1	A	g5985.t1	A
rna-XM_056778370.1	A	g5982.t1	A
rna-XM_056778384.1	A	g5983.t2	A
rna-XM_056776650.1	A	g10133.t1	A
rna-XM_056776656.1	A	g10130.t1	A
rna-XM_056777105.1	A	g10157.t1	A
rna-XM_056778409.1	A	g10166.t1	A
rna-XM_056778410.1	A	g10134.t2	A
rna-XM_056777650.1	A	g437.t1	A
rna-XM_056777651.1	A	g436.t1	A
rna-XM_056777653.1	A	g435.t1	A
rna-XM_056777654.1	A	g9983.t1	A
rna-XM_056777655.1	A	g9675.t1	A
rna-XM_056776359.1	A	g10140.t2	A
rna-XM_056776360.1	A	g10139.t1	A
rna-XM_056776362.1	A	g12990.t1	A
rna-XM_056777715.1	A	g10138.t1	A
rna-XM_056777888.1	A	g4250.t1	A
rna-XM_056777716.1	A	g6251.t1	A
rna-XM_056777071.1	A	g9853.t1	A
rna-XM_056776903.1	A	g9485.t1	A
rna-XM_056776865.1	A	g13608.t1	A
rna-XM_056777485.1	A	g13607.t1	A
rna-XM_056777613.1	A	g13547.t1	A
rna-XM_056777030.1	A	g1366.t1	A
rna-XM_056777587.1	A	g1365.t1	A
rna-XM_056777852.1	A	g14806.t1	A
rna-XM_056777851.1	A	g14807.t4	A
rna-XM_056777846.1	A	g10188.t1	A
rna-XM_056777855.1	A	g11448.t2	A
rna-XM_056777192.1	A	g819.t1	A
rna-XM_056777191.1	A	g13337.t1	A
rna-XM_056777190.1	A	g4260.t1	A
rna-XM_056778089.1	A	g4265.t1	A
rna-XM_056778094.1	A	g11188.t2	A
rna-XM_056777633.1	A	g10956.t1	A
rna-XM_056776916.1	A	g11186.t1	A
rna-XM_056776918.1	A	g10955.t2	A
rna-XM_056777245.1	A	g8027.t1	A
rna-XM_056777246.1	A	g8029.t1	A
rna-XM_056776516.1	A	g11167.t1	A
rna-XM_056776521.1	A	g3644.t1	A
rna-XM_056776520.1	A	g11450.t1	A
rna-XM_056776514.1	A	g11451.t1	A
rna-XM_056776517.1	A	g5062.t2	A
rna-XM_056776519.1	A	g11452.t1	A
rna-XM_056777660.1	A	g11453.t1	A
rna-XM_056777727.1	A	g2215.t1	A
rna-XM_056777728.1	A	g2216.t1	A
rna-XM_056777889.1	A	g1005.t1	A
rna-XM_056777729.1	A	g11456.t1	A
rna-XM_056777677.1	A	g11458.t1	A
rna-XM_056777801.1	A	g2220.t1	A
rna-XM_056777804.1	A	g2222.t1	A
rna-XM_056777800.1	A	g2223.t1	A
rna-XM_056776908.1	A	g11176.t1	A
rna-XM_056777673.1	A	g11175.t1	A
rna-XM_056777672.1	A	g10958.t1	A
rna-XM_056777570.1	A	g10957.t4	A
rna-XM_056777890.1	A	g1819.t1	A
rna-XM_056778013.1	A	g9362.t1	A
rna-XM_056778016.1	A	g8036.t1	A
rna-XM_056777965.1	A	g8037.t1	A
rna-XM_056777969.1	A	g8038.t1	A
rna-XM_056778001.1	A	g8039.t2	A
rna-XM_056778021.1	A	g3742.t1	A
rna-XM_056777968.1	A	g3743.t1	A
rna-XM_056778012.1	A	g7676.t1	A
rna-XM_056778020.1	A	g7677.t1	A
rna-XM_056778022.1	A	g4935.t1	A
rna-XM_056777966.1	A	g7674.t1	A
rna-XM_056778026.1	A	g8248.t1	A
rna-XM_056778029.1	A	g74.t1	A
rna-XM_056777967.1	A	g9279.t1	A
rna-XM_056777998.1	A	g8246.t1	A
rna-XM_056778023.1	A	g989.t1	A
rna-XM_056778003.1	A	g11447.t1	A
rna-XM_056778000.1	A	g10187.t1	A
rna-XM_056777962.1	A	g9674.t1	A
rna-XM_056778011.1	A	g7976.t1	A
rna-XM_056777989.1	A	g9852.t1	A
rna-XM_056777986.1	A	g439.t2	A
rna-XM_056777970.1	A	g438.t1	A
rna-XM_056777991.1	A	g9855.t1	A
rna-XM_056778018.1	A	g9854.t1	A
rna-XM_056777895.1	A	g6335.t1	A
rna-XM_056777896.1	A	g6336.t1	A
rna-XM_056776979.1	A	g10112.t1	A
rna-XM_056776353.1	A	g14039.t1	A
rna-XM_056776673.1	A	g14036.t1	A
rna-XM_056777057.1	A	g62.t1	A
rna-XM_056777079.1	A	g14341.t2	A
rna-XM_056777897.1	A	g59.t1	A
rna-XM_056777842.1	A	g57.t1	A
rna-XM_056777843.1	A	g56.t1	A
rna-XM_056777840.1	A	g14336.t1	A
rna-XM_056777837.1	A	g14333.t1	A
rna-XM_056777289.1	A	g14335.t1	A
rna-XM_056776424.1	A	g14326.t1	A
rna-XM_056776423.1	A	g8193.t1	A
rna-XM_056776425.1	A	g10174.t2	A
rna-XM_056776419.1	A	g9685.t1	A
rna-XM_056777088.1	A	g13945.t2	A
rna-XM_056777423.1	A	g10372.t1	A
rna-XM_056777755.1	A	g9867.t1	A
rna-XM_056777757.1	A	g9860.t1	A
rna-XM_056777756.1	A	g9866.t1	A
rna-XM_056777758.1	A	g9859.t1	A
rna-XM_056777759.1	A	g9858.t1	A
rna-XM_056777761.1	A	g10223.t1	A
rna-XM_056777760.1	A	g10224.t1	A
rna-XM_056777458.1	A	g10225.t1	A
rna-XM_056777259.1	A	g8573.t1	A
rna-XM_056777622.1	A	g10227.t1	A
rna-XM_056777717.1	A	g10856.t1	A
rna-XM_056777798.1	A	g14124.t1	A
rna-XM_056776993.1	A	g13943.t1	A
rna-XM_056776992.1	A	g5767.t1	A
rna-XM_056776995.1	A	g14126.t2	A
rna-XM_056776994.1	A	g14127.t1	A
rna-XM_056777898.1	A	g14128.t2	A
rna-XM_056777735.1	A	g10154.t1	A
rna-XM_056776496.1	A	g10151.t1	A
rna-XM_056776487.1	A	g10150.t1	A
rna-XM_056776950.1	A	g10149.t1	A
rna-XM_056777199.1	A	g10147.t1	A
rna-XM_056777845.1	A	g6967.t1	A
rna-XM_056777196.1	A	g6303.t1	A
rna-XM_056777168.1	A	g6196.t1	A
rna-XM_056776543.1	A	g6195.t1	A
rna-XM_056776531.1	A	g6194.t1	A
rna-XM_056777203.1	A	g842.t1	A
rna-XM_056776770.1	A	g5705.t1	A
rna-XM_056776769.1	A	g1370.t1	A
rna-XM_056777773.1	A	g1373.t1	A
rna-XM_056777771.1	A	g6333.t1	A
rna-XM_056777772.1	A	g6161.t1	A
rna-XM_056777775.1	A	g6160.t2	A
rna-XM_056777258.1	A	g6652.t2	A
rna-XM_056777567.1	A	g6651.t1	A
rna-XM_056777568.1	A	g6547.t1	A
rna-XM_056776922.1	A	g6148.t1	A
rna-XM_056776928.1	A	g6650.t1	A
rna-XM_056777156.1	A	g6147.t1	A
rna-XM_056777594.1	A	g3396.t1	A
rna-XM_056777593.1	A	g6760.t1	A
rna-XM_056776631.1	A	g6167.t1	A
rna-XM_056776632.1	A	g6163.t1	A
rna-XM_056777902.1	A	g6164.t1	A
rna-XM_056776629.1	A	g6165.t1	A
rna-XM_056776630.1	A	g5956.t1	A
rna-XM_056777615.1	A	g6166.t1	A
rna-XM_056777616.1	A	g6162.t1	A
rna-XM_056777617.1	A	g6170.t1	A
rna-XM_056777769.1	A	g6171.t1	A
rna-XM_056777763.1	A	g6213.t1	A
rna-XM_056777764.1	A	g6258.t1	A
rna-XM_056777770.1	A	g6259.t1	A
rna-XM_056777303.1	A	g6830.t1	A
rna-XM_056776614.1	A	g6257.t2	A
rna-XM_056777662.1	A	g6260.t1	A
rna-XM_056777664.1	A	g6832.t1	A
rna-XM_056777663.1	A	g5778.t1	A
rna-XM_056777904.1	A	g5780.t2	A
rna-XM_056776452.1	A	g5777.t1	A
rna-XM_056776451.1	A	g5866.t1	A
rna-XM_056776454.1	A	g5865.t1	A
rna-XM_056777046.1	A	g5784.t1	A
rna-XM_056777551.1	A	g5783.t1	A
rna-XM_056777049.1	A	g5870.t1	A
rna-XM_056776757.1	A	g6214.t4	A
rna-XM_056777468.1	A	g5876.t1	A
rna-XM_056777345.1	A	g5875.t1	A
rna-XM_056776478.1	A	g5874.t1	A
rna-XM_056776480.1	A	g5872.t1	A
rna-XM_056776363.1	A	g6242.t1	A
rna-XM_056776364.1	A	g5867.t1	A
rna-XM_056776365.1	A	g5871.t1	A
rna-XM_056776525.1	A	g6215.t1	A
rna-XM_056776526.1	A	g6216.t1	A
rna-XM_056776527.1	A	g9454.t1	A
rna-XM_056777478.1	A	g6176.t1	A
rna-XM_056776996.1	A	g5884.t1	A
rna-XM_056776999.1	A	g5883.t1	A
rna-XM_056777464.1	A	g6233.t1	A
rna-XM_056777466.1	A	g6231.t1	A
rna-XM_056776884.1	A	g6236.t1	A
rna-XM_056777749.1	A	g6237.t1	A
rna-XM_056777627.1	A	g6238.t1	A
rna-XM_056777667.1	A	g6241.t1	A
rna-XM_056777645.1	A	g6989.t1	A
