HOG	OG	Gene Tree Parent Clade	A_obtectus	B_siliquastri	B_varius	C_chinensis	C_maculatus	C_maculatusC	D_carinulata	D_sublineata
N0.HOG0000789	OG0000593	n0	anno1.g14176.t1, anno1.g9231.t1, anno1.g4799.t1, anno1.g14107.t1, anno1.g14077.t1, anno1.g4488.t1, anno1.g11779.t1, anno1.g3169.t1		anno1.g1991.t1	anno1.g4906.t1	g8698.t1_1, g2821.t1_1	anno1.g3817.t1		
N0.HOG0000790	OG0000594	n0	anno1.g3227.t1, anno1.g3835.t1, anno1.g11478.t1, anno1.g7711.t1, anno1.g10576.t1			anno1.g10645.t1		anno1.g6590.t1, anno1.g970.t1, anno1.g614.t1, anno1.g6524.t1, anno1.g1193.t1, anno1.g13418.t1, anno1.g2671.t1		
N0.HOG0000791	OG0000595	n0	anno1.g7222.t1, anno1.g3426.t1, anno1.g3425.t1	BRAKERILHT00000004305_1, BRAKERILHT00000003560_1, BRAKERILHT00000002534_1	anno1.g6506.t1	anno1.g10146.t1, anno1.g976.t1	g10951.t1_1, g10952.t1_1		rna-XM_057797288.1_1	rna-XM_056778709.1_1
N0.HOG0000792	OG0000596	n0	anno1.g3702.t1, anno1.g3701.t1	BRAKERILHT00000004089_1	anno1.g6626.t2	anno1.g1995.t1	g11389.t1_1, g11390.t1_1	anno1.g10129.t1, anno1.g14196.t1, anno1.g10130.t2, anno1.g14197.t1	rna-XM_057797715.1_1	rna-XM_056780442.1_1
N0.HOG0000793	OG0000597	n0	anno1.g3892.t1	BRAKERILHT00000003694_1, BRAKERILHT00000002954_1, BRAKERILHT00000002946_1	anno1.g7564.t1, anno1.g7567.t1, anno1.g7566.t1, anno1.g7565.t1	anno1.g3383.t2	g12303.t1_1	anno1.g11045.t1	rna-XM_057816142.1_1	rna-XM_056774367.1_1
N0.HOG0000794	OG0000598	n0	anno1.g4225.t1	BRAKERILHT00000006719_1	anno1.g5327.t1	anno1.g9570.t1, anno1.g13629.t1	g2719.t1_1, g5055.t1_1	anno1.g1416.t1, anno1.g1415.t1, anno1.g30.t1	rna-XM_057814330.1_1, rna-XM_057811383.1_1	rna-XM_056790926.1_1
N0.HOG0000795	OG0000599	n0	anno1.g4583.t1	BRAKERILHT00000007295_1	anno1.g5842.t1	anno1.g10309.t1, anno1.g9197.t1, anno1.g12924.t1, anno1.g12925.t2, anno1.g10235.t1	g12958.t2_1, g12985.t1_1	anno1.g831.t1	rna-XM_057808299.1_1	rna-XM_056777832.1_1
N0.HOG0000796	OG0000600	n0	anno1.g4747.t1	BRAKERILHT00000000266_1, BRAKERILHT00000006744_1	anno1.g2632.t1, anno1.g5551.t1, anno1.g5550.t1	anno1.g7119.t1, anno1.g5342.t1, anno1.g5344.t1	g1292.t1_1, g13277.t1_1	anno1.g11483.t1, anno1.g524.t1		
N0.HOG0000797	OG0000601	n0	anno1.g6084.t1, anno1.g4756.t1	BRAKERILHT00000000444_1, BRAKERILHT00000006975_1	anno1.g5539.t1	anno1.g2326.t1, anno1.g6053.t1	g25.t2_1, g13286.t1_1	anno1.g12760.t2, anno1.g514.t1	rna-XM_057812358.1_1	rna-XM_056785541.1_1
N0.HOG0000798	OG0000602	n0	anno1.g4847.t1	BRAKERILHT00000006820_1, BRAKERILHT00000006952_1	anno1.g5648.t1	anno1.g8882.t1, anno1.g5903.t2	g3166.t1_1, g3176.t1_1, g13184.t1_1	anno1.g12809.t1, anno1.g623.t1	rna-XM_057816485.1_1	rna-XM_056792260.1_1
N0.HOG0000799	OG0000603	n0	anno1.g4965.t1, anno1.g4966.t1	BRAKERILHT00000007939_1, BRAKERILHT00000008020_1	anno1.g5470.t1, anno1.g5469.t1, anno1.g5468.t1	anno1.g8194.t1, anno1.g8193.t1	g5029.t1_1	anno1.g65.t1	rna-XM_057811553.1_1	rna-XM_056774165.1_1
N0.HOG0000800	OG0000604	n1	anno1.g5117.t1		anno1.g5351.t1	anno1.g8092.t1	g13560.t1_1	anno1.g180.t1	rna-XM_057807386.1_1	rna-XM_056786583.1_1
N0.HOG0000801	OG0000604	n7	anno1.g11109.t1		anno1.g4108.t1	anno1.g7356.t1	g8396.t1_1	anno1.g4055.t1	rna-XM_057807385.1_1	
N0.HOG0000802	OG0000605	n0	anno1.g5385.t1	BRAKERILHT00000006697_1, BRAKERILHT00000007601_1, BRAKERILHT00000006570_1	anno1.g6192.t1	anno1.g3233.t1, anno1.g7214.t1, anno1.g9941.t1, anno1.g3234.t1	g12637.t1_1	anno1.g1229.t1	rna-XM_057810703.1_1	rna-XM_056788854.1_1
N0.HOG0000803	OG0000606	n0	anno1.g5402.t3	BRAKERILHT00000007604_1, BRAKERILHT00000007702_1	anno1.g6211.t3	anno1.g7198.t9	g12619.t3_1, g391.t3_1, g11769.t1_1	anno1.g1254.t5, anno1.g12335.t1, anno1.g10465.t1	rna-XM_057812315.1_1	rna-XM_056793173.1_1
N0.HOG0000804	OG0000607	n0	anno1.g5454.t1, anno1.g5455.t1, anno1.g5456.t1	BRAKERILHT00000008256_1, BRAKERILHT00000007798_1	anno1.g6255.t1				rna-XM_057815945.1_1, rna-XM_057795066.1_1, rna-XM_057795065.1_1, rna-XM_057802246.1_1	rna-XM_056773906.1_1, rna-XM_056773908.1_1, rna-XM_056773907.1_1
N0.HOG0000805	OG0000608	n0	anno1.g8770.t2, anno1.g6129.t1	BRAKERILHT00000009174_1, BRAKERILHT00000001873_1, BRAKERILHT00000009637_1	anno1.g8380.t1	anno1.g8221.t1	g3244.t1_1	anno1.g2485.t2	rna-XM_057813137.1_1, rna-XM_057798553.1_1	rna-XM_056779154.1_1, rna-XM_056781337.1_1
N0.HOG0000806	OG0000609	n0	anno1.g6994.t1, anno1.g6341.t2, anno1.g6338.t1	BRAKERILHT00000001601_1, BRAKERILHT00000000153_1	anno1.g3108.t1	anno1.g4474.t1	g14383.t1_1, g1120.t1_1	anno1.g12497.t1, anno1.g11656.t1	rna-XM_057814865.1_1	rna-XM_056786438.1_1
N0.HOG0000807	OG0000610	n0	anno1.g14679.t1, anno1.g6405.t1	BRAKERILHT00000000718_1	anno1.g2549.t1	anno1.g794.t1	g1221.t1_1	anno1.g11552.t1	rna-XM_057806281.1_1, rna-XM_057806280.1_1, rna-XM_057806282.1_1	rna-XM_056774561.1_1, rna-XM_056774560.1_1, rna-XM_056774562.1_1
N0.HOG0000808	OG0000611	n1	anno1.g6736.t1		anno1.g2982.t1	anno1.g5180.t1		anno1.g12414.t1	rna-XM_057803956.1_1	
N0.HOG0000809	OG0000611	n8					g5304.t1_1			rna-XM_056788171.1_1, rna-XM_056788359.1_1, rna-XM_056787658.1_1
N0.HOG0000810	OG0000611	n11					g316.t1_1			rna-XM_056786928.1_1
N0.HOG0000811	OG0000612	n0	anno1.g6823.t2, anno1.g6821.t2	BRAKERILHT00000001013_1, BRAKERILHT00000001696_1, BRAKERILHT00000001517_1	anno1.g2928.t3	anno1.g6618.t2	g409.t2_1, g410.t2_1	anno1.g12318.t2, anno1.g12319.t2	rna-XM_057804976.1_1	rna-XM_056788122.1_1
N0.HOG0000812	OG0000613	n0	anno1.g7191.t1	BRAKERILHT00000002087_1	anno1.g3189.t1	anno1.g2846.t1, anno1.g13595.t1, anno1.g2847.t1	g13640.t1_1, g10996.t1_1, g12448.t1_1, g5088.t1_1	anno1.g12588.t1	rna-XM_057812661.1_1	rna-XM_056791888.1_1
N0.HOG0000813	OG0000614	n0	anno1.g9385.t2, anno1.g7371.t1	BRAKERILHT00000013098_1, BRAKERILHT00000012476_1	anno1.g9636.t1	anno1.g7178.t1	g4189.t1_1, g11055.t1_1	anno1.g5390.t2	rna-XM_057816029.1_1, rna-XM_057816028.1_1	rna-XM_056775882.1_1, rna-XM_056775881.1_1
N0.HOG0000814	OG0000615	n1		BRAKERILHT00000012371_1					rna-XM_057806651.1_1	rna-XM_056786767.1_1
N0.HOG0000815	OG0000615	n3	anno1.g7462.t1	BRAKERILHT00000012725_1	anno1.g9178.t1	anno1.g7301.t1	g4061.t1_1	anno1.g5253.t1	rna-XM_057806682.1_1, rna-XM_057806679.1_1	rna-XM_056786788.1_1, rna-XM_056786784.1_1
N0.HOG0000816	OG0000616	n0	anno1.g9418.t1, anno1.g7662.t1	BRAKERILHT00000013869_1	anno1.g9302.t1	anno1.g6585.t1, anno1.g6586.t1, anno1.g7236.t2	g3909.t1_1, g3881.t1_1, g3883.t1_1, g3910.t1_1	anno1.g5115.t1, anno1.g5116.t1		
N0.HOG0000817	OG0000617	n0	anno1.g7782.t1	BRAKERILHT00000013439_1, BRAKERILHT00000012964_1	anno1.g9378.t2	anno1.g5216.t2	g3799.t1_1	anno1.g5035.t2	rna-XM_057816662.1_1, rna-XM_057816665.1_1, rna-XM_057816664.1_1	rna-XM_056793141.1_1, rna-XM_056793142.1_1, rna-XM_056793146.1_1
N0.HOG0000818	OG0000618	n0	anno1.g7825.t1	BRAKERILHT00000004882_1, BRAKERILHT00000017638_1, BRAKERILHT00000000745_1, BRAKERILHT00000006358_1	anno1.g5579.t1, anno1.g11618.t1, anno1.g3390.t2, anno1.g3309.t1	anno1.g12962.t1	g2155.t1_1, g933.t1_1	anno1.g7769.t1		
N0.HOG0000819	OG0000619	n1		BRAKERILHT00000012374_1			g4837.t1_1			
N0.HOG0000820	OG0000619	n3				anno1.g6218.t1, anno1.g12745.t1	g4839.t2_1		rna-XM_057806279.1_1	
N0.HOG0000821	OG0000619	n6	anno1.g8138.t1, anno1.g8137.t1	BRAKERILHT00000014010_1	anno1.g10232.t1	anno1.g6217.t2			rna-XM_057806272.1_1	rna-XM_056774549.1_1
N0.HOG0000822	OG0000620	n0	anno1.g10898.t1, anno1.g8756.t1, anno1.g8759.t1	BRAKERILHT00000004862_1	anno1.g3702.t1, anno1.g8402.t1	anno1.g8121.t1	g7959.t1_1, g3264.t1_1	anno1.g4512.t1, anno1.g2466.t1	rna-XM_057808390.1_1	rna-XM_056778033.1_1
N0.HOG0000823	OG0000621	n1	anno1.g9336.t2	BRAKERILHT00000010091_1		anno1.g9545.t1	g6491.t2_1	anno1.g2106.t2	rna-XM_057809341.1_1	rna-XM_056788057.1_1
N0.HOG0000824	OG0000621	n7	anno1.g9337.t1	BRAKERILHT00000009288_1	anno1.g8517.t2	anno1.g1708.t2			rna-XM_057804705.1_1	rna-XM_056787937.1_1
N0.HOG0000825	OG0000622	n0	anno1.g9558.t1	BRAKERILHT00000008836_1, BRAKERILHT00000009977_1, BRAKERILHT00000009553_1	anno1.g8657.t1	anno1.g44.t1, anno1.g45.t1	g6231.t1_1, g6230.t1_1	anno1.g2378.t1, anno1.g2379.t2	rna-XM_057808295.1_1	rna-XM_056777466.1_1
N0.HOG0000826	OG0000623	n0	anno1.g10353.t1	BRAKERILHT00000005747_1, BRAKERILHT00000004858_1	anno1.g4895.t1, anno1.g4896.t1	anno1.g2185.t1, anno1.g2186.t1	g9213.t1_1, g9211.t1_1	anno1.g3170.t1, anno1.g3175.t1	rna-XM_057816788.1_1	rna-XM_056775282.1_1
N0.HOG0000827	OG0000624	n0	anno1.g10471.t1	BRAKERILHT00000012450_1, BRAKERILHT00000003347_1, BRAKERILHT00000013616_1, BRAKERILHT00000006122_1, BRAKERILHT00000005215_1		anno1.g7688.t1, anno1.g9408.t1, anno1.g7689.t1	g9011.t1_1, g2682.t1_1, g8010.t1_1	anno1.g4467.t1		
N0.HOG0000828	OG0000625	n0	anno1.g10840.t1	BRAKERILHT00000004741_1, BRAKERILHT00000005870_1, BRAKERILHT00000006051_1	anno1.g3650.t1	anno1.g7420.t2, anno1.g9960.t2, anno1.g9958.t1	g7856.t1_1	anno1.g4622.t1, anno1.g4620.t1	rna-XM_057814572.1_1	rna-XM_056784320.1_1
N0.HOG0000829	OG0000626	n0	anno1.g10922.t1	BRAKERILHT00000006138_1, BRAKERILHT00000006402_1	anno1.g3578.t1	anno1.g5503.t1	g8209.t1_1	anno1.g4268.t1	rna-XM_057811046.1_1, rna-XM_057811042.1_1, rna-XM_057805890.1_1	rna-XM_056792579.1_1, rna-XM_056792226.1_1, rna-XM_056775163.1_1
N0.HOG0000830	OG0000627	n1	anno1.g11429.t1, anno1.g11450.t1	BRAKERILHT00000006429_1, BRAKERILHT00000005710_1			g8366.t1_1, g8365.t2_1	anno1.g4081.t6	rna-XM_057815962.1_1	rna-XM_056773924.1_1
N0.HOG0000831	OG0000627	n9	anno1.g11428.t1			anno1.g1961.t1			rna-XM_057808788.1_1, rna-XM_057815910.1_1	
N0.HOG0000832	OG0000628	n0	anno1.g11755.t1, anno1.g11481.t1	BRAKERILHT00000004779_1	anno1.g3610.t1	anno1.g11145.t1, anno1.g7032.t1	g7815.t1_1, g7560.t1_1	anno1.g4669.t1	rna-XM_057806792.1_1, rna-XM_057805654.1_1	rna-XM_056786282.1_1, rna-XM_056790141.1_1
N0.HOG0000833	OG0000629	n0	anno1.g11725.t1	BRAKERILHT00000002552_1, BRAKERILHT00000017762_1, BRAKERILHT00000017382_1, BRAKERILHT00000013309_1	anno1.g4409.t1		g2827.t1_1, g3277.t1_1, g7873.t1_1, g3205.t1_1, g13762.t1_1	anno1.g2448.t1, anno1.g6000.t1		
N0.HOG0000834	OG0000630	n0	anno1.g12140.t1	BRAKERILHT00000015255_1, BRAKERILHT00000014050_1		anno1.g8482.t1, anno1.g12763.t1	g13914.t1_1, g13915.t1_1	anno1.g8230.t1, anno1.g8229.t1	rna-XM_057798051.1_1, rna-XM_057796116.1_1, rna-XM_057813974.1_1	rna-XM_056790126.1_1
N0.HOG0000835	OG0000631	n0	anno1.g12525.t2	BRAKERILHT00000008850_1, BRAKERILHT00000015399_1, BRAKERILHT00000014142_1, BRAKERILHT00000014823_1	anno1.g973.t1	anno1.g10792.t1	g9541.t1_1	anno1.g8332.t1	rna-XM_057811915.1_1, rna-XM_057809420.1_1	rna-XM_056788480.1_1, rna-XM_056777777.1_1
N0.HOG0000836	OG0000632	n0	anno1.g12613.t7	BRAKERILHT00000015217_1, BRAKERILHT00000014705_1, BRAKERILHT00000014091_1, BRAKERILHT00000015254_1, BRAKERILHT00000014261_1	anno1.g1039.t3	anno1.g4655.t1, anno1.g4657.t1	g5157.t1_1	anno1.g8396.t1	rna-XM_057812570.1_1	rna-XM_056783122.1_1
N0.HOG0000837	OG0000633	n0	anno1.g14451.t1, anno1.g12627.t1	BRAKERILHT00000015179_1, BRAKERILHT00000015526_1	anno1.g1051.t1, anno1.g1052.t1	anno1.g13178.t1	g5145.t2_1	anno1.g8412.t2	rna-XM_057814012.1_1, rna-XM_057813239.1_1	rna-XM_056773777.1_1, rna-XM_056773990.1_1
N0.HOG0000838	OG0000634	n0	anno1.g12880.t1, anno1.g12869.t1	BRAKERILHT00000014369_1, BRAKERILHT00000014218_1, BRAKERILHT00000014796_1	anno1.g112.t1	anno1.g534.t3, anno1.g5619.t1	g3453.t1_1, g13699.t1_1	anno1.g7402.t1	rna-XM_057815826.1_1	rna-XM_056792825.1_1
N0.HOG0000839	OG0000635	n0	anno1.g12885.t1, anno1.g12882.t1	BRAKERILHT00000014354_1	anno1.g115.t1	anno1.g5614.t1	g13679.t1_1, g13694.t1_1, g13693.t1_1, g13678.t1_1	anno1.g7397.t1, anno1.g7396.t2	rna-XM_057811454.1_1	rna-XM_056786024.1_1
N0.HOG0000840	OG0000636	n1	anno1.g14551.t1, anno1.g13144.t1	BRAKERILHT00000016752_1	anno1.g1393.t1	anno1.g11271.t1	g1836.t1_1, g1838.t1_1	anno1.g6644.t1	rna-XM_057795881.1_1	rna-XM_056779027.1_1
N0.HOG0000841	OG0000636	n10	anno1.g14552.t1	BRAKERILHT00000016557_1					rna-XM_057796749.1_1	
N0.HOG0000842	OG0000637	n0	anno1.g13696.t1, anno1.g13695.t1	BRAKERILHT00000016985_1, BRAKERILHT00000009821_1	anno1.g8585.t1	anno1.g6344.t3, anno1.g9927.t1	g2203.t1_1, g6405.t1_1	anno1.g6312.t1, anno1.g2189.t1	rna-XM_057796831.1_1	rna-XM_056779161.1_1
N0.HOG0000843	OG0000638	n0	anno1.g13738.t1, anno1.g13737.t1, anno1.g13879.t1		anno1.g1346.t1, anno1.g1347.t1	anno1.g3538.t1, anno1.g3539.t1	g5231.t1_1, g5229.t1_1	anno1.g6705.t1, anno1.g6704.t1	rna-XM_057814106.1_1	rna-XM_056775489.1_1
N0.HOG0000844	OG0000639	n0	anno1.g13865.t1	BRAKERILHT00000016427_1, BRAKERILHT00000016112_1	anno1.g1776.t1, anno1.g1777.t1	anno1.g4342.t1, anno1.g4343.t1	g2141.t1_1, g2140.t2_1	anno1.g6369.t1, anno1.g6370.t1	rna-XM_057805558.1_1	rna-XM_056775089.1_1
N0.HOG0000845	OG0000640	n0	anno1.g14213.t1	BRAKERILHT00000001276_1, BRAKERILHT00000014596_1	anno1.g1108.t2	anno1.g9124.t1, anno1.g9123.t1, anno1.g6495.t1, anno1.g10846.t2, anno1.g9125.t1	g5102.t2_1	anno1.g8450.t1	rna-XM_057803437.1_1	rna-XM_056785849.1_1
N0.HOG0000846	OG0000641	n1	anno1.g14418.t1	BRAKERILHT00000015524_1	anno1.g262.t1	anno1.g10883.t1	g3527.t1_1	anno1.g7471.t1	rna-XM_057795370.1_1	rna-XM_056776331.1_1
N0.HOG0000847	OG0000641	n8				anno1.g10885.t1	g3529.t1_1, g3530.t1_1	anno1.g7473.t2		rna-XM_056776333.1_1
N0.HOG0000848	OG0000642	n0	anno1.g14654.t1	BRAKERILHT00000011909_1, BRAKERILHT00000003234_1	anno1.g4751.t1, anno1.g11634.t1, anno1.g11633.t1, anno1.g11632.t1		g14719.t1_1, g2096.t1_1	anno1.g13132.t1, anno1.g9226.t1, anno1.g11057.t1, anno1.g9225.t2		
N0.HOG0000849	OG0000643	n0		BRAKERILHT00000000023_1, BRAKERILHT00000003464_1	anno1.g6690.t1	anno1.g10365.t1, anno1.g13514.t1	g730.t1_1, g11064.t1_1, g11520.t1_1	anno1.g12016.t1, anno1.g9845.t1, anno1.g10223.t1	rna-XM_057803932.1_1	rna-XM_056787159.1_1
N0.HOG0000850	OG0000644	n0		BRAKERILHT00000000134_1, BRAKERILHT00000001924_1		anno1.g7076.t1	g1251.t1_1, g1252.t1_1, g1253.t1_1	anno1.g11527.t1, anno1.g11526.t2	rna-XM_057805726.1_1, rna-XM_057805730.1_1, rna-XM_057805733.1_1	rna-XM_056775503.1_1, rna-XM_056775504.1_1
N0.HOG0000851	OG0000645	n0		BRAKERILHT00000001816_1	anno1.g4204.t1, anno1.g4208.t1, anno1.g10778.t1, anno1.g10779.t1, anno1.g4205.t1, anno1.g4210.t1, anno1.g4200.t1, anno1.g10780.t1, anno1.g4199.t1, anno1.g4202.t1, anno1.g4203.t1, anno1.g4201.t1					
N0.HOG0000852	OG0000646	n0		BRAKERILHT00000005564_1, BRAKERILHT00000008314_1					rna-XM_057802504.1_1, rna-XM_057806529.1_1, rna-XM_057815185.1_1, rna-XM_057804757.1_1, rna-XM_057811210.1_1, rna-XM_057804555.1_1, rna-XM_057802505.1_1, rna-XM_057806530.1_1, rna-XM_057798763.1_1, rna-XM_057800844.1_1	rna-XM_056777400.1_1
N0.HOG0000853	OG0000647	n0		BRAKERILHT00000006696_1, BRAKERILHT00000009034_1, BRAKERILHT00000009472_1, BRAKERILHT00000013835_1, BRAKERILHT00000013164_1	anno1.g3122.t2, anno1.g3694.t1	anno1.g13294.t2, anno1.g4524.t2	g14427.t1_1, g2534.t2_1, g14194.t1_1, g3952.t1_1			
N0.HOG0000854	OG0000648	n1		BRAKERILHT00000009159_1		anno1.g9354.t1, anno1.g11916.t1		anno1.g2892.t1	rna-XM_057813094.1_1	
N0.HOG0000855	OG0000648	n5		BRAKERILHT00000009378_1	anno1.g8111.t1	anno1.g9353.t1, anno1.g3063.t1	g5850.t1_1	anno1.g2884.t1	rna-XM_057813088.1_1	rna-XM_056786927.1_1
N0.HOG0000856	OG0000649	n0		BRAKERILHT00000017709_1	anno1.g7821.t1, anno1.g2861.t1, anno1.g11768.t1, anno1.g9602.t1, anno1.g2615.t1, anno1.g12327.t1, anno1.g3265.t1, anno1.g43.t1		g5281.t1_1	anno1.g856.t1, anno1.g1154.t1, anno1.g866.t1		
N0.HOG0000857	OG0000650	n0			anno1.g2880.t1, anno1.g4455.t1, anno1.g86.t1, anno1.g8431.t1, anno1.g5845.t1, anno1.g11405.t1, anno1.g6388.t1, anno1.g4512.t1, anno1.g4426.t1, anno1.g1282.t1, anno1.g152.t1, anno1.g8081.t1, anno1.g906.t2					
N0.HOG0000858	OG0000651	n0			anno1.g510.t1	anno1.g1926.t1, anno1.g400.t1, anno1.g13609.t1, anno1.g3951.t1	g7218.t1_1, g11172.t1_1, g8634.t1_1, g8028.t1_1	anno1.g10764.t1, anno1.g13540.t1, anno1.g8355.t1, anno1.g13823.t1		
N0.HOG0000859	OG0000652	n0			anno1.g4303.t1, anno1.g560.t1, anno1.g10850.t1		g10444.t2_1, g8144.t1_1, g2539.t1_1, g3287.t1_1, g10356.t1_1, g10152.t1_1, g10812.t1_1, g3679.t1_1, g8448.t1_1	anno1.g8644.t1		
N0.HOG0000860	OG0000653	n0			anno1.g4336.t1, anno1.g7378.t1		g4758.t1_1, g3078.t1_1, g296.t1_1, g14490.t1_1, g3079.t1_1, g3201.t2_1	anno1.g3681.t1, anno1.g10519.t1, anno1.g2118.t1, anno1.g6574.t1, anno1.g6738.t1		
N0.HOG0000861	OG0000654	n0			anno1.g5026.t1		g12791.t1_1		rna-XM_057815153.1_1, rna-XM_057815151.1_1, rna-XM_057809015.1_1, rna-XM_057812881.1_1, rna-XM_057812062.1_1, rna-XM_057815414.1_1, rna-XM_057795212.1_1, rna-XM_057807390.1_1, rna-XM_057802658.1_1, rna-XM_057815213.1_1	rna-XM_056793113.1_1
N0.HOG0000862	OG0000655	n0			anno1.g8459.t1, anno1.g9691.t1, anno1.g9683.t1, anno1.g9687.t1, anno1.g9688.t1, anno1.g9689.t1, anno1.g9685.t1	anno1.g6120.t1	g12933.t1_1	anno1.g10742.t1, anno1.g2195.t1, anno1.g4042.t1, anno1.g5313.t1		
N0.HOG0000863	OG0000656	n0			anno1.g11009.t1	anno1.g7342.t1, anno1.g4694.t1, anno1.g7981.t1, anno1.g7490.t1, anno1.g4049.t1, anno1.g4117.t1, anno1.g3628.t1, anno1.g1752.t1, anno1.g12770.t1, anno1.g7012.t1, anno1.g13053.t1, anno1.g4116.t1				
N0.HOG0000864	OG0000657	n0				anno1.g12095.t1, anno1.g10989.t1, anno1.g13678.t1, anno1.g1204.t1	g8902.t1_1, g6174.t1_1, g12590.t1_1, g3183.t1_1, g14662.t1_1, g3098.t1_1, g2605.t1_1, g13897.t1_1	anno1.g12690.t1		
N0.HOG0000865	OG0000658	n0					g10439.t1_1			rna-XM_056783096.1_1, rna-XM_056783744.1_1, rna-XM_056782749.1_1, rna-XM_056782838.1_1, rna-XM_056791529.1_1, rna-XM_056791534.1_1, rna-XM_056791553.1_1, rna-XM_056791548.1_1, rna-XM_056791530.1_1, rna-XM_056791531.1_1, rna-XM_056791411.1_1, rna-XM_056791368.1_1
N0.HOG0000866	OG0000659	n0						anno1.g460.t1	rna-XM_057803326.1_1, rna-XM_057816122.1_1	rna-XM_056791246.1_1, rna-XM_056792791.1_1, rna-XM_056775438.1_1, rna-XM_056787874.1_1, rna-XM_056789853.1_1, rna-XM_056786881.1_1, rna-XM_056791446.1_1, rna-XM_056777887.1_1, rna-XM_056791381.1_1, rna-XM_056781691.1_1
N0.HOG0000867	OG0000660	n1	anno1.g20.t1		anno1.g10989.t1	anno1.g3025.t1			rna-XM_057796143.1_1	
N0.HOG0000868	OG0000660	n4	anno1.g217.t2	BRAKERILHT00000011888_1, BRAKERILHT00000010577_1	anno1.g11349.t1	anno1.g4074.t1		anno1.g9429.t1	rna-XM_057795854.1_1	rna-XM_056779118.1_1
N0.HOG0000869	OG0000661	n1		BRAKERILHT00000010696_1			g10351.t1_1			
N0.HOG0000870	OG0000661	n3						anno1.g9108.t1	rna-XM_057796216.1_1	rna-XM_056778735.1_1
N0.HOG0000871	OG0000661	n5	anno1.g21.t1		anno1.g10990.t1	anno1.g3022.t1, anno1.g3023.t1		anno1.g3883.t1	rna-XM_057796214.1_1	rna-XM_056778734.1_1
N0.HOG0000872	OG0000662	n0	anno1.g1866.t1, anno1.g1672.t1, anno1.g1032.t1, anno1.g13886.t1, anno1.g138.t1, anno1.g14222.t1, anno1.g14057.t1, anno1.g147.t1			anno1.g12806.t1		anno1.g12237.t1, anno1.g12238.t1		rna-XM_056789510.1_1
N0.HOG0000873	OG0000663	n0	anno1.g203.t3, anno1.g735.t1	BRAKERILHT00000010626_1, BRAKERILHT00000001315_1	anno1.g10293.t1, anno1.g10297.t1	anno1.g5705.t1	g10849.t1_1		rna-XM_057806758.1_1, rna-XM_057801807.1_1	rna-XM_056786805.1_1, rna-XM_056784161.1_1
N0.HOG0000874	OG0000664	n0	anno1.g248.t1, anno1.g381.t1, anno1.g11595.t1				g12158.t1_1, g12100.t1_1, g3254.t1_1, g366.t1_1, g12074.t1_1, g11790.t1_1, g7222.t1_1, g9.t1_1	anno1.g12772.t1		
N0.HOG0000875	OG0000665	n0	anno1.g363.t1, anno1.g364.t1	BRAKERILHT00000010674_1, BRAKERILHT00000002049_1	anno1.g11164.t1, anno1.g3302.t2	anno1.g8989.t1	g9836.t1_1, g752.t1_1, g2497.t1_1	anno1.g9660.t1, anno1.g7808.t1		
N0.HOG0000876	OG0000666	n0	anno1.g482.t4, anno1.g501.t1	BRAKERILHT00000011314_1, BRAKERILHT00000010766_1	anno1.g10591.t5	anno1.g6021.t4	g10708.t1_1, g10709.t4_1	anno1.g8694.t2, anno1.g8693.t3	rna-XM_057800477.1_1	rna-XM_056782315.1_1
N0.HOG0000877	OG0000667	n0	anno1.g537.t1	BRAKERILHT00000011901_1, BRAKERILHT00000010425_1, BRAKERILHT00000013770_1, BRAKERILHT00000002034_1, BRAKERILHT00000010563_1	anno1.g10660.t1	anno1.g7971.t1	g10810.t1_1	anno1.g8590.t1	rna-XM_057812496.1_1	rna-XM_056779965.1_1
N0.HOG0000878	OG0000668	n0	anno1.g570.t2, anno1.g574.t1, anno1.g3283.t1	BRAKERILHT00000012084_1, BRAKERILHT00000010734_1	anno1.g10306.t1	anno1.g9721.t1, anno1.g4886.t1	g10780.t1_1	anno1.g8624.t1	rna-XM_057811102.1_1	rna-XM_056792118.1_1
N0.HOG0000879	OG0000669	n0	anno1.g582.t1, anno1.g576.t1, anno1.g583.t1	BRAKERILHT00000011144_1	anno1.g10305.t1	anno1.g4885.t1	g5431.t1_1, g5430.t1_1, g10778.t1_1	anno1.g8628.t1	rna-XM_057813411.1_1	rna-XM_056774340.1_1
N0.HOG0000880	OG0000670	n0	anno1.g617.t1, anno1.g613.t1, anno1.g619.t1	BRAKERILHT00000011904_1, BRAKERILHT00000011496_1	anno1.g10714.t1	anno1.g2399.t1	g10902.t1_1, g10904.t1_1	anno1.g8515.t1	rna-XM_057812865.1_1	rna-XM_056781854.1_1
N0.HOG0000881	OG0000671	n0	anno1.g668.t3, anno1.g651.t5	BRAKERILHT00000011640_1	anno1.g10747.t2	anno1.g12936.t1, anno1.g8776.t1	g10752.t2_1	anno1.g8651.t1	rna-XM_057814462.1_1, rna-XM_057813443.1_1	rna-XM_056789775.1_1, rna-XM_056789831.1_1
N0.HOG0000882	OG0000672	n0	anno1.g716.t1, anno1.g10896.t1, anno1.g944.t1		anno1.g2524.t1, anno1.g5802.t1, anno1.g1076.t1, anno1.g1147.t1, anno1.g11791.t1, anno1.g4458.t1				rna-XM_057802196.1_1, rna-XM_057805500.1_1	rna-XM_056788533.1_1
